"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter","templateSize","springLength"
"D16","WREF","WREF_073",23,23,63,9.2,"PSMEM","NEON.PLA.D16.WREF.05714","sbt",30.3,"md","long_0.26"
"D16","WREF","WREF_073",23,23,64.9,17.4,"PSMEM","NEON.PLA.D16.WREF.05769","sbt",29.8,"md","long_0.26"
"D16","WREF","WREF_073",23,43,258.6,8.9,"TSHE","NEON.PLA.D16.WREF.05755","sbt",28.4,"md","long_0.26"
"D16","WREF","WREF_073",23,25,275.1,7.2,"TSHE","NEON.PLA.D16.WREF.05781","sbt",28.1,"md","long_0.26"
"D16","WREF","WREF_073",23,23,39.4,2.6,"TSHE","NEON.PLA.D16.WREF.04416","sbt",27.4,"md","long_0.26"
"D16","WREF","WREF_073",23,43,198.9,12.4,"TSHE","NEON.PLA.D16.WREF.05761","sbt",26.4,"md","long_0.26"
"D16","WREF","WREF_073",23,25,305.2,10.9,"TSHE","NEON.PLA.D16.WREF.05758","sbt",25.1,"md","long_0.26"
"D16","WREF","WREF_073",39,39,85.5,12.4,"THPL","NEON.PLA.D16.WREF.04419","sbt",57.7,"lg","long_0.31"
"D16","WREF","WREF_073",39,57,128.2,9.7,"THPL","NEON.PLA.D16.WREF.04456","sbt",55,"lg","long_0.31"
"D16","WREF","WREF_073",39,57,142.1,8.8,"PSMEM","NEON.PLA.D16.WREF.04438","sbt",49.9,"md","long_0.26"
"D16","WREF","WREF_073",39,41,338.2,8.8,"PSMEM","NEON.PLA.D16.WREF.04424","mbt",47.7,"md","long_0.26"
"D16","WREF","WREF_073",39,57,147.2,12.4,"PSMEM","NEON.PLA.D16.WREF.04473","sbt",44,"md","long_0.26"
"D16","WREF","WREF_073",39,39,75.4,12,"PSMEM","NEON.PLA.D16.WREF.04420","sbt",43.9,"md","long_0.26"
"D16","WREF","WREF_073",39,59,246.6,6.9,"THPL","NEON.PLA.D16.WREF.04431","sbt",42.8,"md","long_0.26"
"D16","WREF","WREF_073",39,39,78.4,8.2,"THPL","NEON.PLA.D16.WREF.04464","sbt",40.3,"md","long_0.26"
"D16","WREF","WREF_073",39,57,93.8,0.9,"PSMEM","NEON.PLA.D16.WREF.04433","sbt",38.5,"md","long_0.26"
"D16","WREF","WREF_073",39,59,249.1,10.8,"TSHE","NEON.PLA.D16.WREF.04435","sbt",35.7,"md","long_0.26"
"D16","WREF","WREF_073",39,57,160.4,9.7,"PSMEM","NEON.PLA.D16.WREF.04442","sbt",33,"md","long_0.26"
"D16","WREF","WREF_073",39,39,2.4,5.9,"ABAM","NEON.PLA.D16.WREF.04470","sbt",29.5,"md","long_0.26"
"D16","WREF","WREF_073",39,57,143.7,3.5,"TSHE","NEON.PLA.D16.WREF.04432","sbt",27.9,"md","long_0.26"
"D16","WREF","WREF_073",39,57,139.1,10.4,"TSHE","NEON.PLA.D16.WREF.04439","sbt",27,"md","long_0.26"
"D16","WREF","WREF_073",39,41,338.2,8.8,"PSMEM","NEON.PLA.D16.WREF.04424","mbt",26.3,"md","long_0.26"
"D16","WREF","WREF_073",39,41,325.8,11.4,"ABAM","NEON.PLA.D16.WREF.04425","sbt",25.3,"md","long_0.26"
"D16","WREF","WREF_073",39,59,256.7,15.8,"TSHE","NEON.PLA.D16.WREF.04437","sbt",25.1,"md","long_0.26"
"D16","WREF","WREF_074",23,23,56.4,17.8,"PSMEM","NEON.PLA.D16.WREF.03658","sbt",69.3,"lg","long_0.31"
"D16","WREF","WREF_074",23,23,13.1,10.4,"TSHE","NEON.PLA.D16.WREF.03673","sbt",51.3,"lg","long_0.31"
"D16","WREF","WREF_074",23,25,315.8,16.6,"PSMEM","NEON.PLA.D16.WREF.03669","mbt",50.8,"lg","long_0.31"
"D16","WREF","WREF_074",23,23,58.8,10.2,"TSHE","NEON.PLA.D16.WREF.03679","sbt",43.6,"md","long_0.26"
"D16","WREF","WREF_074",23,25,339.3,3.5,"PSMEM","NEON.PLA.D16.WREF.03214","sbt",43.2,"md","long_0.26"
"D16","WREF","WREF_074",23,NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03669A","mbt",41.9,"md","long_0.26"
"D16","WREF","WREF_074",23,25,351,17.5,"PSMEM","NEON.PLA.D16.WREF.03205","sbt",38.8,"md","long_0.26"
"D16","WREF","WREF_074",23,25,271.1,13.8,"PSMEM","NEON.PLA.D16.WREF.03678","sbt",31.2,"md","long_0.26"
"D16","WREF","WREF_074",23,25,344.7,14.2,"PSMEM","NEON.PLA.D16.WREF.03662","sbt",27.8,"md","long_0.26"
"D16","WREF","WREF_074",23,25,277.2,14.8,"PSMEM","NEON.PLA.D16.WREF.03677","sbt",27.5,"md","long_0.26"
"D16","WREF","WREF_074",23,23,3.2,3.2,"PSMEM","NEON.PLA.D16.WREF.03674","sbt",23.6,"md","long_0.26"
"D16","WREF","WREF_074",23,25,335.8,1.9,"PSMEM","NEON.PLA.D16.WREF.03213","sbt",23.3,"md","long_0.26"
"D16","WREF","WREF_074",39,39,63.6,5.2,"PSMEM","NEON.PLA.D16.WREF.03262","sbt",64.7,"lg","long_0.31"
"D16","WREF","WREF_074",39,41,276.8,7.1,"TSHE","NEON.PLA.D16.WREF.03233","sbt",52,"lg","long_0.31"
"D16","WREF","WREF_074",39,41,298.5,10.1,"TSHE","NEON.PLA.D16.WREF.03228","sbt",49.3,"md","long_0.26"
"D16","WREF","WREF_074",39,41,300.4,16.9,"TSHE","NEON.PLA.D16.WREF.03220","sbt",47.4,"md","long_0.26"
"D16","WREF","WREF_074",39,57,135.1,9.9,"TSHE","NEON.PLA.D16.WREF.03221","sbt",44.7,"md","long_0.26"
"D16","WREF","WREF_074",39,41,343.4,6.1,"TSHE","NEON.PLA.D16.WREF.03230","sbt",43.2,"md","long_0.26"
"D16","WREF","WREF_074",39,41,315.4,6.2,"TSHE","NEON.PLA.D16.WREF.03232","sbt",43,"md","long_0.26"
"D16","WREF","WREF_074",39,41,350.7,10.4,"TSHE","NEON.PLA.D16.WREF.03223","sbt",26.1,"md","long_0.26"
"D16","WREF","WREF_075",21,41,268,10.1,"ABAM","NEON.PLA.D16.WREF.03640","sbt",45.3,"md","long_0.26"
"D16","WREF","WREF_075",21,41,207.6,13.4,"PSMEM","NEON.PLA.D16.WREF.03627","sbt",41,"md","long_0.26"
"D16","WREF","WREF_075",21,NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03470","sbt",39.8,"md","long_0.26"
"D16","WREF","WREF_075",21,41,219.8,7.5,"PSMEM","NEON.PLA.D16.WREF.03647","sbt",36.7,"md","long_0.26"
"D16","WREF","WREF_075",21,21,78.1,6.2,"PSMEM","NEON.PLA.D16.WREF.03706","sbt",36.5,"md","long_0.26"
"D16","WREF","WREF_075",21,41,257.7,14.9,"ABAM","NEON.PLA.D16.WREF.03635","sbt",34.8,"md","long_0.26"
"D16","WREF","WREF_075",21,41,211.2,20.7,"PSMEM","NEON.PLA.D16.WREF.03708","sbt",34.2,"md","long_0.26"
"D16","WREF","WREF_075",21,41,241.5,5.9,"PSMEM","NEON.PLA.D16.WREF.03652","sbt",32.5,"md","long_0.26"
"D16","WREF","WREF_075",21,41,206.7,11.8,"TSHE","NEON.PLA.D16.WREF.03628","sbt",29.8,"md","long_0.26"
"D16","WREF","WREF_075",21,21,71.9,4.1,"TSHE","NEON.PLA.D16.WREF.03705","sbt",29.3,"md","long_0.26"
"D16","WREF","WREF_075",21,41,232.5,14.3,"PSMEM","NEON.PLA.D16.WREF.03631","sbt",25.8,"md","long_0.26"
"D16","WREF","WREF_075",23,25,344.5,4.3,"PSMEM","NEON.PLA.D16.WREF.03426","sbt",45.6,"md","long_0.26"
"D16","WREF","WREF_075",23,43,258.1,9.6,"PSMEM","NEON.PLA.D16.WREF.05335","sbt",41.8,"md","long_0.26"
"D16","WREF","WREF_075",23,25,340,8.3,"PSMEM","NEON.PLA.D16.WREF.03429","sbt",39.7,"md","long_0.26"
"D16","WREF","WREF_075",23,23,57.1,7.7,"TSHE","NEON.PLA.D16.WREF.03453","sbt",39.5,"md","long_0.26"
"D16","WREF","WREF_075",23,43,219.6,11.9,"PSMEM","NEON.PLA.D16.WREF.05331","sbt",38.6,"md","long_0.26"
"D16","WREF","WREF_075",23,23,73.9,14,"PSMEM","NEON.PLA.D16.WREF.03430","sbt",33.9,"md","long_0.26"
"D16","WREF","WREF_075",23,23,1.3,14.5,"TSHE","NEON.PLA.D16.WREF.03466","sbt",31.4,"md","long_0.26"
"D16","WREF","WREF_075",23,23,18.8,17.1,"TSHE","NEON.PLA.D16.WREF.03462","sbt",31.3,"md","long_0.26"
"D16","WREF","WREF_075",23,23,89.9,13.5,"PSMEM","NEON.PLA.D16.WREF.03435","sbt",28.9,"md","long_0.26"
"D16","WREF","WREF_075",23,23,26,20.1,"TSHE","NEON.PLA.D16.WREF.03459","sbt",28.7,"md","long_0.26"
"D16","WREF","WREF_075",23,23,43.6,3.8,"PSMEM","NEON.PLA.D16.WREF.03451","sbt",28.4,"md","long_0.26"
"D16","WREF","WREF_075",23,23,45.9,12.2,"PSMEM","NEON.PLA.D16.WREF.03456","sbt",28.4,"md","long_0.26"
"D16","WREF","WREF_075",23,41,104.9,6.3,"TSHE","NEON.PLA.D16.WREF.03461","sbt",28,"md","long_0.26"
"D16","WREF","WREF_075",23,23,33.3,15.8,"TSHE","NEON.PLA.D16.WREF.03458","sbt",27.2,"md","long_0.26"
"D16","WREF","WREF_075",23,43,214.9,11.1,"TSHE","NEON.PLA.D16.WREF.05329","sbt",25.9,"md","long_0.26"
"D16","WREF","WREF_076",21,39,168.5,6.2,"PSMEM","NEON.PLA.D16.WREF.04628","sbt",121.4,"lg","long_0.31"
"D16","WREF","WREF_076",21,39,146.5,5.6,"PSMEM","NEON.PLA.D16.WREF.04630","sbt",108.2,"lg","long_0.31"
"D16","WREF","WREF_076",21,21,89,8,"ABAM","NEON.PLA.D16.WREF.04620","sbt",43.4,"md","long_0.26"
"D16","WREF","WREF_076",21,23,312.9,6.6,"ABAM","NEON.PLA.D16.WREF.04675","sbt",36.9,"md","long_0.26"
"D16","WREF","WREF_076",23,43,265.8,8.6,"THPL","NEON.PLA.D16.WREF.04648","sbt",93,"lg","long_0.31"
"D16","WREF","WREF_076",23,43,267.8,7.1,"TSHE","NEON.PLA.D16.WREF.04649","sbt",38.3,"md","long_0.26"
"D16","WREF","WREF_076",23,43,207.4,6.8,"TABR2","NEON.PLA.D16.WREF.04655","sbt",33.9,"md","long_0.26"
"D16","WREF","WREF_076",23,43,196.1,16.1,"THPL","NEON.PLA.D16.WREF.04638","sbt",33.1,"md","long_0.26"
"D16","WREF","WREF_076",23,43,213,13.6,"TSHE","NEON.PLA.D16.WREF.04641","sbt",30.1,"md","long_0.26"
"D16","WREF","WREF_077",21,41,238.7,8,"PSMEM","NEON.PLA.D16.WREF.04190","sbt",92.8,"lg","long_0.31"
"D16","WREF","WREF_077",21,21,83,10.1,"TSHE","NEON.PLA.D16.WREF.04184","sbt",88.1,"lg","long_0.31"
"D16","WREF","WREF_077",21,41,246.7,13.8,"TSHE","NEON.PLA.D16.WREF.04188","sbt",77.8,"lg","long_0.31"
"D16","WREF","WREF_077",21,41,213.8,4.8,"TSHE","NEON.PLA.D16.WREF.04193","sbt",65.6,"lg","long_0.31"
"D16","WREF","WREF_077",21,23,311.4,3.9,"TSHE","NEON.PLA.D16.WREF.04183","sbt",46.7,"md","long_0.26"
"D16","WREF","WREF_077",21,21,49.3,7.7,"TSHE","NEON.PLA.D16.WREF.04186","sbt",38.6,"md","long_0.26"
"D16","WREF","WREF_077",39,41,343,14.7,"PSMEM","NEON.PLA.D16.WREF.04509","sbt",129.3,"lg","long_0.31"
"D16","WREF","WREF_077",39,41,318.2,1,"PSMEM","NEON.PLA.D16.WREF.04506","sbt",109.3,"lg","long_0.31"
"D16","WREF","WREF_077",39,41,350.3,9.8,"THPL","NEON.PLA.D16.WREF.04508","sbt",97.2,"lg","long_0.31"
"D16","WREF","WREF_077",39,59,256.1,8.2,"TSHE","NEON.PLA.D16.WREF.04510","sbt",85.2,"lg","long_0.31"
"D16","WREF","WREF_077",39,59,202,15,"TSHE","NEON.PLA.D16.WREF.04507","sbt",65.8,"lg","long_0.31"
"D16","WREF","WREF_077",39,39,41.5,11.5,"ABAM","NEON.PLA.D16.WREF.04504","sbt",34.5,"md","long_0.26"
"D16","WREF","WREF_078",23,23,71.8,4.2,"PSMEM","NEON.PLA.D16.WREF.02241","sbt",63.9,"lg","long_0.31"
"D16","WREF","WREF_078",23,23,45.7,9,"PSMEM","NEON.PLA.D16.WREF.02242","sbt",62.6,"lg","long_0.31"
"D16","WREF","WREF_079",21,41,197.5,7.7,"TSHE","NEON.PLA.D16.WREF.02139","sbt",129.3,"lg","long_0.31"
"D16","WREF","WREF_079",41,43,272.7,3,"TSHE","NEON.PLA.D16.WREF.02213","sbt",59.5,"lg","long_0.31"
"D16","WREF","WREF_081",23,41,148.3,20.2,"PSMEM","NEON.PLA.D16.WREF.03284","sbt",109.1,"lg","long_0.31"
"D16","WREF","WREF_081",23,41,119.6,8.3,"TSHE","NEON.PLA.D16.WREF.03289","sbt",103.8,"lg","long_0.31"
"D16","WREF","WREF_081",23,25,346.7,13.6,"PSMEM","NEON.PLA.D16.WREF.03294","sbt",79.4,"lg","long_0.31"
"D16","WREF","WREF_081",41,59,137.5,8.7,"TSHE","NEON.PLA.D16.WREF.03278","sbt",92.1,"lg","long_0.31"
"D16","WREF","WREF_081",41,59,135,19.4,"TSHE","NEON.PLA.D16.WREF.03283","sbt",64.8,"lg","long_0.31"
"D16","WREF","WREF_082",21,41,253.3,11.1,"PSMEM","NEON.PLA.D16.WREF.04545","sbt",58,"lg","long_0.31"
"D16","WREF","WREF_082",21,41,214.4,16.6,"PSMEM","NEON.PLA.D16.WREF.04540","sbt",56.3,"lg","long_0.31"
"D16","WREF","WREF_082",21,23,280.5,19.3,"PSMEM","NEON.PLA.D16.WREF.04551","sbt",54.8,"lg","long_0.31"
"D16","WREF","WREF_082",41,41,43.5,5.9,"PSMEM","NEON.PLA.D16.WREF.04498","sbt",54.7,"lg","long_0.31"
"D16","WREF","WREF_082",41,61,238.6,5.4,"PSMEM","NEON.PLA.D16.WREF.04499","sbt",54.7,"lg","long_0.31"
"D16","WREF","WREF_083",21,39,102,2.3,"PSMEM","NEON.PLA.D16.WREF.04803","sbt",139.3,"lg","long_0.31"
"D16","WREF","WREF_083",21,41,248.5,4,"PSMEM","NEON.PLA.D16.WREF.04807","sbt",122.8,"lg","long_0.31"
"D16","WREF","WREF_083",21,41,220.2,13,"PSMEM","NEON.PLA.D16.WREF.04804","sbt",108.5,"lg","long_0.31"
"D16","WREF","WREF_083",21,21,34.3,20.2,"TSHE","NEON.PLA.D16.WREF.04806","sbt",86.7,"lg","long_0.31"
"D16","WREF","WREF_083",23,25,313.3,7.3,"PSMEM","NEON.PLA.D16.WREF.04934","sbt",117.2,"lg","long_0.31"
"D16","WREF","WREF_083",23,23,20.5,13,"PSMEM","NEON.PLA.D16.WREF.04909","sbt",98.8,"lg","long_0.31"
"D16","WREF","WREF_083",23,23,12.5,10.5,"PSMEM","NEON.PLA.D16.WREF.04907","sbt",79.4,"lg","long_0.31"
"D16","WREF","WREF_083",23,25,291.4,7.9,"TSHE","NEON.PLA.D16.WREF.04933","sbt",71.5,"lg","long_0.31"
"D16","WREF","WREF_083",23,43,213.2,5.5,"PSMEM","NEON.PLA.D16.WREF.04919","sbt",63.2,"lg","long_0.31"
"D16","WREF","WREF_084",23,25,282.8,17.3,"PSMEM","NEON.PLA.D16.WREF.05262","sbt",59.1,"lg","long_0.31"
"D16","WREF","WREF_084",23,25,285.1,7.5,"PSMEM","NEON.PLA.D16.WREF.05264","sbt",55.2,"lg","long_0.31"
"D16","WREF","WREF_085",39,39,41.8,6.4,"PSMEM","NEON.PLA.D16.WREF.05298","sbt",67.3,"lg","long_0.31"
"D16","WREF","WREF_085",39,39,28.7,15.7,"TSHE","NEON.PLA.D16.WREF.05701","sbt",62.1,"lg","long_0.31"
"D16","WREF","WREF_085",39,39,4.4,19,"PSMEM","NEON.PLA.D16.WREF.05702","sbt",59,"lg","long_0.31"
"D16","WREF","WREF_085",41,59,121.4,10.3,"PSMEM","NEON.PLA.D16.WREF.05145","sbt",66.7,"lg","long_0.31"
"D16","WREF","WREF_085",41,59,171.7,1.2,"TSHE","NEON.PLA.D16.WREF.05144","sbt",63.2,"lg","long_0.31"
"D16","WREF","WREF_085",41,43,284.4,15.3,"PSMEM","NEON.PLA.D16.WREF.05286","sbt",55.5,"lg","long_0.31"
"D16","WREF","WREF_086",21,23,299.6,11.5,"TSHE","NEON.PLA.D16.WREF.04159","sbt",80.7,"lg","long_0.31"
"D16","WREF","WREF_086",23,41,165.3,6,"TSHE","NEON.PLA.D16.WREF.04753","sbt",86.9,"lg","long_0.31"
"D16","WREF","WREF_087",39,41,307.6,17.5,"PSMEM","NEON.PLA.D16.WREF.05457","sbt",66.1,"lg","long_0.31"
"D16","WREF","WREF_088",41,43,313.7,4.2,"PSMEM","NEON.PLA.D16.WREF.02350","sbt",56.7,"lg","long_0.31"
"D16","WREF","WREF_089",21,21,82.9,2.8,"THPL","NEON.PLA.D16.WREF.04890","sbt",91.5,"lg","long_0.31"
"D16","WREF","WREF_089",21,39,159.7,4.8,"TSHE","NEON.PLA.D16.WREF.04949","sbt",83.9,"lg","long_0.31"
"D16","WREF","WREF_089",21,41,264.4,6.1,"TSHE","NEON.PLA.D16.WREF.04851","sbt",78.8,"lg","long_0.31"
"D16","WREF","WREF_089",41,41,32.9,1.2,"TSHE","NEON.PLA.D16.WREF.04984","sbt",99,"lg","long_0.31"
"D16","WREF","WREF_089",41,41,90.6,2.6,"PSMEM","NEON.PLA.D16.WREF.04983","sbt",90.1,"lg","long_0.31"
"D16","WREF","WREF_089",41,61,259.4,10.3,"THPL","NEON.PLA.D16.WREF.04954","sbt",77.7,"lg","long_0.31"
