"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"40","D19","DEJU","DEJU_024","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","D19","DEJU","DEJU_024","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","D19","DEJU","DEJU_006","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","D19","DEJU","DEJU_006","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","D19","DEJU","DEJU_006","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","D19","DEJU","DEJU_047","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","D19","DEJU","DEJU_047","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","D19","DEJU","DEJU_047","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","D19","DEJU","DEJU_052","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",270,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","D19","DEJU","DEJU_052","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",150,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","D19","DEJU","DEJU_052","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",30,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","D19","DEJU","DEJU_018","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","D19","DEJU","DEJU_018","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","D19","DEJU","DEJU_018","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","D19","DEJU","DEJU_020","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",60,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","D19","DEJU","DEJU_020","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","D19","DEJU","DEJU_020","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",300,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","D19","DEJU","DEJU_048","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","D19","DEJU","DEJU_048","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","D19","DEJU","DEJU_048","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","D19","DEJU","DEJU_050","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","D19","DEJU","DEJU_050","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","D19","DEJU","DEJU_050","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","D19","DEJU","DEJU_051","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","D19","DEJU","DEJU_051","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","D19","DEJU","DEJU_051","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","D19","DEJU","DEJU_053","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",300,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","D19","DEJU","DEJU_053","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",60,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","D19","DEJU","DEJU_053","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","D19","DEJU","DEJU_059","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","D19","DEJU","DEJU_059","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","D19","DEJU","DEJU_059","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","D19","DEJU","DEJU_062","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","D19","DEJU","DEJU_062","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","D19","DEJU","DEJU_062","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","D19","DEJU","DEJU_058","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",60,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","D19","DEJU","DEJU_058","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","D19","DEJU","DEJU_058","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",300,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","D19","DEJU","DEJU_055","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","D19","DEJU","DEJU_055","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","D19","DEJU","DEJU_055","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","D19","DEJU","DEJU_063","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",300,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","D19","DEJU","DEJU_063","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",60,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","D19","DEJU","DEJU_063","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","D19","DEJU","DEJU_002","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",310,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","D19","DEJU","DEJU_002","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",190,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","D19","DEJU","DEJU_002","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",70,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","D19","DEJU","DEJU_019","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","D19","DEJU","DEJU_019","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","D19","DEJU","DEJU_019","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","D19","DEJU","DEJU_061","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",300,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","D19","DEJU","DEJU_061","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","D19","DEJU","DEJU_061","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",60,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","D19","DEJU","DEJU_023","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","D19","DEJU","DEJU_023","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","D19","DEJU","DEJU_023","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","D19","DEJU","DEJU_009","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","D19","DEJU","DEJU_009","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","D19","DEJU","DEJU_009","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","D19","DEJU","DEJU_016","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","D19","DEJU","DEJU_016","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","D19","DEJU","DEJU_016","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","D19","DEJU","DEJU_021","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","D19","DEJU","DEJU_021","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","D19","DEJU","DEJU_021","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","D19","DEJU","DEJU_004","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",290,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","D19","DEJU","DEJU_004","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",50,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","D19","DEJU","DEJU_004","2016-08-30T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",170,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","D19","DEJU","DEJU_045","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","D19","DEJU","DEJU_045","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","D19","DEJU","DEJU_045","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","D19","DEJU","DEJU_056","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","D19","DEJU","DEJU_056","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","D19","DEJU","DEJU_056","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","D19","DEJU","DEJU_046","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",110,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","D19","DEJU","DEJU_046","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",230,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","D19","DEJU","DEJU_046","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",350,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","D19","DEJU","DEJU_008","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","D19","DEJU","DEJU_008","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","D19","DEJU","DEJU_008","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","D19","DEJU","DEJU_018","2016-06-21T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",170,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","D19","DEJU","DEJU_018","2016-06-21T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",290,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","D19","DEJU","DEJU_018","2016-06-21T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",50,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","D19","DEJU","DEJU_001","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",290,"Y",0.7,4.1,NA,"L04",1.3,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","2 - Sound round","2-5cm","2"
"124","D19","DEJU","DEJU_001","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",50,"Y",0.4,7.2,NA,"L01",2.8,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","3 - Heartwood sound","5-10cm","3"
"125","D19","DEJU","DEJU_001","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",170,"Y",0.6,5.8,NA,"L02",3.5,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","2 - Sound round","5-10cm","2"
"126","D19","DEJU","DEJU_001","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",170,"Y",0.9,14.1,NA,"4500",3.2,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","2 - Sound round",">=10cm","2"
"127","D19","DEJU","DEJU_001","2016-08-29T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",170,"Y",4,9.5,NA,"L03",3.1,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","2 - Sound round","5-10cm","2"
"128","D19","DEJU","DEJU_049","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",270,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","D19","DEJU","DEJU_049","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",150,"Y",5,7.8,NA,"L01",1,"PIMA","Picea mariana (Mill.) Britton, Sterns & Poggenb.","3 - Heartwood sound","5-10cm","3"
"130","D19","DEJU","DEJU_049","2016-08-31T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vC",30,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
