"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"BONA","POTR5","3","5-10cm",21.21,21.21,5,5
"BONA","POTR5","3",">=10cm",9.09,30.3,10,15
"BONA","POTR5","4",">=10cm",8.08,38.38,10,25
"BONA","BENE4","3",">=10cm",7.07,45.45,10,35
"BONA","POTR5","4","5-10cm",7.07,52.52,5,40
"BONA","BENE4","4",">=10cm",6.06,58.58,10,50
"BONA","PIMA","3",">=10cm",4.04,62.62,10,60
"BONA","BENE4","3","5-10cm",4.04,66.66,5,65
"BONA","PIMA","3","5-10cm",4.04,70.7,5,70
"BONA","PICEA","2",">=10cm",3.03,73.73,10,80
"BONA","PIMA","2",">=10cm",3.03,76.76,10,90
"BONA","PIMA","3","2-5cm",3.03,79.79,5,95
"BONA","POTR5","2","2-5cm",2.02,81.81,5,100
"BONA","POTR5","3","2-5cm",2.02,83.83,5,105
"BONA","PICEA","3","5-10cm",2.02,85.85,5,110
"BONA","BENE4","4","5-10cm",2.02,87.87,5,115
"BONA","PIGL","2",">=10cm",1.01,88.88,10,125
"BONA","POTR5","2",">=10cm",1.01,89.89,10,135
"BONA","PIGL","3",">=10cm",1.01,90.9,10,145
"BONA","PIMA","4",">=10cm",1.01,91.91,10,155
"BONA","BENE4","2","2-5cm",1.01,92.92,5,160
"BONA","ALVI5","3","2-5cm",1.01,93.93,5,165
"BONA","BENE4","4","2-5cm",1.01,94.94,5,170
"BONA","BENE4","2","5-10cm",1.01,95.95,5,175
"BONA","PIGL","2","5-10cm",1.01,96.96,5,180
"BONA","POTR5","2","5-10cm",1.01,97.97,5,185
"BONA","PIGL","4","5-10cm",1.01,98.98,5,190
"BONA","SASC","4","5-10cm",1.01,99.99,5,195
