mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
122,BONA_001,BONA,deciduousForest,distributed,basePlot,
122,BONA_001,BONA,deciduousForest,distributed,birdGrid,brd
154,BONA_002,BONA,deciduousForest,distributed,basePlot,
154,BONA_002,BONA,deciduousForest,distributed,birdGrid,brd
154,BONA_002,BONA,deciduousForest,distributed,tickPlot,tck
393,BONA_003,BONA,shrubScrub,distributed,basePlot,
393,BONA_003,BONA,shrubScrub,distributed,birdGrid,brd
473,BONA_004,BONA,woodyWetlands,distributed,basePlot,
576,BONA_005,BONA,shrubScrub,distributed,basePlot,
153,BONA_070,BONA,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
409,BONA_071,BONA,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
665,BONA_072,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1689,BONA_073,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2713,BONA_074,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3481,BONA_075,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3737,BONA_076,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
6809,BONA_077,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
7577,BONA_078,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
8256,BONA_079,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
10393,BONA_080,BONA,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
10905,BONA_081,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
13721,BONA_082,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
15001,BONA_083,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
27033,BONA_084,BONA,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst
28825,BONA_085,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
30873,BONA_086,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
32832,BONA_087,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
44441,BONA_088,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
84377,BONA_089,BONA,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
27,CLBJ_061,CLBJ,deciduousForest,distributed,birdGrid,brd
160,CLBJ_031,CLBJ,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
160,CLBJ_031,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd
240,CLBJ_032,CLBJ,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
240,CLBJ_032,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck
288,CLBJ_033,CLBJ,deciduousForest,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
288,CLBJ_033,CLBJ,deciduousForest,distributed,mammalGrid,mam
288,CLBJ_033,CLBJ,deciduousForest,distributed,tickPlot,tck
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck
480,CLBJ_062,CLBJ,deciduousForest,distributed,birdGrid,brd
584,CLBJ_035,CLBJ,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck
680,CLBJ_063,CLBJ,deciduousForest,distributed,birdGrid,brd
696,CLBJ_037,CLBJ,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
696,CLBJ_037,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam
752,CLBJ_038,CLBJ,deciduousForest,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
752,CLBJ_038,CLBJ,deciduousForest,distributed,birdGrid,brd
875,CLBJ_064,CLBJ,deciduousForest,distributed,birdGrid,brd
952,CLBJ_039,CLBJ,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
952,CLBJ_039,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam
987,CLBJ_040,CLBJ,deciduousForest,distributed,basePlot,bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
987,CLBJ_040,CLBJ,deciduousForest,distributed,mammalGrid,mam
987,CLBJ_040,CLBJ,deciduousForest,distributed,tickPlot,tck
1035,CLBJ_041,CLBJ,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
1035,CLBJ_041,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam
1184,CLBJ_042,CLBJ,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
1184,CLBJ_042,CLBJ,deciduousForest,distributed,mammalGrid,mam
1264,CLBJ_043,CLBJ,deciduousForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
1264,CLBJ_043,CLBJ,deciduousForest,distributed,tickPlot,tck
1328,CLBJ_065,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd
1451,CLBJ_044,CLBJ,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
1472,CLBJ_045,CLBJ,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
1520,CLBJ_046,CLBJ,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
1568,CLBJ_047,CLBJ,grasslandHerbaceous,distributed,basePlot,cdw|dhp|div|hbp|vst
1872,CLBJ_048,CLBJ,grasslandHerbaceous,distributed,basePlot,div
1899,CLBJ_049,CLBJ,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
1947,CLBJ_050,CLBJ,grasslandHerbaceous,distributed,basePlot,div
1976,CLBJ_066,CLBJ,deciduousForest,distributed,mosquitoPoint,mpt|mos
2128,CLBJ_067,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
2208,CLBJ_051,CLBJ,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
2224,CLBJ_068,CLBJ,deciduousForest,distributed,mosquitoPoint,mpt|mos
2667,CLBJ_053,CLBJ,deciduousForest,distributed,basePlot,div
2272,CLBJ_052,CLBJ,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
2352,CLBJ_054,CLBJ,deciduousForest,distributed,basePlot,div
2376,CLBJ_055,CLBJ,grasslandHerbaceous,distributed,basePlot,div
2427,CLBJ_056,CLBJ,deciduousForest,distributed,basePlot,div
2459,CLBJ_057,CLBJ,deciduousForest,distributed,basePlot,div
2459,CLBJ_057,CLBJ,deciduousForest,distributed,mammalGrid,mam
2512,CLBJ_058,CLBJ,deciduousForest,distributed,basePlot,div
3483,CLBJ_059,CLBJ,grasslandHerbaceous,distributed,basePlot,div
3739,CLBJ_060,CLBJ,grasslandHerbaceous,distributed,basePlot,div
3867,CLBJ_069,CLBJ,deciduousForest,distributed,mosquitoPoint,mpt|mos
4459,CLBJ_070,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
4688,CLBJ_001,CLBJ,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
5816,CLBJ_071,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
6059,CLBJ_072,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
6560,CLBJ_073,CLBJ,deciduousForest,distributed,mosquitoPoint,mpt|mos
6880,CLBJ_074,CLBJ,deciduousForest,distributed,mosquitoPoint,mpt|mos
7840,CLBJ_075,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mpt|mos
8384,CLBJ_002,CLBJ,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
19,BART_001,BART,mixedForest,distributed,mammalGrid,mam
19,BART_001,BART,mixedForest,distributed,tickPlot,
36,BART_002,BART,deciduousForest,distributed,basePlot,bet|bgc|cfc|cdw|dhp|div|hbp|sme|vst
36,BART_002,BART,deciduousForest,distributed,tickPlot,tck
38,BART_003,BART,deciduousForest,distributed,birdGrid,brd
38,BART_003,BART,deciduousForest,distributed,tickPlot,
38,BART_003,BART,deciduousForest,distributed,basePlot,bgc|cfc|cdw|dhp|div|hbp|sme|vst
57,BART_004,BART,mixedForest,distributed,birdGrid,brd
79,BART_006,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
103,BART_009,BART,deciduousForest,distributed,basePlot,
87,BART_007,BART,mixedForest,distributed,mammalGrid,mam
118,BART_010,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
163,BART_012,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
103,BART_009,BART,deciduousForest,distributed,birdGrid,brd
118,BART_010,BART,deciduousForest,distributed,tickPlot,tck
164,BART_013,BART,deciduousForest,distributed,basePlot,cdw|dhp|div|hbp|vst
151,BART_011,BART,mixedForest,distributed,tickPlot,tck
179,BART_014,BART,deciduousForest,distributed,basePlot,
163,BART_012,BART,deciduousForest,distributed,birdGrid,brd
163,BART_012,BART,deciduousForest,distributed,mammalGrid,mam
211,BART_017,BART,deciduousForest,distributed,basePlot,
307,BART_062,BART,deciduousForest,distributed,basePlot,div
359,BART_064,BART,deciduousForest,distributed,basePlot,
198,BART_015,BART,mixedForest,distributed,birdGrid,brd
198,BART_015,BART,mixedForest,distributed,mammalGrid,mam
198,BART_015,BART,mixedForest,distributed,tickPlot,tck
406,BART_065,BART,deciduousForest,distributed,basePlot,
199,BART_016,BART,mixedForest,distributed,birdGrid,brd
739,BART_079,BART,deciduousForest,distributed,basePlot,bet|div
931,BART_080,BART,deciduousForest,distributed,basePlot,bet|div
214,BART_018,BART,mixedForest,distributed,birdGrid,brd
283,BART_019,BART,mixedForest,distributed,tickPlot,tck
307,BART_062,BART,deciduousForest,distributed,mammalGrid,mam
374,BART_023,BART,evergreenForest,distributed,basePlot,bgc|cfc|cdw|dhp|div|hbp|sme|vst
315,BART_022,BART,mixedForest,distributed,birdGrid,
550,BART_024,BART,evergreenForest,distributed,basePlot,bgc|cfc|cdw|dhp|div|hbp|sme|vst
591,BART_025,BART,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
1359,BART_026,BART,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
591,BART_025,BART,evergreenForest,distributed,birdGrid,brd
4070,BART_027,BART,evergreenForest,distributed,basePlot,cdw|dhp|div|hbp|vst
4467,BART_028,BART,evergreenForest,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
5255,BART_029,BART,evergreenForest,distributed,basePlot,div
14707,BART_030,BART,evergreenForest,distributed,basePlot,div
5255,BART_029,BART,evergreenForest,distributed,tickPlot,tck
17459,BART_031,BART,evergreenForest,distributed,basePlot,bet|div
21671,BART_069,BART,evergreenForest,distributed,basePlot,
75,BART_032,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
267,BART_033,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
331,BART_034,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
651,BART_036,BART,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
779,BART_037,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
1163,BART_039,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2043,BART_040,BART,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
2379,BART_041,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
2443,BART_042,BART,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst
2827,BART_044,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3467,BART_046,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
3147,BART_052,BART,,tower,phenology,phe
15435,BART_053,BART,,tower,phenology,phe
86,BART_054,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
231,BART_055,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
531,BART_056,BART,deciduousForest,distributed,mosquitoPoint,mpt|mos
719,BART_057,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
1415,BART_058,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
2006,BART_059,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
2950,BART_060,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
3379,BART_061,BART,mixedForest,distributed,mosquitoPoint,mpt|mos
313,BART_063,BART,mixedForest,distributed,tickPlot,
19,BART_001,BART,mixedForest,distributed,basePlot,bgc|cfc|cdw|dhp|div|hbp|sme|vst
57,BART_004,BART,mixedForest,distributed,basePlot,bgc|cfc|cdw|dhp|div|hbp|sme|vst
71,BART_005,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
87,BART_007,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
3659,BART_047,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
20875,BART_050,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
40587,BART_051,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
203,BART_070,BART,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
843,BART_071,BART,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
102,BART_008,BART,mixedForest,distributed,basePlot,
151,BART_011,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
198,BART_015,BART,mixedForest,distributed,basePlot,cdw|dhp|div|hbp|vst
391,BART_082,BART,evergreenForest,distributed,birdGrid,brd
461,BART_083,BART,evergreenForest,distributed,birdGrid,
3927,BART_084,BART,evergreenForest,distributed,mammalGrid,mam
41779,BART_085,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
42587,BART_086,BART,evergreenForest,distributed,mosquitoPoint,mpt|mos
36,TOOL_001,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
44,TOOL_002,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
84,TOOL_004,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
100,TOOL_005,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
152,TOOL_007,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
164,TOOL_008,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
168,TOOL_037,TOOL,dwarfScrub,distributed,birdGrid,brd
168,TOOL_037,TOOL,dwarfScrub,distributed,mammalGrid,mam
172,TOOL_009,TOOL,dwarfScrub,distributed,basePlot,bet|bgc|cfc|cdw|dhp|div|hbp|sme|vst
172,TOOL_009,TOOL,dwarfScrub,distributed,birdGrid,brd
172,TOOL_009,TOOL,dwarfScrub,distributed,mammalGrid,mam
172,TOOL_009,TOOL,dwarfScrub,distributed,tickPlot,tck
180,TOOL_010,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
292,TOOL_012,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
300,TOOL_013,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
308,TOOL_014,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
340,TOOL_016,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
372,TOOL_017,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
400,TOOL_018,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
408,TOOL_019,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
664,TOOL_022,TOOL,dwarfScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
684,TOOL_023,TOOL,dwarfScrub,distributed,basePlot,div
936,TOOL_025,TOOL,dwarfScrub,distributed,basePlot,div
1588,TOOL_030,TOOL,dwarfScrub,distributed,basePlot,bet|bgc|cfc|sme
1588,TOOL_030,TOOL,dwarfScrub,distributed,birdGrid,brd
1588,TOOL_030,TOOL,dwarfScrub,distributed,mammalGrid,mam
1588,TOOL_030,TOOL,dwarfScrub,distributed,tickPlot,tck
1908,TOOL_031,TOOL,dwarfScrub,distributed,basePlot,bet|bgc|cfc|sme
1908,TOOL_031,TOOL,dwarfScrub,distributed,mammalGrid,mam
1908,TOOL_031,TOOL,dwarfScrub,distributed,tickPlot,tck
2220,TOOL_033,TOOL,dwarfScrub,distributed,basePlot,bet|bgc|cfc|sme
2220,TOOL_033,TOOL,dwarfScrub,distributed,birdGrid,brd
3044,TOOL_035,TOOL,dwarfScrub,distributed,basePlot,bet
3044,TOOL_035,TOOL,dwarfScrub,distributed,birdGrid,brd
3044,TOOL_035,TOOL,dwarfScrub,distributed,tickPlot,tck
3172,TOOL_036,TOOL,dwarfScrub,distributed,basePlot,bet
3172,TOOL_036,TOOL,dwarfScrub,distributed,tickPlot,tck
9872,TOOL_039,TOOL,dwarfScrub,distributed,mosquitoPoint,mpt|mos
14736,TOOL_040,TOOL,dwarfScrub,distributed,mosquitoPoint,mpt|mos
80,TOOL_003,TOOL,sedgeHerbaceous,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
212,TOOL_011,TOOL,sedgeHerbaceous,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
336,TOOL_015,TOOL,sedgeHerbaceous,distributed,basePlot,div
592,TOOL_020,TOOL,sedgeHerbaceous,distributed,basePlot,div
612,TOOL_021,TOOL,sedgeHerbaceous,distributed,basePlot,div
868,TOOL_024,TOOL,sedgeHerbaceous,distributed,basePlot,div
2212,TOOL_032,TOOL,sedgeHerbaceous,distributed,basePlot,bet|bgc|cfc|sme
2212,TOOL_032,TOOL,sedgeHerbaceous,distributed,birdGrid,brd
2212,TOOL_032,TOOL,sedgeHerbaceous,distributed,tickPlot,tck
2676,TOOL_034,TOOL,sedgeHerbaceous,distributed,basePlot,
139,TOOL_006,TOOL,shrubScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
1108,TOOL_026,TOOL,shrubScrub,distributed,basePlot,cdw|cfc|dhp|div|hbp|vst
1136,TOOL_027,TOOL,shrubScrub,distributed,basePlot,div
1188,TOOL_028,TOOL,shrubScrub,distributed,birdGrid,brd
1188,TOOL_028,TOOL,shrubScrub,distributed,basePlot,bet|bgc|cfc|div|sme
1236,TOOL_029,TOOL,shrubScrub,distributed,basePlot,div
4240,TOOL_038,TOOL,shrubScrub,distributed,mosquitoPoint,mpt|mos
712,TOOL_041,TOOL,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
1736,TOOL_042,TOOL,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
5832,TOOL_043,TOOL,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
6872,TOOL_044,TOOL,,tower,basePlot,bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst
8904,TOOL_045,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
10968,TOOL_046,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
13000,TOOL_047,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
15064,TOOL_048,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
18120,TOOL_049,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
21192,TOOL_050,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
22216,TOOL_051,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
23256,TOOL_052,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
26312,TOOL_053,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
27352,TOOL_054,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
29384,TOOL_055,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
30424,TOOL_056,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
31448,TOOL_057,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
33480,TOOL_058,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
34504,TOOL_059,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
38600,TOOL_060,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
41672,TOOL_061,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
42696,TOOL_062,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
43736,TOOL_063,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
46808,TOOL_064,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
47832,TOOL_065,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
49880,TOOL_066,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
51928,TOOL_067,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
56024,TOOL_068,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
58056,TOOL_069,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
64216,TOOL_070,TOOL,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
12480,CLBJ_003,CLBJ,,tower,basePlot,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
21072,CLBJ_004,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
24768,CLBJ_005,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
37456,CLBJ_006,CLBJ,,tower,basePlot,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
40784,CLBJ_007,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
44880,CLBJ_008,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
45248,CLBJ_009,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
45648,CLBJ_010,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
48976,CLBJ_011,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
49344,CLBJ_012,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
53840,CLBJ_013,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
56512,CLBJ_014,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
57168,CLBJ_015,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
57536,CLBJ_016,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
61632,CLBJ_017,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
64704,CLBJ_018,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
68432,CLBJ_019,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
73296,CLBJ_020,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
73552,CLBJ_021,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
81088,CLBJ_022,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
86608,CLBJ_023,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
89680,CLBJ_024,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
89936,CLBJ_025,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
90304,CLBJ_026,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
94032,CLBJ_027,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
98496,CLBJ_028,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
98896,CLBJ_029,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
102992,CLBJ_030,CLBJ,,tower,basePlot,bbc|cdw|dhp|hbp|ltr|mfb|vst
401232,CLBJ_076,CLBJ,,tower,phenology,phe
1032384,CLBJ_077,CLBJ,,tower,phenology,phe
1306,LAJA_001,LAJA,grasslandHerbaceous,distributed,basePlot,bet|bgc|brd|cfc|cdw|dhp|div|hbp|sme|vst
1306,LAJA_001,LAJA,grasslandHerbaceous,distributed,tickPlot,tck
1818,LAJA_002,LAJA,cultivatedCrops,distributed,basePlot,bet|bgc|brd|cfc|cdw|dhp|div|hbp|sme|vst
1818,LAJA_002,LAJA,cultivatedCrops,distributed,mammalGrid,mam
1818,LAJA_002,LAJA,cultivatedCrops,distributed,tickPlot,tck
2330,LAJA_003,LAJA,pastureHay,distributed,basePlot,bet|bgc|brd|cfc|cdw|dhp|div|hbp|sme|vst
2330,LAJA_003,LAJA,pastureHay,distributed,mammalGrid,mam
2330,LAJA_003,LAJA,pastureHay,distributed,tickPlot,tck
2458,LAJA_004,LAJA,pastureHay,distributed,basePlot,bet|bgc|brd|cfc|cdw|dhp|div|hbp|sme|vst
2458,LAJA_004,LAJA,pastureHay,distributed,tickPlot,tck
2586,LAJA_005,LAJA,pastureHay,distributed,basePlot,bet|bgc|brd|cfc|cdw|dhp|div|hbp|sme|vst
2586,LAJA_005,LAJA,pastureHay,distributed,mammalGrid,mam
2586,LAJA_005,LAJA,pastureHay,distributed,tickPlot,tck
3610,LAJA_006,LAJA,pastureHay,distributed,basePlot,bet|brd|cdw|dhp|div|hbp|vst
3866,LAJA_007,LAJA,pastureHay,distributed,basePlot,bet|brd|cdw|dhp|div|hbp|vst
6426,LAJA_008,LAJA,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
6485,LAJA_009,LAJA,grasslandHerbaceous,distributed,basePlot,bet|cdw|dhp|div|hbp|vst
6682,LAJA_010,LAJA,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
6682,LAJA_010,LAJA,pastureHay,distributed,mammalGrid,mam
7066,LAJA_011,LAJA,pastureHay,distributed,basePlot,cdw|dhp|div|hbp|vst
