"","fulcrum_id","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"1","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,30,79.5,"CARYA","4 - Rotten throughout","170",86.9,12.8,"CARYA","Y",">=10cm","4"
"2","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,150,11.7,"2PLANT-H","4 - Rotten throughout","52",11.1,3.7,"2PLANT-H","Y",">=10cm","4"
"3","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,150,18.3,"2PLANT-H","4 - Rotten throughout","51",12.5,4.4,"2PLANT-H","Y",">=10cm","4"
"4","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,150,34,"2PLANT-H","4 - Rotten throughout","50",16.4,13.9,"2PLANT-H","Y",">=10cm","4"
"5","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,270,7.4,"2PLANT-H","","L01",2.9,2.6,"2PLANT-H","Y","5-10cm",""
"6","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,270,20,"2PLANT-H","4 - Rotten throughout","61",3.5,2.6,"2PLANT-H","Y",">=10cm","4"
"7","01a586da-4a2c-4409-bf79-852ff58c3eb5","D08","DELA","DELA_044","2016-07-06",5,NA,270,20,"2PLANT-H","4 - Rotten throughout","54",4.4,1.6,"2PLANT-H","Y",">=10cm","4"
"8","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,50,25,"2PLANT-H","3 - Heartwood sound","329",6.4,3.7,"2PLANT-H","Y",">=10cm","3"
"9","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,50,18.2,"2PLANT-H","3 - Heartwood sound","330",8.4,4.4,"2PLANT-H","Y",">=10cm","3"
"10","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,50,14.9,"2PLANT-H","3 - Heartwood sound","332",13.5,4.8,"2PLANT-H","Y",">=10cm","3"
"11","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,50,19.4,"2PLANT-H","4 - Rotten throughout","331",27.1,2.8,"2PLANT-H","Y",">=10cm","4"
"12","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,50,38.6,"CELA","1 - Fresh fallen","333",38.1,10.9,"CELA","Y",">=10cm","1"
"13","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,170,38.6,"PLOC","2 - Sound round","334",88.1,15.3,"PLOC","Y",">=10cm","2"
"14","02c286a5-a929-4738-a45a-dcab9b6cba36","D08","DELA","DELA_020","2016-07-11",5,NA,290,NA,"","","",NA,NA,"","N",NA,""
"15","1607a4a3-1ddc-45f2-b7fc-3ed95cb0aaf6","D08","DELA","DELA_014","2016-07-06",5,NA,0,NA,"","","",NA,NA,"","N",NA,""
