"","domainid","siteid","plotid_parent","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"14","D08","LENO","LENO_016","2017-05-09T00:00:00.000Z",NA,NA,70,16.2,"QUPA5","3 - Heartwood sound","242",6.6,7.1,"QUPA5","Y",">=10cm","3"
"15","D08","LENO","LENO_016","2017-05-09T00:00:00.000Z",NA,NA,190,47.7,"QUNI","4 - Rotten throughout","283",54.4,2,"QUNI","Y",">=10cm","4"
"16","D08","LENO","LENO_016","2017-05-09T00:00:00.000Z",NA,NA,190,51.1,"QUERC","4 - Rotten throughout","282",113.2,24,"QUERC","Y",">=10cm","4"
"17","D08","LENO","LENO_003","2017-05-10T00:00:00.000Z",8,NA,100,58.6,"QUERC","4 - Rotten throughout","415",163.8,15.8,"QUERC","Y",">=10cm","4"
"18","D08","LENO","LENO_003","2017-05-10T00:00:00.000Z",8,NA,220,37.6,"QUERC","4 - Rotten throughout","416",32.4,15,"QUERC","Y",">=10cm","4"
"19","D08","LENO","LENO_003","2017-05-10T00:00:00.000Z",8,NA,340,56.6,"QUPA5","2 - Sound round","417",143.8,19.5,"QUPA5","Y",">=10cm","2"
"20","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,80,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"21","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,220,37,"PIGL2","5 - No structural integrity","361",22,3.9,"PIGL2","Y",">=10cm","5"
"22","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,220,29.7,"PIGL2","4 - Rotten throughout","362",42.2,10.6,"PIGL2","Y",">=10cm","4"
"23","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,220,45,"PIGL2","4 - Rotten throughout","363",48.5,9.2,"PIGL2","Y",">=10cm","4"
"24","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,220,44.8,"PIGL2","4 - Rotten throughout","364",56,7.9,"PIGL2","Y",">=10cm","4"
"25","D08","LENO","LENO_061","2017-05-10T00:00:00.000Z",NA,NA,340,33.2,"QULY","4 - Rotten throughout","365",18.6,11.6,"QULY","Y",">=10cm","4"
"26","D08","LENO","LENO_017","2017-05-11T00:00:00.000Z",8,NA,20,34.1,"2PLANT-H","5 - No structural integrity","390",43.9,3.5,"2PLANT-H","Y",">=10cm","5"
"27","D08","LENO","LENO_017","2017-05-11T00:00:00.000Z",8,NA,140,25.6,"QUNI","4 - Rotten throughout","389",27,14.6,"QUNI","Y",">=10cm","4"
"28","D08","LENO","LENO_017","2017-05-11T00:00:00.000Z",8,NA,260,11.1,"QUNI","3 - Heartwood sound","388",3.7,2.8,"QUNI","Y",">=10cm","3"
"29","D08","LENO","LENO_017","2017-05-11T00:00:00.000Z",8,NA,260,19.1,"BENI","3 - Heartwood sound","387",7.9,11.9,"BENI","Y",">=10cm","3"
"30","D08","LENO","LENO_063","2017-05-08T00:00:00.000Z",NA,NA,220,68,"PITA","4 - Rotten throughout","397",94,8.2,"PITA","Y",">=10cm","4"
"31","D08","LENO","LENO_063","2017-05-08T00:00:00.000Z",NA,NA,220,60.1,"QUERC","4 - Rotten throughout","392",171,16.5,"QUERC","Y",">=10cm","4"
"32","D08","LENO","LENO_063","2017-05-08T00:00:00.000Z",NA,NA,340,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33","D08","LENO","LENO_063","2017-05-08T00:00:00.000Z",NA,NA,100,20,"LIST2","4 - Rotten throughout","391",6.1,2.1,"LIST2","Y",">=10cm","4"
"34","D08","LENO","LENO_006","2017-05-09T00:00:00.000Z",8,NA,130,53.3,"QUERC","4 - Rotten throughout","345",106.2,19.5,"QUERC","Y",">=10cm","4"
"35","D08","LENO","LENO_006","2017-05-09T00:00:00.000Z",8,NA,250,16.7,"2PLANT-H","5 - No structural integrity","346",10.1,4.3,"2PLANT-H","Y",">=10cm","5"
"36","D08","LENO","LENO_006","2017-05-09T00:00:00.000Z",8,NA,250,47.5,"QUERC","4 - Rotten throughout","347",48.6,15.2,"QUERC","Y",">=10cm","4"
"37","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,290,29.2,"LIST2","5 - No structural integrity","600",3.1,7.6,"LIST2","Y",">=10cm","5"
"38","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,170,27.9,"LIST2","3 - Heartwood sound","593",15,27,"LIST2","Y",">=10cm","3"
"39","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,50,13.8,"PINUS","4 - Rotten throughout","598",2.5,12.6,"PINUS","Y",">=10cm","4"
"40","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,290,24.9,"2PLANT-H","5 - No structural integrity","599",9.9,2.4,"2PLANT-H","Y",">=10cm","5"
"41","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,50,27.8,"PINUS","4 - Rotten throughout","597",6.3,21,"PINUS","Y",">=10cm","4"
"42","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,50,29.6,"PITA","2 - Sound round","596",18.5,23,"PITA","Y",">=10cm","2"
"43","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,50,52.7,"QUNI","4 - Rotten throughout","595",54.5,16.3,"QUNI","Y",">=10cm","4"
"44","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,50,79.9,"FAAM","3 - Heartwood sound","594",155.1,10.4,"FAGR","Y",">=10cm","3"
"45","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,170,30.7,"PINUS","3 - Heartwood sound","592",16.9,19,"PINUS","Y",">=10cm","3"
"46","D08","LENO","LENO_064","2017-05-15T00:00:00.000Z",8,NA,170,34.5,"PINUS","4 - Rotten throughout","591",26.5,2.8,"PINUS","Y",">=10cm","4"
"47","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,58.8,"QUERC","4 - Rotten throughout","590",28,22,"QUERC","Y",">=10cm","4"
"48","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,44,"QUERC","4 - Rotten throughout","589",42.6,16,"QUERC","Y",">=10cm","4"
"49","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,70.4,"QUNI","2 - Sound round","588",48.9,26,"QUNI","Y",">=10cm","2"
"50","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,38.2,"QUNI","2 - Sound round","587",49.1,25.5,"QUNI","Y",">=10cm","2"
"51","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,38.2,"QUNI","2 - Sound round","587",52.5,25.5,"QUNI","Y",">=10cm","2"
"52","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,70.4,"QUNI","2 - Sound round","588",53.6,26,"QUNI","Y",">=10cm","2"
"53","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,44,"QUERC","4 - Rotten throughout","589",59.6,16,"QUERC","Y",">=10cm","4"
"54","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,210,58.8,"QUERC","4 - Rotten throughout","590",72.9,22,"QUERC","Y",">=10cm","4"
"55","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,330,30.4,"PINUS","4 - Rotten throughout","586",47,11.7,"PINUS","Y",">=10cm","4"
"56","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,90,17.5,"QUNI","4 - Rotten throughout","585",13.2,9.7,"QUNI","Y",">=10cm","4"
"57","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,90,27.8,"QUERC","4 - Rotten throughout","584",21.9,18,"QUERC","Y",">=10cm","4"
"58","D08","LENO","LENO_066","2017-05-15T00:00:00.000Z",8,NA,90,40.7,"PINUS","4 - Rotten throughout","583",48.9,12.8,"PINUS","Y",">=10cm","4"
"59","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"60","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,50,39.7,"PINUS","3 - Heartwood sound","133",77,16.8,"PINUS","Y",">=10cm","3"
"61","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,290,10.2,"CACA18","3 - Heartwood sound","582",0.4,4.8,"CACA18","Y",">=10cm","3"
"62","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,290,14.9,"QUNI","3 - Heartwood sound","581",4.8,19.1,"QUNI","Y",">=10cm","3"
"63","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,290,15.7,"QUNI","3 - Heartwood sound","580",6.4,4.8,"QUNI","Y",">=10cm","3"
"64","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,290,15.8,"QUNI","3 - Heartwood sound","579",8.7,9.3,"QUNI","Y",">=10cm","3"
"65","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,50,45.7,"PINUS","3 - Heartwood sound","134",75.7,16.2,"PINUS","Y",">=10cm","3"
"66","D08","LENO","LENO_070","2017-05-15T00:00:00.000Z",8,NA,50,54.5,"PINUS","4 - Rotten throughout","132",91.9,16,"PINUS","Y",">=10cm","4"
"67","D08","LENO","LENO_015","2017-05-17T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"68","D08","LENO","LENO_015","2017-05-17T00:00:00.000Z",8,NA,170,19.4,"CACA18","3 - Heartwood sound","570",12.2,2,"CACA18","Y",">=10cm","3"
"69","D08","LENO","LENO_015","2017-05-17T00:00:00.000Z",8,NA,290,20.8,"CELA","4 - Rotten throughout","571",14,2,"CELA","Y",">=10cm","4"
"70","D08","LENO","LENO_015","2017-05-17T00:00:00.000Z",8,NA,290,58.3,"QUERC","4 - Rotten throughout","573",57,16.8,"QUERC","Y",">=10cm","4"
"71","D08","LENO","LENO_015","2017-05-17T00:00:00.000Z",8,NA,290,46.5,"QUPH","4 - Rotten throughout","574",62.9,20.7,"QUPH","Y",">=10cm","4"
"72","D08","LENO","LENO_001","2017-05-31T00:00:00.000Z",8,NA,40,9,"ULAL","4 - Rotten throughout","L01",3.1,2.4,"ULAL","Y","5-10cm","4"
"73","D08","LENO","LENO_001","2017-05-31T00:00:00.000Z",8,NA,160,39.4,"2PLANT-H","4 - Rotten throughout","447",46,8.5,"2PLANT-H","Y",">=10cm","4"
"74","D08","LENO","LENO_001","2017-05-31T00:00:00.000Z",8,NA,280,41.4,"2PLANT-H","4 - Rotten throughout","448",45,16.5,"2PLANT-H","Y",">=10cm","4"
"75","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,110,27.7,"QUNI","3 - Heartwood sound","354",14.9,8.6,"QUNI","Y",">=10cm","3"
"76","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,350,21.1,"NYBI","4 - Rotten throughout","355",0.4,4.1,"NYBI","Y",">=10cm","4"
"77","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,350,30.37,"NYBI","3 - Heartwood sound","356",13.9,12.4,"NYBI","Y",">=10cm","3"
"78","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,350,22.4,"CACA18","3 - Heartwood sound","00357",14.7,3.2,"CACA18","Y",">=10cm","3"
"79","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,230,12.1,"CARYA","4 - Rotten throughout","358",0.3,1.5,"CARYA","Y",">=10cm","4"
"80","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,230,11.1,"CARYA","3 - Heartwood sound","359",1.9,2.2,"CARYA","Y",">=10cm","3"
"81","D08","LENO","LENO_065","2017-05-10T00:00:00.000Z",8,NA,230,20.3,"JUVIV","4 - Rotten throughout","360",5,1.8,"JUVIV","Y",">=10cm","4"
"82","D08","LENO","LENO_009","2017-05-31T00:00:00.000Z",8,NA,90,47.1,"PIGL2","4 - Rotten throughout","443",21.4,20,"PIGL2","Y",">=10cm","4"
"83","D08","LENO","LENO_009","2017-05-31T00:00:00.000Z",8,NA,90,37.5,"PIGL2","4 - Rotten throughout","444",64.4,14.3,"PIGL2","Y",">=10cm","4"
"84","D08","LENO","LENO_009","2017-05-31T00:00:00.000Z",NA,NA,210,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"85","D08","LENO","LENO_009","2017-05-31T00:00:00.000Z",NA,NA,330,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"86","D08","LENO","LENO_005","2017-05-31T00:00:00.000Z",8,NA,30,36.2,"PIGL2","3 - Heartwood sound","449",15.4,22.8,"PIGL2","Y",">=10cm","3"
"87","D08","LENO","LENO_005","2017-05-31T00:00:00.000Z",8,NA,30,29.9,"2PLANT-H","4 - Rotten throughout","450",27.6,2.1,"2PLANT-H","Y",">=10cm","4"
"88","D08","LENO","LENO_005","2017-05-31T00:00:00.000Z",8,NA,30,46.5,"QUERC","4 - Rotten throughout","451",103.6,14.9,"QUERC","Y",">=10cm","4"
"89","D08","LENO","LENO_005","2017-05-31T00:00:00.000Z",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"90","D08","LENO","LENO_005","2017-05-31T00:00:00.000Z",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"91","D08","LENO","LENO_069","2017-05-16T00:00:00.000Z",NA,NA,340,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"92","D08","LENO","LENO_069","2017-05-16T00:00:00.000Z",8,NA,100,51.5,"QUPH","3 - Heartwood sound","127",37.6,16,"QUPH","Y",">=10cm","3"
"93","D08","LENO","LENO_069","2017-05-16T00:00:00.000Z",8,NA,220,39.2,"QUERC","4 - Rotten throughout","00126",11.4,13.5,"QUERC","Y",">=10cm","4"
"94","D08","LENO","LENO_069","2017-05-16T00:00:00.000Z",8,NA,220,29.6,"2PLANT-H","4 - Rotten throughout","125",30.6,2.5,"2PLANT-H","Y",">=10cm","4"
"95","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,30,43.9,"QUERC","4 - Rotten throughout","122",70,19,"QUERC","Y",">=10cm","4"
"96","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",NA,NA,150,NA,"ZYRES",NA,NA,NA,NA,"ZYRE","N",NA,NA
"97","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,270,16.1,"QUERC","4 - Rotten throughout","00123",2.4,7.8,"QUERC","Y",">=10cm","4"
"98","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,270,11.1,"LIST2","4 - Rotten throughout","124",3.8,1.4,"LIST2","Y",">=10cm","4"
"99","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,270,25.4,"QUERC","4 - Rotten throughout","577",3.8,14,"QUERC","Y",">=10cm","4"
"100","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,270,15.6,"2PLANT-H","4 - Rotten throughout","476",12.5,1,"2PLANT-H","Y",">=10cm","4"
"101","D08","LENO","LENO_021","2017-05-17T00:00:00.000Z",8,NA,270,55.4,"QUNI","3 - Heartwood sound","575",60.5,22.5,"QUNI","Y",">=10cm","3"
"102","D08","LENO","LENO_014","2017-05-31T00:00:00.000Z",NA,NA,70,NA,"ZYVIV2",NA,NA,NA,NA,"ZYVIR","N",NA,NA
"103","D08","LENO","LENO_014","2017-05-31T00:00:00.000Z",8,NA,190,19.2,"CACA18","4 - Rotten throughout","445",7.2,1.5,"CACA18","Y",">=10cm","4"
"104","D08","LENO","LENO_014","2017-05-31T00:00:00.000Z",8,NA,190,20.2,"CACA18","4 - Rotten throughout","446",7.2,3.1,"CACA18","Y",">=10cm","4"
"105","D08","LENO","LENO_014","2017-05-31T00:00:00.000Z",NA,NA,310,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"106","D08","LENO","LENO_010","2017-05-10T00:00:00.000Z",NA,NA,260,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"107","D08","LENO","LENO_010","2017-05-10T00:00:00.000Z",NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"108","D08","LENO","LENO_010","2017-05-10T00:00:00.000Z",8,NA,20,3.3,"CACA18",NA,"L01",0.1,1.1,"CACA18","Y","2-5cm",NA
"109","D08","LENO","LENO_010","2017-05-10T00:00:00.000Z",8,NA,20,40.8,"QUERC","4 - Rotten throughout","414",79.1,15.1,"QUERC","Y",">=10cm","4"
"110","D08","LENO","LENO_013","2017-05-16T00:00:00.000Z",8,NA,160,2.2,"CELA",NA,"L01",0.082,1.1,"CELA","Y","2-5cm",NA
"111","D08","LENO","LENO_013","2017-05-16T00:00:00.000Z",8,NA,40,17.1,"QUMI","3 - Heartwood sound","130",9.1,1.2,"QUMI","Y",">=10cm","3"
"112","D08","LENO","LENO_013","2017-05-16T00:00:00.000Z",8,NA,280,78,"QUPH","3 - Heartwood sound","129",35.8,24.3,"QUPH","Y",">=10cm","3"
"113","D08","LENO","LENO_013","2017-05-16T00:00:00.000Z",8,NA,280,38,"QUERC","4 - Rotten throughout","128",68.6,9.9,"QUERC","Y",">=10cm","4"
"114","D08","LENO","LENO_022","2017-05-11T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"115","D08","LENO","LENO_022","2017-05-11T00:00:00.000Z",8,NA,170,9.3,"2PLANT-H",NA,"L02",0.68,1.25,"2PLANT-H","Y","5-10cm",NA
"116","D08","LENO","LENO_022","2017-05-11T00:00:00.000Z",8,NA,170,7.9,"LIST2",NA,"L01",0.57,1.23,"LIST2","Y","5-10cm",NA
"117","D08","LENO","LENO_022","2017-05-11T00:00:00.000Z",8,NA,170,30.9,"FRPE","2 - Sound round","432",44.9,10.4,"FRPE","Y",">=10cm","2"
"118","D08","LENO","LENO_022","2017-05-11T00:00:00.000Z",8,NA,290,17.9,"QUNI","3 - Heartwood sound","433",6.7,2.1,"QUNI","Y",">=10cm","3"
"119","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,14.7,"QUPH","3 - Heartwood sound","402",9.6,2,"QUPH","Y",">=10cm","3"
"120","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,16.9,"PITA","4 - Rotten throughout","403",11.7,9.5,"PITA","Y",">=10cm","4"
"121","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,39.9,"PITA","4 - Rotten throughout","404",16.7,11.4,"PITA","Y",">=10cm","4"
"122","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,36.8,"PITA","3 - Heartwood sound","405",59.7,14.1,"PITA","Y",">=10cm","3"
"123","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,109,"PITA","4 - Rotten throughout","406",60.7,24.5,"PITA","Y",">=10cm","4"
"124","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,90,48,"QUERC","4 - Rotten throughout","407",83.7,4.9,"QUERC","Y",">=10cm","4"
"125","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,210,7.5,"PITA",NA,"L01",0.7,1.2,"PITA","Y","5-10cm",NA
"126","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,210,65,"QUERC","3 - Heartwood sound","408",16.1,17.8,"QUERC","Y",">=10cm","3"
"127","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,330,16.3,"PITA","3 - Heartwood sound","409",6.1,3.5,"PITA","Y",">=10cm","3"
"128","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,330,25.2,"QUPA5","3 - Heartwood sound","410",31.9,1.2,"QUPA5","Y",">=10cm","3"
"129","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,330,26.1,"QUPA5","3 - Heartwood sound","411",32.6,3.9,"QUPA5","Y",">=10cm","3"
"130","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,330,30.7,"QUNI","4 - Rotten throughout","412",37.4,17,"QUNI","Y",">=10cm","4"
"131","D08","LENO","LENO_062","2017-05-08T00:00:00.000Z",8,NA,330,41.1,"QUNI","4 - Rotten throughout","413",39.5,12.3,"QUNI","Y",">=10cm","4"
"132","D08","LENO","LENO_008","2017-05-09T00:00:00.000Z",NA,NA,190,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"133","D08","LENO","LENO_008","2017-05-09T00:00:00.000Z",NA,NA,310,6.9,"CACA18",NA,"L01",1.9,2.5,"CACA18","Y","5-10cm",NA
"134","D08","LENO","LENO_008","2017-05-09T00:00:00.000Z",NA,NA,310,28.6,"QUPH","4 - Rotten throughout","288",44.9,10.7,"QUPH","Y",">=10cm","4"
"135","D08","LENO","LENO_008","2017-05-09T00:00:00.000Z",NA,NA,70,39.2,"QUERC","4 - Rotten throughout","287",68.6,14.6,"QUERC","Y",">=10cm","4"
"136","D08","LENO","LENO_018","2017-05-09T00:00:00.000Z",NA,NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"137","D08","LENO","LENO_018","2017-05-09T00:00:00.000Z",NA,NA,30,27.9,"CELA","4 - Rotten throughout","281",21.4,1.1,"CELA","Y",">=10cm","4"
"138","D08","LENO","LENO_018","2017-05-09T00:00:00.000Z",NA,NA,270,9.1,"LIST2",NA,"L01",2,2.9,"LIST2","Y","5-10cm",NA
"139","D08","LENO","LENO_018","2017-05-09T00:00:00.000Z",NA,NA,270,9.8,"LIST2",NA,"L02",2.2,1.8,"LIST2","Y","5-10cm",NA
"140","D08","LENO","LENO_018","2017-05-09T00:00:00.000Z",NA,NA,270,60.1,"QUERC","4 - Rotten throughout","280",132.1,2.9,"QUERC","Y",">=10cm","4"
"141","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,70,19.8,"LIST2","4 - Rotten throughout","418",1.7,1.9,"LIST2","Y",">=10cm","4"
"142","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,70,30,"2PLANT-H","4 - Rotten throughout","419",14.3,2.2,"2PLANT-H","Y",">=10cm","4"
"143","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,190,20.7,"QUERC","4 - Rotten throughout","420",10.4,11.1,"QUERC","Y",">=10cm","4"
"144","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,190,23.4,"QUERC","4 - Rotten throughout","420",11.1,11.1,"QUERC","Y",">=10cm","4"
"145","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,310,8.4,"QUPH",NA,"L01",3.4,3.9,"QUPH","Y","5-10cm",NA
"146","D08","LENO","LENO_002","2017-05-09T00:00:00.000Z",8,NA,310,36.8,"LIST2","3 - Heartwood sound","421",43.1,3.1,"LIST2","Y",">=10cm","3"
"147","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,310,5.4,"QUPH",NA,"L01",0.4,4.4,"QUPH","Y","5-10cm",NA
"148","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,310,49.3,"QUERC","4 - Rotten throughout","422",12,17,"QUERC","Y",">=10cm","4"
"149","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,310,28,"QUERC","4 - Rotten throughout","423",29,11.1,"QUERC","Y",">=10cm","4"
"150","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,310,27.9,"QUNI","4 - Rotten throughout","424",31.7,15.7,"QUNI","Y",">=10cm","4"
"151","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,310,42.6,"QUNI","3 - Heartwood sound","425",76,18.8,"QUNI","Y",">=10cm","3"
"152","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,190,42.8,"QUNI","4 - Rotten throughout","427",32.4,19.7,"QUNI","Y",">=10cm","4"
"153","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,190,40.5,"QUNI","1 - Fresh fallen","428",54.5,24.9,"QUNI","Y",">=10cm","1"
"154","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,190,55.2,"QUERC","4 - Rotten throughout","429",105.2,4.1,"QUERC","Y",">=10cm","4"
"155","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,70,19.2,"QUERC","3 - Heartwood sound","430",16.1,9.8,"QUERC","Y",">=10cm","3"
"156","D08","LENO","LENO_011","2017-05-10T00:00:00.000Z",8,NA,70,56,"QUNI","3 - Heartwood sound","00431",135.4,20.1,"QUNI","Y",">=10cm","3"
"157","D08","LENO","LENO_012","2017-05-30T00:00:00.000Z",8,NA,90,16.1,"CACA18","2 - Sound round","436",3.1,6.7,"CACA18","Y",">=10cm","2"
"158","D08","LENO","LENO_012","2017-05-30T00:00:00.000Z",8,NA,90,19.1,"QUMI","4 - Rotten throughout","437",14.2,5.7,"QUMI","Y",">=10cm","4"
"159","D08","LENO","LENO_012","2017-05-30T00:00:00.000Z",8,NA,90,52.1,"QUPA5","4 - Rotten throughout","438",22.2,23.7,"QUPA5","Y",">=10cm","4"
"160","D08","LENO","LENO_012","2017-05-30T00:00:00.000Z",8,NA,90,50.4,"QUPA5","4 - Rotten throughout","439",80.2,19.3,"QUPA5","Y",">=10cm","4"
