"","domainid","siteid","plotid_parent","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"157","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,150,48,"2PLANT-H","4 - Rotten throughout","121",61.4,11.9,"2PLANT-H","Y",">=10cm","4"
"158","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,21.8,"2PLANT-H","3 - Heartwood sound","238",7.1,27.5,"2PLANT-H","Y",">=10cm","3"
"159","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,19.6,"2PLANT-H","3 - Heartwood sound","238",9.3,27.5,"2PLANT-H","Y",">=10cm","3"
"160","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,13.5,"2PLANT-H","3 - Heartwood sound","238",9.7,27.5,"2PLANT-H","Y",">=10cm","3"
"161","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,18.6,"2PLANT-H","5 - No structural integrity","289",18.4,2.2,"2PLANT-H","Y",">=10cm","5"
"162","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,24.9,"2PLANT-H","3 - Heartwood sound","237",45.6,9.5,"2PLANT-H","Y",">=10cm","3"
"163","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,58.5,"2PLANT-H","3 - Heartwood sound","236",50.7,27.7,"2PLANT-H","Y",">=10cm","3"
"164","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,50,"2PLANT-H","3 - Heartwood sound","239",66.1,28.1,"2PLANT-H","Y",">=10cm","3"
"165","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,30,40.7,"2PLANT-H","3 - Heartwood sound","240",66.4,26.8,"2PLANT-H","Y",">=10cm","3"
"166","D08","DELA","DELA_016","2016-07-08T00:00:00.000Z",NA,NA,160,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"167","D08","DELA","DELA_016","2016-07-08T00:00:00.000Z",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"168","D08","DELA","DELA_016","2016-07-08T00:00:00.000Z",5,NA,280,23.4,"PIPA2","4 - Rotten throughout","290",23.6,4.8,"PIPA2","Y",">=10cm","4"
"169","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,220,16.4,"2PLANT-H","2 - Sound round","309",20.1,7,"2PLANT-H","Y",">=10cm","2"
"170","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,100,17.8,"2PLANT-H","3 - Heartwood sound","310",4.6,4.4,"2PLANT-H","Y",">=10cm","3"
"171","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,100,25.5,"2PLANT-H","5 - No structural integrity","311",11.3,1.1,"2PLANT-H","Y",">=10cm","5"
"172","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,100,46.9,"2PLANT-H","3 - Heartwood sound","312",51,13.4,"2PLANT-H","Y",">=10cm","3"
"173","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,21.4,"ACER","3 - Heartwood sound","313",7.9,1,"ACER","Y",">=10cm","3"
"174","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,24.5,"ACER","2 - Sound round","314",8.6,5.9,"ACER","Y",">=10cm","2"
"175","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,20.3,"ACER","2 - Sound round","315",9.2,1.8,"ACER","Y",">=10cm","2"
"176","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,38.6,"2PLANT-H","2 - Sound round","316",75.2,5.4,"2PLANT-H","Y",">=10cm","2"
"177","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,61.7,"2PLANT-H","2 - Sound round","317",83.4,10,"2PLANT-H","Y",">=10cm","2"
"178","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,34.4,"2PLANT-H","3 - Heartwood sound","319",92.6,1.7,"2PLANT-H","Y",">=10cm","3"
"179","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,37.3,"2PLANT-H","3 - Heartwood sound","318",116,5,"2PLANT-H","Y",">=10cm","3"
"180","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,61.7,"2PLANT-H","2 - Sound round","317",121.5,10,"2PLANT-H","Y",">=10cm","2"
"181","D08","DELA","DELA_041","2016-07-06T00:00:00.000Z",5,NA,340,38.6,"2PLANT-H","2 - Sound round","316",130,5.4,"2PLANT-H","Y",">=10cm","2"
"182","D08","DELA","DELA_053","2016-04-11T00:00:00.000Z",NA,NA,100,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"183","D08","DELA","DELA_053","2016-04-11T00:00:00.000Z",5,NA,220,8.2,"2PLANT-H",NA,"L01",6.5,1.1,"2PLANT-H","Y","5-10cm",NA
"184","D08","DELA","DELA_053","2016-04-11T00:00:00.000Z",5,NA,340,27.2,"2PLANT-H","3 - Heartwood sound","36",21,10.5,"2PLANT-H","Y",">=10cm","3"
"185","D08","DELA","DELA_053","2016-04-11T00:00:00.000Z",5,NA,340,100,"QUERC","2 - Sound round","10",200,13.5,"QUERC","Y",">=10cm","2"
"186","D08","DELA","DELA_053","2016-04-11T00:00:00.000Z",5,NA,340,81,"QUERC","2 - Sound round","191",202,9.4,"QUERC","Y",">=10cm","2"
"187","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,230,9.8,"2PLANT-H",NA,"L01",3.8,1.6,"2PLANT-H","Y","5-10cm",NA
"188","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,230,22,"2PLANT-H","4 - Rotten throughout","301",34,3,"2PLANT-H","Y",">=10cm","4"
"189","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,230,42.2,"2PLANT-H","4 - Rotten throughout","302",38,4.6,"2PLANT-H","Y",">=10cm","4"
"190","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,350,17.7,"2PLANT-H","4 - Rotten throughout","303",17.5,1.9,"2PLANT-H","Y",">=10cm","4"
"191","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,350,34.9,"2PLANT-H","4 - Rotten throughout","304",77.7,8,"2PLANT-H","Y",">=10cm","4"
"192","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,110,32.5,"2PLANT-H","2 - Sound round","305",20,27,"2PLANT-H","Y",">=10cm","2"
"193","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,110,44.4,"2PLANT-H","4 - Rotten throughout","306",70,5,"2PLANT-H","Y",">=10cm","4"
"194","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,110,53.4,"2PLANT-H","3 - Heartwood sound","307",179.1,9.5,"2PLANT-H","Y",">=10cm","3"
"195","D08","DELA","DELA_052","2016-07-06T00:00:00.000Z",5,NA,110,73.2,"QUERC","2 - Sound round","308",184.5,16.9,"QUERC","Y",">=10cm","2"
"196","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,30,79.5,"CARYA","4 - Rotten throughout","170",86.9,12.8,"CARYA","Y",">=10cm","4"
"197","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,150,11.7,"2PLANT-H","4 - Rotten throughout","52",11.1,3.7,"2PLANT-H","Y",">=10cm","4"
"198","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,150,18.3,"2PLANT-H","4 - Rotten throughout","51",12.5,4.4,"2PLANT-H","Y",">=10cm","4"
"199","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,150,34,"2PLANT-H","4 - Rotten throughout","50",16.4,13.9,"2PLANT-H","Y",">=10cm","4"
"200","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,270,7.4,"2PLANT-H",NA,"L01",2.9,2.6,"2PLANT-H","Y","5-10cm",NA
"201","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,270,20,"2PLANT-H","4 - Rotten throughout","61",3.5,2.6,"2PLANT-H","Y",">=10cm","4"
"202","D08","DELA","DELA_044","2016-07-06T00:00:00.000Z",5,NA,270,20,"2PLANT-H","4 - Rotten throughout","54",4.4,1.6,"2PLANT-H","Y",">=10cm","4"
"203","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,70,31.2,"2PLANT-H","4 - Rotten throughout","49",0.6,2.8,"2PLANT-H","Y",">=10cm","4"
"204","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,70,12.6,"2PLANT-H","4 - Rotten throughout","48",12.6,3.2,"2PLANT-H","Y",">=10cm","4"
"205","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,190,5.5,"2PLANT-H",NA,"L01",1.7,3.4,"2PLANT-H","Y","5-10cm",NA
"206","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,190,60,"QUPA5","1 - Fresh fallen","00047",2.6,20.4,"QUPA5","Y",">=10cm","1"
"207","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,190,35.3,"2PLANT-H","4 - Rotten throughout","46",32,13.1,"2PLANT-H","Y",">=10cm","4"
"208","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,190,36,"QUERC","1 - Fresh fallen","45",41.9,14.3,"QUERC","Y",">=10cm","1"
"209","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,34,"2PLANT-H","4 - Rotten throughout","44",14.3,7.5,"2PLANT-H","Y",">=10cm","4"
"210","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,21,"2PLANT-H","3 - Heartwood sound","43",28,13.6,"2PLANT-H","Y",">=10cm","3"
"211","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,24.3,"2PLANT-H","4 - Rotten throughout","42",38.2,9.5,"2PLANT-H","Y",">=10cm","4"
"212","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,24,"2PLANT-H","4 - Rotten throughout","41",43.9,11.2,"2PLANT-H","Y",">=10cm","4"
"213","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,36.2,"2PLANT-H","4 - Rotten throughout","40",78.9,13.8,"2PLANT-H","Y",">=10cm","4"
"214","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,310,41,"2PLANT-H","4 - Rotten throughout","40",78.9,17.1,"2PLANT-H","Y",">=10cm","4"
"215","D08","DELA","DELA_042","2016-04-06T00:00:00.000Z",5,NA,190,55,"2PLANT-H","3 - Heartwood sound","9",133,22.1,"2PLANT-H","Y",">=10cm","3"
"216","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"217","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,26,"2PLANT-H","5 - No structural integrity","19",1.2,7.6,"2PLANT-H","Y",">=10cm","5"
"218","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,24.3,"2PLANT-H","4 - Rotten throughout","18",9.4,3.1,"2PLANT-H","Y",">=10cm","4"
"219","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,33.4,"2PLANT-H","4 - Rotten throughout","17",14,17.3,"2PLANT-H","Y",">=10cm","4"
"220","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,24.5,"2PLANT-H","4 - Rotten throughout","18",9.7,2,"2PLANT-H","Y",">=10cm","4"
"221","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,18.7,"2PLANT-H","4 - Rotten throughout","16",22,2.1,"2PLANT-H","Y",">=10cm","4"
"222","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,34.3,"2PLANT-H","3 - Heartwood sound","15",55,2,"2PLANT-H","Y",">=10cm","3"
"223","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,40,"2PLANT-H","4 - Rotten throughout","14",61.7,22,"2PLANT-H","Y",">=10cm","4"
"224","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,57,"2PLANT-H","4 - Rotten throughout","13",76.2,23.6,"2PLANT-H","Y",">=10cm","4"
"225","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,84,"QUPA5","1 - Fresh fallen","185",85.1,31.7,"QUPA5","Y",">=10cm","1"
"226","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,250,40.5,"2PLANT-H","4 - Rotten throughout","12",95.2,5,"2PLANT-H","Y",">=10cm","4"
"227","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,3,"TORA2",NA,"L01",2.6,13,"TORA2","Y","2-5cm",NA
"228","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,7,"TORA2",NA,"L02",3,13,"TORA2","Y","5-10cm",NA
"229","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,25,"2PLANT-H","4 - Rotten throughout","24",4.5,3.3,"2PLANT-H","Y",">=10cm","4"
"230","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,37,"2PLANT-H","4 - Rotten throughout","25",4.5,3,"2PLANT-H","Y",">=10cm","4"
"231","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,22,"2PLANT-H","4 - Rotten throughout","23",5.2,9.3,"2PLANT-H","Y",">=10cm","4"
"232","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,31.7,"2PLANT-H","4 - Rotten throughout","22",7,5,"2PLANT-H","Y",">=10cm","4"
"233","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,72,"2PLANT-H","4 - Rotten throughout","21",21.2,22.4,"2PLANT-H","Y",">=10cm","4"
"234","D08","DELA","DELA_050","2016-05-05T00:00:00.000Z",5,NA,130,36.3,"2PLANT-H","4 - Rotten throughout","20",93,8.8,"2PLANT-H","Y",">=10cm","4"
"235","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,270,3.3,"FRAXI",NA,"L01",0.5,4.2,"FRAXI","Y","2-5cm",NA
"236","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,270,14.3,"CARYA","3 - Heartwood sound","102",1,2.2,"CARYA","Y",">=10cm","3"
"237","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,270,25.2,"CARYA","3 - Heartwood sound","103",1.5,6.2,"CARYA","Y",">=10cm","3"
"238","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,270,10,"CELA","1 - Fresh fallen","104",2,4.6,"CELA","Y",">=10cm","1"
"239","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,30,21.3,"ACRU","3 - Heartwood sound","105",8.6,2.6,"ACRU","Y",">=10cm","3"
"240","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,30,46,"QUMI","4 - Rotten throughout","106",125,17.8,"QUMI","Y",">=10cm","4"
"241","D08","DELA","DELA_051","2016-06-07T00:00:00.000Z",5,NA,150,23,"ACRU","4 - Rotten throughout","107",27,2.1,"ACRU","Y",">=10cm","4"
"242","D08","DELA","DELA_005","2016-07-07T00:00:00.000Z",NA,NA,210,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"243","D08","DELA","DELA_005","2016-07-07T00:00:00.000Z",NA,NA,330,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"244","D08","DELA","DELA_005","2016-07-07T00:00:00.000Z",5,NA,90,8.9,"2PLANT-H",NA,"L01",3.9,1.8,"2PLANT-H","Y","5-10cm",NA
"245","D08","DELA","DELA_005","2016-07-07T00:00:00.000Z",5,NA,90,25.3,"2PLANT-H","3 - Heartwood sound","222",18.3,13.1,"2PLANT-H","Y",">=10cm","3"
"246","D08","DELA","DELA_005","2016-07-07T00:00:00.000Z",5,NA,90,25.3,"2PLANT-H","3 - Heartwood sound","222",54.5,15.1,"2PLANT-H","Y",">=10cm","3"
"247","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,7.1,"2PLANT-H",NA,"L01",4.6,1.9,"2PLANT-H","Y","5-10cm",NA
"248","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,24,"2PLANT-H","4 - Rotten throughout","35",19,4.6,"2PLANT-H","Y",">=10cm","4"
"249","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,39.5,"2PLANT-H","4 - Rotten throughout","34",41.7,3.9,"2PLANT-H","Y",">=10cm","4"
"250","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,48.5,"2PLANT-H","4 - Rotten throughout","33",65,3.1,"2PLANT-H","Y",">=10cm","4"
"251","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,48.5,"2PLANT-H","4 - Rotten throughout","33",132.2,3.1,"2PLANT-H","Y",">=10cm","4"
"252","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,340,39.5,"2PLANT-H","4 - Rotten throughout","34",155.5,3.9,"2PLANT-H","Y",">=10cm","4"
"253","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",NA,NA,220,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"254","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,2,"VITIS",NA,"L02",0.3,2.3,"VITIS","Y","2-5cm",NA
"255","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,7.2,"2PLANT-H",NA,"L03",0.3,2.2,"2PLANT-H","Y","5-10cm",NA
"256","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,43.1,"2PLANT-H","3 - Heartwood sound","31",26,19,"2PLANT-H","Y",">=10cm","3"
"257","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,19.4,"2PLANT-H","3 - Heartwood sound","30",26.5,1.9,"2PLANT-H","Y",">=10cm","3"
"258","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,36.5,"2PLANT-H","3 - Heartwood sound","28",39.3,6.6,"2PLANT-H","Y",">=10cm","3"
"259","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,25,"2PLANT-H","3 - Heartwood sound","27",47,2.4,"2PLANT-H","Y",">=10cm","3"
"260","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,64,"2PLANT-H","3 - Heartwood sound","26",48.3,10.2,"2PLANT-H","Y",">=10cm","3"
"261","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,33.4,"2PLANT-H","4 - Rotten throughout","2",48.8,2.5,"2PLANT-H","Y",">=10cm","4"
"262","D08","DELA","DELA_038","2016-07-20T00:00:00.000Z",5,NA,100,49.1,"2PLANT-H","4 - Rotten throughout","292",82.3,13,"2PLANT-H","Y",">=10cm","4"
