"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter","templateSize","springLength"
"D18/19","HEAL","HEAL_047",41,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.01168","sbt",14,"md","long_0.26"
"D18/19","HEAL","HEAL_047",NA,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.01168","single bole tree",14,"md","long_0.26"
"D18/19","HEAL","HEAL_051",41,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00690","sbt",12.8,"md","long_0.26"
"D18/19","HEAL","HEAL_051",NA,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00690","single bole tree",12.8,"md","long_0.26"
"D18/19","HEAL","HEAL_066",40,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00512","sbt",13.8,"md","long_0.26"
"D18/19","HEAL","HEAL_066",NA,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00512","single bole tree",13.8,"md","long_0.26"
"D18/19","HEAL","HEAL_073",31,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00412","sbt",14,"md","long_0.26"
"D18/19","HEAL","HEAL_073",NA,NA,NA,NA,"PIGL","NEON.PLA.D19.HEAL.00412","single bole tree",14,"md","long_0.26"
