"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","diameterClass","decayClass","decayClassNum","plotType"
"114","D12","YELL","YELL_048",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",20,"Y",0.67,7,7,"L01",1.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","4 - Rotten throughout",4,"tower"
"115","D12","YELL","YELL_048",2023-08-30,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",1.1,5.2,5.2,"L02",1.4,"2PLANT-S","Unknown plant","5-10cm","2 - Sound round",2,"tower"
"116","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",25.3,18.3,18.3,"00053",9.1,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"117","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",32.2,21.6,21.6,"00054",8.8,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"118","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",36,22.4,22.4,"00055",11.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"119","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",36.3,24.3,24.3,"00058",13.1,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"120","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",88.9,34,34,"00059",12,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"121","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",83.2,37.6,37.6,"00060",17.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"122","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",114.2,60.5,60.5,"00061",7.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","5 - No structural integrity",5,"tower"
"123","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",37.7,25.7,25.7,"00064",13.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"124","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",111.2,38,38,"00069",19.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"125","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",210,"Y",71,40.9,40.9,"00124",12,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"126","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",15,16.5,16.5,"00125",11.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"127","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",25,29.6,29.6,"00126",11.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"128","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",30.4,21.3,21.3,"00127",14.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"129","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",54.5,29.2,29.2,"00128",14,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"130","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",59.2,29.2,29.2,"00129",18,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"131","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",70.4,43,35.9,"00130",4.9,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"132","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",73.1,30.6,30.6,"00131",14.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"133","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",81,30,28.8,"00132",18,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"134","D12","YELL","YELL_049",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",83.5,41.6,39.7,"00133",7.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"135","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",9.2,30.3,30.3,"00215",17.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"136","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",9.4,31.1,31.1,"00216",6.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"137","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",14.6,36.5,36.5,"00217",10,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"138","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",17.7,61.5,61.5,"00218",4.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"139","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",23.2,35,20,"00219",2.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"140","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",130,"Y",2.1,65,65,"00220",8.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"141","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",130,"Y",47.3,33.5,33.5,"00221",16.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"142","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",130,"Y",50,39,39,"00222",11.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"143","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",250,"Y",2.7,54.2,49.5,"00496",8.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"144","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",250,"Y",31.6,35,35,"00497",6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"145","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",250,"Y",34.7,29,21,"00498",11.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"146","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",2.7,10.9,10.9,"00499",3.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"147","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",10,"Y",0.9,8.5,8.5,"L01",4.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","2 - Sound round",2,"tower"
"148","D12","YELL","YELL_050",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",130,"Y",1.6,5,5,"L02",2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","2 - Sound round",2,"tower"
"149","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",20,40.3,40.3,"00111",19,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"150","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",24.2,36.7,36.7,"00112",21,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"151","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",24.3,78.7,17.2,"00113",16,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","5 - No structural integrity",5,"tower"
"152","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",30.9,53.3,30.8,"00114",13.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"153","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",260,"Y",49.4,57.5,57.5,"00115",21,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"154","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",20,"N",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tower"
"155","D12","YELL","YELL_051",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",140,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tower"
"156","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",31,34,23,"00062",5.7,"PINACE","Pinaceae sp.",">=10cm","4 - Rotten throughout",4,"tower"
"157","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",77.5,49.5,49.5,"00072",13.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"158","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",210,"Y",150,49.5,49.5,"00077",2.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"159","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",14.3,23,20.5,"00087",10,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"160","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",82,40,40,"00088",18.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"161","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",21.9,38,15.5,"00090",12.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"162","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",13.2,24.1,24.1,"00140",12.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"163","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",93.4,45,45,"00142",3.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"164","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",60.6,45,26.8,"00143",7.1,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"165","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",56.7,27.2,27.2,"00144",11.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"166","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",57.3,47.5,47.5,"00145",16.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"167","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",23.8,48.3,12,"00146",7.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"168","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",51.7,48.3,48.3,"00148",15.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"169","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",94,124.7,17.5,"00149",4.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","5 - No structural integrity",5,"tower"
"170","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",69.4,52.7,38.9,"00150",12.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"171","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",330,"Y",79.4,38,33,"00152",18.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"172","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",0.8,5,4,"L01",1.1,"PINACE","Pinaceae sp.","5-10cm","2 - Sound round",2,"tower"
"173","D12","YELL","YELL_052",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",90,"Y",3.1,8,7,"L02",2,"PINACE","Pinaceae sp.","5-10cm","3 - Heartwood sound",3,"tower"
"174","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",25,25.2,25.2,"00236",17.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"175","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",40.8,24.4,24.4,"00237",5.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"176","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",16.6,15.4,15.4,"00238",7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"177","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",18,24.4,24.4,"00239",14.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"178","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",21.4,25.4,25.4,"00240",7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"179","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",23,37.9,37.9,"00241",12,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"180","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",45.8,43.1,24.4,"00242",11.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"181","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",70,43.6,43.6,"00243",12,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"182","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",77.3,41.5,41.5,"00244",17.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"183","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",69,36,36,"00245",13.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"184","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",72.8,29.8,29.8,"00246",12.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"185","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",83,33.2,33.2,"00247",16,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"186","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",91,56.1,29,"00248",12.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"187","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",91,44,25,"00249",13.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"188","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"Y",56.9,34.9,34.9,"00298",14.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"189","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",13,24,24,"00299",11.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"190","D12","YELL","YELL_053",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tower"
"191","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",18.8,44.5,44.5,"00065",13,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"192","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",24.5,56,56,"00083",2.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"193","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",7.6,14,8,"00141",5.1,"POTR5","Populus tremuloides Michx.",">=10cm","2 - Sound round",2,"tower"
"194","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",9.3,28.5,28.5,"00151",13.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"195","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",14.6,19,19,"00154",13,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"196","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",11.6,16.5,16.5,"00155",6.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"197","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",10.1,22,20,"00157",16.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"198","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",13.6,29,29,"00162",10.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"199","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",1.2,12,12,"00175",8,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"200","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",0.8,4,4,"00175A",1.1,"PICO","Pinus contorta Douglas ex Loudon","2-5cm","2 - Sound round",2,"tower"
"201","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",0.8,6,6,"00175B",2.7,"PICO","Pinus contorta Douglas ex Loudon","5-10cm","2 - Sound round",2,"tower"
"202","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",30.5,25.5,25.5,"00176",3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"203","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",33.1,26.7,26.7,"00177",8.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"204","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",36.4,26.2,26.2,"00178",5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"205","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",93.1,45.8,45.8,"00179",9.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"206","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",110,50.2,50.2,"00180",14,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"207","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",112.7,56.4,56.4,"00181",11.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"208","D12","YELL","YELL_054",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",340,"Y",128.2,43.6,43.6,"00182",17.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"209","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",7.5,14.3,14.3,"00183",14.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"210","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",8.5,63.8,63.8,"00184",7.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"211","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",2.7,17.8,17.8,"02001",12.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"212","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",10,16,16,"02002",18.9,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"213","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",11,28,28,"02003",11.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"214","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",14.4,43.7,17.2,"02004",5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"215","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",36.5,24.1,24.1,"02005",7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"216","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",43.5,29.5,29.5,"02006",10.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"217","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",100,"Y",187.4,50.5,50.5,"02007",7.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"218","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",2.6,10.4,10.4,"02008",1.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"219","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",17.8,17.5,17.5,"02009",7.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"220","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",19.8,29.6,29.6,"02010",8.8,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"221","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",27.2,19.3,19.3,"02011",5.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"222","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",41.5,35,35,"02012",14,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"223","D12","YELL","YELL_054",2023-09-07,"CDW.2023.YELL",5,"NEON.DOC.001711vG",220,"Y",53.8,27,27,"02013",10.9,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"224","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",178.1,65,40.5,"00150",13.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"225","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",19.1,47,47,"00182",18.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"226","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",1.4,15,15,"00223",4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
