"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","plotType","diameterClass","decayClassNum"
"11","D12","YELL","YELL_003",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"12","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",99.9,38,NA,"02316",10.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"13","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",12.8,20.5,NA,"02091",9.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"14","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",24.6,19.6,NA,"02342",9.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"15","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",15.7,16.2,NA,"02390",15.1,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"16","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",14.3,19.7,NA,"02082",11.6,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"17","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",81.9,51,19,"02087",16.9,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"18","D12","YELL","YELL_014",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",124.7,113.6,NA,"02323",24.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"19","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",23.3,43.4,NA,"02307",15.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"20","D12","YELL","YELL_003",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"21","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",1.9,21,NA,"02377",6.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"22","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",33.2,35.25,NA,"02383",21.2,"PICO","Pinus contorta Douglas ex Loudon","2 - Sound round","distributed",">=10cm","2"
"23","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",21,16.5,NA,"02089",9.2,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"24","D12","YELL","YELL_006",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",120,"Y",0.4,46.6,NA,"02070",13.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"25","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",110.1,62.6,NA,"02338",13.05,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"26","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",108.7,40.4,NA,"02073",25.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"27","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",0.8,6.6,NA,"02352A",1.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"28","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",7.3,17.3,NA,"02358",10.2,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"29","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",0,26.6,NA,"02092",12.1,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"30","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",100,48.5,9.5,"02086",4.3,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"31","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",77.3,48.4,NA,"02095",15.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"32","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",70.1,29.4,NA,"02396",12,"2PLANT-S","Unknown plant","3 - Heartwood sound","distributed",">=10cm","3"
"33","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",37.2,23.5,NA,"02099",13.4,"2PLANT-S","Unknown plant","3 - Heartwood sound","distributed",">=10cm","3"
"34","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",110,"Y",183.3,48.5,NA,"02359",3.25,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"35","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",14.2,20.7,NA,"02319",6.1,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"36","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"37","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",4.4,34.4,NA,"02304",4.8,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"38","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",1.4,40.5,NA,"02352",8.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"39","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",8.6,12.4,NA,"02367",3.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"40","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",31.5,35,8.9,"02365",7.2,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"41","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",1.3,4.2,NA,"L04",2.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","2-5cm","3"
"42","D12","YELL","YELL_016",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"43","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",3.1,14.5,NA,"02376",6.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"44","D12","YELL","YELL_018",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"45","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",180,"Y",2.1,20.5,NA,"02313",10.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"46","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",8.6,12.6,NA,"02346",3.05,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"47","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",22.1,23.7,NA,"02294",6.7,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"48","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",67,49.5,24.8,"02397",9.5,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"49","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",50.9,34.9,NA,"02076",24,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"50","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",14.2,13.1,NA,"02343",8.3,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"51","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",14.1,14.5,NA,"02327",7.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"52","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",96.5,35.5,NA,"02317",12.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"53","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",89.4,33,28,"02290",10.4,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"54","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",47.6,31.9,NA,"02340",14.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"55","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",74,30.7,NA,"02088",13.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"56","D12","YELL","YELL_008",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",70,"Y",11.7,13.8,NA,"02322",1.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"57","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",10.3,18.8,NA,"02384",16.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"58","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",26.2,32.5,NA,"02306",11.3,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"59","D12","YELL","YELL_006",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",240,"Y",62.1,64.8,NA,"02068",19.8,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"60","D12","YELL","YELL_014",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"61","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",18.6,19.6,NA,"02326",7.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"62","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",21.5,24.5,NA,"02370",10.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"63","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",0.8,10,NA,"02393",1.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"64","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",8.9,17.9,NA,"02345",9.45,"PICO","Pinus contorta Douglas ex Loudon","3 - Heartwood sound","distributed",">=10cm","3"
"65","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",34.6,24.5,15.1,"02336",14,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"66","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",73,31.3,NA,"02339",13.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"67","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",25.1,44.6,NA,"02373",11.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"68","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",110,"Y",0.55,10.1,NA,"02362",6.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"69","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",1.2,11,NA,"02330",5.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"70","D12","YELL","YELL_001",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"71","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",0.5,26.8,NA,"02388",18.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"72","D12","YELL","YELL_004",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",340,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"73","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",15.2,25.2,NA,"02356",17.7,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"74","D12","YELL","YELL_013",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"75","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",40,24.8,NA,"02318",7.6,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"76","D12","YELL","YELL_010",2019-09-19,"CDW.2019.YELL",NA,"NEON.DOC.001711vF",40,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"77","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",3.1,13.6,NA,"02387",9.7,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"78","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",1.5,25.3,NA,"02329",12.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"79","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",10.2,14.2,NA,"02083",11.1,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"80","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",4.2,10.2,NA,"02391",1.65,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"81","D12","YELL","YELL_011",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",310,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"82","D12","YELL","YELL_008",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",310,"N",58.3,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"83","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",22.7,32,19.5,"02292",10.7,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"84","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",138.3,47.5,NA,"02094",15.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"85","D12","YELL","YELL_010",2019-09-19,"CDW.2019.YELL",NA,"NEON.DOC.001711vF",280,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"86","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",110,"Y",4.7,25.2,NA,"02361",13.2,"PICO","Pinus contorta Douglas ex Loudon","2 - Sound round","distributed",">=10cm","2"
"87","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",3.8,25.7,NA,"02305",3.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"88","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",81.1,36,NA,"02291",12.8,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"89","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",4,8.5,NA,"L01",1.4,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"90","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",11.4,18.5,NA,"02368",5.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5 - No structural integrity","distributed",">=10cm","5"
"91","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",32.9,35,4,"02364",5.7,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"92","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",12.8,28.1,NA,"02344",12.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"93","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",27.25,20.4,NA,"02372",6.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"94","D12","YELL","YELL_001",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"95","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",18.9,59.8,NA,"02375",7.05,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"96","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",1.6,8.8,NA,"L01",1.85,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"97","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",5.45,21.4,NA,"02347",2.1,"2PLANT-S","Unknown plant","5 - No structural integrity","distributed",">=10cm","5"
"98","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",40,"Y",16.5,24.5,NA,"02379",5.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"99","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",111.1,39,38,"02289",8.8,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"100","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",1.2,4.5,NA,"L03",1.25,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","2-5cm","3"
"101","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",1.3,7,NA,"L01",4.3,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"102","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",10.7,34.5,NA,"02399",10.4,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"103","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",10.2,12.7,NA,"02328",1.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"104","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",12.1,16.8,NA,"02382",9.4,"PICO","Pinus contorta Douglas ex Loudon","1 - Fresh fallen","distributed",">=10cm","1"
"105","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",49.7,25.5,NA,"02096",6,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"106","D12","YELL","YELL_011",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",70,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"107","D12","YELL","YELL_018",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"108","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",38.2,23.8,NA,"02302",5.6,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"109","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",60.9,35,34,"02398",1.7,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"110","D12","YELL","YELL_001",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"111","D12","YELL","YELL_003",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"112","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",10.6,29.6,NA,"02308",16.8,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"113","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",181,48.8,NA,"02314",11.9,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"114","D12","YELL","YELL_018",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"115","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",2.55,11.5,NA,"02392",5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"116","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",7.2,26.5,19.7,"02392",2,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"117","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",180,"Y",6.2,23,NA,"02311",10.7,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"118","D12","YELL","YELL_006",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",0,"Y",169.8,61.5,NA,"02074",13.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
