"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03701","JUOS","mbt",10.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03701A","JUOS","mbt",10,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03701B","JUOS","mbt",9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03703","JUOS","sbt",15.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03704","JUOS","sbt",17.8,NA,"10"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03707","JUOS","mbt",23,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03707A","JUOS","mbt",1.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03708","JUOS","mbt",11.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03708A","JUOS","mbt",11.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03708B","JUOS","mbt",8.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03702","JUOS","mbt",14.1,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03702A","JUOS","mbt",10.4,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03702B","JUOS","mbt",10.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03702C","JUOS","mbt",8.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03702D","JUOS","mbt",8.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03706","JUOS","mbt",21.9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03706A","JUOS","mbt",15.9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03706B","JUOS","mbt",15.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03706C","JUOS","mbt",8.7,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03705","JUOS","mbt",21.1,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03705A","JUOS","mbt",17,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03705B","JUOS","mbt",18.7,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-10-18T00:00:00.000Z","ONAQ_008","distributed","1600","03705C","JUOS","mbt",15.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01125","PUST","sis",8.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01127","PUST","sis",1.8,2.7,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01130","PUST","sis",3,7.9,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01132","PUST","sis",8.2,13.6,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01134","PUST","sis",1,9.2,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01135","PUST","sis",1.7,8.6,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01128","JUOS","sbt",29.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01129","JUOS","mbt",30.6,4.3,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01129A","JUOS","mbt",29.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01129B","JUOS","mbt",14.7,2.4,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01133","JUOS","sbt",5.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01137","JUOS","sbt",13.2,1.4,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01131","JUOS","mbt",19.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01131A","JUOS","mbt",17,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01131B","JUOS","mbt",15.1,NA,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01131C","JUOS","mbt",18.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01131D","JUOS","mbt",16.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136","JUOS","mbt",31,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136A","JUOS","mbt",12.1,NA,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136B","JUOS","mbt",26.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136F","JUOS","mbt",11.9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136H","JUOS","mbt",34.4,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136I","JUOS","mbt",14.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136J","JUOS","mbt",12.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136K","JUOS","mbt",14.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01136L","JUOS","mbt",17.7,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01139","JUOS","mbt",19.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01139C","JUOS","mbt",13.9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01139D","JUOS","mbt",11.3,2.4,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01139E","JUOS","mbt",7.1,2.4,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01142","JUOS","mbt",17.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01142A","JUOS","mbt",10.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01141","JUOS","sbt",23.7,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01140","JUOS","mbt",21,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01140A","JUOS","mbt",5.5,NA,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01140B","JUOS","mbt",7.5,2.5,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01143","PUST","sis",3.2,16.2,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","01144","PUST","sis",4.4,8.3,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03765","PUST","sis",6.2,12.4,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767A","JUOS","mbt",9.7,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767","JUOS","mbt",16,NA,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767B","JUOS","mbt",14.5,3.6,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767C","JUOS","mbt",14.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767D","JUOS","mbt",14.1,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767E","JUOS","mbt",9.4,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03767F","JUOS","mbt",6.8,1.8,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03768","JUOS","mbt",33.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03768A","JUOS","mbt",10.3,3.2,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03768B","JUOS","mbt",11.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03769","JUOS","smt",9.9,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03769","JUOS","smt",8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03769","JUOS","smt",3.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03769","JUOS","smt",7.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03769","JUOS","smt",4.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03770","JUOS","mbt",18.5,0.9,"5"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03770A","JUOS","mbt",12.5,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03771","JUOS","mbt",19.3,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03771A","JUOS","mbt",14.6,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03771B","JUOS","mbt",14.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03772","JUOS","sbt",11.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03773","JUOS","sbt",27.5,2,"7"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03774","JUOS","sbt",22.2,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03775","JUOS","mbt",22,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03775A","JUOS","mbt",22,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03775B","JUOS","mbt",13.5,1,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03776","JUOS","mbt",21.8,NA,"1"
"ONAQ","vst_ONAQ_2014","2016-11-03T00:00:00.000Z","ONAQ_010","distributed","1600","03776A","JUOS","mbt",20.8,2,"1"
