"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",8.9,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01200","PRUNU","sis",1.8,2.5,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01192","PRUNU","sis",1.1,2,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01199","CODR","sis",1.5,2,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01186","PRUNU","sis",1.5,2.3,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01195","PRUNU","sis",1.3,1.9,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01198","PRUNU","sis",1.6,2.5,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01189","CODR","sis",1.1,1.3,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01184","CODR","sis",1.1,1.5,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01487","JUVI","sbt",15.1,150,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01489","CODR","sis",1.4,2.1,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01149","CODR","sis",2.2,2.7,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",14,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",11.3,2,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",12.8,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",12.4,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","01485","CECA4","mbt",9,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","05996","VIRI","lia",3.1,130,"1"
"KONZ","vst_KONZ_2016","2016-11-08T00:00:00.000Z","KONZ_059","tower","400","05995","VIRI","lia",1.1,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","01099","JUVI","smt",8.5,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","01098","GLTR","smt",1.2,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","05992","JUVI","smt",5.2,NA,"2"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","05985","CODR","sis",1.2,2.2,"2"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","05984","CODR","sis",1,2.3,"2"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","05983","GLTR","smt",2.3,1,"2"
"KONZ","vst_KONZ_2016","2016-11-07T00:00:00.000Z","KONZ_049","tower","400","05998","CODR","sis",1.5,2.3,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01106","CODR","smt",1.1,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01105","CODR","smt",1.8,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01104","VITIS","lia",1.2,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01461","VITIS","lia",1.8,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01460","VITIS","lia",1.1,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01458","ULPU","sbt",16,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01457","ULPU","sbt",19.5,NA,"1"
"KONZ","vst_KONZ_2016","2016-11-03T00:00:00.000Z","KONZ_064","tower","400","01456","QUMU","sbt",10.8,NA,"1"
