"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03215","ABGR","smt",8.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03214","PSMEM","sbt",43.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03213","PSMEM","sbt",23.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03212","TSHE","smt",5.9,NA,"7"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03211","TSHE","mbt",18,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03211A","TSHE","mbt",6.7,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03210","THPL","sbt",97.4,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03208","TSHE","sbt",10.9,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03207","TSHE","sbt",14.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03681","TSHE","sbt",19.7,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03660","PSMEM","sbt",19.3,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03206","PSMEM","sbt",23,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03680","PSMEM","sbt",15.8,NA,"2"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03205","PSMEM","sbt",38.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03682","TSHE","sbt",15.4,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03679","TSHE","sbt",43.6,NA,"6"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03678","PSMEM","sbt",31.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03677","PSMEM","sbt",27.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03676","THPL","sbt",14.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03675","TSHE","sbt",20,NA,"6"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03674","PSMEM","sbt",23.6,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03673","TSHE","sbt",51.3,NA,"5"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03672","THPL","sbt",17.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03671","THPL","sbt",16.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03670","THPL","sbt",10,NA,"6"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03669","PSMEM","mbt",50.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03669A","PSMEM","mbt",41.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03668","PSMEM","sbt",81.2,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03667","TSHE","sbt",21.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03666","TSHE","sbt",22.2,NA,"2"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03665","PSMEM","sbt",21.3,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03664","PSMEM","sbt",69,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03663","TABR2","sbt",22.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03662","PSMEM","sbt",27.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03661","PSMEM","sbt",12.2,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03659","ABAM","sbt",16.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03658","PSMEM","sbt",69.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03264","TSHE","sbt",19.7,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03263","TSHE","smt",4.1,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03262","PSMEM","sbt",64.7,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03259","PSMEM","smt",1.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03257","TSHE","smt",1,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03255","ABGR","smt",1.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03246","THPL","smt",2.3,NA,"6"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03245","ACCI","smt",1.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03242","ACCI","smt",3.7,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03236","TSHE","sbt",16.3,NA,"9"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03234","TSHE","sbt",16.1,NA,"9"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03233","TSHE","sbt",52,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03232","TSHE","sbt",43,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03231","PSMEM","sbt",25,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03230","TSHE","sbt",43.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03229","TSHE","sbt",14.1,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03228","TSHE","sbt",49.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03227","TSHE","sbt",18.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03226","TSHE","sbt",42.5,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03225","TSHE","sbt",14.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03224","PSMEM","sbt",29.3,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03223","TSHE","sbt",26.1,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03222","THPL","sbt",16.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03221","TSHE","sbt",44.7,NA,"6"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03220","TSHE","sbt",47.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03219","TSHE","sbt",22.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03218","PSMEM","sbt",11.6,NA,"10"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03217","TSHE","mbt",10.5,NA,"9"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03217A","TSHE","mbt",7.3,NA,"9"
"WREF","vst_WREF_2017","2017-10-25T00:00:00.000Z","WREF_074","tower","1600","03216","PSMEM","sbt",45.3,NA,"10"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04146","TSHE","smt",6.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04145","TSHE","smt",3,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04144","TSHE","smt",2.6,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04143","TSHE","smt",3.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04141","TSHE","mbt",18,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04140","TSHE","smt",2.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04139","TSHE","mbt",31.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04141A","TSHE","mbt",7.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04139A","TSHE","mbt",14.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04138","PSMEM","sbt",36,NA,"2"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04135","ABAM","smt",2.6,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04134","ACCI","smt",1.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04133","ABAM","sbt",35.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04132","TSHE","sbt",51.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04128","TSHE","sbt",12.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04127","TSHE","smt",8.1,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04126","TSHE","sbt",71.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04125","TSHE","smt",3.4,NA,"2"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04124","TSHE","smt",4.1,NA,"2"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04123","TSHE","smt",7.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04122","TSHE","smt",7.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04121","TSHE","smt",4.4,NA,"2"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04120","TSHE","smt",6.9,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04119","TSHE","smt",7.3,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04118","TSHE","smt",5.8,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04117","ABAM","smt",3.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04116","TSHE","sbt",19.2,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04115","TSHE","smt",5.4,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04114","TSHE","sbt",10.5,NA,"1"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04113","TSHE","smt",1.1,NA,"2"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04112","TSHE","smt",2.9,NA,"6"
"WREF","vst_WREF_2017","2017-10-24T00:00:00.000Z","WREF_070","tower","1600","04111","TSHE","smt",2.8,NA,"1"
