"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04343","PIPOS","sbt",25,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04344","PIPOS","sbt",19.9,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04345","PIPOS","sbt",41.4,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04346","PIPOS","sbt",15.3,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04347","PIPOS","sbt",14.3,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04348","PIPOS","sbt",36.1,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04349","PIPOS","sbt",40.9,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04350","PIPOS","sbt",15.5,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04351","PIPOS","sbt",16.2,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-17T00:00:00.000Z","RMNP_019","distributed","1600","04352","PIFL2","sbt",12,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03929","PIFL2","sbt",34.3,NA,"6"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03930","PSME","sbt",48.4,NA,"6"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03931","PIFL2","sbt",24.9,NA,"2"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03932","PIFL2","sbt",14.4,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03933","PIFL2","sbt",11,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03934","PIFL2","sbt",32.9,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03935","PIFL2","sbt",14.5,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03936","PIFL2","sbt",22.2,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03937","PIFL2","sbt",13.8,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03938","PIFL2","mbt",13.3,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03938A","PIFL2","mbt",10.4,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03940","PSME","sbt",18.7,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03939","PICOL2","sbt",20.3,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03941","PIFL2","sbt",13.1,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03942","PIFL2","mbt",37,NA,"16"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03942A","PIFL2","mbt",18.8,NA,"16"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03943","PIFL2","sbt",18.8,NA,"16"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03944","PICOL2","smt",5.8,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03951","PIFL2","smt",2,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03955","POTR5","smt",3,NA,"4"
"RMNP","vst_RMNP_2018","2018-09-18T00:00:00.000Z","RMNP_015","distributed","1600","03960","POTR5","smt",1.4,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-19T00:00:00.000Z","RMNP_016","distributed","1600","03629","PIPOS","sbt",26.4,NA,"10"
"RMNP","vst_RMNP_2018","2018-09-19T00:00:00.000Z","RMNP_016","distributed","1600","03630","PIPOS","sbt",12.8,NA,"1"
"RMNP","vst_RMNP_2018","2018-09-19T00:00:00.000Z","RMNP_016","distributed","1600","03644","PIPOS","sbt",31.9,NA,"1"
