"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_012","distributed","1600","00064","PIEL","sbt",41.2,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_012","distributed","1600","00071","PIEL","sbt",25.5,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_012","distributed","1600","00065","PIPA2","smt",9.3,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_012","distributed","1600","01580","PIPA2","smt",3.5,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_012","distributed","1600","00070","PIPA2","smt",6.1,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01119","PIPA2","sbt",20.8,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01117","PIPA2","smt",9.4,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01118","PIPA2","sbt",18.5,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01120","PIPA2","sbt",26.8,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01121","PIPA2","sbt",18.4,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-18T00:00:00.000Z","DSNY_008","distributed","1600","01123","PIPA2","sbt",15.8,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-11T00:00:00.000Z","DSNY_003","distributed","1600","00201","PIPA2","sbt",56.1,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00002","PIPA2","sbt",24.6,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00003","PIPA2","sbt",29,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00001","PIPA2","sbt",20.1,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00011","PIPA2","smt",3.8,NA,"2"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00009","PIPA2","smt",6.8,NA,"2"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00010","PIPA2","sbt",20.4,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00008","PIPA2","smt",3.9,NA,"2"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_006","distributed","1600","00007","PIPA2","sbt",20.3,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01097","PIEL","smt",2.7,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01058","PIPA2","sbt",14.6,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01059","PIPA2","sbt",15.2,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01060","PIPA2","sbt",15.3,NA,"5"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01067","PIEL","sbt",28.7,NA,"1"
"DSNY","vst_DSNY_2017","2018-01-16T00:00:00.000Z","DSNY_013","distributed","1600","01084","PIPA2","sbt",16.8,NA,"1"
