"siteid","eventid","date","plotid","plottype","plotsize","tagid","taxonid","growthform","stemdiameter","basalstemdiameter","plantstatus"
"MOAB","vst_MOAB_2016","2016-10-17T00:00:00.000Z","MOAB_025","distributed","1600","00564","PIED","smt",3.5,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,1.5,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,2.5,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,3.6,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,1.2,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,1.3,"2"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00665","PIED","smt",3.3,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00666","PIED","smt",2.1,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00667","PIED","smt",1.4,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00668","PIED","smt",4.2,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00684","PIED","smt",9.5,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00630","PIED","sbt",20.9,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00631","PIED","mbt",23.2,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00631A","PIED","mbt",14.9,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00632","JUOS","sbt",19.1,NA,"2"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00634","JUOS","sbt",13.3,NA,"2"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00638","PIED","smt",2.8,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00639","PIED","smt",4.3,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00642","PIED","smt",1,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00643","PIED","smt",1.9,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00644","PIED","sbt",12.4,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00646","PIED","smt",6,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00650","JUOS","mbt",11.4,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00650A","JUOS","mbt",9.8,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00650B","JUOS","mbt",9.5,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00650C","JUOS","mbt",9.3,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00650D","JUOS","mbt",7.3,NA,"5"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00652","PIED","smt",1.8,NA,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,6.4,"1"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,2.7,"2"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,1,"2"
"MOAB","vst_MOAB_2016","2016-10-24T00:00:00.000Z","MOAB_003","distributed","1600","00655","PUST","sis",1.4,3.5,"1"
