SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
SJER10/SJER_049/overstory/D17_0961.NEF,D17_0961.NEF,26 MB,NIKON D750,2017:03:08 19:08:18,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0962.NEF,D17_0962.NEF,26 MB,NIKON D750,2017:03:08 19:08:34,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0963.NEF,D17_0963.NEF,26 MB,NIKON D750,2017:03:08 19:08:47,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0966.NEF,D17_0966.NEF,27 MB,NIKON D750,2017:03:08 19:09:52,6032x4032,RAW,16.0 mm,1/30,7.1,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0967.NEF,D17_0967.NEF,28 MB,NIKON D750,2017:03:08 19:10:08,6032x4032,RAW,16.0 mm,1/30,7.1,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0968.NEF,D17_0968.NEF,28 MB,NIKON D750,2017:03:08 19:10:21,6032x4032,RAW,16.0 mm,1/30,7.1,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0969.NEF,D17_0969.NEF,27 MB,NIKON D750,2017:03:08 19:10:44,6032x4032,RAW,16.0 mm,1/30,6.3,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0970.NEF,D17_0970.NEF,27 MB,NIKON D750,2017:03:08 19:11:03,6032x4032,RAW,16.0 mm,1/30,6.3,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0973.NEF,D17_0973.NEF,31 MB,NIKON D750,2017:03:08 19:12:10,6032x4032,RAW,16.0 mm,1/30,8.0,1000,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0974.NEF,D17_0974.NEF,29 MB,NIKON D750,2017:03:08 19:12:46,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0975.NEF,D17_0975.NEF,30 MB,NIKON D750,2017:03:08 19:13:02,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/overstory/D17_0976.NEF,D17_0976.NEF,29 MB,NIKON D750,2017:03:08 19:13:18,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1003.NEF,D17_1003.NEF,36 MB,NIKON D750,2017:03:08 19:39:16,6032x4032,RAW,16.0 mm,1/30,8.0,560,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1004.NEF,D17_1004.NEF,36 MB,NIKON D750,2017:03:08 19:39:30,6032x4032,RAW,16.0 mm,1/30,8.0,560,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1005.NEF,D17_1005.NEF,36 MB,NIKON D750,2017:03:08 19:39:40,6032x4032,RAW,16.0 mm,1/30,8.0,560,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1006.NEF,D17_1006.NEF,34 MB,NIKON D750,2017:03:08 19:40:50,6032x4032,RAW,16.0 mm,1/30,8.0,640,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1007.NEF,D17_1007.NEF,35 MB,NIKON D750,2017:03:08 19:41:03,6032x4032,RAW,16.0 mm,1/30,8.0,640,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1009.NEF,D17_1009.NEF,33 MB,NIKON D750,2017:03:08 19:42:02,6032x4032,RAW,16.0 mm,1/30,8.0,640,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1010.NEF,D17_1010.NEF,36 MB,NIKON D750,2017:03:08 19:42:20,6032x4032,RAW,16.0 mm,1/30,8.0,640,Auto1,"Off, Did not fire"
SJER10/SJER_049/understory/D17_1011.NEF,D17_1011.NEF,35 MB,NIKON D750,2017:03:08 19:42:38,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
