SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
LAJA07/LAJA_065/understory/D04_7518.NEF,D04_7518.NEF,55 MB,NIKON D800,2017:04:07 08:15:03,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7520.NEF,D04_7520.NEF,54 MB,NIKON D800,2017:04:07 08:16:51,7424x4924,RAW,16.0 mm,1/125,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7523.NEF,D04_7523.NEF,54 MB,NIKON D800,2017:04:07 08:18:23,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7526.NEF,D04_7526.NEF,54 MB,NIKON D800,2017:04:07 08:19:52,7424x4924,RAW,16.0 mm,1/125,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7527.NEF,D04_7527.NEF,56 MB,NIKON D800,2017:04:07 08:21:28,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7528.NEF,D04_7528.NEF,55 MB,NIKON D800,2017:04:07 08:22:26,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7529.NEF,D04_7529.NEF,55 MB,NIKON D800,2017:04:07 08:23:19,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7530.NEF,D04_7530.NEF,54 MB,NIKON D800,2017:04:07 08:24:37,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7531.NEF,D04_7531.NEF,54 MB,NIKON D800,2017:04:07 08:25:49,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
LAJA07/LAJA_065/understory/D04_7532.NEF,D04_7532.NEF,55 MB,NIKON D800,2017:04:07 08:27:02,7424x4924,RAW,16.0 mm,1/100,8.0,100,Auto1,"Off, Did not fire"
