SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
SJER03/SJER_049/overstory/D17_0330.NEF,D17_0330.NEF,28 MB,NIKON D750,2016:11:30 19:40:54,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0331.NEF,D17_0331.NEF,28 MB,NIKON D750,2016:11:30 19:41:20,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0332.NEF,D17_0332.NEF,28 MB,NIKON D750,2016:11:30 19:41:47,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0333.NEF,D17_0333.NEF,29 MB,NIKON D750,2016:11:30 19:42:43,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0334.NEF,D17_0334.NEF,29 MB,NIKON D750,2016:11:30 19:43:12,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0335.NEF,D17_0335.NEF,29 MB,NIKON D750,2016:11:30 19:43:37,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0336.NEF,D17_0336.NEF,28 MB,NIKON D750,2016:11:30 19:44:14,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0337.NEF,D17_0337.NEF,29 MB,NIKON D750,2016:11:30 19:44:41,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0338.NEF,D17_0338.NEF,31 MB,NIKON D750,2016:11:30 19:45:11,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0340.NEF,D17_0340.NEF,29 MB,NIKON D750,2016:11:30 19:46:19,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0341.NEF,D17_0341.NEF,30 MB,NIKON D750,2016:11:30 19:46:46,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER03/SJER_049/overstory/D17_0343.NEF,D17_0343.NEF,29 MB,NIKON D750,2016:11:30 19:47:42,6032x4032,RAW,16.0 mm,1/30,9.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0374.NEF,D17_0374.NEF,37 MB,NIKON D750,2016:11:30 20:29:16,6032x4032,RAW,16.0 mm,1/50,8.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0375.NEF,D17_0375.NEF,37 MB,NIKON D750,2016:11:30 20:29:52,6032x4032,RAW,16.0 mm,1/50,8.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0376.NEF,D17_0376.NEF,37 MB,NIKON D750,2016:11:30 20:30:21,6032x4032,RAW,16.0 mm,1/50,8.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0377.NEF,D17_0377.NEF,37 MB,NIKON D750,2016:11:30 20:31:01,6032x4032,RAW,16.0 mm,1/50,8.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0378.NEF,D17_0378.NEF,37 MB,NIKON D750,2016:11:30 20:31:52,6032x4032,RAW,16.0 mm,1/30,9.0,400,Auto1,"Off, Did not fire"
SJER03/SJER_049/understory/D17_0379.NEF,D17_0379.NEF,38 MB,NIKON D750,2016:11:30 20:32:37,6032x4032,RAW,16.0 mm,1/30,9.0,450,Auto1,"Off, Did not fire"
