SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
SJER07/SJER_049/overstory/D17_0626.NEF,D17_0626.NEF,28 MB,NIKON D750,2017:01:25 19:52:09,6032x4032,RAW,16.0 mm,1/30,8.0,1000,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0627.NEF,D17_0627.NEF,28 MB,NIKON D750,2017:01:25 19:52:40,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0628.NEF,D17_0628.NEF,28 MB,NIKON D750,2017:01:25 19:53:08,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0629.NEF,D17_0629.NEF,29 MB,NIKON D750,2017:01:25 19:53:46,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0630.NEF,D17_0630.NEF,29 MB,NIKON D750,2017:01:25 19:54:24,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0631.NEF,D17_0631.NEF,28 MB,NIKON D750,2017:01:25 19:55:01,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0632.NEF,D17_0632.NEF,28 MB,NIKON D750,2017:01:25 19:55:44,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0633.NEF,D17_0633.NEF,28 MB,NIKON D750,2017:01:25 19:56:18,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0634.NEF,D17_0634.NEF,30 MB,NIKON D750,2017:01:25 19:56:46,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0635.NEF,D17_0635.NEF,29 MB,NIKON D750,2017:01:25 19:57:23,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0636.NEF,D17_0636.NEF,30 MB,NIKON D750,2017:01:25 19:57:53,6032x4032,RAW,16.0 mm,1/50,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/overstory/D17_0637.NEF,D17_0637.NEF,30 MB,NIKON D750,2017:01:25 19:58:30,6032x4032,RAW,16.0 mm,1/60,8.0,800,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0680.NEF,D17_0680.NEF,36 MB,NIKON D750,2017:01:25 20:46:27,6032x4032,RAW,16.0 mm,1/30,9.0,200,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0681.NEF,D17_0681.NEF,36 MB,NIKON D750,2017:01:25 20:47:17,6032x4032,RAW,16.0 mm,1/30,9.0,180,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0682.NEF,D17_0682.NEF,37 MB,NIKON D750,2017:01:25 20:47:59,6032x4032,RAW,16.0 mm,1/30,9.0,160,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0684.NEF,D17_0684.NEF,37 MB,NIKON D750,2017:01:25 20:48:49,6032x4032,RAW,16.0 mm,1/30,9.0,200,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0685.NEF,D17_0685.NEF,36 MB,NIKON D750,2017:01:25 20:49:11,6032x4032,RAW,16.0 mm,1/30,9.0,180,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0687.NEF,D17_0687.NEF,36 MB,NIKON D750,2017:01:25 20:49:44,6032x4032,RAW,16.0 mm,1/30,9.0,220,Auto1,"Off, Did not fire"
SJER07/SJER_049/understory/D17_0688.NEF,D17_0688.NEF,36 MB,NIKON D750,2017:01:25 20:50:17,6032x4032,RAW,16.0 mm,1/30,9.0,140,Auto1,"Off, Did not fire"
