SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
SJER00/SJER_001/understory/D17_1135.NEF,D17_1135.NEF,36 MB,NIKON D750,2017:03:12 22:18:13,6032x4032,RAW,16.0 mm,1/200,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1136.NEF,D17_1136.NEF,35 MB,NIKON D750,2017:03:12 22:18:38,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1137.NEF,D17_1137.NEF,36 MB,NIKON D750,2017:03:12 22:18:58,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1139.NEF,D17_1139.NEF,36 MB,NIKON D750,2017:03:12 22:20:24,6032x4032,RAW,16.0 mm,1/200,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1140.NEF,D17_1140.NEF,36 MB,NIKON D750,2017:03:12 22:20:48,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1141.NEF,D17_1141.NEF,36 MB,NIKON D750,2017:03:12 22:21:18,6032x4032,RAW,16.0 mm,1/200,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1142.NEF,D17_1142.NEF,35 MB,NIKON D750,2017:03:12 22:22:02,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1143.NEF,D17_1143.NEF,35 MB,NIKON D750,2017:03:12 22:22:37,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1144.NEF,D17_1144.NEF,37 MB,NIKON D750,2017:03:12 22:23:16,6032x4032,RAW,16.0 mm,1/200,16.0,400,Auto1,"Off, Did not fire"
SJER00/SJER_001/understory/D17_1145.NEF,D17_1145.NEF,35 MB,NIKON D750,2017:03:12 22:24:12,6032x4032,RAW,16.0 mm,1/160,16.0,400,Auto1,"Off, Did not fire"
