SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,Quality,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
SJER04/SJER_049/understory/D17_0471.NEF,D17_0471.NEF,35 MB,NIKON D750,2016:12:13 20:28:11,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0472.NEF,D17_0472.NEF,37 MB,NIKON D750,2016:12:13 20:28:35,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0473.NEF,D17_0473.NEF,36 MB,NIKON D750,2016:12:13 20:28:58,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0474.NEF,D17_0474.NEF,37 MB,NIKON D750,2016:12:13 20:29:26,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0475.NEF,D17_0475.NEF,35 MB,NIKON D750,2016:12:13 20:30:24,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0476.NEF,D17_0476.NEF,33 MB,NIKON D750,2016:12:13 20:30:43,6032x4032,RAW,16.0 mm,1/30,8.0,450,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0477.NEF,D17_0477.NEF,37 MB,NIKON D750,2016:12:13 20:31:06,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0478.NEF,D17_0478.NEF,36 MB,NIKON D750,2016:12:13 20:31:29,6032x4032,RAW,16.0 mm,1/40,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0479.NEF,D17_0479.NEF,36 MB,NIKON D750,2016:12:13 20:31:56,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0480.NEF,D17_0480.NEF,36 MB,NIKON D750,2016:12:13 20:32:19,6032x4032,RAW,16.0 mm,1/40,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0481.NEF,D17_0481.NEF,36 MB,NIKON D750,2016:12:13 20:32:43,6032x4032,RAW,16.0 mm,1/40,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_049/understory/D17_0482.NEF,D17_0482.NEF,36 MB,NIKON D750,2016:12:13 20:33:04,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0406.NEF,D17_0406.NEF,32 MB,NIKON D750,2016:12:13 19:40:24,6032x4032,RAW,16.0 mm,1/30,5.6,8000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0407.NEF,D17_0407.NEF,33 MB,NIKON D750,2016:12:13 19:40:59,6032x4032,RAW,16.0 mm,1/30,5.6,8000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0408.NEF,D17_0408.NEF,33 MB,NIKON D750,2016:12:13 19:41:29,6032x4032,RAW,16.0 mm,1/30,5.6,8000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0409.NEF,D17_0409.NEF,32 MB,NIKON D750,2016:12:13 19:42:14,6032x4032,RAW,16.0 mm,1/30,5.6,8000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0411.NEF,D17_0411.NEF,31 MB,NIKON D750,2016:12:13 19:43:09,6032x4032,RAW,16.0 mm,1/30,8.0,6400,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0412.NEF,D17_0412.NEF,31 MB,NIKON D750,2016:12:13 19:43:39,6032x4032,RAW,16.0 mm,1/30,8.0,6400,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0413.NEF,D17_0413.NEF,31 MB,NIKON D750,2016:12:13 19:44:31,6032x4032,RAW,16.0 mm,1/30,8.0,5000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0414.NEF,D17_0414.NEF,31 MB,NIKON D750,2016:12:13 19:45:24,6032x4032,RAW,16.0 mm,1/30,8.0,5000,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0416.NEF,D17_0416.NEF,30 MB,NIKON D750,2016:12:13 19:46:26,6032x4032,RAW,16.0 mm,1/30,8.0,2500,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0417.NEF,D17_0417.NEF,30 MB,NIKON D750,2016:12:13 19:47:01,6032x4032,RAW,16.0 mm,1/30,8.0,2500,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0418.NEF,D17_0418.NEF,30 MB,NIKON D750,2016:12:13 19:47:24,6032x4032,RAW,16.0 mm,1/30,8.0,2500,Auto1,"Off, Did not fire"
SJER04/SJER_055/overstory/D17_0419.NEF,D17_0419.NEF,31 MB,NIKON D750,2016:12:13 19:47:55,6032x4032,RAW,16.0 mm,1/30,8.0,2500,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0484.NEF,D17_0484.NEF,36 MB,NIKON D750,2016:12:13 20:36:44,6032x4032,RAW,16.0 mm,1/30,8.0,500,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0485.NEF,D17_0485.NEF,36 MB,NIKON D750,2016:12:13 20:37:10,6032x4032,RAW,16.0 mm,1/30,8.0,450,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0487.NEF,D17_0487.NEF,35 MB,NIKON D750,2016:12:13 20:37:58,6032x4032,RAW,16.0 mm,1/40,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0488.NEF,D17_0488.NEF,34 MB,NIKON D750,2016:12:13 20:38:49,6032x4032,RAW,16.0 mm,1/30,8.0,720,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0489.NEF,D17_0489.NEF,37 MB,NIKON D750,2016:12:13 20:39:15,6032x4032,RAW,16.0 mm,1/30,8.0,720,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0490.NEF,D17_0490.NEF,36 MB,NIKON D750,2016:12:13 20:39:39,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0491.NEF,D17_0491.NEF,35 MB,NIKON D750,2016:12:13 20:40:14,6032x4032,RAW,16.0 mm,1/30,8.0,560,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0492.NEF,D17_0492.NEF,36 MB,NIKON D750,2016:12:13 20:40:45,6032x4032,RAW,16.0 mm,1/30,8.0,450,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0494.NEF,D17_0494.NEF,37 MB,NIKON D750,2016:12:13 20:41:34,6032x4032,RAW,16.0 mm,1/50,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0496.NEF,D17_0496.NEF,35 MB,NIKON D750,2016:12:13 20:42:15,6032x4032,RAW,16.0 mm,1/30,8.0,450,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0497.NEF,D17_0497.NEF,35 MB,NIKON D750,2016:12:13 20:42:34,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_055/understory/D17_0498.NEF,D17_0498.NEF,36 MB,NIKON D750,2016:12:13 20:42:54,6032x4032,RAW,16.0 mm,1/30,8.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0440.NEF,D17_0440.NEF,31 MB,NIKON D750,2016:12:13 20:05:52,6032x4032,RAW,16.0 mm,1/50,9.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0441.NEF,D17_0441.NEF,31 MB,NIKON D750,2016:12:13 20:06:16,6032x4032,RAW,16.0 mm,1/50,9.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0442.NEF,D17_0442.NEF,30 MB,NIKON D750,2016:12:13 20:06:39,6032x4032,RAW,16.0 mm,1/50,9.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0443.NEF,D17_0443.NEF,29 MB,NIKON D750,2016:12:13 20:07:12,6032x4032,RAW,16.0 mm,1/50,9.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0446.NEF,D17_0446.NEF,28 MB,NIKON D750,2016:12:13 20:08:31,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0447.NEF,D17_0447.NEF,29 MB,NIKON D750,2016:12:13 20:08:54,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0448.NEF,D17_0448.NEF,29 MB,NIKON D750,2016:12:13 20:09:30,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0449.NEF,D17_0449.NEF,29 MB,NIKON D750,2016:12:13 20:10:09,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0450.NEF,D17_0450.NEF,29 MB,NIKON D750,2016:12:13 20:10:40,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0451.NEF,D17_0451.NEF,31 MB,NIKON D750,2016:12:13 20:11:16,6032x4032,RAW,16.0 mm,1/60,10.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0453.NEF,D17_0453.NEF,29 MB,NIKON D750,2016:12:13 20:12:12,6032x4032,RAW,16.0 mm,1/80,11.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/overstory/D17_0454.NEF,D17_0454.NEF,28 MB,NIKON D750,2016:12:13 20:12:46,6032x4032,RAW,16.0 mm,1/80,11.0,400,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0456.NEF,D17_0456.NEF,36 MB,NIKON D750,2016:12:13 20:16:32,6032x4032,RAW,16.0 mm,1/30,8.0,1250,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0457.NEF,D17_0457.NEF,36 MB,NIKON D750,2016:12:13 20:17:42,6032x4032,RAW,16.0 mm,1/30,8.0,1250,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0458.NEF,D17_0458.NEF,36 MB,NIKON D750,2016:12:13 20:18:02,6032x4032,RAW,16.0 mm,1/30,8.0,1100,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0459.NEF,D17_0459.NEF,36 MB,NIKON D750,2016:12:13 20:18:30,6032x4032,RAW,16.0 mm,1/30,8.0,900,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0460.NEF,D17_0460.NEF,35 MB,NIKON D750,2016:12:13 20:18:55,6032x4032,RAW,16.0 mm,1/30,8.0,900,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0461.NEF,D17_0461.NEF,36 MB,NIKON D750,2016:12:13 20:19:14,6032x4032,RAW,16.0 mm,1/30,8.0,1000,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0463.NEF,D17_0463.NEF,37 MB,NIKON D750,2016:12:13 20:19:54,6032x4032,RAW,16.0 mm,1/30,8.0,1000,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0464.NEF,D17_0464.NEF,36 MB,NIKON D750,2016:12:13 20:20:20,6032x4032,RAW,16.0 mm,1/30,8.0,1000,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0466.NEF,D17_0466.NEF,36 MB,NIKON D750,2016:12:13 20:21:30,6032x4032,RAW,16.0 mm,1/30,8.0,900,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0467.NEF,D17_0467.NEF,36 MB,NIKON D750,2016:12:13 20:22:05,6032x4032,RAW,16.0 mm,1/30,8.0,800,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0468.NEF,D17_0468.NEF,37 MB,NIKON D750,2016:12:13 20:22:35,6032x4032,RAW,16.0 mm,1/30,8.0,900,Auto1,"Off, Did not fire"
SJER04/SJER_057/understory/D17_0470.NEF,D17_0470.NEF,35 MB,NIKON D750,2016:12:13 20:23:28,6032x4032,RAW,16.0 mm,1/30,8.0,900,Auto1,"Off, Did not fire"
