"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"PUUM","2PLANT-H","3",">=10cm",50.66,50.66,10,10
"PUUM","2PLANT-H","4",">=10cm",17.47,68.13,10,20
"PUUM","MEPO5","2",">=10cm",5.24,73.37,10,30
"PUUM","MEPO5","3",">=10cm",4.8,78.17,10,40
"PUUM","2PLANT-H","2",">=10cm",3.49,81.66,10,50
"PUUM","ACKO","2",">=10cm",2.62,84.28,10,60
"PUUM","ACKO","3",">=10cm",2.18,86.46,10,70
"PUUM","2PLANT-H","5",">=10cm",1.75,88.21,10,80
"PUUM","CIBOT","1",">=10cm",1.31,89.52,10,90
"PUUM","MEPO5","2","2-5cm",1.31,90.83,5,95
"PUUM","2PLANT-H","3","5-10cm",1.31,92.14,5,100
"PUUM","CIBOT","3",">=10cm",0.87,93.01,10,110
"PUUM","CIBOT","4",">=10cm",0.87,93.88,10,120
"PUUM","2PLANT-H","2","2-5cm",0.87,94.75,5,125
"PUUM","2PLANT-H","4","5-10cm",0.87,95.62,5,130
"PUUM","CIGL","2",">=10cm",0.44,96.06,10,140
"PUUM","CIGL","3",">=10cm",0.44,96.5,10,150
"PUUM","2PLANT-S","4",">=10cm",0.44,96.94,10,160
"PUUM","MEPO5","4",">=10cm",0.44,97.38,10,170
"PUUM","MEPO5","1","2-5cm",0.44,97.82,5,175
"PUUM","MEPO5","3","2-5cm",0.44,98.26,5,180
"PUUM","CHTR2","1","5-10cm",0.44,98.7,5,185
"PUUM","ACKO","2","5-10cm",0.44,99.14,5,190
"PUUM","MEPO5","2","5-10cm",0.44,99.58,5,195
"PUUM","MEPO5","3","5-10cm",0.44,100.02,5,200
