"","X","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"431",431,"D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,"D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",1.1,4.9,NA,"L01",1.7,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round","2-5cm",2
"433",433,"D20","PUUM","PUUM_045","2018-10-04T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",86,45,33,"06795",8,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm",4
"434",434,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",290,"Y",4.75,15,NA,"06974",7.2,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"435",435,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",0.5,10.2,NA,"06991",1.2,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm",3
"436",436,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",2.2,6.91,NA,"L01",3,"CHTR2","Cheirodendron trigynum (Gaudich.) A. Heller","1 - Fresh fallen","5-10cm",1
"437",437,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",7.8,36.6,NA,"06990",12.6,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm",2
"438",438,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",9,13.6,NA,"06967",4.7,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm",2
"439",439,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",12,20.2,NA,"06970",6.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"440",440,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",17.3,40.1,NA,"06958",3.7,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm",4
"441",441,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",21.4,38.6,NA,"06992",15,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"442",442,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",25.3,32,NA,"06972",7.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"443",443,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",33.2,79.3,NA,"06957",21.4,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm",2
"444",444,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",170,"Y",60.7,36.3,NA,"06956",16.8,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm",2
"445",445,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",1.5,3.6,NA,"L01",1.7,"MEPO5","Metrosideros polymorpha Gaudich.","1 - Fresh fallen","2-5cm",1
"446",446,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",1.8,6,NA,"L02",3.4,"ACKO","Acacia koa A. Gray","2 - Sound round","5-10cm",2
"447",447,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",23.6,27.5,16.5,"06993",4.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"448",448,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",26.3,23.5,NA,"06973",2.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"449",449,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",27.8,35,NA,"06959",11.3,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"450",450,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",28.3,55,38.5,"06971",14.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"451",451,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",38,32.5,NA,"06994",4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"452",452,"D20","PUUM","PUUM_044","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",50,"Y",49.2,45.9,NA,"06955",13.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"453",453,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",1,23.9,NA,"06943",1.9,"CIBOT","Cibotium sp.","1 - Fresh fallen",">=10cm",1
"454",454,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",1.3,38.7,NA,"06942",8.3,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm",4
"455",455,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",3.1,29.5,NA,"06941",2.6,"CIBOT","Cibotium sp.","1 - Fresh fallen",">=10cm",1
"456",456,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",4.6,35.4,NA,"06940",13.5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"457",457,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",6.2,21.25,NA,"06939",13.45,"MEPO5","Metrosideros polymorpha Gaudich.","4 - Rotten throughout",">=10cm",4
"458",458,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",9.2,13.9,NA,"06938",6.7,"2PLANT-H","Unknown plant","5 - No structural integrity",">=10cm",5
"459",459,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",10.9,20.5,NA,"06937",8.45,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"460",460,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",11.45,33,NA,"06936",12.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"461",461,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",12.8,26.9,NA,"06935",2.3,"CIBOT","Cibotium sp.","1 - Fresh fallen",">=10cm",1
"462",462,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",13.85,35.9,NA,"06934",15.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"463",463,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",14.5,39.2,NA,"06933",19.5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"464",464,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",11.2,33,NA,"06923",4.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"465",465,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",21.6,28,NA,"06895",16.4,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm",2
"466",466,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",4.5,34.5,NA,"06922",3.3,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"467",467,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",11,36,NA,"06917",10.3,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"468",468,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",38.6,46,NA,"06918",1.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"469",469,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",81,51,NA,"06919",6.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"470",470,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",12.5,18.2,NA,"06921",1.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"471",471,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",19.5,43,NA,"06920",16.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"472",472,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",64.2,45,31,"06902",23.3,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"473",473,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",85.6,46.2,NA,"06901",6.4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"474",474,"D20","PUUM","PUUM_041","2018-09-10T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",85.3,47,NA,"06911",5.1,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"475",475,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",1.1,9.9,NA,"L01",1.1,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout","5-10cm",4
"476",476,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",80,"Y",13.05,18.7,NA,"06910",2.3,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"477",477,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",80,"Y",5.4,23.9,NA,"06908",1.3,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm",4
"478",478,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",1.2,21.5,NA,"06909",7.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"479",479,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",1.5,17.7,NA,"06907",8.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"480",480,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",15,46.3,NA,"06906",5.7,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"481",481,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",25.8,29.5,NA,"06826",2.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"482",482,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",27.1,32.2,NA,"06825",10.7,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm",2
"483",483,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",6.7,71.7,NA,"06817",20,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round",">=10cm",2
"484",484,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",12.4,19.3,NA,"06818",8.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"485",485,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",200,"Y",20.9,37.7,NA,"06819",5.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"486",486,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",1.4,20.5,NA,"06820",2.4,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"487",487,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",17.8,39.5,NA,"06821",9.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"488",488,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",19.6,25,NA,"06822",4.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm",4
"489",489,"D20","PUUM","PUUM_035","2018-10-02T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",320,"Y",42.7,38.8,NA,"06827",8.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"490",490,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",1.4,23.1,NA,"06983",3.4,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"491",491,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",3.1,11.2,NA,"06890",3.2,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm",2
"492",492,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",10.6,27.6,NA,"06968",2.9,"CIBOT","Cibotium sp.","4 - Rotten throughout",">=10cm",4
"493",493,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",24.1,39.4,NA,"06969",15.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"494",494,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",25.6,39.2,NA,"06932",5.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm",3
"495",495,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",38.9,70.4,NA,"06931",23.4,"ACKO","Acacia koa A. Gray","3 - Heartwood sound",">=10cm",3
"496",496,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",57.4,53.5,NA,"06672",2.9,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm",4
"497",497,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",48.9,30.5,NA,"06695",2.7,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"498",498,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",40,"Y",46.6,35.4,NA,"06688",9.1,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"499",499,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",9.6,13.8,NA,"06657",4.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"500",500,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",6.9,17.3,NA,"06686",4.5,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm",3
"501",501,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",6.5,23.3,NA,"06668",1.4,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"502",502,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",17.5,23.3,NA,"06697",1.4,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"503",503,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",5.3,31.7,NA,"06659",6.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"504",504,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",18.8,31.7,NA,"06679",6.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"505",505,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",1.6,13.9,NA,"06694",3.1,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"506",506,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",53,38.5,NA,"06673",1.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"507",507,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",30.6,41.3,NA,"06682",3.4,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"508",508,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",160,"Y",28.8,24,NA,"06661",2.6,"CIBOT","Cibotium sp.",NA,">=10cm",NA
"509",509,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",0.25,16.9,NA,"06693",2.8,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"510",510,"D20","PUUM","PUUM_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",280,"Y",1.3,43.1,NA,"06660",13,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm",3
"511",511,"D20","PUUM","PUUM_048","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",512,"D20","PUUM","PUUM_048","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",130,"Y",64.5,50.5,NA,"06840",14.9,"ACKO","Acacia koa A. Gray","3 - Heartwood sound",">=10cm",3
"513",513,"D20","PUUM","PUUM_048","2018-09-27T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",514,"D20","PUUM","PUUM_037","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",330,"Y",0.4,7.1,NA,"L01",8.1,"MEPO5","Metrosideros polymorpha Gaudich.","2 - Sound round","5-10cm",2
"515",515,"D20","PUUM","PUUM_037","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",0.1,7.8,NA,"L01",1.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound","5-10cm",3
"516",516,"D20","PUUM","PUUM_037","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",210,"Y",36.5,58.3,NA,"06665",6.4,"MEPO5","Metrosideros polymorpha Gaudich.","3 - Heartwood sound",">=10cm",3
"517",517,"D20","PUUM","PUUM_037","2018-10-08T00:00:00.000Z",2018,"CDW.2018.PUUM",8,"NEON.DOC.001711vD",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
