clipID,subplotID,offsetEasting,offsetNorthing,status,date
CLBJ_044_039,31,2.2,4.5,1,20160627
CLBJ_044_169,31,13.2,13.5,,
CLBJ_044_150,31,3.7,13.5,,
CLBJ_044_149,31,3.2,13.5,,
CLBJ_044_077,31,3.2,7.5,,
CLBJ_044_136,31,14.7,10.5,,
CLBJ_044_013,31,7.2,1.5,,
CLBJ_044_050,31,7.7,4.5,,
CLBJ_044_031,31,16.2,1.5,,
CLBJ_044_075,31,2.2,7.5,,
CLBJ_044_064,31,14.7,4.5,,
CLBJ_044_046,31,5.7,4.5,,
CLBJ_044_101,31,15.2,7.5,,
CLBJ_044_016,31,8.7,1.5,,
CLBJ_044_145,31,1.2,13.5,,
CLBJ_044_154,31,5.7,13.5,,
CLBJ_044_083,31,6.2,7.5,,
CLBJ_044_167,31,12.2,13.5,,
CLBJ_044_014,31,7.7,1.5,,
CLBJ_044_195,31,8.2,16.5,,
CLBJ_044_058,31,11.7,4.5,,
CLBJ_044_068,31,16.7,4.5,,
CLBJ_044_135,31,14.2,10.5,,
CLBJ_044_081,31,5.2,7.5,,
CLBJ_044_140,31,16.7,10.5,,
CLBJ_044_045,31,5.2,4.5,,
CLBJ_044_007,31,4.2,1.5,,
CLBJ_044_028,31,14.7,1.5,,
CLBJ_044_052,31,8.7,4.5,,
CLBJ_044_189,31,5.2,16.5,,
CLBJ_044_180,31,18.7,13.5,,
CLBJ_044_027,31,14.2,1.5,,
CLBJ_044_197,31,9.2,16.5,,
CLBJ_044_186,31,3.7,16.5,,
CLBJ_044_124,31,8.7,10.5,,
CLBJ_044_074,31,1.7,7.5,,
CLBJ_044_192,31,6.7,16.5,,
CLBJ_044_142,31,17.7,10.5,,
CLBJ_044_153,31,5.2,13.5,,
CLBJ_044_067,31,16.2,4.5,,
CLBJ_044_116,31,4.7,10.5,,
CLBJ_044_178,31,17.7,13.5,,
CLBJ_044_044,31,4.7,4.5,,
CLBJ_044_187,31,4.2,16.5,,
CLBJ_044_205,31,13.2,16.5,,
CLBJ_044_160,31,8.7,13.5,,
CLBJ_044_021,31,11.2,1.5,,
CLBJ_044_126,31,9.7,10.5,,
CLBJ_044_092,31,10.7,7.5,,
CLBJ_044_203,31,12.2,16.5,,
CLBJ_044_147,31,2.2,13.5,,
CLBJ_044_070,31,17.7,4.5,,
CLBJ_044_099,31,14.2,7.5,,
CLBJ_044_054,31,9.7,4.5,,
CLBJ_044_059,31,12.2,4.5,,
CLBJ_044_114,31,3.7,10.5,,
CLBJ_044_199,31,10.2,16.5,,
CLBJ_044_030,31,15.7,1.5,,
CLBJ_044_047,31,6.2,4.5,,
CLBJ_044_206,31,13.7,16.5,,
CLBJ_044_048,31,6.7,4.5,,
CLBJ_044_211,31,16.2,16.5,,
CLBJ_044_055,31,10.2,4.5,,
CLBJ_044_155,31,6.2,13.5,,
