"plotID","lidsAngle1","lidsAngle2","lidsAngle3","remarks"
"STER_007",210,330,90,""
"STER_008",0,120,240,""
"STER_009",0,120,240,""
"STER_010",210,330,90,""
"STER_011",0,120,240,""
"STER_012",0,120,240,""
"STER_013",40,160,280,""
"STER_014",160,280,40,""
"STER_015",300,60,180,""
"STER_016",200,320,80,""
