"plotID","lidsAngle1","lidsAngle2","lidsAngle3","remarks"
"MLBS_061",140,260,20,""
"MLBS_062",230,350,110,""
"MLBS_063",340,100,220,""
"MLBS_064",40,160,280,""
"MLBS_065",320,80,200,""
"MLBS_066",130,250,10,""
"MLBS_067",280,40,160,""
"MLBS_068",10,130,250,""
"MLBS_069",30,150,270,""
"MLBS_070",280,40,160,""
"MLBS_071",10,130,250,""
"MLBS_072",30,150,270,""
"MLBS_073",130,250,10,""
"MLBS_074",270,30,150,""
"MLBS_075",300,60,180,""
"MLBS_076",140,260,20,""
