"plotID","lidsAngle1","lidsAngle2","lidsAngle3","remarks"
"ABBY_061",50,170,290,""
"ABBY_062",310,70,190,""
"ABBY_063",70,190,310,""
"ABBY_064",130,250,10,""
"ABBY_065",330,90,210,""
"ABBY_067",30,150,270,""
"ABBY_068",250,10,130,""
"ABBY_069",60,180,300,""
"ABBY_070",30,150,270,""
"ABBY_073",190,310,70,""
"ABBY_074",50,170,290,""
"ABBY_075",190,310,70,""
"ABBY_076",20,140,260,""
