"plotID","lidsAngle1","lidsAngle2","lidsAngle3","remarks"
"STEI_046",300,60,180,""
"STEI_047",80,200,320,""
"STEI_048",50,170,290,""
"STEI_049",200,320,80,""
"STEI_050",80,200,320,""
"STEI_051",50,170,290,""
"STEI_052",200,320,80,""
"STEI_053",190,310,70,""
"STEI_054",280,40,160,""
"STEI_055",210,330,90,""
"STEI_056",340,100,220,""
"STEI_057",30,150,270,""
"STEI_058",200,320,80,""
"STEI_059",80,200,320,""
"STEI_060",30,150,270,""
"STEI_061",200,320,80,""
"STEI_062",80,200,320,""
