"plotID","plotType","lidsAngle1","lidsAngle2","lidsAngle3"
"KONZ_018","distributed",320,80,200
"KONZ_024","distributed",340,100,220
"KONZ_025","distributed",210,330,90
"KONZ_042","tower",240,0,120
"KONZ_043","tower",320,80,200
"KONZ_044","tower",80,200,320
"KONZ_045","tower",210,330,90
"KONZ_046","tower",330,90,210
"KONZ_047","tower",230,350,110
"KONZ_048","tower",280,40,160
"KONZ_049","tower",140,260,20
"KONZ_050","tower",230,350,110
"KONZ_051","tower",280,40,160
"KONZ_052","tower",140,260,20
"KONZ_053","tower",140,260,20
"KONZ_054","tower",60,180,300
"KONZ_055","tower",70,190,310
"KONZ_056","tower",260,20,140
"KONZ_057","tower",90,210,330
"KONZ_058","tower",190,310,70
"KONZ_059","tower",70,190,310
"KONZ_060","tower",90,210,330
"KONZ_061","tower",190,310,70
"KONZ_062","tower",70,190,310
"KONZ_063","tower",10,130,250
"KONZ_064","tower",320,80,200
"KONZ_065","tower",350,110,230
"KONZ_066","tower",210,330,90
"KONZ_067","tower",20,140,260
"KONZ_068","tower",250,10,130
"KONZ_069","tower",280,40,160
"KONZ_070","tower",20,140,260
"KONZ_071","tower",250,10,130
"LAJA_001","distributed",140,260,20
"LAJA_002","distributed",20,140,260
"LAJA_003","distributed",230,350,110
"LAJA_004","distributed",350,110,230
"LAJA_005","distributed",120,240,0
"LAJA_006","distributed",180,300,60
"LAJA_007","distributed",90,210,330
"LAJA_008","distributed",300,60,180
"LAJA_009","distributed",350,110,230
"LAJA_010","distributed",90,210,330
"LAJA_011","distributed",300,60,180
"LAJA_012","distributed",350,110,230
"LAJA_013","distributed",70,190,310
"LAJA_015","distributed",40,160,280
"LAJA_016","distributed",340,100,220
"LAJA_017","distributed",130,250,10
"LAJA_018","distributed",320,80,200
"LAJA_019","distributed",140,260,20
"LAJA_021","distributed",320,80,200
"LAJA_023","distributed",290,50,170
"LAJA_041","tower",290,50,170
"LAJA_042","tower",340,100,220
"LAJA_043","tower",310,70,190
"LAJA_044","tower",320,80,200
"LAJA_045","tower",150,270,30
"LAJA_046","tower",80,200,320
"LAJA_047","tower",330,90,210
"LAJA_048","tower",130,250,10
"LAJA_049","tower",160,280,40
"LAJA_050","tower",330,90,210
"LAJA_051","tower",130,250,10
"LAJA_052","tower",160,280,40
"LAJA_053","tower",270,30,150
"LAJA_054","tower",10,130,250
"LAJA_055","tower",130,250,10
"LAJA_056","tower",260,20,140
"LAJA_057","tower",60,180,300
"LAJA_058","tower",350,110,230
"LAJA_059","tower",300,60,180
"LAJA_060","tower",60,180,300
"LAJA_061","tower",350,110,230
"LAJA_062","tower",300,60,180
"LAJA_063","tower",70,190,310
"LAJA_064","tower",150,270,30
"LAJA_065","tower",320,80,200
"LAJA_066","tower",110,230,350
"LAJA_067","tower",120,240,0
"LAJA_068","tower",70,190,310
"LAJA_069","tower",210,330,90
"LAJA_070","tower",120,240,0
"LENO_001","distributed",40,160,280
"LENO_002","distributed",70,190,310
"LENO_003","distributed",220,340,100
"LENO_004","distributed",170,290,50
"LENO_005","distributed",30,150,270
"LENO_006","distributed",130,250,10
"LENO_007","distributed",140,260,20
"LENO_008","distributed",190,310,70
"LENO_009","distributed",210,330,90
"LENO_010","distributed",140,260,20
"LENO_011","distributed",190,310,70
"LENO_012","distributed",210,330,90
"LENO_013","distributed",40,160,280
"LENO_014","distributed",70,190,310
"LENO_015","distributed",290,50,170
"LENO_016","distributed",70,190,310
"LENO_017","distributed",260,20,140
"LENO_018","distributed",270,30,150
"LENO_019","distributed",50,170,290
"LENO_021","distributed",270,30,150
"LENO_061","tower",320,80,200
"LENO_062","tower",90,210,330
"LENO_063","tower",220,340,100
"LENO_064","tower",170,290,50
"LENO_065","tower",350,110,230
"LENO_066","tower",210,330,90
"LENO_067","tower",290,50,170
"LENO_068","tower",230,350,110
"LENO_069","tower",100,220,340
"LENO_070","tower",290,50,170
"MLBS_001","distributed",10,130,250
"MLBS_002","distributed",20,140,260
"MLBS_003","distributed",220,340,100
"MLBS_004","distributed",140,260,20
"MLBS_005","distributed",320,80,200
"MLBS_006","distributed",130,250,10
"MLBS_007","distributed",210,330,90
"MLBS_008","distributed",10,130,250
"MLBS_009","distributed",200,320,80
"MLBS_010","distributed",210,330,90
"MLBS_011","distributed",10,130,250
"MLBS_012","distributed",200,320,80
"MLBS_013","distributed",160,280,40
"MLBS_014","distributed",160,280,40
"MLBS_015","distributed",320,80,200
"MLBS_016","distributed",130,250,10
"MLBS_017","distributed",150,270,30
"MLBS_018","distributed",110,230,350
"MLBS_019","distributed",30,150,270
"MLBS_020","distributed",150,270,30
"MLBS_061","tower",140,260,20
"MLBS_062","tower",230,350,110
"MLBS_063","tower",340,100,220
"MLBS_064","tower",40,160,280
"MLBS_065","tower",320,80,200
"MLBS_066","tower",130,250,10
"MLBS_067","tower",280,40,160
"MLBS_068","tower",10,130,250
"MLBS_069","tower",30,150,270
"MLBS_070","tower",280,40,160
"MLBS_071","tower",10,130,250
"MLBS_072","tower",30,150,270
"MLBS_073","tower",130,250,10
"MLBS_074","tower",270,30,150
"MLBS_075","tower",300,60,180
"MLBS_076","tower",140,260,20
"MOAB_001","distributed",20,140,260
"MOAB_002","distributed",0,120,240
"MOAB_003","distributed",250,10,130
"MOAB_004","distributed",150,270,30
"MOAB_005","distributed",320,80,200
"MOAB_006","distributed",130,250,10
"MOAB_007","distributed",120,240,0
"MOAB_009","distributed",90,210,330
"MOAB_010","distributed",120,240,0
"MOAB_011","distributed",190,310,70
"MOAB_012","distributed",90,210,330
"MOAB_013","distributed",40,160,280
"MOAB_014","distributed",280,40,160
"MOAB_015","distributed",70,190,310
"MOAB_016","distributed",340,100,220
"MOAB_017","distributed",150,270,30
"MOAB_018","distributed",50,170,290
"MOAB_019","distributed",270,30,150
"MOAB_024","distributed",130,250,10
"MOAB_025","distributed",250,10,130
"MOAB_044","tower",200,320,80
"MOAB_045","tower",160,280,40
"MOAB_046","tower",320,80,200
"MOAB_047","tower",270,30,150
"MOAB_048","tower",40,160,280
"MOAB_049","tower",0,120,240
"MOAB_050","tower",270,30,150
"MOAB_051","tower",40,160,280
"MOAB_052","tower",0,120,240
"MOAB_053","tower",200,320,80
"MOAB_054","tower",70,190,310
"MOAB_055","tower",40,160,280
"MOAB_056","tower",90,210,330
"MOAB_057","tower",290,50,170
"MOAB_058","tower",150,270,30
"MOAB_059","tower",130,250,10
"MOAB_060","tower",290,50,170
"MOAB_061","tower",150,270,30
"MOAB_062","tower",130,250,10
"MOAB_063","tower",310,70,190
"MOAB_064","tower",100,220,340
"MOAB_065","tower",320,80,200
"MOAB_066","tower",0,120,240
"MOAB_067","tower",110,230,350
"MOAB_068","tower",10,130,250
"MOAB_069","tower",320,80,200
"MOAB_070","tower",110,230,350
"MOAB_071","tower",10,130,250
"MOAB_072","tower",320,80,200
"MOAB_073","tower",40,160,280
"NIWO_001","distributed",340,100,220
"NIWO_002","distributed",100,220,340
"NIWO_003","distributed",170,290,50
"NIWO_004","distributed",290,50,170
"NIWO_005","distributed",60,180,300
"NIWO_006","distributed",240,0,120
"NIWO_007","distributed",260,20,140
"NIWO_008","distributed",60,180,300
"NIWO_009","distributed",150,270,30
"NIWO_010","distributed",260,20,140
"NIWO_011","distributed",60,180,300
"NIWO_012","distributed",150,270,30
"NIWO_013","distributed",330,90,210
"NIWO_014","distributed",0,120,240
"NIWO_015","distributed",20,140,260
"NIWO_016","distributed",250,10,130
"NIWO_017","distributed",220,340,100
"NIWO_018","distributed",320,80,200
"NIWO_023","distributed",210,330,90
"NIWO_024","distributed",20,140,260
"NIWO_040","tower",90,210,330
"NIWO_041","tower",320,80,200
"NIWO_042","tower",20,140,260
"NIWO_043","tower",330,90,210
"NIWO_044","tower",140,260,20
"NIWO_045","tower",300,60,180
"NIWO_046","tower",150,270,30
"NIWO_047","tower",230,350,110
"NIWO_048","tower",220,340,100
"NIWO_049","tower",50,170,290
"NIWO_050","tower",230,350,110
"NIWO_051","tower",220,340,100
"NIWO_052","tower",50,170,290
"NIWO_053","tower",350,110,230
"NIWO_054","tower",300,60,180
"NIWO_055","tower",270,30,150
"NIWO_056","tower",190,310,70
"NIWO_057","tower",20,140,260
"NIWO_058","tower",10,130,250
"NIWO_059","tower",160,280,40
"NIWO_060","tower",20,140,260
"NIWO_061","tower",10,130,250
"NIWO_062","tower",160,280,40
"NIWO_063","tower",70,190,310
"NIWO_064","tower",240,0,120
"NIWO_065","tower",0,120,240
"NIWO_066","tower",300,60,180
"NIWO_067","tower",290,50,170
"NIWO_068","tower",280,40,160
"NIWO_069","tower",150,270,30
"NOGP_001","distributed",250,10,130
"NOGP_002","distributed",60,180,300
"NOGP_003","distributed",240,0,120
"NOGP_005","distributed",190,310,70
"NOGP_006","distributed",0,120,240
"NOGP_007","distributed",210,330,90
"NOGP_008","distributed",170,290,50
"NOGP_009","distributed",90,210,330
"NOGP_010","distributed",210,330,90
"NOGP_011","distributed",170,290,50
"NOGP_012","distributed",90,210,330
"NOGP_013","distributed",150,270,30
"NOGP_014","distributed",290,50,170
"NOGP_015","distributed",80,200,320
"NOGP_016","distributed",270,30,150
"NOGP_017","distributed",20,140,260
"NOGP_018","distributed",100,220,340
"NOGP_019","distributed",230,350,110
"NOGP_020","distributed",20,140,260
"NOGP_041","distributed",0,120,240
"NOGP_061","tower",200,320,80
"NOGP_062","tower",180,300,60
"NOGP_064","tower",110,230,350
"NOGP_065","tower",100,220,340
"NOGP_066","tower",340,100,220
"NOGP_067","tower",70,190,310
"NOGP_068","tower",270,30,150
"NOGP_069","tower",60,180,300
"NOGP_070","tower",70,190,310
"NOGP_071","tower",270,30,150
"NOGP_072","tower",60,180,300
"NOGP_073","tower",300,60,180
"NOGP_074","tower",290,50,170
"NOGP_075","tower",340,100,220
"NOGP_076","tower",90,210,330
"NOGP_077","tower",260,20,140
"NOGP_078","tower",200,320,80
"NOGP_079","tower",10,130,250
"NOGP_080","tower",260,20,140
"NOGP_081","tower",200,320,80
"NOGP_082","tower",10,130,250
"NOGP_083","tower",270,30,150
"NOGP_084","tower",160,280,40
"NOGP_085","tower",150,270,30
"NOGP_086","tower",210,330,90
"NOGP_087","tower",340,100,220
"NOGP_088","tower",270,30,150
"NOGP_089","tower",10,130,250
"NOGP_090","tower",340,100,220
"NOGP_091","tower",270,30,150
"OAES_001","distributed",20,140,260
"OAES_002","distributed",150,270,30
"OAES_003","distributed",50,170,290
"OAES_004","distributed",210,330,90
"OAES_005","distributed",60,180,300
"OAES_006","distributed",120,240,0
"OAES_007","distributed",210,330,90
"OAES_008","distributed",150,270,30
"OAES_009","distributed",30,150,270
"OAES_010","distributed",210,330,90
"OAES_011","distributed",150,270,30
"OAES_012","distributed",30,150,270
"OAES_013","distributed",150,270,30
"OAES_014","distributed",100,220,340
"OAES_015","distributed",350,110,230
"OAES_021","distributed",220,340,100
"OAES_022","distributed",80,200,320
"OAES_023","distributed",300,60,180
"OAES_024","distributed",10,130,250
"OAES_025","distributed",340,100,220
"OAES_042","tower",160,280,40
"OAES_043","tower",10,130,250
"OAES_044","tower",280,40,160
"OAES_045","tower",180,300,60
"OAES_046","tower",150,270,30
"OAES_047","tower",250,10,130
"OAES_048","tower",300,60,180
"OAES_049","tower",320,80,200
"OAES_050","tower",250,10,130
"OAES_051","tower",300,60,180
"OAES_052","tower",320,80,200
"OAES_053","tower",110,230,350
"OAES_054","tower",140,260,20
"OAES_055","tower",10,130,250
"OAES_056","tower",170,290,50
"OAES_057","tower",340,100,220
"OAES_058","tower",190,310,70
"OAES_059","tower",100,220,340
"OAES_060","tower",340,100,220
"OAES_061","tower",190,310,70
"OAES_062","tower",100,220,340
"OAES_063","tower",40,160,280
"OAES_064","tower",160,280,40
"OAES_065","tower",80,200,320
"OAES_066","tower",350,110,230
"OAES_067","tower",230,350,110
"OAES_068","tower",140,260,20
"OAES_069","tower",250,10,130
"OAES_070","tower",230,350,110
"OAES_071","tower",140,260,20
"ONAQ_002","distributed",340,100,220
"ONAQ_003","distributed",70,190,310
"ONAQ_004","distributed",100,220,340
"ONAQ_005","distributed",190,310,70
"ONAQ_007","distributed",120,240,0
"ONAQ_008","distributed",350,110,230
"ONAQ_009","distributed",170,290,50
"ONAQ_010","distributed",120,240,0
"ONAQ_011","distributed",350,110,230
"ONAQ_012","distributed",170,290,50
"ONAQ_014","distributed",20,140,260
"ONAQ_015","distributed",340,100,220
"ONAQ_016","distributed",210,330,90
"ONAQ_017","distributed",70,190,310
"ONAQ_018","distributed",190,310,70
"ONAQ_019","distributed",340,100,220
"ONAQ_020","distributed",70,190,310
"ONAQ_021","distributed",190,310,70
"ONAQ_023","distributed",40,160,280
"ONAQ_025","distributed",50,170,290
"ONAQ_041","tower",60,180,300
"ONAQ_042","tower",80,200,320
"ONAQ_043","tower",40,160,280
"ONAQ_044","tower",30,150,270
"ONAQ_045","tower",220,340,100
"ONAQ_046","tower",170,290,50
"ONAQ_047","tower",340,100,220
"ONAQ_048","tower",140,260,20
"ONAQ_049","tower",220,340,100
"ONAQ_050","tower",340,100,220
"ONAQ_051","tower",140,260,20
"ONAQ_052","tower",220,340,100
"ONAQ_053","tower",250,10,130
"ONAQ_054","tower",300,60,180
"ONAQ_055","tower",60,180,300
"ONAQ_056","tower",260,20,140
"ONAQ_057","tower",280,40,160
"ONAQ_058","tower",200,320,80
"ONAQ_059","tower",70,190,310
"ONAQ_060","tower",280,40,160
"ONAQ_061","tower",200,320,80
"ONAQ_062","tower",70,190,310
"ONAQ_063","tower",190,310,70
"ONAQ_064","tower",100,220,340
"ONAQ_065","tower",160,280,40
"ONAQ_066","tower",300,60,180
"ONAQ_067","tower",330,90,210
"ONAQ_068","tower",40,160,280
"ONAQ_069","tower",110,230,350
"ONAQ_070","tower",330,90,210
"ORNL_001","distributed",200,320,80
"ORNL_002","distributed",330,90,210
"ORNL_003","distributed",50,170,290
"ORNL_004","distributed",140,260,20
"ORNL_006","distributed",190,310,70
"ORNL_007","distributed",80,200,320
"ORNL_008","distributed",320,80,200
"ORNL_009","distributed",10,130,250
"ORNL_010","distributed",80,200,320
"ORNL_012","distributed",10,130,250
"ORNL_014","distributed",300,60,180
"ORNL_015","distributed",260,20,140
"ORNL_017","distributed",120,240,0
"ORNL_018","distributed",310,70,190
"ORNL_019","distributed",130,250,10
"ORNL_021","distributed",310,70,190
"ORNL_027","distributed",140,260,20
"ORNL_029","distributed",210,330,90
"ORNL_067","distributed",350,110,230
"ORNL_068","distributed",310,70,190
"ORNL_036","tower",260,20,140
"ORNL_037","tower",60,180,300
"ORNL_043","tower",260,20,140
"ORNL_045","tower",330,90,210
"ORNL_046","tower",220,340,100
"ORNL_049","tower",20,140,260
"ORNL_050","tower",10,130,250
"ORNL_051","tower",290,50,170
"ORNL_052","tower",20,140,260
"ORNL_053","tower",330,90,210
"ORNL_054","tower",150,270,30
"ORNL_055","tower",300,60,180
"ORNL_056","tower",160,280,40
"ORNL_057","tower",60,180,300
"ORNL_058","tower",230,350,110
"ORNL_059","tower",40,160,280
"ORNL_060","tower",60,180,300
"ORNL_061","tower",230,350,110
"ORNL_062","tower",40,160,280
"ORNL_063","tower",130,250,10
"OSBS_001","distributed",180,300,60
"OSBS_002","distributed",10,130,250
"OSBS_003","distributed",310,70,190
"OSBS_004","distributed",260,20,140
"OSBS_005","distributed",60,180,300
"OSBS_006","distributed",60,180,300
"OSBS_007","distributed",180,300,60
"OSBS_008","distributed",210,330,90
"OSBS_009","distributed",230,350,110
"OSBS_010","distributed",180,300,60
"OSBS_011","distributed",210,330,90
"OSBS_012","distributed",230,350,110
"OSBS_013","distributed",60,180,300
"OSBS_015","distributed",340,100,220
"OSBS_016","distributed",200,320,80
"OSBS_022","distributed",280,40,160
"OSBS_023","distributed",200,320,80
"OSBS_024","distributed",290,50,170
"OSBS_048","distributed",140,260,20
"OSBS_051","distributed",140,260,20
"OSBS_025","tower",280,40,160
"OSBS_026","tower",50,170,290
"OSBS_027","tower",220,340,100
"OSBS_028","tower",330,90,210
"OSBS_029","tower",190,310,70
"OSBS_030","tower",220,340,100
"OSBS_031","tower",330,90,210
"OSBS_032","tower",190,310,70
"OSBS_033","tower",50,170,290
"OSBS_034","tower",300,60,180
"OSBS_035","tower",350,110,230
"OSBS_036","tower",280,40,160
"OSBS_037","tower",250,10,130
"OSBS_038","tower",110,230,350
"OSBS_039","tower",50,170,290
"OSBS_040","tower",250,10,130
"OSBS_041","tower",110,230,350
"OSBS_042","tower",50,170,290
"OSBS_043","tower",160,280,40
"OSBS_044","tower",240,0,120
"PUUM_001","distributed",40,160,280
"PUUM_002","distributed",170,290,50
"PUUM_003","distributed",110,230,350
"PUUM_004","distributed",100,220,340
"PUUM_005","distributed",350,110,230
"PUUM_006","distributed",260,20,140
"PUUM_007","distributed",10,130,250
"PUUM_008","distributed",310,70,190
"PUUM_009","distributed",160,280,40
"PUUM_010","distributed",10,130,250
"PUUM_011","distributed",310,70,190
"PUUM_012","distributed",160,280,40
"PUUM_013","distributed",350,110,230
"PUUM_014","distributed",150,270,30
"PUUM_015","distributed",50,170,290
"PUUM_016","distributed",200,320,80
"PUUM_017","distributed",210,330,90
"PUUM_018","distributed",280,40,160
"PUUM_019","distributed",150,270,30
"PUUM_020","distributed",210,330,90
"PUUM_031","tower",280,40,160
"PUUM_032","tower",170,290,50
"PUUM_033","tower",310,70,190
"PUUM_034","tower",180,300,60
"PUUM_035","tower",80,200,320
"PUUM_036","tower",210,330,90
"PUUM_037","tower",330,90,210
"PUUM_038","tower",280,40,160
"PUUM_039","tower",280,40,160
"PUUM_040","tower",330,90,210
"PUUM_041","tower",280,40,160
"PUUM_042","tower",280,40,160
"PUUM_043","tower",100,220,340
"PUUM_044","tower",170,290,50
"PUUM_045","tower",210,330,90
"PUUM_046","tower",270,30,150
"PUUM_047","tower",230,350,110
"PUUM_048","tower",10,130,250
"PUUM_049","tower",40,160,280
"PUUM_050","tower",230,350,110
"RMNP_001","distributed",290,50,170
"RMNP_002","distributed",50,170,290
"RMNP_003","distributed",250,10,130
"RMNP_004","distributed",350,110,230
"RMNP_005","distributed",140,260,20
"RMNP_006","distributed",120,240,0
"RMNP_007","distributed",0,120,240
"RMNP_008","distributed",330,90,210
"RMNP_009","distributed",300,60,180
"RMNP_010","distributed",0,120,240
"RMNP_011","distributed",330,90,210
"RMNP_012","distributed",300,60,180
"RMNP_013","distributed",290,50,170
"RMNP_014","distributed",20,140,260
"RMNP_015","distributed",230,350,110
"RMNP_016","distributed",0,120,240
"RMNP_017","distributed",10,130,250
"RMNP_018","distributed",210,330,90
"RMNP_019","distributed",0,120,240
"RMNP_020","distributed",10,130,250
"RMNP_041","tower",80,200,320
"RMNP_042","tower",0,120,240
"RMNP_043","tower",90,210,330
"RMNP_044","tower",100,220,340
"RMNP_045","tower",160,280,40
"RMNP_046","tower",80,200,320
"RMNP_047","tower",120,240,0
"RMNP_048","tower",90,210,330
"RMNP_049","tower",320,80,200
"SCBI_002","distributed",160,280,40
"SCBI_003","distributed",310,70,190
"SCBI_004","distributed",230,350,110
"SCBI_005","distributed",30,150,270
"SCBI_006","distributed",100,220,340
"SCBI_007","distributed",230,350,110
"SCBI_008","distributed",120,240,0
"SCBI_010","distributed",230,350,110
"SCBI_011","distributed",120,240,0
"SCBI_013","distributed",160,280,40
"SCBI_014","distributed",0,120,240
"SCBI_015","distributed",30,150,270
"SCBI_016","distributed",340,100,220
"SCBI_017","distributed",50,170,290
"SCBI_018","distributed",240,0,120
"SCBI_019","distributed",60,180,300
"SCBI_021","distributed",240,0,120
"SCBI_022","distributed",60,180,300
"SCBI_023","distributed",110,230,350
"SCBI_035","distributed",200,320,80
"SCBI_045","tower",220,340,100
"SCBI_046","tower",330,90,210
"SCBI_047","tower",110,230,350
"SCBI_048","tower",350,110,230
"SCBI_049","tower",280,40,160
"SCBI_050","tower",110,230,350
"SCBI_051","tower",350,110,230
"SCBI_052","tower",280,40,160
"SCBI_053","tower",240,0,120
"SCBI_054","tower",350,110,230
"SCBI_055","tower",260,20,140
"SCBI_056","tower",150,270,30
"SCBI_057","tower",30,150,270
"SCBI_058","tower",220,340,100
"SCBI_061","tower",220,340,100
"SCBI_062","tower",100,220,340
"SCBI_063","tower",90,210,330
"SCBI_064","tower",180,300,60
"SCBI_066","tower",250,10,130
"SCBI_067","tower",200,320,80
"SERC_001","distributed",140,260,20
"SERC_002","distributed",210,330,90
"SERC_003","distributed",170,290,50
"SERC_004","distributed",80,200,320
"SERC_005","distributed",20,140,260
"SERC_006","distributed",60,180,300
"SERC_007","distributed",340,100,220
"SERC_008","distributed",240,0,120
"SERC_009","distributed",100,220,340
"SERC_010","distributed",340,100,220
"SERC_011","distributed",240,0,120
"SERC_012","distributed",100,220,340
"SERC_013","distributed",20,140,260
"SERC_014","distributed",310,70,190
"SERC_016","distributed",310,70,190
"SERC_017","distributed",230,350,110
"SERC_018","distributed",140,260,20
"SERC_019","distributed",350,110,230
"SERC_021","distributed",140,260,20
"SERC_022","distributed",350,110,230
"SERC_043","tower",190,310,70
"SERC_044","tower",270,30,150
"SERC_045","tower",300,60,180
"SERC_047","tower",130,250,10
"SERC_048","tower",190,310,70
"SERC_049","tower",210,330,90
"SERC_050","tower",130,250,10
"SERC_051","tower",190,310,70
"SERC_052","tower",210,330,90
"SERC_053","tower",220,340,100
"SERC_054","tower",260,20,140
"SERC_055","tower",90,210,330
"SERC_056","tower",340,100,220
"SERC_057","tower",300,60,180
"SERC_058","tower",140,260,20
"SERC_059","tower",180,300,60
"SERC_060","tower",300,60,180
"SERC_061","tower",140,260,20
"SERC_062","tower",180,300,60
"SERC_067","tower",50,170,290
"SJER_001","distributed",260,20,140
"SJER_002","distributed",320,80,200
"SJER_003","distributed",210,330,90
"SJER_004","distributed",150,270,30
"SJER_005","distributed",230,350,110
"SJER_006","distributed",310,70,190
"SJER_007","distributed",30,150,270
"SJER_008","distributed",340,100,220
"SJER_009","distributed",250,10,130
"SJER_010","distributed",30,150,270
"SJER_012","distributed",250,10,130
"SJER_014","distributed",180,300,60
"SJER_015","distributed",180,300,60
"SJER_016","distributed",340,100,220
"SJER_019","distributed",250,10,130
"SJER_020","distributed",350,110,230
"SJER_021","distributed",100,220,340
"SJER_022","distributed",250,10,130
"SJER_025","distributed",30,150,270
"SJER_026","distributed",60,180,300
"SJER_045","tower",200,320,80
"SJER_046","tower",260,20,140
"SJER_047","tower",190,310,70
"SJER_048","tower",350,110,230
"SJER_049","tower",50,170,290
"SJER_050","tower",190,310,70
"SJER_051","tower",350,110,230
"SJER_052","tower",50,170,290
"SJER_053","tower",40,160,280
"SJER_054","tower",20,140,260
"SJER_055","tower",20,140,260
"SJER_056","tower",180,300,60
"SJER_057","tower",130,250,10
"SJER_058","tower",270,30,150
"SJER_059","tower",70,190,310
"SJER_060","tower",130,250,10
"SJER_061","tower",270,30,150
"SJER_062","tower",70,190,310
"SJER_063","tower",110,230,350
"SJER_064","tower",70,190,310
"SOAP_001","distributed",170,290,50
"SOAP_002","distributed",150,270,30
"SOAP_003","distributed",340,100,220
"SOAP_004","distributed",90,210,330
"SOAP_006","distributed",120,240,0
"SOAP_007","distributed",190,310,70
"SOAP_008","distributed",140,260,20
"SOAP_009","distributed",160,280,40
"SOAP_010","distributed",190,310,70
"SOAP_011","distributed",140,260,20
"SOAP_012","distributed",160,280,40
"SOAP_013","distributed",320,80,200
"SOAP_015","distributed",210,330,90
"SOAP_016","distributed",90,210,330
"SOAP_017","distributed",220,340,100
"SOAP_018","distributed",290,50,170
"SOAP_019","distributed",30,150,270
"SOAP_020","distributed",220,340,100
"SOAP_021","distributed",290,50,170
"SOAP_022","distributed",30,150,270
"SOAP_031","tower",190,310,70
"SOAP_043","tower",90,210,330
"SOAP_044","tower",350,110,230
"SOAP_045","tower",60,180,300
"SOAP_046","tower",270,30,150
"SOAP_047","tower",170,290,50
"SOAP_048","tower",230,350,110
"SOAP_049","tower",260,20,140
"SOAP_050","tower",170,290,50
"SOAP_051","tower",230,350,110
"SOAP_052","tower",260,20,140
"SOAP_053","tower",120,240,0
"SOAP_054","tower",140,260,20
"SOAP_055","tower",90,210,330
"SOAP_056","tower",310,70,190
"SOAP_057","tower",250,10,130
"SOAP_058","tower",250,10,130
"SOAP_059","tower",350,110,230
"SOAP_060","tower",250,10,130
"SOAP_061","tower",250,10,130
"SRER_001","distributed",260,20,140
"SRER_002","distributed",200,320,80
"SRER_003","distributed",110,230,350
"SRER_004","distributed",340,100,220
"SRER_005","distributed",270,30,150
"SRER_006","distributed",240,0,120
"SRER_007","distributed",40,160,280
"SRER_008","distributed",50,170,290
"SRER_009","distributed",110,230,350
"SRER_010","distributed",40,160,280
"SRER_011","distributed",50,170,290
"SRER_012","distributed",110,230,350
"SRER_013","distributed",150,270,30
"SRER_014","distributed",30,150,270
"SRER_015","distributed",320,80,200
"SRER_016","distributed",290,50,170
"SRER_017","distributed",350,110,230
"SRER_018","distributed",0,120,240
"SRER_019","distributed",230,350,110
"SRER_020","distributed",350,110,230
"SRER_042","tower",200,320,80
"SRER_043","tower",220,340,100
"SRER_044","tower",310,70,190
"SRER_045","tower",70,190,310
"SRER_046","tower",270,30,150
"SRER_047","tower",320,80,200
"SRER_048","tower",160,280,40
"SRER_049","tower",220,340,100
"SRER_050","tower",320,80,200
"SRER_051","tower",160,280,40
"SRER_052","tower",220,340,100
"SRER_053","tower",250,10,130
"SRER_054","tower",260,20,140
"SRER_055","tower",270,30,150
"SRER_056","tower",240,0,120
"SRER_057","tower",120,240,0
"SRER_058","tower",310,70,190
"SRER_059","tower",280,40,160
"STEI_001","distributed",190,310,70
"STEI_002","distributed",80,200,320
"STEI_003","distributed",140,260,20
"STEI_004","distributed",30,150,270
"STEI_005","distributed",70,190,310
"STEI_006","distributed",150,270,30
"STEI_007","distributed",270,30,150
"STEI_008","distributed",310,70,190
"STEI_009","distributed",160,280,40
"STEI_010","distributed",270,30,150
"STEI_011","distributed",310,70,190
"STEI_012","distributed",160,280,40
"STEI_013","distributed",270,30,150
"STEI_014","distributed",330,90,210
"STEI_015","distributed",80,200,320
"STEI_016","distributed",40,160,280
"STEI_019","distributed",300,60,180
"STEI_021","distributed",280,40,160
"STEI_022","distributed",300,60,180
"STEI_023","distributed",100,220,340
"STEI_046","tower",300,60,180
"STEI_047","tower",80,200,320
"STEI_048","tower",50,170,290
"STEI_049","tower",200,320,80
"STEI_050","tower",80,200,320
"STEI_051","tower",50,170,290
"STEI_052","tower",200,320,80
"STEI_053","tower",190,310,70
"STEI_054","tower",280,40,160
"STEI_055","tower",210,330,90
"STEI_056","tower",340,100,220
"STEI_057","tower",30,150,270
"STEI_058","tower",200,320,80
"STEI_059","tower",80,200,320
"STEI_060","tower",30,150,270
"STEI_061","tower",200,320,80
"STEI_062","tower",80,200,320
"STER_005","distributed",0,120,240
"STER_006","distributed",330,90,210
"STER_018","distributed",90,210,330
"STER_026","distributed",40,160,280
"STER_027","distributed",350,110,230
"STER_028","distributed",320,80,200
"STER_029","distributed",0,120,240
"STER_031","distributed",320,80,200
"STER_032","distributed",0,120,240
"STER_033","distributed",290,50,170
"STER_034","distributed",250,10,130
"STER_035","distributed",270,30,150
"STER_007","tower",210,330,90
"STER_008","tower",0,120,240
"STER_009","tower",0,120,240
"STER_010","tower",210,330,90
"STER_011","tower",0,120,240
"STER_012","tower",0,120,240
"STER_013","tower",40,160,280
"STER_014","tower",160,280,40
"STER_015","tower",300,60,180
"STER_016","tower",200,320,80
"TALL_001","distributed",60,180,300
"TALL_002","distributed",20,140,260
"TALL_003","distributed",310,70,190
"TALL_004","distributed",120,240,0
"TALL_005","distributed",90,210,330
"TALL_006","distributed",40,160,280
"TALL_007","distributed",80,200,320
