"_record_id","cdw_lidsList"
"0c318c7e-619c-4b39-a4c1-351e39b59511","20|140|260"
"c6d6d93e-f8d3-4214-a29b-07eca242450b","220|340|100"
"726a95e5-6ca0-4051-8ef9-4b3e8d9a6e19","0|120|240"
"294996ab-5d66-4296-af0e-7729d097a490","80|200|320"
"4a850d75-eed5-4317-a86d-30baaa59648f","260|20|140"
"db5b1633-43d5-45a4-b7dd-d0de11bf1d3f","0|120|240"
"879388f0-1579-435e-a467-8c2a2d3c6472","80|200|320"
"6b28625e-e7b3-454b-bd3d-0ed1dce84177","260|20|140"
"0c97ab4e-cf88-47be-b415-5f2df91af6aa","50|170|290"
"909e681e-175d-4647-bfc2-bd91b9264dd0","290|50|170"
"1e105ab4-8b5a-4d0a-92fc-5687ede35584","280|40|160"
"5a79e031-c2e8-495c-a6c4-2ced9f6a1a05","40|160|280"
"54d18e58-cf7c-4c80-83a7-8668eae65f44","280|40|160"
"89bcc493-6622-46a4-b3bb-246deb12fb08","130|250|10"
"451f727a-21a0-4428-b7dc-023ce4d1573c","40|160|280"
"08ba6582-4e26-4667-82a2-3b96253f4f4c","60|180|300"
"7399a557-947e-4988-b096-2582e8c2afee","240|0|120"
"3b87d288-93f5-404f-b4cf-850c29f7e239","170|290|50"
"6f93cfc6-99c1-420d-872e-0a6f1869826e","210|330|90"
"534e07f5-41be-4f28-8cb5-b96768a4278b","240|0|120"
"8aec3a58-932d-47c7-a8d4-6c285e2b8bdd","170|290|50"
"d414e2a3-7307-480e-98c1-eef1924a99ee","210|330|90"
"cd33be69-0075-4e3c-ba2b-1fef00d502b2","350|110|230"
"dd593ef5-26c7-415c-a91e-68c0a96cb186","20|140|260"
"8d8e3ca7-eb4f-48d2-883b-fbcab5fd4c0d","170|290|50"
"62a5ec4d-c414-46cb-aa55-e276f7557402","220|340|100"
"003587d0-9e4d-4dfe-b936-4324bd9847d8","310|70|190"
"75e4fbc1-5281-4eed-bfe0-528267b5680c","160|280|40"
"32900216-2c23-4ef4-a93a-d44ce81d4516","80|200|320"
"fe9d39fe-bbd2-41ee-8d2f-6e28ee44754e","310|70|190"
"0be95180-6701-42b3-a83f-0ab7dffc84d8","160|280|40"
"b5a60994-02a4-4007-86b6-0c3c142de744","80|200|320"
"f360d76d-ed4b-4a11-8c3c-da6960b105e3","220|340|100"
"5930654e-bb19-468c-ae7f-2424f06e6edc","150|270|30"
"e63e0a51-3861-4315-ab9e-00996a3f1887","150|270|30"
"6fae309f-470f-43ea-91bc-f675c4ef2d3f","60|180|300"
"c98795da-ccd5-4b4f-b4b4-2279cff6b0fa","300|60|180"
"0db8244a-6878-46cd-96fc-d35e7b99a6ed","10|130|250"
"a4a2efc5-613a-443a-943e-c6a701d5b7af","120|240|0"
"638fc4fa-eabf-462a-bad4-3558d23da700","60|180|300"
"f3658d8c-e64e-4af4-8c19-5c46803f201a","270|30|150"
"f9952641-3307-44ad-892b-20ab1da8c592","10|130|250"
"d8099f8b-46d5-4db3-ad2f-64fa2575544d","80|200|320"
"d902c12e-7655-4ea6-8d5a-a392a095fa78","10|130|250"
"778e28de-a6ca-4d9d-911e-e40a3b498067","210|330|90"
"a494751e-ddd0-45a9-b467-a4e7af849542","80|200|320"
"457e1eea-b29f-41ee-b332-81a07ec238bb","10|130|250"
"b164a061-bc71-4f01-b168-78979f43a071","210|330|90"
"ebe96007-15b3-4eeb-9c3c-e7979e57853f","200|320|80"
"90afc681-05bb-4205-baf5-da503d88c90b","310|70|190"
"b6c7da60-8457-4321-84f0-1b271e383193","190|310|70"
"cdf8a23d-a4b0-4b41-bbe4-44d6b9b1565f","310|70|190"
"ef6d3725-3b80-4a7d-977a-2788d4b8e542","100|220|340"
"c910f6bb-e29e-420e-9731-c584b75e2b95","310|70|190"
"288eb651-aacc-44c0-95bb-d05e4be8fadd","200|320|80"
"42513554-ef35-4ead-a6c7-770a6154c242","100|220|340"
"02e230c5-8933-41b9-a5ff-704978004fd9","250|10|130"
"1b675716-9d31-4f3f-a2b8-0b0136fe5665","270|30|150"
"f0725029-cc3e-4952-aea4-60f672a8907b","200|320|80"
"42c120b3-8dd9-42fc-a483-6c512cd8323d","300|60|180"
"3035848b-a039-41ec-9cf2-1cec49b5e2a7","20|140|260"
"dc88b19d-1075-40cc-bbd7-4595ce195604","340|100|220"
"5630127b-32d4-47b6-9b91-e44d8704c267","300|60|180"
"6272159a-2bb3-44d0-b768-5c589e4d86aa","100|220|340"
"d1e07674-5d9c-4cfa-b675-d21d3a9aff5b","340|100|220"
"e9b79b12-b35e-4021-914c-df39df46268f","300|60|180"
"6ead83d6-4cf7-42eb-a4c9-989af442b220","100|220|340"
"3e31df5d-b828-43fe-b373-866a20c4b5c2","190|310|70"
"7af73ee3-be1f-45c2-9437-1c014ee3ed72","220|340|100"
"18e2596d-8265-429e-bdad-fd244ed18de3","140|260|20"
"7eb4d7b2-4683-4404-8057-fec8478387ff","190|310|70"
"e4935e81-1c81-4bc3-a546-63c0fceddaf7","220|340|100"
"16180288-dc1e-4f10-a645-2318a36c4cdd","50|170|290"
"b115e8f5-533b-42ba-913c-27ef67c2642f","170|290|50"
"cd6caaf7-1c1f-498f-aad8-1a3790e24dea","220|340|100"
"a3c52459-06aa-4040-9009-b45d5835647e","50|170|290"
"574c3665-cd5c-4a4e-9734-7b0bf9de7dc7","70|190|310"
"477f2a48-1b60-43b8-91b2-c45ac528bf23","20|140|260"
"0ec117aa-6444-49b9-9dc3-876e3188833d","320|80|200"
"d2f9428f-3985-4e99-bce6-6a4bcd7cd4de","10|130|250"
"d9331502-a3ac-465e-ae49-f4b45ecb4ca8","290|50|170"
"fc38446a-ffc7-44ff-b595-d6971ac4941a","90|210|330"
"d92fe7c1-e633-456c-8e60-e1d702b9d151","250|10|130"
"abece231-526d-4268-9c6b-6c1159c12237","90|210|330"
"3ece1417-ec93-4989-98a5-65385d8c6769","160|280|40"
"f7ec1bc3-4808-41ab-9a98-b623247caf53","140|260|20"
"1bf8a2a9-75da-4b5c-bc88-2805ede48406","330|90|210"
"efed72c3-68e4-4d6c-8a24-35b9f3fc3003","20|140|260"
"c343ee44-a0ce-4d30-a081-5354813a0dc8","260|20|140"
"e0869349-aef8-4724-99ab-746ff752b576","140|260|20"
"f49d46e8-909b-4c53-8623-67c08ad01868","180|300|60"
"2df09004-ca3c-4a72-be2e-a649233fb123","290|50|170"
"16b2f661-bc27-4e12-8a7b-6bd076e198ee","210|330|90"
"b24e246b-4330-44b2-bc8d-d40de5dbd8d2","10|130|250"
"53b6ab46-34aa-4ed6-ae27-a72fd01c1fe0","110|230|350"
"fd303699-5cdb-462e-bf20-96a843bec688","110|230|350"
"17ad02a0-28bb-4e4b-8f5a-dc760ce1074d","0|120|240"
"f90bfc64-d5ef-4d2a-8bb7-e4fcd5da8490","140|260|20"
"dba208d1-0ba1-4118-bd4c-20355409309d","160|280|40"
"0f560a4e-6481-483a-8d10-d2d3977bab90","70|190|310"
"42209b1e-38d8-499d-a82e-da7a6a976d87","140|260|20"
"a1e28d39-75ed-44c0-819b-ddce9d69f56f","250|10|130"
"27ae6005-8f8f-411d-b0d0-1f147c6aa9a8","270|30|150"
"4744971f-2a8e-4904-9e66-4a8df351a6c7","140|260|20"
"6c515b0c-4037-4da8-8177-df12f4eb7c73","250|10|130"
"08361cbc-ffa3-4f7d-9fb1-5966c7e6743d","270|30|150"
"b4de8dcd-a581-48f3-9cd7-20eff22a1b4c","180|300|60"
"b34c2bde-8e81-4dd7-86a1-fb24b30db317","20|140|260"
"2aaedec2-3b36-4c2e-9138-67fcc452d795","40|160|280"
"7e0e23bf-9be7-4b98-9b67-9be71a27ffc2","340|100|220"
"80c1d374-e7a3-4c1d-8ad6-211c7d9cab56","50|170|290"
"e8dbd4eb-0eca-4e02-b497-83f12a28b20f","90|210|330"
"70be57e3-53c4-452d-af46-d0864ef416c5","100|220|340"
"314372f0-b393-4364-991f-5e99d169e9e5","50|170|290"
"b569ffd3-b770-481e-bae4-fbe9ff36ffda","90|210|330"
"5bdbe161-5821-496c-99ee-25eaba78ee9e","100|220|340"
"cf22b669-abfc-495e-ad09-59aa57891108","190|310|70"
"1e11cb6f-f1ec-4d8e-a103-b05845b2c2ce","90|210|330"
"e94f3494-63e1-49d5-b964-b31435d36a6e","340|100|220"
"ff603448-37c3-4185-a217-45f10e9cb80f","120|240|0"
"1c359308-cfaf-4eae-aaa3-274364d0beea","110|230|350"
"d1bdcb15-bff9-44f3-944a-3c3a0286cf8c","40|160|280"
"48f272a5-ea37-4468-97ec-9e9f4814ecd5","100|220|340"
"dc055ca6-b7ec-4340-900e-b61c3000c313","320|80|200"
"231bf734-ff98-4b31-bb63-973c52483627","140|260|20"
"d6e22c71-398c-449b-b07d-fc11b986c112","290|50|170"
"3bde4586-cdb7-4a06-a95b-d33c56f6a52f","30|150|270"
"696b6338-0f98-4eb6-9041-89252c7eeac3","230|350|110"
"ad0cad1f-e109-4aea-a044-17e76c86e60f","170|290|50"
"f4771db8-5243-4ad4-9818-1cd3f4fb7cb8","300|60|180"
"d1145b11-46ad-47b7-a786-3ad3721a67a1","230|350|110"
"9568e04d-19ee-4a93-bd38-0639956bf983","170|290|50"
"2d1f4a96-0c8a-4c18-b576-8076af2968a8","300|60|180"
"0590c983-6ea9-4651-a7dd-984b06fc8eec","320|80|200"
"660b21e9-7049-4f3c-ac9b-be089f65bde9","250|10|130"
"5257173f-85bf-4959-b60d-1a267b253824","60|180|300"
"2d591aca-87d4-4176-9e51-e5595e186587","160|280|40"
"8876cfd9-1b4b-42a5-b518-af3128f8ac0b","110|230|350"
"d8c8a261-96ee-4f8b-b30c-f94fac2ba2ec","170|290|50"
"84ebb03f-6c05-44fb-af3c-1b87ce64e480","290|50|170"
"82ab81d2-f361-4f44-a85f-0af65e147343","50|170|290"
"4e5aec1c-5bb9-403d-83d1-dadcffac8d21","170|290|50"
"a127ed0e-9fa4-438f-b355-8df05efe2a92","290|50|170"
"dfbfc0da-25af-452a-b6e2-bd2b56f5ef71","50|170|290"
"1874d8a3-8c36-4291-88f3-06aea143ab3d","300|60|180"
"ada9fb50-4eff-4ddd-baa6-cf5c72a99055","100|220|340"
"db93c130-bee7-4eac-9450-0ac242fd2033","310|70|190"
"d878cdc5-ce52-4b7a-894c-9a47b0259c10","190|310|70"
"4a5480f3-0b9a-4b10-8573-fb28d60aa469","60|180|300"
"aef30607-5594-47bf-8de9-430a214aadd6","300|60|180"
"a62e13c7-aa31-485a-9de3-ae27b30a02cf","150|270|30"
"b2871a6f-09d9-4656-9a72-52665089d054","60|180|300"
"3551238f-39b0-4dbd-8aea-8e58e172ce44","300|60|180"
"a7fd80a1-4b11-4221-9389-b886aba79c60","150|270|30"
"56eedf6e-f557-4e3f-89bb-14436f628ed5","110|230|350"
"2578259e-b0bc-4949-997f-431f7550e23c","280|40|160"
"f021591e-7084-408e-97f1-3249e90e1999","310|70|190"
"117da001-4bca-437d-894d-145bb00f7bae","10|130|250"
"66708084-d8a6-4d71-89a3-f8eb95f11d87","50|170|290"
"85b390e3-12c4-4e32-b219-557f5d9f45f7","260|20|140"
"a82753fb-b02c-4758-9619-9ebcb0355365","120|240|0"
"46039d45-bc1e-4fd0-ab53-c52c738b5f63","50|170|290"
"94d2b55a-8492-4169-8d3d-7cad129580d6","260|20|140"
"eacfec5c-03b7-4b75-b418-27f5563460c4","120|240|0"
"c9ef9ec9-9086-4cf5-bfa6-b8bcfeb4c632","230|350|110"
"fef5eb3b-3034-490a-b1d1-662fc188497e","190|310|70"
"be5caa7d-8d7c-4d5f-9a4f-f626c5230958","120|240|0"
"360ad2e1-81ac-4f6f-bae2-f888217211c5","330|90|210"
"d6503567-6989-4082-94b5-e95cbbe92b1c","300|60|180"
"837dd28e-8725-45c4-87ba-bf2525eea208","270|30|150"
"676b69c1-afba-4f15-8499-aa86840e72be","180|300|60"
"fbd6854b-cbdd-4873-a9ba-4b62771f2042","350|110|230"
"09e0797b-7fc0-497a-8ee5-b02ce92339f1","80|200|320"
"5eb554ab-0db9-41f7-9b97-d43d110fe0f6","110|230|350"
"45475c95-32e0-4a1a-8845-0b90c521ea1d","160|280|40"
"85a7f2a2-8500-467c-8dbf-f443edab3486","80|200|320"
"5dc140cd-6081-445f-83ed-f5c9d92e727b","110|230|350"
"996574af-cd19-4aa0-beb9-3ec2aa3dbfe8","160|280|40"
"0f79c604-25b0-4ee9-899d-d19659e4dc36","160|280|40"
"663fe496-117e-4515-8851-ee000f2f1a2a","160|280|40"
"5e8d6db3-9fa8-46cf-906d-ca86e9bb300d","50|170|290"
"885d1510-7ddf-4e8a-b2a9-a88a23e860ca","200|320|80"
"c60c3dbd-2c7c-4bbd-867c-c640774b589c","140|260|20"
"48af0076-c689-48be-ba67-10da921fc916","60|180|300"
"0c318bec-e17b-4ef1-b781-bace753a053d","270|30|150"
"55fb92c7-324c-4a4f-aacd-3bc76716222c","160|280|40"
"0dbec3fc-38e8-4f15-afb5-a91cdc259762","100|220|340"
"fce37cec-cde8-42b2-bf3b-62f4ecdb239f","30|150|270"
"080cd26b-7f6c-49d8-9439-66df338a27d5","40|160|280"
"fd404097-dc74-466b-8595-881d5da15e8c","100|220|340"
"f6db8052-4452-43cd-a3f4-e01016851b0a","30|150|270"
"1ffacade-843e-481b-8959-dc8eb0061ddb","40|160|280"
"8f50dc10-2fc8-48a3-8497-2c8e5cdfc954","70|190|310"
"5c229d3c-725c-46a1-848d-fb01834c52d7","30|150|270"
"77b26b41-e5f4-473b-9c66-1c0488a1c6fc","200|320|80"
"6f5c2826-3b1c-4531-88a5-ef2840ffacb3","260|20|140"
"ac9692df-52da-48a1-ab4a-bfbb179d1e89","150|270|30"
"dfaeab95-beb8-45c2-89e3-e625802282a3","110|230|350"
"d3bb6ec0-204a-48eb-8d2b-2991d72cd8b4","230|350|110"
"d47ccb7a-1ebf-483f-aaea-56417b949ade","150|270|30"
"f7562cc7-c33d-49aa-b8c6-6e032bc8acfa","110|230|350"
"2d343760-8af6-4d92-aba2-21b89e67636c","230|350|110"
"ecea37f4-acb4-4bc5-b4e0-637f88f88596","10|130|250"
"885159c6-fe8c-4dfc-8b6e-73519858f3ae","260|20|140"
"ac4c302a-59ec-461e-8cdb-a5cbaca0eb5c","170|290|50"
"d3b90e3d-eabc-455e-95ae-4035e52d858e","180|300|60"
"965ae250-a758-4523-a4a5-d422f48dac4d","200|320|80"
"29600569-f40f-4e41-9af2-45901715a5bf","220|340|100"
"78a0ca87-dc13-48f3-849e-ed9da3e10760","100|220|340"
"5d481397-20b8-44ab-950c-1710892f8656","30|150|270"
"a77b69d0-a1f9-4bed-ba38-5eded8f3c19a","290|50|170"
"4d2fdaa1-00be-44c3-9e0f-d63ee6041823","90|210|330"
"c7a93cf8-c917-482b-b39b-2241461bb1dc","110|230|350"
"088dddc0-87ff-4a9b-8ca8-020fbad922d9","90|210|330"
"349d2a4b-f0dc-4646-8db5-e849712adb9a","190|310|70"
"1188907d-a02e-49fd-96cf-bf7f9d8827bd","110|230|350"
"5bb038b8-6ac3-4961-b755-f7c99753d50d","90|210|330"
"3b21e27f-c236-48d5-b0fd-6a8df24fa61b","190|310|70"
"77abb992-f3ba-4d05-a9cd-a7f2e53a4b57","250|10|130"
"bff87a42-4ac3-4527-8962-e24078e77116","340|100|220"
"7698d6df-721e-4fd7-96d2-5bcb9b247d57","310|70|190"
"947bac02-98fb-4a74-a229-dcbf737b7162","320|80|200"
"4801f051-6565-4c34-861a-97467c3ca4eb","330|90|210"
"65ec7378-aaf0-45ab-b8e0-eb305888cbd1","310|70|190"
"abc24c2c-f398-4aaf-b924-d2dec643e8a7","220|340|100"
"1a76bfa4-59f5-4d7e-8267-62d3047f0a58","330|90|210"
"0d304258-539b-4a1d-a9fd-e37593c0a87b","90|210|330"
"ead52976-e89d-4c2f-a38b-012a7c082520","220|340|100"
"5d2f5f7d-b41b-401c-a3ab-7a1a8eed7fcf","50|170|290"
"120051f0-3cd5-44c8-961d-d724bff455d0","60|180|300"
"88352d2f-b7f2-457a-86fb-4c0746cf98ee","130|250|10"
"19f526bf-ac84-40b9-af7b-16b303e7aa77","60|180|300"
"450d7417-5342-45ba-961a-153d9211047d","120|240|0"
"c39a5ddf-4526-4f47-8fd0-2a84563ce050","0|120|240"
"78a6cf8d-d1d6-49a1-90a9-c31ce746a3e1","60|180|300"
"31b397f3-018b-489f-bd3f-d111340a958e","120|240|0"
"ffec1765-2f70-4bd4-b47a-5ce2ab74fedb","0|120|240"
"29b1132e-a87f-4d87-9762-769f5eb5cb99","280|40|160"
"5cbafca2-94e5-46cd-a214-f7d4c4969c84","340|100|220"
"2fd3a463-0d54-4076-8819-534e3c728929","200|320|80"
"213e40dc-4b45-4785-afdb-cda8597871e2","60|180|300"
"dcce40dd-402f-4e0c-b39a-7962b78ebe3a","340|100|220"
"bee97c31-31dd-43cd-95c1-d8f6a6a5f633","10|130|250"
"60179557-70a1-4446-aba9-045c7a257a69","270|30|150"
"2a9bce36-ff5a-4577-b1b5-23bff00cbb71","340|100|220"
"a467b54d-9622-415a-8754-f321e04e85dc","10|130|250"
"33533347-9900-470a-b32a-61600aeca1d5","270|30|150"
"a43ff785-c944-4870-8e4d-9c3dd6a78b0b","130|250|10"
"c85bf290-24b3-4c0e-9de9-1a5fa7230226","220|340|100"
"c7ab00d8-128b-4896-b116-82a3b2a8a13a","190|310|70"
"07018795-740c-421b-b33b-9fa9a3e71056","230|350|110"
"6bc4aa40-c290-4333-9835-ce59380e8184","300|60|180"
"fcf1b55e-483a-4824-87aa-56779d0d781c","300|60|180"
"75d97be9-f79b-4e53-8eba-64f7003706dd","230|350|110"
"72bc1802-c98d-4bd9-a249-398d82a01dec","300|60|180"
"851d964e-2438-4680-89ca-8febe472a734","300|60|180"
"dee13823-8821-4a52-ae05-0a9cf8d13891","40|160|280"
"f14e93f7-e7a5-4b48-a182-316742670698","80|200|320"
"e692f109-5d6b-4b4b-87bd-8b1a4bb612cb","30|150|270"
"26702337-98c6-46e6-a7a9-581d4a697d8d","20|140|260"
"5e33b921-5728-460d-a949-255ec6bf5a80","40|160|280"
"4c3eda9f-d8b0-4ab8-8c06-57622cfef7f9","290|50|170"
"d1ff5bb9-2fbc-4285-8c6f-856152b6dda2","110|230|350"
"4d01733c-5e8a-4bf5-8abf-62f667ad336b","40|160|280"
"91e0554c-2769-4462-af2d-7d09a8438516","250|10|130"
"9943b891-5682-4edd-9ebd-cf184f8f3f13","110|230|350"
"3f09e579-7199-4fb6-b58b-5cef01676829","40|160|280"
"f93749cd-4bdb-4de6-aff9-2347cd2c4975","250|10|130"
"37dce3ca-70d6-4a23-bf99-dd7c70b494d1","240|0|120"
"591998b5-565c-4350-a85e-c3a9fd702f45","200|320|80"
"bfed9f45-9abc-48b3-9c17-d286f6dd5e9a","20|140|260"
"576ce24a-1683-4267-8dc8-654929a03927","300|60|180"
"46f3b942-493b-496e-bb9c-baa71fe9e460","100|220|340"
"dad2d46b-56de-4d10-b716-90fb638c6ced","320|80|200"
"47dbf0e9-ae68-4c43-817c-2531d1720bc3","340|100|220"
"01f189d6-b3e3-4837-8cc9-6d584890aa86","210|330|90"
"0ad6d1c6-93eb-4d71-87eb-13feaefd3000","240|0|120"
"bda93e41-dfe9-4e8c-b6c4-30faaa5f7451","320|80|200"
"1e0e9301-b2d1-4bb4-9281-8c82c2dc3918","80|200|320"
"0348ab20-05f5-4604-95a8-e86d2696cdf7","210|330|90"
"5c5b7bf7-cb9c-4f5c-bb86-aec6eb263519","330|90|210"
"e34aacac-93a7-47d4-a3a4-702a4df2d50d","230|350|110"
"5745c457-2101-4d27-a596-3e3facb5a182","280|40|160"
"c255df05-e910-4a34-9d4d-c7fec9db2bf8","140|260|20"
"c965eef3-3ba8-4831-9854-1772f31cf79f","230|350|110"
"b9097d49-5f56-4712-8724-b59862a2c8ef","280|40|160"
"ffe52e28-79dd-4ff2-bf38-d9e4260683c5","140|260|20"
"e76ca65a-9d9c-4989-af21-a07ae02e81a8","140|260|20"
"7b0ff6e9-9007-4ba4-bd20-bd2d5e52b602","60|180|300"
"739cc6fa-8cc5-4eeb-a1b0-c4006a0405ba","70|190|310"
"44316c0f-09d1-4fdb-a30b-25732a204f2b","260|20|140"
"f6e3f54c-733c-47ab-8f3e-a7387d2c90fe","90|210|330"
"8bd13994-ebaf-41f3-b3d6-04b61fee37c9","190|310|70"
"7d7c915e-d690-4d31-b0fb-1f5ba63fbee5","70|190|310"
"35fbe3a3-8465-4132-b032-fb2f46e06cd0","90|210|330"
"28280d98-69d7-4c11-a06c-daa7cddd0334","190|310|70"
"0323e70b-230b-4e1e-838d-512150deb935","70|190|310"
"18c50367-9629-4b59-ad00-44a0536e1d54","10|130|250"
"eddb60a1-e912-4fde-ba7c-9887fb82b9cc","320|80|200"
"97d700cb-9739-45f6-8272-706bfeb06ba3","350|110|230"
"9ca4aa30-4265-4c21-884e-d22de0b29074","210|330|90"
"cfd2e21e-f8ce-43e9-bfb4-81a19f610365","20|140|260"
"356d6933-a190-4f4a-9890-2f219662e724","250|10|130"
"5c43d284-e762-4f6f-8812-cb2ff046b3d4","280|40|160"
"54070e7f-46cc-4c64-bb11-4f1bcb7cb807","20|140|260"
"61e41593-2aa9-4707-9e12-bd467816577c","250|10|130"
"89dda771-2a0b-4763-8e97-ddd4702987e9","40|160|280"
"97cd28ae-532a-402e-bf40-eed15e914632","70|190|310"
"e47e4924-0518-4174-ba55-39de8c4502ae","220|340|100"
"0d2bd10f-6021-4db3-bc23-3393c2b35dad","170|290|50"
"32ac712c-31e9-49eb-b31d-5b609c030d1f","30|150|270"
"e14547a1-5935-4bc3-be6b-5d88bad9ef57","130|250|10"
"9bb968b1-fe18-4103-95be-55a7ed6fdb96","140|260|20"
"18cf10e7-6a71-41bd-a762-56ad934b849a","190|310|70"
"3790288a-94ae-4597-8552-23ef8c5d8340","210|330|90"
"e70042ac-9d3a-499e-b8e8-95ba74cd1489","140|260|20"
"dd215396-9505-49fb-97d8-ab01624b43a2","190|310|70"
"0da96687-01ae-469c-a78c-52b5c7e354da","210|330|90"
"a13da9f2-2a6d-46cf-9908-55da2e7eb0e1","40|160|280"
"280cbc19-e787-48f1-ac93-00d3c3ded307","70|190|310"
"5ceeb176-601c-4f60-ae11-f1f58eab69c4","290|50|170"
"4cbc4c4a-e14b-46ad-8e11-74e57cd646da","70|190|310"
"9e612271-90ab-4c90-9a58-35eb30736a8d","260|20|140"
"489662d4-7be3-4e6c-9412-582af9ca3590","270|30|150"
"527eeb69-6ea2-4d8a-b2f7-70c244157f21","270|30|150"
"ac8205b3-b0e5-49d7-9c85-529a6a638e60","50|170|290"
"08f2dd58-a93c-4079-9b2f-d50cfcc3ebf8","320|80|200"
"8d7f6d3d-72a1-4041-891f-4f668792dce2","90|210|330"
"0e54b93d-0f9d-4971-a263-317692eabb57","220|340|100"
"f158f9ef-ea57-415a-8297-50a5c2e47c12","170|290|50"
"6e1fe46d-0d13-46ff-9207-39816639b4a2","350|110|230"
"6bda3b98-1b6e-44a6-8997-0a2b5b4ed56d","210|330|90"
"de633e81-f354-41b5-801b-571704a4bd98","290|50|170"
"021723e6-73d7-4860-962f-e4ef17ae0bcb","230|350|110"
"a556a737-c96d-4b83-a75a-a32432f2a33f","100|220|340"
"ee7bd782-af8d-450e-96f5-b5f0f095bb9d","290|50|170"
"1a2de72f-370d-4153-8a39-4731cd70490c","10|130|250"
"948c25bf-65a6-4945-a227-aa33b59586b8","20|140|260"
"5dc5b166-6de1-4464-aff3-ad161879834f","220|340|100"
"91561edc-c8e5-448f-bb60-09d7ea45c142","140|260|20"
"a8a833cd-e13f-48d6-988a-5bdea4207dad","320|80|200"
"16853cd3-7a97-4cf0-a2d5-3d587fdccb9d","130|250|10"
"02939db1-75e0-4cda-b555-deb2aa3cd2ea","210|330|90"
"85483665-81df-490d-b451-91eec7e560fb","10|130|250"
"ec954f65-d9cc-4cf1-bf3c-5fc63a332fa5","200|320|80"
"3ae85595-d34f-4ad8-b3b1-eee9665ad4b5","210|330|90"
"0d159c06-443c-4743-9ce1-91d49f8a6f2a","10|130|250"
"23460db9-1989-4196-8bfa-f66d68e11f0e","200|320|80"
"29141df4-82af-4995-ac53-18f64789f3fe","160|280|40"
"495cda0c-2c29-4ae3-a19c-e4735df7ba12","160|280|40"
"ac48223b-a3ff-4094-ba11-e8d979b42233","320|80|200"
"331ebb34-0b0a-4bde-a056-4d76cf6422ba","130|250|10"
"c4b5ee7f-11a6-42eb-ac1f-2d41ae432ed9","150|270|30"
"9e75b602-ec13-4ad8-85e3-fa0ed4029241","110|230|350"
"a04239d5-fa4d-4c65-9daa-73823a81435f","30|150|270"
"9ff1fcb8-9bb5-4809-8200-b6627b4a8d40","150|270|30"
"8ee90767-ee8d-4be0-9ad8-de893d0d882b","140|260|20"
"d0100dce-100e-40ea-ab33-ea6428b034d3","230|350|110"
"a499f95a-87ff-4662-857c-4019f2e9a9c2","340|100|220"
"332debd9-b9c7-4957-af86-81b80d27fc09","40|160|280"
"5fc35ef9-b892-46a5-a008-83f1a83d8fa8","320|80|200"
"ac358f5c-6643-442a-883c-4a25cf78f19c","130|250|10"
"c72747e7-75d8-4a47-8086-7af792aaaed8","280|40|160"
"3e8eb72d-f3d8-4e0b-a1bd-219bcc87fdb7","10|130|250"
"894384fe-d71e-4253-bb25-79b23d4ad7e6","30|150|270"
"227a8377-5ac7-4ba3-aa89-481ffe2460b5","280|40|160"
"60edf23f-9b4e-44d3-b9a2-0155b09c2d6a","10|130|250"
"32c1cce3-f9b6-44a2-96a1-28681582f239","30|150|270"
"7658a2a6-a2ca-4aa1-bdf8-2199e097552e","130|250|10"
"1430b15f-48f2-464a-b0f1-71d2419b524e","270|30|150"
"fd2a04e8-c702-437a-ab18-68b4c6d55477","300|60|180"
"e58e1163-a789-4a18-84ec-d50107e613ef","140|260|20"
"525ed963-83a8-47c5-9ea6-b75b0f056653","20|140|260"
"a1404653-76aa-4ee7-bbe4-46c3cf5b0b22","0|120|240"
"203cc459-9621-4a7e-bea1-306b32504d43","250|10|130"
"6197b529-d150-49d3-9228-4daf5bb96f6a","150|270|30"
"be8888fb-e80e-4378-81b6-bf98a3b73224","320|80|200"
"d6c29d6e-49a3-457c-8db8-5690f8053bee","130|250|10"
"f0639701-de4a-4ba5-9df4-3207fc4e6bf1","120|240|0"
"4431b7dd-9af8-403d-9c7d-3c5013b094b9","90|210|330"
"579a42d4-6193-4308-85a7-230e54f65dd2","120|240|0"
"5ab756be-5c17-4eba-828a-c8392a768f18","190|310|70"
"41326c3b-4872-4441-9a16-d5abf9ec5f72","90|210|330"
"918635ca-468b-49c3-b0a0-9f2e622b7ce3","40|160|280"
"e669fa8f-a305-4ae7-925d-f902b0bee0ae","280|40|160"
"e3715e28-184c-4c9f-9b9b-5b6bfd60bdb1","70|190|310"
"2936443a-7641-4e0c-9279-4cf402173fc1","340|100|220"
"27d59a50-e761-4f5d-badf-4f05ff95de74","150|270|30"
"b2aed515-2a10-4dbb-834d-d533c25b756c","50|170|290"
"965c04c6-334f-4180-a3af-a9c714c806e7","270|30|150"
"59b8a1f2-f63c-4d7a-a745-1bb1124fe141","130|250|10"
"f4945719-9d8e-4866-ac6d-ab8565d269d4","250|10|130"
"b2d7aa8f-4440-4929-8f3f-738cd9b98c84","200|320|80"
"1275a1d1-5f77-445b-84b7-12872dc93b64","160|280|40"
"5761e7a9-0db1-4354-b8fe-90001456595c","320|80|200"
"207e15cf-a965-4f16-8ca2-099e0dfb5795","270|30|150"
"827d97fd-f6d7-4bfa-ab1a-72acee7777fe","40|160|280"
"832a2ee8-81ae-4761-9432-616c6c434bbb","0|120|240"
"4a19b0ee-355f-4209-9349-498880b8e5f3","270|30|150"
