"","fulcrum_id","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"1","00803555-c290-42e2-8ae3-15549002c7e4","D11","CLBJ","CLBJ_006","2016-09-14",5,NA,50,40,"CARYA","3 - Heartwood sound","1795",64.6,5.1,"CARYA","Y",">=10cm","3"
"2","00803555-c290-42e2-8ae3-15549002c7e4","D11","CLBJ","CLBJ_006","2016-09-14",5,NA,50,32,"QUERC","3 - Heartwood sound","1794",80,4,"QUERC","Y",">=10cm","3"
"3","00803555-c290-42e2-8ae3-15549002c7e4","D11","CLBJ","CLBJ_006","2016-09-14",5,NA,290,NA,"","","",NA,NA,"","N",NA,""
"4","00803555-c290-42e2-8ae3-15549002c7e4","D11","CLBJ","CLBJ_006","2016-09-14",5,NA,170,NA,"","","",NA,NA,"","N",NA,""
"5","02774ef1-c459-4e61-ba2e-67cdf2113b76","D11","CLBJ","CLBJ_015","2016-09-23",5,NA,190,18.4,"QUERC","3 - Heartwood sound","1698",3.7,3.9,"QUERC","Y",">=10cm","3"
"6","02774ef1-c459-4e61-ba2e-67cdf2113b76","D11","CLBJ","CLBJ_015","2016-09-23",5,NA,310,NA,"","","",NA,NA,"","N",NA,""
"7","02774ef1-c459-4e61-ba2e-67cdf2113b76","D11","CLBJ","CLBJ_015","2016-09-23",5,NA,70,12.5,"QUERC","4 - Rotten throughout","1700",2.2,1.1,"QUERC","Y",">=10cm","4"
"8","039b7b54-960e-4765-9838-f05e1857dcfe","D11","CLBJ","CLBJ_045","2016-09-21",5,NA,30,39,"QUERC","3 - Heartwood sound","2599",68.8,4.7,"QUERC","Y",">=10cm","3"
"9","039b7b54-960e-4765-9838-f05e1857dcfe","D11","CLBJ","CLBJ_045","2016-09-21",5,NA,270,NA,"","","",NA,NA,"","N",NA,""
"10","039b7b54-960e-4765-9838-f05e1857dcfe","D11","CLBJ","CLBJ_045","2016-09-21",5,NA,150,NA,"","","",NA,NA,"","N",NA,""
"11","039b7b54-960e-4765-9838-f05e1857dcfe","D11","CLBJ","CLBJ_045","2016-09-21",5,NA,30,39,"QUERC","3 - Heartwood sound","2599",78.8,4.7,"QUERC","Y",">=10cm","3"
"12","0e8dd86a-69ab-43f7-ae08-52c11057ef04","D11","CLBJ","CLBJ_029","2016-09-13",5,NA,340,32.2,"ULMUS","3 - Heartwood sound","2000",39,4.8,"ULMUS","Y",">=10cm","3"
"13","0e8dd86a-69ab-43f7-ae08-52c11057ef04","D11","CLBJ","CLBJ_029","2016-09-13",5,NA,340,31,"ULMUS","3 - Heartwood sound","1999",47.8,2.2,"ULMUS","Y",">=10cm","3"
"14","0e8dd86a-69ab-43f7-ae08-52c11057ef04","D11","CLBJ","CLBJ_029","2016-09-13",5,NA,220,NA,"","","",NA,NA,"","N",NA,""
"15","0e8dd86a-69ab-43f7-ae08-52c11057ef04","D11","CLBJ","CLBJ_029","2016-09-13",5,NA,100,NA,"","","",NA,NA,"","N",NA,""
"16","10f0d0ab-f3c0-4374-ab8e-02067a4c4bb6","D11","CLBJ","CLBJ_010","2016-09-14",5,NA,110,NA,"","","",NA,NA,"","N",NA,""
"17","10f0d0ab-f3c0-4374-ab8e-02067a4c4bb6","D11","CLBJ","CLBJ_010","2016-09-14",5,NA,230,NA,"","","",NA,NA,"","N",NA,""
"18","10f0d0ab-f3c0-4374-ab8e-02067a4c4bb6","D11","CLBJ","CLBJ_010","2016-09-14",5,NA,350,NA,"","","",NA,NA,"","N",NA,""
"19","21ed0463-fa76-4423-aaa5-b12b9636fad0","D11","CLBJ","CLBJ_013","2016-09-14",5,NA,250,NA,"","","",NA,NA,"","N",NA,""
"20","21ed0463-fa76-4423-aaa5-b12b9636fad0","D11","CLBJ","CLBJ_013","2016-09-14",5,NA,10,NA,"","","",NA,NA,"","N",NA,""
"21","21ed0463-fa76-4423-aaa5-b12b9636fad0","D11","CLBJ","CLBJ_013","2016-09-14",5,NA,130,NA,"","","",NA,NA,"","N",NA,""
"22","24870f8e-36d8-454e-91e2-dc113a3f72a5","D11","CLBJ","CLBJ_049","2016-09-28",5,NA,40,26,"QUST","3 - Heartwood sound","1790",9.3,1.9,"QUST","Y",">=10cm","3"
"23","24870f8e-36d8-454e-91e2-dc113a3f72a5","D11","CLBJ","CLBJ_049","2016-09-28",5,NA,40,28,"QUST","2 - Sound round","1789",37.7,8.2,"QUST","Y",">=10cm","2"
"24","24870f8e-36d8-454e-91e2-dc113a3f72a5","D11","CLBJ","CLBJ_049","2016-09-28",5,NA,160,15,"QUST","3 - Heartwood sound","1787",14.3,1.2,"QUST","Y",">=10cm","3"
"25","24870f8e-36d8-454e-91e2-dc113a3f72a5","D11","CLBJ","CLBJ_049","2016-09-28",5,NA,280,NA,"","","",NA,NA,"","N",NA,""
"26","2d720e55-5687-4a78-8dd2-a59d64076f07","D11","CLBJ","CLBJ_043","2016-09-29",5,NA,90,17,"ULMUS","3 - Heartwood sound","1976",14.2,6.8,"ULMUS","Y",">=10cm","3"
"27","2d720e55-5687-4a78-8dd2-a59d64076f07","D11","CLBJ","CLBJ_043","2016-09-29",5,NA,90,30,"2PLANT-H","3 - Heartwood sound","1970",56,6.7,"2PLANT-H","Y",">=10cm","3"
"28","2d720e55-5687-4a78-8dd2-a59d64076f07","D11","CLBJ","CLBJ_043","2016-09-29",5,NA,210,NA,"","","",NA,NA,"","N",NA,""
"29","2d720e55-5687-4a78-8dd2-a59d64076f07","D11","CLBJ","CLBJ_043","2016-09-29",5,NA,330,NA,"","","",NA,NA,"","N",NA,""
