clipID,subplotID,offsetEasting,offsetNorthing,status,date,
GRSM_054_042,21,3.7,4.5,Accepted,20150601,Litter E
GRSM_054_145,21,1.2,13.5,Accepted,20150601,Litter G
GRSM_054_048,21,6.7,4.5,Accepted,20150803,HC
GRSM_054_142,21,17.7,10.5,,,
GRSM_054_017,21,9.2,1.5,,,
GRSM_054_112,21,2.7,10.5,,,
GRSM_054_186,21,3.7,16.5,,,
GRSM_054_206,21,13.7,16.5,,,
GRSM_054_032,21,16.7,1.5,,,
GRSM_054_153,21,5.2,13.5,,,
GRSM_054_073,21,1.2,7.5,,,
GRSM_054_011,21,6.2,1.5,,,
GRSM_054_185,21,3.2,16.5,,,
GRSM_054_182,21,1.7,16.5,,,
GRSM_054_121,21,7.2,10.5,,,
GRSM_054_064,21,14.7,4.5,,,
GRSM_054_180,21,18.7,13.5,,,
GRSM_054_036,21,18.7,1.5,,,
GRSM_054_132,21,12.7,10.5,,,
GRSM_054_205,21,13.2,16.5,,,
GRSM_054_069,21,17.2,4.5,,,
GRSM_054_192,21,6.7,16.5,,,
GRSM_054_014,21,7.7,1.5,,,
GRSM_054_211,21,16.2,16.5,,,
GRSM_054_196,21,8.7,16.5,,,
GRSM_054_118,21,5.7,10.5,,,
GRSM_054_067,21,16.2,4.5,,,
GRSM_054_107,21,18.2,7.5,,,
GRSM_054_134,21,13.7,10.5,,,
GRSM_054_151,21,4.2,13.5,,,
GRSM_054_176,21,16.7,13.5,,,
GRSM_054_149,21,3.2,13.5,,,
GRSM_054_075,21,2.2,7.5,,,
GRSM_054_115,21,4.2,10.5,,,
GRSM_054_053,21,9.2,4.5,,,
GRSM_054_076,21,2.7,7.5,,,
GRSM_054_173,21,15.2,13.5,,,
GRSM_054_197,21,9.2,16.5,,,
GRSM_054_070,21,17.7,4.5,,,
GRSM_054_068,21,16.7,4.5,,,
GRSM_054_167,21,12.2,13.5,,,
GRSM_054_052,21,8.7,4.5,,,
GRSM_054_024,21,12.7,1.5,,,
GRSM_054_051,21,8.2,4.5,,,
GRSM_054_160,21,8.7,13.5,,,
GRSM_054_057,21,11.2,4.5,,,
GRSM_054_020,21,10.7,1.5,,,
GRSM_054_179,21,18.2,13.5,,,
GRSM_054_111,21,2.2,10.5,,,
GRSM_054_148,21,2.7,13.5,,,
GRSM_054_200,21,10.7,16.5,,,
GRSM_054_060,21,12.7,4.5,,,
GRSM_054_152,21,4.7,13.5,,,
GRSM_054_184,21,2.7,16.5,,,
GRSM_054_019,21,10.2,1.5,,,
GRSM_054_114,21,3.7,10.5,,,
GRSM_054_156,21,6.7,13.5,,,
GRSM_054_199,21,10.2,16.5,,,
GRSM_054_039,21,2.2,4.5,,,
GRSM_054_095,21,12.2,7.5,,,
GRSM_054_012,21,6.7,1.5,,,
GRSM_054_198,21,9.7,16.5,,,
GRSM_054_181,21,1.2,16.5,,,
GRSM_054_100,21,14.7,7.5,,,
GRSM_054_177,21,17.2,13.5,,,
GRSM_054_085,21,7.2,7.5,,,
GRSM_054_030,21,15.7,1.5,,,
GRSM_054_190,21,5.7,16.5,,,
GRSM_054_113,21,3.2,10.5,,,
GRSM_054_150,21,3.7,13.5,,,
GRSM_054_193,21,7.2,16.5,,,
GRSM_054_040,21,2.7,4.5,,,
GRSM_054_194,21,7.7,16.5,,,
GRSM_054_102,21,15.7,7.5,,,
GRSM_054_157,21,7.2,13.5,,,
GRSM_054_147,21,2.2,13.5,,,
GRSM_054_066,21,15.7,4.5,,,
GRSM_054_174,21,15.7,13.5,,,
GRSM_054_146,21,1.7,13.5,,,
GRSM_054_155,21,6.2,13.5,,,
GRSM_054_208,21,14.7,16.5,,,
GRSM_054_018,21,9.7,1.5,,,
GRSM_054_189,21,5.2,16.5,,,
GRSM_054_007,21,4.2,1.5,,,
GRSM_054_164,21,10.7,13.5,,,
GRSM_054_071,21,18.2,4.5,,,
GRSM_054_021,21,11.2,1.5,,,
GRSM_054_098,21,13.7,7.5,,,
GRSM_054_025,21,13.2,1.5,,,
GRSM_054_047,21,6.2,4.5,,,
GRSM_054_097,21,13.2,7.5,,,
GRSM_054_084,21,6.7,7.5,,,
GRSM_054_015,21,8.2,1.5,,,
GRSM_054_059,21,12.2,4.5,,,
GRSM_054_123,21,8.2,10.5,,,
GRSM_054_088,21,8.7,7.5,,,
GRSM_054_159,21,8.2,13.5,,,
GRSM_054_154,21,5.7,13.5,,,
GRSM_054_175,21,16.2,13.5,,,
GRSM_054_061,21,13.2,4.5,,,
GRSM_054_136,21,14.7,10.5,,,
GRSM_054_188,21,4.7,16.5,,,
GRSM_054_055,21,10.2,4.5,,,
GRSM_054_106,21,17.7,7.5,,,
GRSM_054_109,21,1.2,10.5,,,
GRSM_054_158,21,7.7,13.5,,,
GRSM_054_026,21,13.7,1.5,,,
GRSM_054_035,21,18.2,1.5,,,
GRSM_054_120,21,6.7,10.5,,,
GRSM_054_033,21,17.2,1.5,,,
GRSM_054_139,21,16.2,10.5,,,
GRSM_054_138,21,15.7,10.5,,,
GRSM_054_028,21,14.7,1.5,,,
GRSM_054_034,21,17.7,1.5,,,
GRSM_054_191,21,6.2,16.5,,,
GRSM_054_103,21,16.2,7.5,,,
GRSM_054_044,21,4.7,4.5,,,
GRSM_054_116,21,4.7,10.5,,,
GRSM_054_038,21,1.7,4.5,,,
GRSM_054_203,21,12.2,16.5,,,
GRSM_054_170,21,13.7,13.5,,,
GRSM_054_096,21,12.7,7.5,,,
GRSM_054_045,21,5.2,4.5,,,
GRSM_054_187,21,4.2,16.5,,,
GRSM_054_082,21,5.7,7.5,,,
GRSM_054_209,21,15.2,16.5,,,
GRSM_054_108,21,18.7,7.5,,,
GRSM_054_049,21,7.2,4.5,,,
GRSM_054_054,21,9.7,4.5,,,
GRSM_054_065,21,15.2,4.5,,,
GRSM_054_063,21,14.2,4.5,,,
GRSM_054_023,21,12.2,1.5,,,
GRSM_054_072,21,18.7,4.5,,,
GRSM_054_099,21,14.2,7.5,,,
GRSM_054_195,21,8.2,16.5,,,
GRSM_054_117,21,5.2,10.5,,,
GRSM_054_080,21,4.7,7.5,,,
GRSM_054_037,21,1.2,4.5,,,
GRSM_054_058,21,11.7,4.5,,,
GRSM_054_201,21,11.2,16.5,,,
GRSM_054_050,21,7.7,4.5,,,
GRSM_054_119,21,6.2,10.5,,,
GRSM_054_135,21,14.2,10.5,,,
GRSM_054_131,21,12.2,10.5,,,
GRSM_054_140,21,16.7,10.5,,,
GRSM_054_010,21,5.7,1.5,,,
