"","domainID","siteID","plotID","plotType","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","diameterClass","decayClass","decayClassNum"
"113","D17","TEAK","TEAK_005","distributed",2022-06-15,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",320,"Y",10.9,43.5,43.5,"00590",16,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"114","D17","TEAK","TEAK_005","distributed",2022-06-15,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",320,"Y",128.3,56.6,56.6,"00591",27.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3
"115","D17","TEAK","TEAK_005","distributed",2022-06-15,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",200,"Y",14.2,32.8,32.8,"00592",4.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"116","D17","TEAK","TEAK_005","distributed",2022-06-15,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",200,"Y",28.6,28.5,28.5,"00593",20,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"117","D17","TEAK","TEAK_005","distributed",2022-06-15,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",200,"Y",46.4,42.4,42.4,"00594",10.4,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"118","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",31.5,83.9,83.9,"00309",26,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"119","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",77,48.6,45.7,"00395",71.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"120","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",9.6,15.8,15.8,"00446",2.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"121","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",12.2,44.6,44.6,"00447",31,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"122","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",55.7,40.6,40.6,"00448",23.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"123","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",117.1,71.6,71.6,"00449",14.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"124","D17","TEAK","TEAK_006","distributed",2022-06-16,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",1.5,10.8,10.8,"00230",1.8,"2PLANT-H","Unknown hardwood plant",">=10cm","3 - Heartwood sound",3
"126","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",23.3,46.6,4.8,"00231",6,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"127","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",47,142,32.6,"00232",32,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"128","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",57,45,45,"00233",7.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"129","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",91.5,71,21,"00234",11.3,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","5 - No structural integrity",5
"130","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",95.2,98,21,"00235",6.6,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","5 - No structural integrity",5
"131","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",14.7,31.1,31.1,"00250",21.5,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","4 - Rotten throughout",4
"132","D17","TEAK","TEAK_007","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",78.2,72,72,"00251",1.8,"2PLANT-H","Unknown hardwood plant",">=10cm","4 - Rotten throughout",4
"133","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",7.6,53.3,53.3,"00213",1.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"134","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",19.7,55.9,55.9,"00214",8.6,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"135","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",75.4,47.9,47.9,"00215",4.7,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"136","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",79.6,44.4,44.4,"00216",3.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"137","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",129,69.2,69.2,"00217",18.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"138","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",191.2,120,20,"00218",6.2,"2PLANT-S","Unknown softwood plant",">=10cm","5 - No structural integrity",5
"139","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",50,"Y",193.2,71.4,71.4,"00219",6.6,"2PLANT-H","Unknown hardwood plant",">=10cm","4 - Rotten throughout",4
"140","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",31.5,37.1,37.1,"00221",1.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"141","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",10,88.5,88.5,"00244",7.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"142","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",27.7,43,43,"00245",3,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"143","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",57.7,42.2,42.2,"00246",1.4,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"144","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",80,104,104,"00247",38,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"145","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",3.7,16.3,16.3,"00248",4.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"146","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",170,"Y",10,94.1,94.1,"00249",3.6,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"147","D17","TEAK","TEAK_010","distributed",2022-07-12,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",290,"Y",0.6,5.7,5.7,"L01",1.9,"ABMA","Abies magnifica A. Murray bis","5-10cm","2 - Sound round",2
"148","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",141.4,91,91,"00257",16.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"149","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",220,82,82,"00261",6,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"150","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",230,96,96,"00262",20.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"151","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",150,"Y",125,27.3,27.3,"00268",4,"PIJE","Pinus jeffreyi Balf.",">=10cm","2 - Sound round",2
"152","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",150,"Y",26.8,52.8,52.8,"00269",5,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"153","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",63.7,54.4,54.4,"00270",1.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"154","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",150,"Y",34,44.5,44.5,"00270",4.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"155","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",150,"Y",176,142,16.7,"00271",11,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"156","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",135,75,75,"00273",7.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"157","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",30,"Y",99.1,71.2,71.2,"01120",19.3,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","4 - Rotten throughout",4
"158","D17","TEAK","TEAK_011","distributed",2022-08-29,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",270,"Y",1.5,6.4,6.4,"L01",8.5,"ABMA","Abies magnifica A. Murray bis","5-10cm","2 - Sound round",2
"159","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",105,79.6,79.6,"01110",8.1,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","5 - No structural integrity",5
"160","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",155.4,73.4,73.4,"01111",6.9,"2PLANT-H","Unknown hardwood plant",">=10cm","5 - No structural integrity",5
"161","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",205.7,93,93,"01112",5.3,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","4 - Rotten throughout",4
"162","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",210,"Y",215,79.2,79.2,"01113",7.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"163","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",8.3,18,4,"01114",10,"2PLANT-H","Unknown hardwood plant",">=10cm","5 - No structural integrity",5
"164","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",29,54.2,54.2,"01115",22,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"165","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",40,41.6,41.6,"01116",25.3,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"166","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",90,"Y",83.2,49.5,49.5,"01117",13,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"167","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",3.3,63.4,63.4,"01131",10,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"168","D17","TEAK","TEAK_012","distributed",2022-09-28,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",330,"Y",98.3,54.9,27,"01132",5.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"169","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",206,209.5,209.5,"01175",27.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"170","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",149.3,122,33.2,"01176",4,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"171","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",147.9,72.9,18.2,"01177",3,"ABIES","Abies sp.",">=10cm","5 - No structural integrity",5
"172","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",139.6,75.8,75.8,"01178",7.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"173","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",58.1,53.7,53.7,"01179",7.7,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"174","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",6.3,102.5,102.5,"01180",24.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"175","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",16,22.4,22.4,"01181",2.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"176","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",14.4,42.5,42.5,"01182",3.6,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"177","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",10.9,76.2,76.2,"01183",6.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"178","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",20,"Y",0.2,23.2,23.2,"01184",1.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"179","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",192.2,112,112,"01185",10.6,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"180","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",124,60.3,60.3,"01186",6.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"181","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",74,43.7,12.5,"01187",10.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"182","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",37,52.1,52.1,"01188",7.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"183","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",24,85,NA,"01189",4.9,"ABIES","Abies sp.",">=10cm","4 - Rotten throughout",4
"184","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",25,78.2,78.2,"01190",19.4,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"185","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",18.3,32.5,15.8,"01191",7.7,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"186","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",260,"Y",17.1,38.9,38.9,"01192",6.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","1 - Fresh fallen",1
"187","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",190,75.3,75.3,"01193",30.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"188","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",170,75.3,75.3,"01193",30.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"189","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",208.8,190,190,"01194",6.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"190","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",151.2,190,190,"01194",6.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"191","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",118.6,90.5,90.5,"01195",23,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"192","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",71.5,67.2,67.2,"01196",15.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"193","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",40.2,47,47,"01197",9.2,"PIJE","Pinus jeffreyi Balf.",">=10cm","4 - Rotten throughout",4
"194","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",33.7,60,19,"01198",9.3,"ABIES","Abies sp.",">=10cm","5 - No structural integrity",5
"195","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",22.7,78.5,78.5,"01199",9.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","4 - Rotten throughout",4
"196","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",3.4,97.8,41.5,"01200",12.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"197","D17","TEAK","TEAK_013","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",140,"Y",16.6,97.8,41.5,"01200",12.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","5 - No structural integrity",5
"198","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",15.9,19.8,19.8,"01169",6.7,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"199","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",15.4,20.5,20.5,"01170",6.6,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2
"200","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",9.3,31.7,26.9,"01171",2.8,"ABIES","Abies sp.",">=10cm","5 - No structural integrity",5
"201","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",8.2,16.1,16.1,"01172",3.7,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"202","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",5.6,18.2,18.2,"01173",6.2,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"203","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",3,10.3,10.3,"01174",1.4,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"204","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",190,"Y",16.1,26.8,26.8,"01205",5.9,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"205","D17","TEAK","TEAK_014","distributed",2022-10-04,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",70,"Y",178,71.6,71.6,"00123",3,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"207","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",129.1,138,138,"01123",41,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","2 - Sound round",2
"208","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",151.3,71.5,71.5,"01124",6.6,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"209","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",0.5,43.2,43.2,"01211",2.2,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"210","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",2.5,10,10,"01212",4.4,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"211","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",8.7,15.3,15.3,"01213",5.5,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"212","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",9.4,49.8,49.8,"01214",1.4,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"213","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",10.2,30.9,30.9,"01215",20.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"214","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",48.1,74.5,74.5,"01216",5.8,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"215","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",73.8,72.4,72.4,"01217",31,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"216","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",78.9,63.4,63.4,"01218",26,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"217","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",82.3,64.4,64.4,"01219",16.9,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"218","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",92.3,86.7,86.7,"01220",47,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"219","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",114.2,74.3,74.3,"01221",7.3,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"220","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",127,83.8,83.8,"01222",6.1,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"221","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",214,100.5,100.5,"01225",33,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","3 - Heartwood sound",3
"222","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",310,"Y",222.5,115,115,"01226",21,"ABMA","Abies magnifica A. Murray bis",">=10cm","2 - Sound round",2
"223","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",190,"Y",3.1,11.3,11.3,"01227",4.4,"ABMA","Abies magnifica A. Murray bis",">=10cm","3 - Heartwood sound",3
"224","D17","TEAK","TEAK_015","distributed",2022-10-11,"CDW.2022.TEAK",10,"NEON.DOC.001711vF",190,"Y",11,78.3,78.3,"01228",20,"ABCO","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.",">=10cm","5 - No structural integrity",5
