,taxonID,family,genus,species,scientificName,synonym,commonName,pathway,refType,reference
70522,SCHA3,Cyperaceae,Scirpus,hattorianus,Scirpus hattorianus Makino,,mosquito bulrush,unknown,,
70523,SCHE,Cyperaceae,Scirpus,heterochaetus,Scirpus heterochaetus Chase,Schoenoplectus heterochaetus, ,unknown,,
70524,SCHO2,Cyperaceae,Scirpus,holoschoenus,Scirpus holoschoenus L.,Scirpoides holoschoenus, ,unknown,,
70525,SCHO7,Cyperaceae,Scirpus,hotarui,Scirpus hotarui auct. non Ohwi,Schoenoplectus purshianus, ,unknown,,
70526,SCHU2,Cyperaceae,Scirpus,hudsonianus,Scirpus hudsonianus (Michx.) Fern.,Trichophorum alpinum, ,unknown,,
70527,SCHY4,Cyperaceae,Scirpus,hystrix,Scirpus hystrix Thunb.,Isolepis hystrix, ,unknown,,
70528,SCIN7,Cyperaceae,Scirpus,interstinctus,Scirpus interstinctus Vahl,Eleocharis interstincta, ,unknown,,
70529,SCJU,Cyperaceae,Scirpus,juncoides,Scirpus juncoides Roxb.,Schoenoplectus juncoides, ,unknown,,
70530,SCJUD,Cyperaceae,Scirpus,juncoides,Scirpus juncoides Roxb. var. digynus (Boeckl.) T. Koyama,Schoenoplectus purshianus, ,unknown,,
70531,SCJUW,Cyperaceae,Scirpus,juncoides,Scirpus juncoides Roxb. var. williamsii (Fern.) T. Koyama,Schoenoplectus purshianus, ,unknown,,
70532,SCKA3,Cyperaceae,Scirpus,kamtschaticus,Scirpus kamtschaticus C.A. Mey.,Eleocharis kamtschatica, ,unknown,,
70535,SCLA8,Cyperaceae,Scirpus,lacustris,Scirpus lacustris auct. non L.,Schoenoplectus heterochaetus, ,unknown,,
70536,SCLA80,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. p.p.,Schoenoplectus acutus var. acutus, ,unknown,,
70537,SCLAC2,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. ssp. creber (Fern.) T. Koyama,Schoenoplectus tabernaemontani, ,unknown,,
70538,SCLAG2,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. ssp. glaucus (Reichenb.) Hartman,Schoenoplectus tabernaemontani, ,unknown,,
70539,SCLAT2,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. ssp. tabernaemontani (K.C. Gmel.) Syme,Schoenoplectus tabernaemontani, ,unknown,,
70540,SCLAV2,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. ssp. validus (Vahl) T. Koyama,Schoenoplectus tabernaemontani, ,unknown,,
70541,SCLAT,Cyperaceae,Scirpus,lacustris,Scirpus lacustris L. var. tenuiculmis Sheldon,Schoenoplectus heterochaetus, ,unknown,,
70542,SCLI7,Cyperaceae,Scirpus,lineatus,Scirpus lineatus auct. non Michx.,Scirpus pendulus, ,unknown,,
70544,SCLI8,Cyperaceae,Scirpus,lithospermus,Scirpus lithospermus L.,Scleria lithosperma, ,unknown,,
70546,SCLO,Cyperaceae,Scirpus,longii,Scirpus longii Fern.,,Long's bulrush,unknown,,
70547,SCLU,Cyperaceae,Scirpus,luzulae,Scirpus luzulae auct. non L.,Cyperus entrerianus, ,unknown,,
70549,SCMAA,Cyperaceae,Scirpus,maritimus,Scirpus maritimus L. var. agonus (Fern.) Beetle,Schoenoplectus robustus, ,unknown,,
70550,SCMAF,Cyperaceae,Scirpus,maritimus,Scirpus maritimus L. var. fernaldii (Bickn.) Beetle,Schoenoplectus maritimus, ,unknown,,
70551,SCMAM,Cyperaceae,Scirpus,maritimus,Scirpus maritimus L. var. macrostachyus Michx.,Schoenoplectus robustus, ,unknown,,
70552,SCMAP,Cyperaceae,Scirpus,maritimus,Scirpus maritimus L. var. paludosus (A. Nels.) Kükenth.,Schoenoplectus maritimus, ,unknown,,
70553,SCMAT,Cyperaceae,Scirpus,maritimus,Scirpus maritimus L. var. tuberosus (auct. non Desf.) Roemer & J.A. Schultes,Schoenoplectus glaucus, ,unknown,,
70554,SCMI11,Cyperaceae,Scirpus,micranthus,Scirpus micranthus Vahl,Lipocarpha micrantha, ,unknown,,
70555,SCMID,Cyperaceae,Scirpus,micranthus,Scirpus micranthus Vahl var. drummondii (Nees) Mohlenbrock,Lipocarpha drummondii, ,unknown,,
70556,SCMIM2,Cyperaceae,Scirpus,micranthus,Scirpus micranthus Vahl var. minor (Schrad. ex Roemer & J.A. Schultes) Boivin,Lipocarpha micrantha, ,unknown,,
70557,SCMI2,Cyperaceae,Scirpus,microcarpus,Scirpus microcarpus J.& K. Presl,,panicled bulrush,unknown,,
70558,SCMIL,Cyperaceae,Scirpus,microcarpus,Scirpus microcarpus J.& K. Presl var. longispicatus M.E. Peck,Scirpus microcarpus, ,unknown,,
70559,SCMIR,Cyperaceae,Scirpus,microcarpus,Scirpus microcarpus J.& K. Presl var. rubrotinctus (Fern.) M.E. Jones,Scirpus microcarpus, ,unknown,,
70560,SCMI9,Cyperaceae,Scirpus,miliaceus,Scirpus miliaceus L.,Fimbristylis miliacea, ,unknown,,
70561,SCMO2,Cyperaceae,Scirpus,molestus,Scirpus molestus M.C. Johnston,Isolepis molesta, ,unknown,,
70562,SCMO8,Cyperaceae,Scirpus,monophyllus,Scirpus monophyllus J.& K. Presl,Schoenoplectus pungens var. badius, ,unknown,,
70563,SCMU,Cyperaceae,Scirpus,mucronatus,Scirpus mucronatus L.,Schoenoplectus mucronatus, ,unknown,,
70564,SCMU7,Cyperaceae,Scirpus,mutatus,Scirpus mutatus L.,Eleocharis mutata, ,unknown,,
70565,SCNA2,Cyperaceae,Scirpus,nanus,Scirpus nanus Spreng.,Eleocharis quinqueflora, ,unknown,,
70567,SCNO3,Cyperaceae,Scirpus,novae-angliae,Scirpus novae-angliae Britt.,Schoenoplectus novae-angliae, ,unknown,,
70568,SCOB3,Cyperaceae,Scirpus,obtusus,Scirpus obtusus Willd.,Eleocharis obtusa, ,unknown,,
70569,SCOC5,Cyperaceae,Scirpus,occidentalis,Scirpus occidentalis (S. Wats.) Chase,Schoenoplectus acutus var. occidentalis, ,unknown,,
70571,SCOV3,Cyperaceae,Scirpus,ovatus,Scirpus ovatus Roth,Eleocharis ovata, ,unknown,,
70572,SCPA13,Cyperaceae,Scirpus,pachystylus,Scirpus pachystylus C. Wright,Eleocharis pachystyla, ,unknown,,
70573,SCPA14,Cyperaceae,Scirpus,pacificus,Scirpus pacificus Britt.,Schoenoplectus maritimus, ,unknown,,
70574,SCPA8,Cyperaceae,Scirpus,pallidus,Scirpus pallidus (Britt.) Fern.,,cloaked bulrush,unknown,,
70575,SCPA4,Cyperaceae,Scirpus,paludosus,Scirpus paludosus A. Nels.,Schoenoplectus maritimus, ,unknown,,
70576,SCPAA4,Cyperaceae,Scirpus,paludosus,Scirpus paludosus A. Nels. var. atlanticus Fern.,Schoenoplectus maritimus, ,unknown,,
70577,SCPA15,Cyperaceae,Scirpus,pauciflorus,Scirpus pauciflorus Lightf.,Eleocharis quinqueflora, ,unknown,,
70578,SCPE3,Cyperaceae,Scirpus,pedicellatus,Scirpus pedicellatus Fern.,,stalked bulrush,unknown,,
70579,SCPEP,Cyperaceae,Scirpus,pedicellatus,Scirpus pedicellatus Fern. var. pullus Fern.,Scirpus pedicellatus, ,unknown,,
70580,SCPE4,Cyperaceae,Scirpus,pendulus,Scirpus pendulus Muhl.,,rufous bulrush,unknown,,
70581,SCPL2,Cyperaceae,Scirpus,planifolius,"Scirpus planifolius Muhl., non Grimm",Trichophorum planifolium, ,unknown,,
70582,SCPO2,Cyperaceae,Scirpus,polyphyllus,Scirpus polyphyllus Vahl,,leafy bulrush,unknown,,
70583,SCPU9,Cyperaceae,Scirpus,puberulus,Scirpus puberulus Michx.,Fimbristylis puberula var. puberula, ,unknown,,
70584,SCPU11,Cyperaceae,Scirpus,pumilus,Scirpus pumilus Vahl,Trichophorum pumilum, ,unknown,,
70585,SCPUR,Cyperaceae,Scirpus,pumilus,Scirpus pumilus Vahl ssp. rollandii (Fern.) Raymond,Trichophorum pumilum, ,unknown,,
70586,SCPUR2,Cyperaceae,Scirpus,pumilus,Scirpus pumilus Vahl var. rollandii (Fern.) Beetle,Trichophorum pumilum, ,unknown,,
70587,SCPU3,Cyperaceae,Scirpus,pungens,Scirpus pungens Vahl,Schoenoplectus pungens var. pungens, ,unknown,,
70588,SCPUM,Cyperaceae,Scirpus,pungens,Scirpus pungens Vahl ssp. monophyllus (J.& K. Presl) Taylor & MacBryde,Schoenoplectus pungens var. badius, ,unknown,,
70589,SCPUL2,Cyperaceae,Scirpus,pungens,Scirpus pungens Vahl var. longisetus Benth. & F. Muell.,Schoenoplectus americanus, ,unknown,,
70590,SCPUL3,Cyperaceae,Scirpus,pungens,Scirpus pungens Vahl var. longispicatus (Britt.) Taylor & MacBryde,Schoenoplectus pungens var. longispicatus, ,unknown,,
70591,SCPUP3,Cyperaceae,Scirpus,pungens,Scirpus pungens Vahl var. polyphyllus Boeckl.,Schoenoplectus pungens var. pungens, ,unknown,,
70592,SCPU4,Cyperaceae,Scirpus,purshianus,Scirpus purshianus Fern.,Schoenoplectus purshianus, ,unknown,,
70593,SCQU,Cyperaceae,Scirpus,quadrangulatus,Scirpus quadrangulatus Michx.,Eleocharis quadrangulata, ,unknown,,
70594,SCQU2,Cyperaceae,Scirpus,quadrangulatus,"Scirpus quadrangulatus Muhl., non Michx.",Eleocharis tenuis var. pseudoptera, ,unknown,,
70595,SCQU3,Cyperaceae,Scirpus,quinquangularis,Scirpus quinquangularis Vahl,Fimbristylis quinquangularis, ,unknown,,
70596,SCQU4,Cyperaceae,Scirpus,quinqueflorus,Scirpus quinqueflorus F.X. Hartmann,Eleocharis quinqueflora, ,unknown,,
70597,SCRA6,Cyperaceae,Scirpus,raynalii,Scirpus raynalii Schuyler,Schoenoplectus erectus ssp. raynalii, ,unknown,,
70598,SCRE8,Cyperaceae,Scirpus,rehmanii,Scirpus rehmanii Ridley,Lipocarpha rehmanii, ,unknown,,
70599,SCRE5,Cyperaceae,Scirpus,retroflexus,Scirpus retroflexus Poir.,Eleocharis retroflexa, ,unknown,,
70600,SCRE4,Cyperaceae,Scirpus,retrofractus,Scirpus retrofractus L.,Cyperus retrofractus, ,unknown,,
70602,SCRON,Cyperaceae,Scirpus,robustus,Scirpus robustus Pursh var. novae-angliae (Britt.) Beetle,Schoenoplectus novae-angliae, ,unknown,,
70603,SCRO7,Cyperaceae,Scirpus,rockii,Scirpus rockii Kükenth.,Schoenoplectus juncoides, ,unknown,,
70604,SCRO3,Cyperaceae,Scirpus,rollandii,Scirpus rollandii Fern.,Trichophorum pumilum, ,unknown,,
70605,SCRO6,Cyperaceae,Scirpus,rostellatus,Scirpus rostellatus Torr.,Eleocharis rostellata, ,unknown,,
70606,SCRU11,Cyperaceae,Scirpus,rubiginosus,Scirpus rubiginosus Beetle p.p.,Schoenoplectus acutus var. occidentalis, ,unknown,,
70607,SCRU4,Cyperaceae,Scirpus,rubricosus,Scirpus rubricosus Fern.,Scirpus cyperinus, ,unknown,,
70608,SCRU5,Cyperaceae,Scirpus,rubrotinctus,Scirpus rubrotinctus Fern.,Scirpus microcarpus, ,unknown,,
70609,SCRU2,Cyperaceae,Scirpus,rufus,Scirpus rufus (Huds.) Schrad.,Blysmus rufus, ,unknown,,
70610,SCRUN,Cyperaceae,Scirpus,rufus,Scirpus rufus (Huds.) Schrad. var. neogaeus Fern.,Blysmus rufus, ,unknown,,
70611,SCSA2,Cyperaceae,Scirpus,saximontanus,Scirpus saximontanus Fern.,Schoenoplectus saximontanus, ,unknown,,
70612,SCSC7,Cyperaceae,Scirpus,schaffneri,Scirpus schaffneri Boeckl.,Bulbostylis schaffneri, ,unknown,,
70613,SCSC13,Cyperaceae,Scirpus,scheuchzeri,"Scirpus scheuchzeri Bruegger 1882, non Vitman",Schoenoplectus carinatus, ,unknown,,
70614,SCSC8,Cyperaceae,Scirpus,schoenoides,Scirpus schoenoides Retz.,Fimbristylis schoenoides, ,unknown,,
70615,SCSC9,Cyperaceae,Scirpus,scirpoideus,Scirpus scirpoideus (Michx.) T. Koyama,Fuirena scirpoidea, ,unknown,,
70617,SCSM,Cyperaceae,Scirpus,smithii,Scirpus smithii Gray,Schoenoplectus smithii, ,unknown,,
70618,SCSML,Cyperaceae,Scirpus,smithii,Scirpus smithii Gray var. levisetus Fassett,Schoenoplectus smithii, ,unknown,,
70619,SCSMS,Cyperaceae,Scirpus,smithii,Scirpus smithii Gray var. setosus Fern.,Schoenoplectus smithii, ,unknown,,
70620,SCSMW,Cyperaceae,Scirpus,smithii,Scirpus smithii Gray var. williamsii (Fern.) T. Beetle,Schoenoplectus purshianus, ,unknown,,
70621,SCSP3,Cyperaceae,Scirpus,spadiceus,Scirpus spadiceus auct. non L.,Fimbristylis thermalis, ,unknown,,
70622,SCST6,Cyperaceae,Scirpus,steinmetzii,Scirpus steinmetzii Fern.,Schoenoplectus steinmetzii, ,unknown,,
70623,SCST4,Cyperaceae,Scirpus,stenophyllus,Scirpus stenophyllus Ell.,Bulbostylis stenophylla, ,unknown,,
70625,SCSUC,Cyperaceae,Scirpus,subterminalis,Scirpus subterminalis Torr. var. cylindricus (Torr.) T. Koyama,Schoenoplectus novae-angliae, ,unknown,,
70626,SCSU4,Cyperaceae,Scirpus,supinus,Scirpus supinus auct. non L.,Schoenoplectus hallii, ,unknown,,
70627,SCSUH,Cyperaceae,Scirpus,supinus,Scirpus supinus L. var. hallii (Gray) Gray,Schoenoplectus hallii, ,unknown,,
70628,SCSUS,Cyperaceae,Scirpus,supinus,Scirpus supinus L. var. saximontanus (Fern.) T. Koyama,Schoenoplectus saximontanus, ,unknown,,
70629,SCSY80,Cyperaceae,Scirpus,sylvaticus,Scirpus sylvaticus L. p.p.,Scirpus expansus, ,unknown,,
70631,SCTE9,Cyperaceae,Scirpus,tenuiculmis,Scirpus tenuiculmis (Sheldon) Soják,Schoenoplectus heterochaetus, ,unknown,,
70632,SCTO,Cyperaceae,Scirpus,torreyi,Scirpus torreyi Olney,Schoenoplectus torreyi, ,unknown,,
70634,SCTU4,Cyperaceae,Scirpus,tuberosus,Scirpus tuberosus auct. non Desf.,Schoenoplectus glaucus, ,unknown,,
70635,SCUN5,Cyperaceae,Scirpus,uniglumis,Scirpus uniglumis Link,Eleocharis uniglumis, ,unknown,,
70636,SCUNH,Cyperaceae,Scirpus,uninodis,Scirpus uninodis (Delile) Boiss. var. hallii (Gray) Beetle,Schoenoplectus hallii, ,unknown,,
70637,SCVA2,Cyperaceae,Scirpus,vahlii,Scirpus vahlii Lam.,Fimbristylis vahlii, ,unknown,,
70639,SCVAC,Cyperaceae,Scirpus,validus,Scirpus validus Vahl var. creber Fern.,Schoenoplectus tabernaemontani, ,unknown,,
70640,SCVE,Cyperaceae,Scirpus,verecundus,Scirpus verecundus Fern.,Trichophorum planifolium, ,unknown,,
70641,SCWI3,Cyperaceae,Scirpus,wilkensii,Scirpus wilkensii Schuyler,Schoenoplectus erectus ssp. raynalii, ,unknown,,
70642,SCWO,Cyperaceae,Scirpus,wolfii,Scirpus wolfii Gray,Eleocharis wolfii, ,unknown,,
70646,SCBA2,Cyperaceae,Scleria,baldwinii,Scleria baldwinii (Torr.) Steud.,,Baldwin's nutrush,unknown,,
70648,SCBI2,Cyperaceae,Scleria,biflora,Scleria biflora Roxb.,,nutrush,unknown,,
70649,SCBO3,Cyperaceae,Scleria,bourgeaui,Scleria bourgeaui Boeckl.,,Bourgeau's nutrush,unknown,,
70650,SCBR6,Cyperaceae,Scleria,bracteata,Scleria bracteata Cav.,,bracted nutrush,unknown,,
70651,SCBR8,Cyperaceae,Scleria,brittonii,Scleria brittonii Core ex Small,Scleria ciliata var. glabra, ,unknown,,
70652,SCCA5,Cyperaceae,Scleria,canescens,Scleria canescens Boeckl.,Scleria scindens, ,unknown,,
70653,SCCA24,Cyperaceae,Scleria,caricina,Scleria caricina Benth.,,nutrush,unknown,,
70654,SCCI6,Cyperaceae,Scleria,ciliaris,Scleria ciliaris Nees,,nutrush,unknown,,
70655,SCCI,Cyperaceae,Scleria,ciliata,Scleria ciliata Michx.,,fringed nutrush,unknown,,
70656,SCCIC,Cyperaceae,Scleria,ciliata,Scleria ciliata Michx. var. ciliata,,fringed nutrush,unknown,,
70657,SCCIC2,Cyperaceae,Scleria,ciliata,Scleria ciliata Michx. var. curtissii (Britt.) Kessler,Scleria pauciflora var. curtissii, ,unknown,,
70658,SCCIE,Cyperaceae,Scleria,ciliata,Scleria ciliata Michx. var. elliottii (Chapman) Fern.,Scleria ciliata var. ciliata, ,unknown,,
70659,SCCIG,Cyperaceae,Scleria,ciliata,Scleria ciliata Michx. var. glabra (Chapman) Fairey,,fringed nutrush,unknown,,
70660,SCCO16,Cyperaceae,Scleria,costata,Scleria costata (Britt.) Small,Scleria baldwinii, ,unknown,,
70661,SCCU2,Cyperaceae,Scleria,cubensis,Scleria cubensis Boeckl.,,Cuban nutrush,unknown,,
70662,SCCU3,Cyperaceae,Scleria,curtissii,Scleria curtissii Britt.,Scleria pauciflora var. curtissii, ,unknown,,
70663,SCDI3,Cyperaceae,Scleria,distans,Scleria distans Poir.,Scleria hirtella, ,unknown,,
70664,SCDO,Cyperaceae,Scleria,doradoensis,Scleria doradoensis Britt.,Scleria hirtella, ,unknown,,
70665,SCEG,Cyperaceae,Scleria,eggersiana,Scleria eggersiana Boeckl.,,Eggers' nutrush,unknown,,
70666,SCEL4,Cyperaceae,Scleria,elliottii,Scleria elliottii Chapman,Scleria ciliata var. ciliata, ,unknown,,
70667,SCFL3,Cyperaceae,Scleria,flaccida,Scleria flaccida Steud.,Scleria triglomerata, ,unknown,,
70668,SCGE,Cyperaceae,Scleria,georgiana,Scleria georgiana Core,,slenderfruit nutrush,unknown,,
70669,SCGR4,Cyperaceae,Scleria,gracilis,"Scleria gracilis Ell., non L.C. Rich.",Scleria georgiana, ,unknown,,
70670,SCGR3,Cyperaceae,Scleria,grisebachii,Scleria grisebachii C.B. Clarke,Scleria eggersiana, ,unknown,,
70671,SCHA7,Cyperaceae,Scleria,havanensis,Scleria havanensis Britt.,,Havana nutrush,unknown,,
70672,SCHI3,Cyperaceae,Scleria,hirtella,Scleria hirtella Sw.,,riverswamp nutrush,unknown,,
70673,SCIN6,Cyperaceae,Scleria,interrupta,Scleria interrupta L.C. Rich.,Scleria hirtella, ,unknown,,
70674,SCLA15,Cyperaceae,Scleria,lacustris,Scleria lacustris C. Wright,,lakeshore nutrush,unknown,,
70675,SCLA12,Cyperaceae,Scleria,laevis,Scleria laevis Willd.,,nutrush,unknown,,
70676,SCLA13,Cyperaceae,Scleria,laxa,Scleria laxa R.Br.,,nutrush,unknown,,
70678,SCME,Cyperaceae,Scleria,melaleuca,Scleria melaleuca Reichenb. ex Schlecht. & Cham.,Scleria pterota var. melaleuca, ,unknown,,
70679,SCMI3,Cyperaceae,Scleria,microcarpa,Scleria microcarpa Nees ex Kunth,,tropical nutrush,unknown,,
70680,SCMI4,Cyperaceae,Scleria,minor,Scleria minor W. Stone,,slender nutrush,unknown,,
70681,SCMI5,Cyperaceae,Scleria,mitis,Scleria mitis Berg.,,cortadora,unknown,,
70682,SCMU8,Cyperaceae,Scleria,muehlenbergii,Scleria muehlenbergii Steud.,,Muehlenberg's nutrush,unknown,,
70683,SCNI3,Cyperaceae,Scleria,nitida,Scleria nitida Muhl. ex Willd.,Scleria triglomerata, ,unknown,,
70684,SCNO4,Cyperaceae,Scleria,novae-hollandiae,Scleria novae-hollandiae Boeck.,,nutrush,unknown,,
70685,SCNU2,Cyperaceae,Scleria,nutans,Scleria nutans Willd. ex Kunth,Scleria hirtella, ,unknown,,
70688,SCPAC,Cyperaceae,Scleria,pauciflora,Scleria pauciflora Muhl. ex Willd. var. caroliniana (Willd.) Wood,,Carolina nutrush,unknown,,
70689,SCPAC2,Cyperaceae,Scleria,pauciflora,Scleria pauciflora Muhl. ex Willd. var. curtissii (Britt.) Fairey,,Curtiss' nutrush,unknown,,
70690,SCPAG,Cyperaceae,Scleria,pauciflora,Scleria pauciflora Muhl. ex Willd. var. glabra Chapman,Scleria ciliata var. glabra, ,unknown,,
70691,SCPAK,Cyperaceae,Scleria,pauciflora,Scleria pauciflora Muhl. ex Willd. var. kansana Fern.,Scleria pauciflora var. pauciflora, ,unknown,,
70692,SCPAP2,Cyperaceae,Scleria,pauciflora,Scleria pauciflora Muhl. ex Willd. var. pauciflora,,fewflower nutrush,unknown,,
70693,SCPO8,Cyperaceae,Scleria,polycarpa,Scleria polycarpa Boeck.,,nutrush,unknown,,
70694,SCPT,Cyperaceae,Scleria,pterota,Scleria pterota K. Presl ex C.B. Clarke,,cortadora blanca,unknown,,
70695,SCPTM,Cyperaceae,Scleria,pterota,Scleria pterota K. Presl ex C.B. Clarke var. melaleuca (Reichenb. ex Schlecht. & Cham.) Standl.,,cortadora blanca,unknown,,
70696,SCPTP,Cyperaceae,Scleria,pterota,Scleria pterota K. Presl ex C.B. Clarke var. pterota,,cortadora blanca,unknown,,
70697,SCPU7,Cyperaceae,Scleria,purdiei,Scleria purdiei C.B. Clarke,,Purdie's nutrush,unknown,,
70698,SCRE,Cyperaceae,Scleria,reticularis,Scleria reticularis Michx.,,netted nutrush,unknown,,
70699,SCREP,Cyperaceae,Scleria,reticularis,Scleria reticularis Michx. var. pubescens Britt.,Scleria muehlenbergii, ,unknown,,
70700,SCREP2,Cyperaceae,Scleria,reticularis,Scleria reticularis Michx. var. pumila Britt.,Scleria reticularis, ,unknown,,
70701,SCRU8,Cyperaceae,Scleria,rugosa,Scleria rugosa R.Br.,,nutrush,unknown,,
70702,SCSC6,Cyperaceae,Scleria,scabriuscula,Scleria scabriuscula Schlecht.,,mosquito nutrush,unknown,,
70703,SCSC2,Cyperaceae,Scleria,scindens,Scleria scindens Nees ex Kunth,,hairy nutrush,unknown,,
70704,SCSC11,Cyperaceae,Scleria,scrobiculata,Scleria scrobiculata Nees & Meyen,,nutrush,unknown,,
70705,SCSE4,Cyperaceae,Scleria,secans,Scleria secans (L.) Urban,,razor grass,unknown,,
70706,SCSE2,Cyperaceae,Scleria,setacea,Scleria setacea auct. non Poir.,Scleria muehlenbergii, ,unknown,,
70707,SCST5,Cyperaceae,Scleria,stevensiana,Scleria stevensiana Britt.,Scleria muehlenbergii, ,unknown,,
70708,SCSU9,Cyperaceae,Scleria,sumatrensis,Scleria sumatrensis Retz.,,nutrush,unknown,,
70709,SCTE8,Cyperaceae,Scleria,tenella,Scleria tenella Kunth,Scleria verticillata, ,unknown,,
70710,SCTE6,Cyperaceae,Scleria,testacea,Scleria testacea Nees,,Hawai'i nutrush,unknown,,
70711,SCTR,Cyperaceae,Scleria,triglomerata,Scleria triglomerata Michx.,,whip nutrush,unknown,,
70765,SCDU2,Poaceae,Sclerochloa,dura,Sclerochloa dura (L.) Beauv.,,common hardgrass,unknown,,
70780,SCRI3,Poaceae,Scleropoa,rigida,Scleropoa rigida (L.) Griseb.,Desmazeria rigida, ,unknown,,
70800,SCLO3,Poaceae,Scleropogon,longisetus,Scleropogon longisetus Beetle,Scleropogon brevifolius, ,unknown,,
70810,SCFE,Poaceae,Scolochloa,festucacea,Scolochloa festucacea (Willd.) Link,,common rivergrass,unknown,,
70860,SCBO,Poaceae,Scribneria,bolanderi,Scribneria bolanderi (Thurb.) Hack.,,Scribner's grass,unknown,,
71039,SEOR8,Poaceae,Secale,orientale,Secale orientale L.,Eremopyrum orientale, ,unknown,,
71807,SEDA,Poaceae,Sesleria,dactyloides,Sesleria dactyloides Nutt.,Buchloe dactyloides, ,unknown,,
71818,SEAR7,Poaceae,Setaria,arizonica,Setaria arizonica Rominger,,Arizona bristlegrass,unknown,,
71821,SECA3,Poaceae,Setaria,carnei,Setaria carnei A.S. Hitchc.,Setaria verticillata, ,unknown,,
71823,SECO4,Poaceae,Setaria,corrugata,Setaria corrugata (Ell.) J.A. Schultes,,coastal bristlegrass,unknown,,
71824,SEDE5,Poaceae,Setaria,decipiens,Setaria decipiens Schimp. ex Nyman,Setaria verticilliformis, ,unknown,,
71827,SEGE4,Poaceae,Setaria,geminata,Setaria geminata (Forsk.) Veldkamp,Paspalidium geminatum var. geminatum, ,unknown,,
71829,SEGEP,Poaceae,Setaria,germinata,Setaria germinata (Forsk.) Veldkamp var. paludivaga (A.S. Hitchc. & Chase) R. Webster,Paspalidium geminatum var. paludivagum, ,unknown,,
71831,SEGLP,Poaceae,Setaria,glauca,Setaria glauca (L.) Beauv. var. pallidifusca (Schumacher) T. Koyama,Setaria pumila ssp. pallidifusca, ,unknown,,
71832,SEGL8,Poaceae,Setaria,glauca,Setaria glauca sensu Vickery,Setaria pumila ssp. pallidifusca, ,unknown,,
71835,SEGU,Poaceae,Setaria,gussonei,Setaria gussonei Kerguélen,Setaria verticilliformis, ,unknown,,
71837,SEITM,Poaceae,Setaria,italica,Setaria italica (L.) Beauv. var. metzgeri (Koern.) Jáv.,Setaria italica, ,unknown,,
71838,SEITS,Poaceae,Setaria,italica,Setaria italica (L.) Beauv. var. stramineofructa (F.T. Hubbard) Bailey,Setaria italica, ,unknown,,
71839,SELE9,Poaceae,Setaria,leiophylla,Setaria leiophylla (Nees) Kunth,Setaria setosa var. leiophylla, ,unknown,,
71841,SELI3,Poaceae,Setaria,liebmannii,Setaria liebmannii Fourn.,,Liebmann's bristlegrass,unknown,,
71843,SEMA4,Poaceae,Setaria,macrosperma,Setaria macrosperma (Scribn. & Merr.) K. Schum.,,coral bristlegrass,unknown,,
71846,SEME6,Poaceae,Setaria,megaphylla,Setaria megaphylla (Steud.) T. Dur. & Schinz,,bigleaf bristlegrass,unknown,,
71847,SENI2,Poaceae,Setaria,nigrirostris,Setaria nigrirostris (Nees) T. Dur. & Schinz,,black bristlegrass,unknown,,
71850,SEPA16,Poaceae,Setaria,palmifolia,Setaria palmifolia auct. non (Koenig) Stapf,Setaria megaphylla, ,unknown,,
71852,SEPR,Poaceae,Setaria,pradana,Setaria pradana (Léon ex A.S. Hitchc.) Léon,,roadside bristlegrass,unknown,,
71854,SEPUP,Poaceae,Setaria,pumila,Setaria pumila (Poir.) Roemer & J.A. Schultes ssp. pallidifusca (Schumacher) B.K. Simon,,yellow bristlegrass,unknown,,
