"","taxonID","acceptedTaxonID","family.x","genus.x","species","pathway","scientificName.y","commonName","reference","nativeStatusCode"
"1","ACHNA","ACHNA","Poaceae","Achnatherum","Beauv.","","Achnatherum Beauv.","needlegrass","","I"
"2","ACRI8","ACRI8","Poaceae","Achnatherum","richardsonii","unknown","Achnatherum richardsonii (Link) Barkworth","Richardson's needlegrass","","I"
"3","STRI2","ACRI8","","Stipa","richardsonii","unknown","Stipa richardsonii Link"," ","","I"
"4","POAE","AGAE","","Podagrostis","aequivalvis","unknown","Podagrostis aequivalvis (Trin.) Scribn. & Merr."," ","","N"
"5","AGAE","AGAE","Poaceae","Agrostis","aequivalvis","unknown","Agrostis aequivalvis (Trin.) Trin.","arctic bentgrass","","N"
"6","AGCA5","AGCA5","Poaceae","Agrostis","capillaris","C3","Agrostis capillaris L.","colonial bentgrass","57,129,149,171,410,400,000","I"
"7","AGTEP","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. pumila (L.) Druce"," ","","I"
"8","AGTEH","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. hispida (Willd.) Philipson"," ","","I"
"9","AGTEA","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. aristata (Parnell) Druce"," ","","I"
"10","AGVU2","AGCA5","","Agrostis","vulgaris","unknown","Agrostis vulgaris With."," ","","I"
"11","AGSY2","AGCA5","","Agrostis","sylvatica","unknown","Agrostis sylvatica Huds."," ","","I"
"12","AGTE","AGCA5","","Agrostis","tenuis","C3","Agrostis tenuis Sibthorp"," ","7,90","I"
"13","AGCL","AGCL","Poaceae","Agrostis","clavata","unknown","Agrostis clavata Trin.","clavate bentgrass","","N"
"14","AGCR","AGCR","Poaceae","Agropyron","cristatum","C3","Agropyron cristatum (L.) Gaertn.","crested wheatgrass","10,28,90,120,156,157,158,250,268,269,400","I"
"15","AGCRP8","AGCRP8","Poaceae","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. ssp. pectinatum (Bieb.) Tzvelev","crested wheatgrass","","I"
"16","AGPE5","AGCRP8","","Agropyron","pectiniforme","C3","Agropyron pectiniforme Roemer & J.A. Schultes"," ","7","I"
"17","AGCR3","AGCRP8","","Agropyron","cristatiforme","unknown","Agropyron cristatiforme Sarkar"," ","","I"
"18","AGEX","AGEX","Poaceae","Agrostis","exarata","unknown","Agrostis exarata Trin.","spike bentgrass","","N"
"19","AGAM2","AGEX","","Agrostis","ampla","unknown","Agrostis ampla A.S. Hitchc."," ","","N"
"20","AGMIM","AGEX","","Agrostis","microphylla","unknown","Agrostis microphylla Steud. var. major Vasey"," ","","N"
"21","AGEXM","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. minor Hook."," ","","N"
"22","AGEXM2","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. monolepis (Torr.) A.S. Hitchc."," ","","N"
"23","AGEXP","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. purpurascens Hultén"," ","","N"
"24","AGLOA","AGEX","","Agrostis","longiligula","unknown","Agrostis longiligula A.S. Hitchc. var. australis J.T. Howell"," ","","N"
"25","AGLO2","AGEX","","Agrostis","longiligula","unknown","Agrostis longiligula A.S. Hitchc."," ","","N"
