"plotID","aSubplotID","bSubplotID"
"TREE_025",21,23
"TREE_039",23,41
"TREE_040",23,41
"TREE_041",21,41
"TREE_042",23,41
"TREE_043",39,41
"TREE_044",39,41
"TREE_045",23,39
"TREE_046",23,39
"TREE_047",39,41
"TREE_048",39,41
"TREE_049",21,23
"TREE_050",39,41
"TREE_051",39,41
"TREE_052",21,23
"TREE_053",23,41
"TREE_054",21,41
"TREE_055",39,41
"TREE_056",21,41
"TREE_057",23,39
