"plotID","aSubplotID","bSubplotID"
"SRER_042",23,39
"SRER_043",21,39
"SRER_044",39,41
"SRER_045",21,23
"SRER_046",23,41
"SRER_047",39,41
"SRER_048",23,41
"SRER_049",21,39
"SRER_050",39,41
"SRER_051",23,41
"SRER_052",21,39
"SRER_053",39,41
"SRER_054",39,41
"SRER_055",39,41
"SRER_056",39,41
"SRER_057",23,41
"SRER_058",23,41
"SRER_059",21,41
