"plotID","aSubplotID","bSubplotID"
"MLBS_061",23,41
"MLBS_062",23,39
"MLBS_063",23,41
"MLBS_064",21,41
"MLBS_065",21,41
"MLBS_066",23,41
"MLBS_067",21,41
"MLBS_068",21,23
"MLBS_069",21,39
"MLBS_070",21,41
"MLBS_071",21,23
"MLBS_072",21,39
"MLBS_073",23,41
"MLBS_074",23,41
"MLBS_075",39,41
"MLBS_076",23,39
