"plotID","aSubplotID","bSubplotID"
"BART_032",23,39
"BART_033",23,41
"BART_034",23,39
"BART_036",21,41
"BART_037",21,41
"BART_039",39,41
"BART_040",21,41
"BART_041",23,39
"BART_042",39,41
"BART_044",23,39
"BART_046",39,41
"BART_047",21,41
"BART_050",21,41
"BART_051",39,41
"BART_070",39,41
"BART_071",23,41
"BART_072",21,39
"BART_073",23,39
"BART_074",39,41
"BART_075",23,41
