"plotID","aSubplotID","bSubplotID"
"STEI_046",23,41
"STEI_047",21,23
"STEI_048",21,41
"STEI_049",39,41
"STEI_050",21,23
"STEI_051",21,41
"STEI_052",39,41
"STEI_053",23,39
"STEI_054",23,41
"STEI_055",39,41
"STEI_056",23,41
"STEI_057",21,41
"STEI_058",39,41
"STEI_059",21,23
"STEI_060",21,41
"STEI_061",39,41
"STEI_062",21,23
