"plotID","aSubplotID","bSubplotID"
"ABBY_061",21,39
"ABBY_062",39,41
"ABBY_063",21,39
"ABBY_064",21,23
"ABBY_065",23,41
"ABBY_067",21,39
"ABBY_068",21,39
"ABBY_069",21,41
"ABBY_070",21,39
"ABBY_073",23,39
"ABBY_074",21,23
"ABBY_075",21,39
"ABBY_076",21,23
