"plotID","aSubplotID","bSubplotID"
"SOAP_031",21,39
"SOAP_043",23,39
"SOAP_044",21,41
"SOAP_045",21,23
"SOAP_046",23,41
"SOAP_047",23,41
"SOAP_048",21,39
"SOAP_049",23,39
"SOAP_050",23,41
"SOAP_051",21,39
"SOAP_052",23,39
"SOAP_053",23,39
"SOAP_054",23,39
"SOAP_055",23,41
"SOAP_056",39,41
"SOAP_057",23,39
"SOAP_058",39,41
"SOAP_059",39,41
"SOAP_060",23,39
"SOAP_061",39,41
