"plotID","aSubplotID","bSubplotID"
"WREF_070",21,39
"WREF_071",21,23
"WREF_072",39,41
"WREF_073",23,39
"WREF_074",23,39
"WREF_075",21,23
"WREF_076",21,23
"WREF_077",21,39
"WREF_078",23,41
"WREF_079",21,41
"WREF_080",21,39
"WREF_081",23,41
"WREF_082",21,41
"WREF_083",21,23
"WREF_084",23,41
"WREF_085",39,41
"WREF_086",21,23
"WREF_087",23,39
"WREF_088",39,41
"WREF_089",21,41
