"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"30","D07","MLBS","MLBS_005","2018-06-15T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",320,"Y",44,47.5,10.7,"00136",9.3,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"31","D07","MLBS","MLBS_005","2018-06-15T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",320,"Y",103,48.3,8.8,"00137",7.8,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"32","D07","MLBS","MLBS_005","2018-06-15T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",80,"Y",1.7,18.8,18.2,"00138",12.3,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"33","D07","MLBS","MLBS_005","2018-06-15T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",80,"Y",4.7,14.1,14.5,"00139",7.1,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"34","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",0.2,12.8,NA,"00097",11.3,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"35","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",0.4,13.4,NA,"00090",8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"36","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",30,"Y",4.3,15.6,NA,"00086",10.7,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"37","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",30,"Y",9.4,14.8,NA,"00087",7.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"38","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",30,"Y",55.4,67.7,NA,"00088",16.7,"PIST","Pinus strobus L.","3 - Heartwood sound",">=10cm","3"
"39","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",30,"Y",69.1,35.5,NA,"00089",4.5,"PIST","Pinus strobus L.","5 - No structural integrity",">=10cm","5"
"40","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",1.1,11,NA,"00091",10,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"41","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",3.4,11.2,NA,"00092",6.2,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"42","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",8.8,14.7,NA,"00093",9.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"43","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",10.2,13.4,NA,"00094",14.3,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"44","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",13,14.5,NA,"00095",12.3,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"45","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",36.3,21.1,NA,"00096",11.9,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"46","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",2.6,11.9,NA,"00098",12.6,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"47","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",5.1,12.8,NA,"00099",3.8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"48","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",5.3,11.9,NA,"00100",8.7,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"49","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",11.3,19,NA,"00131",12.4,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"50","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",18.6,15,NA,"00132",9.2,"PIST","Pinus strobus L.","3 - Heartwood sound",">=10cm","3"
"51","D07","MLBS","MLBS_020","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",43.2,25.4,NA,"00133",18,"QURU","Quercus rubra L.","2 - Sound round",">=10cm","2"
"52","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",210,"Y",1,15.3,NA,"00085",1.4,"QUAL","Quercus alba L.","4 - Rotten throughout",">=10cm","4"
"53","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",2.2,16.3,NA,"00080",15.3,"PIST","Pinus strobus L.","3 - Heartwood sound",">=10cm","3"
"54","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",90,"Y",118.4,50.6,50.9,"00079",20.5,"PIST","Pinus strobus L.","2 - Sound round",">=10cm","2"
"55","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",6.1,8.7,8.2,"L01",3.7,"ACRU","Acer rubrum L.","3 - Heartwood sound","5-10cm","3"
"56","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",6.3,14.4,9.3,"00081",16.1,"PIST","Pinus strobus L.","4 - Rotten throughout",">=10cm","4"
"57","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",12.6,17.5,NA,"00082",2.8,"PIST","Pinus strobus L.","4 - Rotten throughout",">=10cm","4"
"58","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",16,22.1,21.4,"00083",12.8,"PIST","Pinus strobus L.","3 - Heartwood sound",">=10cm","3"
"59","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",63.5,23.7,NA,"00084",13.6,"PIST","Pinus strobus L.","4 - Rotten throughout",">=10cm","4"
"60","D07","MLBS","MLBS_007","2018-06-14T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",330,"Y",63.4,18,NA,"00084",13.6,"PIST","Pinus strobus L.","4 - Rotten throughout",">=10cm","4"
"61","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",47.7,25.4,25.1,"00070",17.2,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"62","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",270,"Y",54.8,35.4,NA,"00071",19.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"63","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",30,"Y",3.7,13,NA,"00072",5.9,"QUAL","Quercus alba L.","2 - Sound round",">=10cm","2"
"64","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",5.3,11.6,NA,"00073",17.6,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"65","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",5.5,10.4,NA,"00073",17.6,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"66","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",6.4,17.3,15.1,"00074",8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"67","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",23.9,31,NA,"00075",18.1,"QUAL","Quercus alba L.","2 - Sound round",">=10cm","2"
"68","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",28.6,22,19.2,"00076",16.2,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"69","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",30.2,20.1,NA,"00077",19.3,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"70","D07","MLBS","MLBS_019","2018-06-13T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",150,"Y",67.8,34.7,NA,"00078",22.5,"LITU","Liriodendron tulipifera L.","3 - Heartwood sound",">=10cm","3"
"71","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",11.9,29,23,"00122",7.9,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"72","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",13.9,21.5,NA,"00123",8.7,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"73","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",70,49.1,NA,"00124",15.9,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"74","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",340,"Y",0,12.9,NA,"00125",4.1,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"75","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",340,"Y",2.6,19,NA,"00126",6.4,"ACRU","Acer rubrum L.","3 - Heartwood sound",">=10cm","3"
"76","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",340,"Y",21.7,18.1,11.5,"00127",7.9,"ACRU","Acer rubrum L.","4 - Rotten throughout",">=10cm","4"
"77","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",340,"Y",39.7,25.7,14,"00128",5.2,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"78","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",220,"Y",15.9,55.5,NA,"00129",12.9,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"79","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",220,"Y",108,55,NA,"00129",12.9,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"80","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",11.1,12.9,NA,"00121",9.1,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"81","D07","MLBS","MLBS_003","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",18.3,20.5,NA,"00130",11.2,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"82","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",260,"Y",5.5,9.8,NA,"L01",2.2,"ACRU","Acer rubrum L.","4 - Rotten throughout","5-10cm","4"
"83","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",260,"Y",70.4,33.3,NA,"00116",4.5,"ACRU","Acer rubrum L.","3 - Heartwood sound",">=10cm","3"
"84","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",140,"Y",0.8,10.2,NA,"00117",5.4,"ACRU","Acer rubrum L.","3 - Heartwood sound",">=10cm","3"
"85","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",140,"Y",78.4,32,25.7,"00118",6.6,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"86","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",140,"Y",96.3,37.6,NA,"00119",10.2,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"87","D07","MLBS","MLBS_002","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",140,"Y",149.9,43.6,34.8,"00120",4.4,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"88","D07","MLBS","MLBS_009","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",200,"Y",0.6,79.7,21,"00113",2.5,"QURU","Quercus rubra L.","5 - No structural integrity",">=10cm","5"
"89","D07","MLBS","MLBS_009","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",320,"Y",2.8,8.1,7.2,"L01",2.6,"QURU","Quercus rubra L.","4 - Rotten throughout","5-10cm","4"
"90","D07","MLBS","MLBS_009","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",320,"Y",6,20.9,7.2,"00114",1,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"91","D07","MLBS","MLBS_009","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",80,"Y",0.8,4.4,NA,"L02",2.2,"QURU","Quercus rubra L.","3 - Heartwood sound","2-5cm","3"
"92","D07","MLBS","MLBS_009","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",80,"Y",28.95,19.2,18.2,"00115",4.8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"93","D07","MLBS","MLBS_071","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",250,"Y",23.9,29.3,NA,"00111",6.1,"PIEC2","Pinus echinata Mill.","4 - Rotten throughout",">=10cm","4"
"94","D07","MLBS","MLBS_071","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",250,"Y",46.3,25.9,NA,"00112",6.6,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"95","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",250,"Y",3.6,11.5,10.2,"00105",5.7,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"96","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",250,"Y",3.6,12.9,14,"00105",5.7,"QURU","Quercus rubra L.","4 - Rotten throughout",">=10cm","4"
"97","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",130,"Y",0.7,7.5,6.1,"L01",1.9,"QUAL","Quercus alba L.","3 - Heartwood sound","5-10cm","3"
"98","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",130,"Y",3.5,12,12.8,"00106",6.8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"99","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",130,"Y",4.8,13.7,NA,"00107",4.8,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"100","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",130,"Y",9.6,28.4,20,"00108",11.9,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"101","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",130,"Y",24,18.6,15,"00109",5.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"102","D07","MLBS","MLBS_068","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",10,"Y",21,19.6,NA,"00110",6.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"103","D07","MLBS","MLBS_063","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",220,"Y",3.3,18.3,NA,"00101",9.2,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"104","D07","MLBS","MLBS_063","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",340,"Y",35.5,22,13.9,"00102",3.7,"ACRU","Acer rubrum L.","3 - Heartwood sound",">=10cm","3"
"105","D07","MLBS","MLBS_063","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",44.4,27.3,5,"00103",8.5,"QURU","Quercus rubra L.","5 - No structural integrity",">=10cm","5"
"106","D07","MLBS","MLBS_063","2018-05-30T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",100,"Y",61.4,30.4,29.3,"00104",11.1,"QUAL","Quercus alba L.","3 - Heartwood sound",">=10cm","3"
"107","D07","MLBS","MLBS_008","2018-07-24T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",10,"Y",4.6,10.2,NA,"00150",6.6,"ROPS","Robinia pseudoacacia L.","3 - Heartwood sound",">=10cm","3"
"108","D07","MLBS","MLBS_008","2018-07-24T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",10,"Y",12.1,24.5,NA,"00151",3.9,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"109","D07","MLBS","MLBS_008","2018-07-24T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",10,"Y",14.4,24.1,NA,"00152",13.4,"QURU","Quercus rubra L.","3 - Heartwood sound",">=10cm","3"
"110","D07","MLBS","MLBS_008","2018-07-24T00:00:00.000Z",2018,"CDW.2018.MLBS","5","NEON.DOC.001711vD",10,"Y",14.9,26.5,NA,"00153",13.4,"BETUL","Betula sp.","3 - Heartwood sound",">=10cm","3"
