"","fulcrum_id","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"1","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,280,7,"LITU","","L01",2.4,23.5,"LITU","Y","5-10cm",""
"2","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,280,22,"ROPS","3 - Heartwood sound","183",12.8,18.3,"ROPS","Y",">=10cm","3"
"3","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,280,23,"ACRUR","4 - Rotten throughout","185",24.8,20.1,"ACRUR","Y",">=10cm","4"
"4","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,40,15,"LITU","4 - Rotten throughout","186",1.8,8.4,"LITU","Y",">=10cm","4"
"5","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,40,17.5,"JUNI","2 - Sound round","187",4.6,6,"JUNI","Y",">=10cm","2"
"6","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,21.5,"JUNI","3 - Heartwood sound","188",0.6,10.8,"JUNI","Y",">=10cm","3"
"7","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,20,"LITU","4 - Rotten throughout","189",20,5,"LITU","Y",">=10cm","4"
"8","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,34,"LITU","2 - Sound round","190",27.6,24.6,"LITU","Y",">=10cm","2"
"9","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,38,"LITU","2 - Sound round","191",29.4,29.6,"LITU","Y",">=10cm","2"
"10","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,31,"LITU","2 - Sound round","192",30.7,30.1,"LITU","Y",">=10cm","2"
"11","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,160,49,"LITU","2 - Sound round","193",30.3,29,"LITU","Y",">=10cm","2"
"12","0698b6e2-0fe2-42e6-bc67-937ae5e3a605","D07","GRSM","GRSM_058","2016-06-06",8,NA,280,20.5,"ACRUR","4 - Rotten throughout","184",23.7,8.3,"ACRUR","Y",">=10cm","4"
"13","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,40,12.5,"TSCA","3 - Heartwood sound","138",NA,6,"TSCA","Y",">=10cm","3"
"14","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,40,55.5,"PINUS","3 - Heartwood sound","139",NA,15.6,"PINUS","Y",">=10cm","3"
"15","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,280,25.5,"PINUS","4 - Rotten throughout","140",NA,1.9,"PINUS","Y",">=10cm","4"
"16","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,280,42,"PINUS","2 - Sound round","141",NA,18.2,"PINUS","Y",">=10cm","2"
"17","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,280,28.5,"PITA","4 - Rotten throughout","142",45,8.9,"PITA","Y",">=10cm","4"
"18","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,280,7,"VITIS","","L01",NA,1.9,"VITIS","Y","5-10cm",""
"19","091297bf-b634-4db8-9337-ab9afc27f096","D07","GRSM","GRSM_017","2016-06-02",8,NA,160,42,"PINUS","4 - Rotten throughout","284",91.3,18.7,"PINUS","Y",">=10cm","4"
"20","099db59b-0e42-4bee-85a3-ecae2285c4ae","D07","GRSM","GRSM_004","2016-06-01",8,NA,230,25,"PINUS","5 - No structural integrity","118",31.7,3.2,"PINUS","Y",">=10cm","5"
"21","099db59b-0e42-4bee-85a3-ecae2285c4ae","D07","GRSM","GRSM_004","2016-06-01",8,NA,350,11.5,"CACA18","4 - Rotten throughout","117",5.3,1,"CACA18","Y",">=10cm","4"
"22","099db59b-0e42-4bee-85a3-ecae2285c4ae","D07","GRSM","GRSM_004","2016-06-01",8,NA,350,25,"2PLANT-H","5 - No structural integrity","119",12.5,2.6,"2PLANT-H","Y",">=10cm","5"
"23","099db59b-0e42-4bee-85a3-ecae2285c4ae","D07","GRSM","GRSM_004","2016-06-01",8,NA,110,11.5,"CACA18","4 - Rotten throughout","121",2,1.8,"CACA18","Y",">=10cm","4"
