"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"ORNL","PINUS","4",">=10cm",11.58,11.58,10,10
"ORNL","QUMO4","3",">=10cm",8.95,20.53,10,20
"ORNL","PINUS","5",">=10cm",7.89,28.42,10,30
"ORNL","QUERC","4",">=10cm",7.11,35.53,10,40
"ORNL","QUERC","3",">=10cm",4.21,39.74,10,50
"ORNL","QURU","3",">=10cm",3.68,43.42,10,60
"ORNL","PINUS","3",">=10cm",3.42,46.84,10,70
"ORNL","PIEC2","4",">=10cm",3.16,50,10,80
"ORNL","QUAL","3",">=10cm",2.63,52.63,10,90
"ORNL","JUVI","4",">=10cm",2.63,55.26,10,100
"ORNL","QUMO4","1",">=10cm",2.11,57.37,10,110
"ORNL","ACRU","3",">=10cm",1.84,59.21,10,120
"ORNL","QUMO4","2",">=10cm",1.58,60.79,10,130
"ORNL","LITU","3",">=10cm",1.32,62.11,10,140
"ORNL","QUVE","3",">=10cm",1.32,63.43,10,150
"ORNL","JUVI","5",">=10cm",1.32,64.75,10,160
"ORNL","PIEC2","5",">=10cm",1.32,66.07,10,170
"ORNL","QUAL","1",">=10cm",1.05,67.12,10,180
"ORNL","JUVI","3",">=10cm",1.05,68.17,10,190
"ORNL","NYSY","3",">=10cm",1.05,69.22,10,200
"ORNL","PIEC2","3",">=10cm",1.05,70.27,10,210
"ORNL","2PLANT-H","4",">=10cm",1.05,71.32,10,220
"ORNL","QUCO2","2",">=10cm",0.79,72.11,10,230
"ORNL","LITU","4",">=10cm",0.79,72.9,10,240
"ORNL","QUMO4","4",">=10cm",0.79,73.69,10,250
"ORNL","QURU","4",">=10cm",0.79,74.48,10,260
"ORNL","2PLANT-H","5",">=10cm",0.79,75.27,10,270
"ORNL","QUERC","5",">=10cm",0.79,76.06,10,280
"ORNL","COFL2",NA,"5-10cm",0.79,76.85,5,285
"ORNL","QUMO4",NA,"5-10cm",0.79,77.64,5,290
"ORNL","QURU","1",">=10cm",0.53,78.17,10,300
"ORNL","CATO6","2",">=10cm",0.53,78.7,10,310
"ORNL","PIVI2","2",">=10cm",0.53,79.23,10,320
"ORNL","QUAL","2",">=10cm",0.53,79.76,10,330
"ORNL","QURU","2",">=10cm",0.53,80.29,10,340
"ORNL","CARYA","3",">=10cm",0.53,80.82,10,350
"ORNL","OXAR","3",">=10cm",0.53,81.35,10,360
"ORNL","PIVI2","3",">=10cm",0.53,81.88,10,370
"ORNL","QUFA","3",">=10cm",0.53,82.41,10,380
"ORNL","2PLANT-S","4",">=10cm",0.53,82.94,10,390
"ORNL","ACRU","4",">=10cm",0.53,83.47,10,400
"ORNL","FAGR","4",">=10cm",0.53,84,10,410
"ORNL","PIVI2","4",">=10cm",0.53,84.53,10,420
"ORNL","QUAL","4",">=10cm",0.53,85.06,10,430
"ORNL","2PLANT-S","5",">=10cm",0.53,85.59,10,440
"ORNL","LITU","5",">=10cm",0.53,86.12,10,450
"ORNL","ACRU","2","5-10cm",0.53,86.65,5,455
"ORNL","PINUS","3","5-10cm",0.53,87.18,5,460
"ORNL","PITA","3","5-10cm",0.53,87.71,5,465
"ORNL","QUERC","3","5-10cm",0.53,88.24,5,470
"ORNL","ACRU",NA,"5-10cm",0.53,88.77,5,475
"ORNL","QURU",NA,"5-10cm",0.53,89.3,5,480
"ORNL","ACRU","2",">=10cm",0.26,89.56,10,490
"ORNL","ACSA3","2",">=10cm",0.26,89.82,10,500
"ORNL","CARYA","2",">=10cm",0.26,90.08,10,510
"ORNL","FAGR","2",">=10cm",0.26,90.34,10,520
"ORNL","FRPE","2",">=10cm",0.26,90.6,10,530
"ORNL","JUVI","2",">=10cm",0.26,90.86,10,540
"ORNL","LITU","2",">=10cm",0.26,91.12,10,550
"ORNL","OXAR","2",">=10cm",0.26,91.38,10,560
"ORNL","QUERC","2",">=10cm",0.26,91.64,10,570
"ORNL","QURUR","2",">=10cm",0.26,91.9,10,580
"ORNL","QUVE","2",">=10cm",0.26,92.16,10,590
"ORNL","SAAL5","2",">=10cm",0.26,92.42,10,600
"ORNL","ACER","3",">=10cm",0.26,92.68,10,610
"ORNL","ACRUR","3",">=10cm",0.26,92.94,10,620
"ORNL","ACSA3","3",">=10cm",0.26,93.2,10,630
"ORNL","CATO6","3",">=10cm",0.26,93.46,10,640
"ORNL","PIST","3",">=10cm",0.26,93.72,10,650
"ORNL","QUCO2","3",">=10cm",0.26,93.98,10,660
"ORNL","CARYA","4",">=10cm",0.26,94.24,10,670
"ORNL","JUVIV","4",">=10cm",0.26,94.5,10,680
"ORNL","OXAR","4",">=10cm",0.26,94.76,10,690
"ORNL","QUFA","4",">=10cm",0.26,95.02,10,700
"ORNL","QUMO4","5",">=10cm",0.26,95.28,10,710
"ORNL","2PLANT-H","2","2-5cm",0.26,95.54,5,715
"ORNL","PINUS","2","2-5cm",0.26,95.8,5,720
"ORNL","PITA","2","2-5cm",0.26,96.06,5,725
"ORNL","QUERC","3","2-5cm",0.26,96.32,5,730
"ORNL","2PLANT-H",NA,"2-5cm",0.26,96.58,5,735
"ORNL","ACSA3",NA,"2-5cm",0.26,96.84,5,740
"ORNL","JUVI",NA,"2-5cm",0.26,97.1,5,745
"ORNL","QUERC","1","5-10cm",0.26,97.36,5,750
"ORNL","PITA","2","5-10cm",0.26,97.62,5,755
"ORNL","ACRU","3","5-10cm",0.26,97.88,5,760
"ORNL","OXAR","3","5-10cm",0.26,98.14,5,765
"ORNL","QUAL","3","5-10cm",0.26,98.4,5,770
"ORNL","PIST","4","5-10cm",0.26,98.66,5,775
"ORNL","2PLANT-H","5","5-10cm",0.26,98.92,5,780
"ORNL","ACSA3",NA,"5-10cm",0.26,99.18,5,785
"ORNL","CECA4",NA,"5-10cm",0.26,99.44,5,790
"ORNL","OXAR",NA,"5-10cm",0.26,99.7,5,795
"ORNL","SAAL5",NA,"5-10cm",0.26,99.96,5,800
