"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"1","D02","BLAN","BLAN_045","2016-04-05T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","D02","BLAN","BLAN_047","2016-03-15T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",50,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","D02","BLAN","BLAN_047","2016-03-15T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",170,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","D02","BLAN","BLAN_047","2016-03-15T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",290,"Y",148.9,50,42.5,"390",24.1,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"5","D02","BLAN","BLAN_047","2016-03-15T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",290,"Y",151.4,42,38.5,"389",15.2,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"6","D02","BLAN","BLAN_054","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","D02","BLAN","BLAN_054","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","D02","BLAN","BLAN_054","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","D02","BLAN","BLAN_060","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","D02","BLAN","BLAN_060","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","D02","BLAN","BLAN_060","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","D02","BLAN","BLAN_044","2016-03-14T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",190,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","D02","BLAN","BLAN_044","2016-03-14T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",70,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","D02","BLAN","BLAN_031","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",30,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","D02","BLAN","BLAN_031","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",150,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","D02","BLAN","BLAN_031","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",270,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","D02","BLAN","BLAN_037","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","D02","BLAN","BLAN_037","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","D02","BLAN","BLAN_037","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","D02","BLAN","BLAN_038","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",270,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","D02","BLAN","BLAN_038","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",30,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","D02","BLAN","BLAN_038","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",150,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","D02","BLAN","BLAN_039","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","D02","BLAN","BLAN_039","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","D02","BLAN","BLAN_039","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","D02","BLAN","BLAN_040","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","D02","BLAN","BLAN_040","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","D02","BLAN","BLAN_040","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","D02","BLAN","BLAN_043","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",20,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","D02","BLAN","BLAN_043","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",140,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","D02","BLAN","BLAN_043","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",260,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","D02","BLAN","BLAN_049","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",10,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","D02","BLAN","BLAN_049","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","D02","BLAN","BLAN_049","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",250,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","D02","BLAN","BLAN_051","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",260,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","D02","BLAN","BLAN_051","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",20,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","D02","BLAN","BLAN_051","2016-03-01T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",140,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","D02","BLAN","BLAN_052","2016-03-14T00:00:00.000Z",NA,NA,"5","NEON.DOC.001711vB",130,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
