"","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"152","D02","SCBI","SCBI_062","2017-04-12T00:00:00.000Z","8",NA,340,7.9,"2PLANT-H","3 - Heartwood sound","L02",0,2.3,"2PLANT-H","Y","5-10cm","3"
"153","D02","SCBI","SCBI_062","2017-04-12T00:00:00.000Z","8",NA,340,17.2,"2PLANT-H","3 - Heartwood sound","95",0.9,6.3,"2PLANT-H","Y",">=10cm","3"
"154","D02","SCBI","SCBI_062","2017-04-13T00:00:00.000Z","8",NA,220,10.6,"CECAC","2 - Sound round","754",1.7,2.2,"CECAC","Y",">=10cm","2"
"155","D02","SCBI","SCBI_062","2017-04-13T00:00:00.000Z","8",NA,220,13.7,"2PLANT-H","3 - Heartwood sound","123",28.6,11.4,"2PLANT-H","Y",">=10cm","3"
"156","D02","SCBI","SCBI_062","2017-04-13T00:00:00.000Z","8",NA,220,23.6,"2PLANT-H","3 - Heartwood sound","123",28.6,11.4,"2PLANT-H","Y",">=10cm","3"
"157","D02","SCBI","SCBI_062","2017-04-13T00:00:00.000Z","8",NA,220,36.4,"2PLANT-H","3 - Heartwood sound","124",59.7,11.4,"2PLANT-H","Y",">=10cm","3"
"158","D02","SCBI","SCBI_007","2017-04-26T00:00:00.000Z","8",NA,230,21.9,"2PLANT-H","3 - Heartwood sound","22",5,10.7,"2PLANT-H","Y",">=10cm","3"
"159","D02","SCBI","SCBI_007","2017-04-26T00:00:00.000Z","8",NA,230,29.2,"2PLANT-H","3 - Heartwood sound","731",19.3,14.4,"2PLANT-H","Y",">=10cm","3"
"160","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,11.9,"2PLANT-H","3 - Heartwood sound","21",1.2,2,"2PLANT-H","Y",">=10cm","3"
"161","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,8.5,"FRAM2","3 - Heartwood sound","L02",2.2,5.8,"FRAM2","Y","5-10cm","3"
"162","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,25.5,"QURUR","3 - Heartwood sound","20",21.8,23.5,"QURUR","Y",">=10cm","3"
"163","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,39.1,"QURUR","3 - Heartwood sound","19",78.2,22.8,"QURUR","Y",">=10cm","3"
"164","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,30.2,"QURUR","3 - Heartwood sound","19",78.2,22.8,"QURUR","Y",">=10cm","3"
"165","D02","SCBI","SCBI_007","2017-04-27T00:00:00.000Z","8",NA,350,30.9,"QURUR","3 - Heartwood sound","19",78.2,22.8,"QURUR","Y",">=10cm","3"
"166","D02","SCBI","SCBI_012","2017-05-09T00:00:00.000Z","8",NA,30,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"167","D02","SCBI","SCBI_012","2017-05-09T00:00:00.000Z","8",NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"168","D02","SCBI","SCBI_012","2017-05-09T00:00:00.000Z","8",NA,150,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"169","D02","SCBI","SCBI_034","2017-05-09T00:00:00.000Z","8",NA,120,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"170","D02","SCBI","SCBI_034","2017-05-09T00:00:00.000Z","8",NA,0,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"171","D02","SCBI","SCBI_033","2017-05-04T00:00:00.000Z","8",NA,10,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"172","D02","SCBI","SCBI_033","2017-05-04T00:00:00.000Z","8",NA,130,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"173","D02","SCBI","SCBI_033","2017-05-04T00:00:00.000Z","8",NA,250,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"174","D02","SCBI","SCBI_035","2017-05-10T00:00:00.000Z","8",NA,320,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"175","D02","SCBI","SCBI_035","2017-05-10T00:00:00.000Z","8",NA,80,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"176","D02","SCBI","SCBI_035","2017-05-10T00:00:00.000Z","8",NA,200,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"177","D02","SCBI","SCBI_006","2017-05-10T00:00:00.000Z","8",NA,220,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"178","D02","SCBI","SCBI_006","2017-05-10T00:00:00.000Z","8",NA,340,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"179","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,14.5,"2PLANT-H","4 - Rotten throughout","47",9.7,7.2,"2PLANT-H","Y",">=10cm","4"
"180","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,69.5,"LITU","3 - Heartwood sound","348",97.8,8.9,"LITU","Y",">=10cm","3"
"181","D02","SCBI","SCBI_038","2017-05-10T00:00:00.000Z","8",NA,40,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"182","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,10,"SAAL5","2 - Sound round","85",3.3,3,"SAAL5","Y",">=10cm","2"
"183","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,12.5,"2PLANT-H","3 - Heartwood sound","86",3.7,8.7,"2PLANT-H","Y",">=10cm","3"
"184","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,17.2,"2PLANT-H","4 - Rotten throughout","84",5.7,1.5,"2PLANT-H","Y",">=10cm","4"
"185","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,29,"PIVI2","2 - Sound round","774",8.1,19.5,"PIVI2","Y",">=10cm","2"
"186","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,23.3,"2PLANT-H","3 - Heartwood sound","82",12.2,13.4,"2PLANT-H","Y",">=10cm","3"
"187","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,26.6,"LITU","3 - Heartwood sound","81",12.2,10.1,"LITU","Y",">=10cm","3"
"188","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,38.5,"JUNI","2 - Sound round","80",38.2,22.8,"JUNI","Y",">=10cm","2"
"189","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,37,"JUNI","2 - Sound round","773",47,18,"JUNI","Y",">=10cm","2"
"190","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,33.1,"CATO6","3 - Heartwood sound","79",80.4,17.2,"CATO6","Y",">=10cm","3"
"191","D02","SCBI","SCBI_048","2017-03-08T00:00:00.000Z","8",NA,110,24,"CATO6","3 - Heartwood sound","79",80.4,17.2,"CATO6","Y",">=10cm","3"
"192","D02","SCBI","SCBI_067","2017-03-22T00:00:00.000Z","8",NA,80,16.6,"2PLANT-H","4 - Rotten throughout","148",0,3,"2PLANT-H","Y",">=10cm","4"
"193","D02","SCBI","SCBI_067","2017-03-22T00:00:00.000Z","8",NA,80,5.5,"2PLANT-H","3 - Heartwood sound","L01",0.5,1.8,"2PLANT-H","Y","5-10cm","3"
"194","D02","SCBI","SCBI_067","2017-03-22T00:00:00.000Z","8",NA,80,8.1,"LITU","3 - Heartwood sound","L02",1.5,1.2,"LITU","Y","5-10cm","3"
"195","D02","SCBI","SCBI_067","2017-03-22T00:00:00.000Z","8",NA,80,25.5,"JUNI","3 - Heartwood sound","771",18.5,7.7,"JUNI","Y",">=10cm","3"
"196","D02","SCBI","SCBI_067","2017-03-22T00:00:00.000Z","8",NA,80,32.9,"JUNI","3 - Heartwood sound","149",26.9,11.9,"JUNI","Y",">=10cm","3"
"197","D02","SCBI","SCBI_053","2017-04-05T00:00:00.000Z","8",NA,0,8.6,"COFL2","3 - Heartwood sound","L01",0,4,"COFL2","Y","5-10cm","3"
"198","D02","SCBI","SCBI_053","2017-04-05T00:00:00.000Z","8",NA,0,3.9,"COFL2","3 - Heartwood sound","L02",0,1.5,"COFL2","Y","2-5cm","3"
"199","D02","SCBI","SCBI_053","2017-04-05T00:00:00.000Z","8",NA,0,59.4,"JUNI","2 - Sound round","349",137.3,20.3,"JUNI","Y",">=10cm","2"
"200","D02","SCBI","SCBI_053","2017-04-04T00:00:00.000Z","8",NA,240,22.2,"2PLANT-H","3 - Heartwood sound","350",15.9,8.6,"2PLANT-H","Y",">=10cm","3"
"201","D02","SCBI","SCBI_053","2017-04-04T00:00:00.000Z","8",NA,120,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"202","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,37.3,"QURUR","3 - Heartwood sound","48",3,17.4,"QURUR","Y",">=10cm","3"
"203","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,19.5,"JUNI","2 - Sound round","347",165.1,27.5,"JUNI","Y",">=10cm","2"
"204","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,22.7,"JUNI","2 - Sound round","347",165.1,27.5,"JUNI","Y",">=10cm","2"
"205","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,24.1,"JUNI","2 - Sound round","347",165.1,27.5,"JUNI","Y",">=10cm","2"
"206","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,30.6,"JUNI","2 - Sound round","347",165.1,27.5,"JUNI","Y",">=10cm","2"
"207","D02","SCBI","SCBI_057","2017-04-05T00:00:00.000Z","8",NA,30,26.3,"JUNI","2 - Sound round","347",165.1,27.5,"JUNI","Y",">=10cm","2"
"208","D02","SCBI","SCBI_057","2017-04-07T00:00:00.000Z","8",NA,150,3.7,"2PLANT-H","3 - Heartwood sound","L01",0,1.2,"2PLANT-H","Y","2-5cm","3"
"209","D02","SCBI","SCBI_057","2017-04-07T00:00:00.000Z","8",NA,150,28.5,"2PLANT-H","3 - Heartwood sound","55",18.2,13.4,"2PLANT-H","Y",">=10cm","3"
"210","D02","SCBI","SCBI_057","2017-04-07T00:00:00.000Z","8",NA,150,30,"2PLANT-H","3 - Heartwood sound","54",32.6,15,"2PLANT-H","Y",">=10cm","3"
"211","D02","SCBI","SCBI_064","2017-04-07T00:00:00.000Z","8",NA,60,9.3,"2PLANT-H","3 - Heartwood sound","L01",1.2,4.2,"2PLANT-H","Y","5-10cm","3"
"212","D02","SCBI","SCBI_064","2017-04-07T00:00:00.000Z","8",NA,60,10.9,"2PLANT-H","3 - Heartwood sound","346",3.8,5.5,"2PLANT-H","Y",">=10cm","3"
"213","D02","SCBI","SCBI_064","2017-04-10T00:00:00.000Z","8",NA,300,17.3,"2PLANT-H","3 - Heartwood sound","137",0.1,13.3,"2PLANT-H","Y",">=10cm","3"
"214","D02","SCBI","SCBI_064","2017-04-10T00:00:00.000Z","8",NA,300,25,"ROPS","2 - Sound round","345",0.8,2.6,"ROPS","Y",">=10cm","2"
"215","D02","SCBI","SCBI_064","2017-04-10T00:00:00.000Z","8",NA,300,17.8,"2PLANT-H","4 - Rotten throughout","139",5.6,3.7,"2PLANT-H","Y",">=10cm","4"
"216","D02","SCBI","SCBI_064","2017-04-10T00:00:00.000Z","8",NA,300,41.3,"2PLANT-H","3 - Heartwood sound","140",72.3,14,"2PLANT-H","Y",">=10cm","3"
"217","D02","SCBI","SCBI_064","2017-04-10T00:00:00.000Z","8",NA,300,41.8,"FRAM2","3 - Heartwood sound","91",82.5,10.2,"FRAM2","Y",">=10cm","3"
"218","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,120,26.5,"2PLANT-H","4 - Rotten throughout","11",27.7,4.1,"2PLANT-H","Y",">=10cm","4"
"219","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,120,36.5,"QURUR","3 - Heartwood sound","10",35.5,999,"QURUR","Y",">=10cm","3"
"220","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,120,39,"2PLANT-H","4 - Rotten throughout","900",62.6,6.2,"2PLANT-H","Y",">=10cm","4"
"221","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,10.5,"ROPS","2 - Sound round","899",8.6,7.1,"ROPS","Y",">=10cm","2"
"222","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,11.5,"ROPS","2 - Sound round","899",8.6,7.1,"ROPS","Y",">=10cm","2"
"223","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,12,"ROPS","2 - Sound round","899",8.6,7.1,"ROPS","Y",">=10cm","2"
"224","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,26,"2PLANT-H","3 - Heartwood sound","9",9.3,13.6,"2PLANT-H","Y",">=10cm","3"
"225","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,51,"LITU","4 - Rotten throughout","8",70,26.8,"LITU","Y",">=10cm","4"
"226","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,0,51,"LITU","4 - Rotten throughout","7",75.2,22.6,"LITU","Y",">=10cm","4"
"227","D02","SCBI","SCBI_018","2017-05-03T00:00:00.000Z","8",NA,280,63,"LITU","1 - Fresh fallen","898",40.1,31.2,"LITU","Y",">=10cm","1"
"228","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,20.8,"2PLANT-H","3 - Heartwood sound","174",10.8,3.8,"2PLANT-H","Y",">=10cm","3"
"229","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,22.3,"2PLANT-H","3 - Heartwood sound","742",20.9,10.5,"2PLANT-H","Y",">=10cm","3"
"230","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,44.1,"2PLANT-H","3 - Heartwood sound","180",57.4,17.2,"2PLANT-H","Y",">=10cm","3"
"231","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,43.5,"2PLANT-H","4 - Rotten throughout","741",32,10.1,"2PLANT-H","Y",">=10cm","4"
"232","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,35.4,"2PLANT-H","3 - Heartwood sound","740",37.8,19.3,"2PLANT-H","Y",">=10cm","3"
"233","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,65.4,"2PLANT-H","3 - Heartwood sound","177",38.5,16,"2PLANT-H","Y",">=10cm","3"
"234","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,42.1,"2PLANT-H","3 - Heartwood sound","178",42.1,17.2,"2PLANT-H","Y",">=10cm","3"
"235","D02","SCBI","SCBI_003","2017-04-18T00:00:00.000Z","8",NA,190,37.2,"2PLANT-H","3 - Heartwood sound","179",51,14.8,"2PLANT-H","Y",">=10cm","3"
"236","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,350,20.7,"2PLANT-H","3 - Heartwood sound","27",7.2,4.2,"2PLANT-H","Y",">=10cm","3"
"237","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,350,20.7,"2PLANT-H","4 - Rotten throughout","25",10.1,4.7,"2PLANT-H","Y",">=10cm","4"
"238","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,350,37.4,"ROPS","3 - Heartwood sound","734",13.6,15.4,"ROPS","Y",">=10cm","3"
"239","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,350,52.7,"FRAM2","2 - Sound round","733",15.1,23.8,"FRAM2","Y",">=10cm","2"
"240","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,7.9,"2PLANT-H","3 - Heartwood sound","L02",0.1,3.2,"2PLANT-H","Y","5-10cm","3"
"241","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,6.2,"ACNEN","2 - Sound round","L03",0.2,5.5,"ACNEN","Y","5-10cm","2"
"242","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,6.4,"ACNEN","2 - Sound round","L04",0.4,1.7,"ACNEN","Y","5-10cm","2"
"243","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,6,"ACNEN","2 - Sound round","L05",1.5,6.8,"ACNEN","Y","5-10cm","2"
"244","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,23.2,"2PLANT-H","3 - Heartwood sound","732",2,18.3,"2PLANT-H","Y",">=10cm","3"
"245","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,26.3,"2PLANT-H","3 - Heartwood sound","26",36.3,7,"2PLANT-H","Y",">=10cm","3"
"246","D02","SCBI","SCBI_010","2017-04-20T00:00:00.000Z","8",NA,230,41.9,"QURUR","4 - Rotten throughout","24",53.2,15.9,"QURUR","Y",">=10cm","4"
"247","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,30,50.1,"LITU","2 - Sound round","156",23.7,26.5,"LITU","Y",">=10cm","2"
"248","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,30,34.3,"FRAM2","3 - Heartwood sound","157",28.5,7.1,"FRAM2","Y",">=10cm","3"
"249","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,30,62.5,"FRAM2","3 - Heartwood sound","158",29.2,17.7,"FRAM2","Y",">=10cm","3"
"250","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,30,44.1,"FRAM2","3 - Heartwood sound","159",33.9,8.7,"FRAM2","Y",">=10cm","3"
"251","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,150,9.7,"2PLANT-H","4 - Rotten throughout","L01",0.9,3.3,"2PLANT-H","Y","5-10cm","4"
"252","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,150,11,"ACRU","2 - Sound round","722",1.9,1.5,"ACRU","Y",">=10cm","2"
"253","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,150,10,"LITU","2 - Sound round","723",2.3,6.4,"LITU","Y",">=10cm","2"
"254","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,150,38.1,"2PLANT-H","4 - Rotten throughout","162",10.8,16,"2PLANT-H","Y",">=10cm","4"
"255","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,270,34.1,"CAGL8","3 - Heartwood sound","160",4,20.7,"CAGL8","Y",">=10cm","3"
"256","D02","SCBI","SCBI_015","2017-05-09T00:00:00.000Z","8",NA,270,40.1,"2PLANT-H","4 - Rotten throughout","161",12.3,14,"2PLANT-H","Y",">=10cm","4"
"257","D02","SCBI","SCBI_048","2017-03-22T00:00:00.000Z","8",NA,350,13.3,"SAAL5","3 - Heartwood sound","90",2.6,6.8,"SAAL5","Y",">=10cm","3"
"258","D02","SCBI","SCBI_048","2017-03-22T00:00:00.000Z","8",NA,350,11.8,"SAAL5","2 - Sound round","89",3.6,13.2,"SAAL5","Y",">=10cm","2"
"259","D02","SCBI","SCBI_048","2017-03-22T00:00:00.000Z","8",NA,350,14.1,"SAAL5","3 - Heartwood sound","88",6.8,5.1,"SAAL5","Y",">=10cm","3"
"260","D02","SCBI","SCBI_067","2017-03-28T00:00:00.000Z","8",NA,320,13.5,"LITU","2 - Sound round","769",9.4,22.5,"LITU","Y",">=10cm","2"
"261","D02","SCBI","SCBI_067","2017-03-28T00:00:00.000Z","8",NA,320,18.5,"LITU","2 - Sound round","769",9.4,22.5,"LITU","Y",">=10cm","2"
"262","D02","SCBI","SCBI_067","2017-03-28T00:00:00.000Z","8",NA,320,30.4,"LITU","2 - Sound round","769",9.4,22.5,"LITU","Y",">=10cm","2"
"263","D02","SCBI","SCBI_067","2017-03-28T00:00:00.000Z","8",NA,320,60.2,"JUNI","2 - Sound round","143",92.3,18.8,"JUNI","Y",">=10cm","2"
"264","D02","SCBI","SCBI_056","2017-04-04T00:00:00.000Z","8",NA,150,26.9,"2PLANT-H","3 - Heartwood sound","65",23,17.3,"2PLANT-H","Y",">=10cm","3"
"265","D02","SCBI","SCBI_056","2017-04-04T00:00:00.000Z","8",NA,150,32.3,"ROPS","3 - Heartwood sound","64",25.4,16.1,"ROPS","Y",">=10cm","3"
"266","D02","SCBI","SCBI_056","2017-04-04T00:00:00.000Z","8",NA,30,23.5,"2PLANT-H","3 - Heartwood sound","68",1.6,5.4,"2PLANT-H","Y",">=10cm","3"
"267","D02","SCBI","SCBI_056","2017-04-04T00:00:00.000Z","8",NA,30,24.8,"2PLANT-H","4 - Rotten throughout","67",2.2,14,"2PLANT-H","Y",">=10cm","4"
"268","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,23.9,"FRAM2","2 - Sound round","118",8.2,6.8,"FRAM2","Y",">=10cm","2"
"269","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,15.5,"2PLANT-H","3 - Heartwood sound","764",1,1.9,"2PLANT-H","Y",">=10cm","3"
"270","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,25.4,"2PLANT-H","4 - Rotten throughout","116",6.8,3.3,"2PLANT-H","Y",">=10cm","4"
"271","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,28.3,"FRAM2","3 - Heartwood sound","117",7.4,2.4,"FRAM2","Y",">=10cm","3"
"272","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,27.2,"2PLANT-H","4 - Rotten throughout","120",11.4,6.8,"2PLANT-H","Y",">=10cm","4"
"273","D02","SCBI","SCBI_051","2017-04-05T00:00:00.000Z","8",NA,230,49,"JUNI","3 - Heartwood sound","121",97.6,22,"JUNI","Y",">=10cm","3"
"274","D02","SCBI","SCBI_058","2017-04-07T00:00:00.000Z","8",NA,220,16,"SAAL5","3 - Heartwood sound","290",5.5,5.7,"SAAL5","Y",">=10cm","3"
"275","D02","SCBI","SCBI_058","2017-04-07T00:00:00.000Z","8",NA,340,12.3,"SAAL5","3 - Heartwood sound","763",4,2.9,"SAAL5","Y",">=10cm","3"
"276","D02","SCBI","SCBI_058","2017-04-07T00:00:00.000Z","8",NA,340,16.7,"SAAL5","3 - Heartwood sound","291",7.5,5.1,"SAAL5","Y",">=10cm","3"
"277","D02","SCBI","SCBI_058","2017-04-07T00:00:00.000Z","8",NA,100,12.9,"ROPS","3 - Heartwood sound","293",8.3,14.1,"ROPS","Y",">=10cm","3"
"278","D02","SCBI","SCBI_058","2017-04-07T00:00:00.000Z","8",NA,100,41.1,"ROPS","3 - Heartwood sound","292",49.5,2.2,"ROPS","Y",">=10cm","3"
"279","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,270,12.9,"ULMUS","3 - Heartwood sound","330",2.3,1.9,"ULMUS","Y",">=10cm","3"
"280","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,270,29.4,"2PLANT-H","4 - Rotten throughout","285",42.4,6.9,"2PLANT-H","Y",">=10cm","4"
"281","D02","SCBI","SCBI_046","2017-04-13T00:00:00.000Z","8",NA,210,12.2,"2PLANT-H","3 - Heartwood sound","107",1.3,5.7,"2PLANT-H","Y",">=10cm","3"
"282","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,150,11.9,"2PLANT-H","4 - Rotten throughout","329",0,3.7,"2PLANT-H","Y",">=10cm","4"
"283","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,150,27,"FRAM2","2 - Sound round","328",10.5,4.1,"FRAM2","Y",">=10cm","2"
"284","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,150,14.8,"2PLANT-H","3 - Heartwood sound","327",9.9,12,"2PLANT-H","Y",">=10cm","3"
"285","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,150,16.3,"2PLANT-H","3 - Heartwood sound","327",9.9,12,"2PLANT-H","Y",">=10cm","3"
"286","D02","SCBI","SCBI_005","2017-04-20T00:00:00.000Z","8",NA,150,29.1,"FRAM2","2 - Sound round","326",11.9,2.1,"FRAM2","Y",">=10cm","2"
"287","D02","SCBI","SCBI_064","2017-04-11T00:00:00.000Z","8",NA,180,18.7,"2PLANT-H","3 - Heartwood sound","137",0,13.6,"2PLANT-H","Y",">=10cm","3"
"288","D02","SCBI","SCBI_064","2017-04-11T00:00:00.000Z","8",NA,180,20,"2PLANT-H","3 - Heartwood sound","138",6.6,15.5,"2PLANT-H","Y",">=10cm","3"
"289","D02","SCBI","SCBI_064","2017-04-11T00:00:00.000Z","8",NA,180,26.2,"ROPS","3 - Heartwood sound","759",16.7,16.6,"ROPS","Y",">=10cm","3"
"290","D02","SCBI","SCBI_054","2017-04-12T00:00:00.000Z","8",NA,110,33.3,"ROPS","2 - Sound round","342",50.8,16.5,"ROPS","Y",">=10cm","2"
"291","D02","SCBI","SCBI_049","2017-04-13T00:00:00.000Z","8",NA,280,28,"LITU","2 - Sound round","337",21.9,10.1,"LITU","Y",">=10cm","2"
"292","D02","SCBI","SCBI_054","2017-04-12T00:00:00.000Z","8",NA,350,6,"2PLANT-H","3 - Heartwood sound","L01",1.5,2,"2PLANT-H","Y","5-10cm","3"
"293","D02","SCBI","SCBI_054","2017-04-12T00:00:00.000Z","8",NA,350,12.2,"2PLANT-H","3 - Heartwood sound","152",6.1,10.4,"2PLANT-H","Y",">=10cm","3"
"294","D02","SCBI","SCBI_046","2017-04-13T00:00:00.000Z","8",NA,330,23.6,"JUNI","3 - Heartwood sound","130",20.1,1.2,"JUNI","Y",">=10cm","3"
"295","D02","SCBI","SCBI_046","2017-04-13T00:00:00.000Z","8",NA,330,26.2,"ROPS","3 - Heartwood sound","104",21.3,7.2,"ROPS","Y",">=10cm","3"
"296","D02","SCBI","SCBI_046","2017-04-13T00:00:00.000Z","8",NA,90,16.8,"2PLANT-H","3 - Heartwood sound","102",8.1,14.2,"2PLANT-H","Y",">=10cm","3"
"297","D02","SCBI","SCBI_046","2017-04-13T00:00:00.000Z","8",NA,90,15.8,"ULMUS","3 - Heartwood sound","101",6.5,3.6,"ULMUS","Y",">=10cm","3"
"298","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,140,21.5,"QURUR","4 - Rotten throughout","93",4.3,3.1,"QURUR","Y",">=10cm","4"
"299","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,140,32.4,"QURUR","3 - Heartwood sound","92",35.9,21.7,"QURUR","Y",">=10cm","3"
"300","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,140,38.1,"FRAM2","3 - Heartwood sound","91",61.4,10,"FRAM2","Y",">=10cm","3"
"301","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,17,"2PLANT-H","3 - Heartwood sound","125",4.6,10.5,"2PLANT-H","Y",">=10cm","3"
"302","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,18,"2PLANT-H","4 - Rotten throughout","126",4.6,9.2,"2PLANT-H","Y",">=10cm","4"
"303","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,54.6,"QUAL","2 - Sound round","127",21,25.5,"QUAL","Y",">=10cm","2"
"304","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,28,"QUAL","2 - Sound round","340",33.5,17.7,"QUAL","Y",">=10cm","2"
