"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"1","D10","RMNP","RMNP_043","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","D10","RMNP","RMNP_042","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","D10","RMNP","RMNP_042","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","D10","RMNP","RMNP_042","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","D10","RMNP","RMNP_047","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",120,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","D10","RMNP","RMNP_047","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",240,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","D10","RMNP","RMNP_047","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",0,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","D10","RMNP","RMNP_048","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","D10","RMNP","RMNP_048","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","D10","RMNP","RMNP_048","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","D10","RMNP","RMNP_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","D10","RMNP","RMNP_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","D10","RMNP","RMNP_049","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","D10","RMNP","RMNP_045","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","D10","RMNP","RMNP_043","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",210,"Y",8,25.9,NA,"00405",9.5,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"16","D10","RMNP","RMNP_043","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",210,"Y",3,16.5,NA,"00406",13,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"17","D10","RMNP","RMNP_043","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",330,"Y",8.5,26.8,NA,"00407",9.7,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"18","D10","RMNP","RMNP_043","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",330,"Y",42,37.2,NA,"00408",15.5,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"19","D10","RMNP","RMNP_045","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",280,"Y",0.5,5.5,NA,"L01",4.5,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound","5-10cm","3"
"20","D10","RMNP","RMNP_045","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",280,"Y",62.7,31.5,NA,"00124",12,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"21","D10","RMNP","RMNP_045","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",40,"Y",5,13,NA,"00125",3.8,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"22","D10","RMNP","RMNP_045","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",40,"Y",12.3,13.5,NA,"00126",4.3,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"23","D10","RMNP","RMNP_046","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","D10","RMNP","RMNP_046","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",200,"Y",18.1,29,NA,"00127",3.9,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"25","D10","RMNP","RMNP_046","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",320,"Y",0.2,13,NA,"00128",3.2,"POTR5","Populus tremuloides Michx.","2 - Sound round",">=10cm","2"
"26","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",100,"Y",5.7,9,NA,"L01",2.7,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound","5-10cm","3"
"27","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",220,"Y",10.5,16,NA,"00129",5.7,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"28","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",220,"Y",14.7,20,NA,"00130",8.6,"POTR5","Populus tremuloides Michx.","4 - Rotten throughout",">=10cm","4"
"29","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",220,"Y",16.2,24.5,NA,"00131",12.7,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","2 - Sound round",">=10cm","2"
"30","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",220,"Y",20,27.5,NA,"00132",5.9,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","1 - Fresh fallen",">=10cm","1"
"31","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",340,"Y",5.8,29,NA,"00133",12.1,"PICOL2","Pinus contorta Douglas ex Loudon ssp. latifolia (Engelm. ex S. Watson) Critchfield","1 - Fresh fallen",">=10cm","1"
"32","D10","RMNP","RMNP_044","2018-10-08T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",340,"Y",14.9,18,NA,"00134",6.1,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"33","D10","RMNP","RMNP_041","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",80,"Y",0,5.1,NA,"L01",3.7,"POTR5","Populus tremuloides Michx.","2 - Sound round","5-10cm","2"
"34","D10","RMNP","RMNP_041","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",80,"Y",4.6,10,NA,"00401",3,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound",">=10cm","3"
"35","D10","RMNP","RMNP_041","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",200,"Y",2,5.3,NA,"L02",3.5,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound","5-10cm","3"
"36","D10","RMNP","RMNP_041","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",200,"Y",2,7.4,NA,"L03",2,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound","5-10cm","3"
"37","D10","RMNP","RMNP_041","2018-10-10T00:00:00.000Z",2018,"CDW.2018.RMNP","5","NEON.DOC.001711vD",200,"Y",5.8,9,NA,"L04",2,"POTR5","Populus tremuloides Michx.","3 - Heartwood sound","5-10cm","3"
