"","fulcrum_id","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"1","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,170,38.5,"TSCA","3 - Heartwood sound","362",12.5,5.3,"TSCA","Y",">=10cm","3"
"2","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,50,5.6,"2PLANT-S","","L01",0.7,3.3,"2PLANT-S","Y","5-10cm",""
"3","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,50,10.1,"TSCA","2 - Sound round","361",9.2,4.8,"TSCA","Y",">=10cm","2"
"4","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,50,43.1,"FAGR","4 - Rotten throughout","360",111.2,7.5,"FAGR","Y",">=10cm","4"
"5","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,290,14.1,"TSCA","3 - Heartwood sound","359",0.3,5.9,"TSCA","Y",">=10cm","3"
"6","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,290,10.1,"TSCA","2 - Sound round","358",1.6,2.5,"TSCA","Y",">=10cm","2"
"7","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,290,12.9,"TSCA","2 - Sound round","357",3.7,1.9,"TSCA","Y",">=10cm","2"
"8","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,290,15,"2PLANT-S","5 - No structural integrity","356",3.7,1.3,"2PLANT-S","Y",">=10cm","5"
"9","0327c86e-af5c-4589-a401-8c819037a248","D01","BART","BART_027","2016-07-20",5,NA,290,11.4,"TSCA","2 - Sound round","355",6,3,"TSCA","Y",">=10cm","2"
"10","0529130c-a957-48f0-ac83-08066d6d1062","D01","BART","BART_013","2016-07-07",5,NA,0,25.9,"FAGR","3 - Heartwood sound","395",7.9,13.1,"FAGR","Y",">=10cm","3"
