"","compID","siteID","dupe"
"1","HARV_048_3673","01",TRUE
"2","HARV_048_3674","01",TRUE
"3","HARV_048_3698","01",TRUE
"4","HARV_048_3604","01",TRUE
"5","HARV_048_3699","01",TRUE
"6","HARV_048_3843","01",TRUE
"7","HARV_048_3788","01",TRUE
"8","HARV_048_3845","01",TRUE
"9","HARV_048_2563","01",TRUE
"10","HARV_043_4710","01",TRUE
"11","HARV_033_5610","01",TRUE
"12","_NA","01",TRUE
"13","HARV_044_8377","01",TRUE
"14","_NA","01",TRUE
"15","HARV_035_4676","01",TRUE
"16","HARV_038_4487","01",TRUE
