"","plotID","siteID","compID","dupe"
"1","OSBS_026","OSBS","OSBS_2223",TRUE
"2","OSBS_029","OSBS","OSBS_2138",TRUE
"3","OSBS_030","OSBS","OSBS_3188",TRUE
"4","OSBS_031","OSBS","OSBS_3385B",TRUE
"5","OSBS_031","OSBS","OSBS_3469",TRUE
"6","OSBS_032","OSBS","OSBS_3548",TRUE
"7","OSBS_039","OSBS","OSBS_2767",TRUE
"8","OSBS_035","OSBS","OSBS_3211",TRUE
"9","OSBS_039","OSBS","OSBS_2757",TRUE
