"","compID","siteID","dupe"
"1","OSBS_026_2223","03",TRUE
"2","OSBS_029_2138","03",TRUE
"3","OSBS_030_3188","03",TRUE
"4","OSBS_031_3385B","03",TRUE
"5","OSBS_031_3469","03",TRUE
"6","OSBS_031_3445","03",TRUE
"7","OSBS_032_3548","03",TRUE
"8","OSBS_032_3554","03",TRUE
"9","OSBS_035_3211","03",TRUE
"10","OSBS_038_3064","03",TRUE
"11","OSBS_038_3051","03",TRUE
"12","OSBS_038_3029","03",TRUE
"13","OSBS_040_3857","03",TRUE
"14","OSBS_040_3912","03",TRUE
