"","compID","siteID","dupe"
"1","_","03_JERC",TRUE
"2","JERC_051_3263","03_JERC",TRUE
"3","_","03_JERC",TRUE
"4","_","03_JERC",TRUE
"5","_","03_JERC",TRUE
"6","_","03_JERC",TRUE
"7","_","03_JERC",TRUE
