"mortonOrder","plotID","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"12669","PUUM_042","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"23933","PUUM_043","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"27005","PUUM_044","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"28777","PUUM_045","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"29053","PUUM_046","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"31849","PUUM_047","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"32125","PUUM_048","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"34409","PUUM_049","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"38269","PUUM_050","PUUM","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"205929","PUUM_051","PUUM","","tower","phenology","phe","40000","primary"
"114","RMNP_001","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"114","RMNP_001","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"370","RMNP_002","RMNP","evergreenForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"370","RMNP_002","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"370","RMNP_002","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"546","RMNP_003","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"546","RMNP_003","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"546","RMNP_003","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"546","RMNP_003","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"550","RMNP_004","RMNP","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"550","RMNP_004","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"550","RMNP_004","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"550","RMNP_004","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"570","RMNP_005","RMNP","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"570","RMNP_005","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"570","RMNP_005","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"762","RMNP_006","RMNP","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"762","RMNP_006","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"806","RMNP_007","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"806","RMNP_007","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"806","RMNP_007","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"826","RMNP_008","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"882","RMNP_009","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"882","RMNP_009","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"1062","RMNP_010","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1250","RMNP_011","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1250","RMNP_011","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"1274","RMNP_012","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1274","RMNP_012","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"1274","RMNP_012","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"1570","RMNP_013","RMNP","evergreenForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"1570","RMNP_013","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"1570","RMNP_013","RMNP","evergreenForest","distributed","tickPlot","tck","1600",
"1594","RMNP_014","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1594","RMNP_014","RMNP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"1650","RMNP_015","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1966","RMNP_016","RMNP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1966","RMNP_016","RMNP","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"2338","RMNP_017","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2362","RMNP_018","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2594","RMNP_019","RMNP","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"2674","RMNP_020","RMNP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2810","RMNP_021","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3362","RMNP_022","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3366","RMNP_023","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3386","RMNP_024","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3618","RMNP_025","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3642","RMNP_026","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3698","RMNP_027","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3834","RMNP_028","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"3878","RMNP_029","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"4014","RMNP_030","RMNP","evergreenForest","distributed","basePlot","all|div","1600",
"2874","RMNP_031","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"5666","RMNP_033","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"15730","RMNP_037","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"15930","RMNP_038","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"19750","RMNP_039","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"22074","RMNP_040","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"1","RMNP_041","RMNP","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"2","RMNP_042","RMNP","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3","RMNP_043","RMNP","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"4","RMNP_044","RMNP","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"5","RMNP_045","RMNP","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"6","RMNP_046","RMNP","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"7","RMNP_047","RMNP","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8","RMNP_048","RMNP","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"9","RMNP_049","RMNP","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1036838","RMNP_050","RMNP","","tower","phenology","phe","40000","primary"
"99999","RMNP_051","RMNP","","tower","phenology","phe","40000","phenocam"
"8742","RMNP_052","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"44974","RMNP_053","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"56122","RMNP_054","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"323622","RMNP_055","RMNP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"10","SCBI_002","SCBI","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"10","SCBI_002","SCBI","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"10","SCBI_002","SCBI","deciduousForest","distributed","tickPlot","tck","1600",
"29","SCBI_003","SCBI","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"29","SCBI_003","SCBI","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"42","SCBI_004","SCBI","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"42","SCBI_004","SCBI","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"46","SCBI_005","SCBI","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"46","SCBI_005","SCBI","deciduousForest","distributed","tickPlot","tck","1600",
"58","SCBI_006","SCBI","pastureHay","distributed","tickPlot","tck","1600",
"58","SCBI_006","SCBI","pastureHay","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"61","SCBI_007","SCBI","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"61","SCBI_007","SCBI","deciduousForest","distributed","tickPlot","tck","1600",
"102","SCBI_008","SCBI","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"102","SCBI_008","SCBI","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"138","SCBI_009","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"157","SCBI_010","SCBI","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"166","SCBI_011","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"226","SCBI_013","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"226","SCBI_013","SCBI","deciduousForest","distributed","tickPlot","tck","1600",
"228","SCBI_014","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"230","SCBI_015","SCBI","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"250","SCBI_016","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"253","SCBI_017","SCBI","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"262","SCBI_018","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"286","SCBI_019","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"292","SCBI_020","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"314","SCBI_021","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|hbp|vst","1600",
"349","SCBI_022","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|hbp|vst","1600",
"358","SCBI_023","SCBI","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|hbp|vst","1600",
"474","SCBI_027","SCBI","pastureHay","distributed","mosquitoPoint","mos|mpt","0",
"645","SCBI_028","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"1370","SCBI_029","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"890","SCBI_030","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"1866","SCBI_031","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"1021","SCBI_032","SCBI","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"2434","SCBI_035","SCBI","pastureHay","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"2434","SCBI_035","SCBI","pastureHay","distributed","mammalGrid","mam","8100","diversity"
"2946","SCBI_038","SCBI","pastureHay","distributed","basePlot","all|div","1600",
"5506","SCBI_040","SCBI","pastureHay","distributed","basePlot","all|div","1600",
"7002","SCBI_043","SCBI","pastureHay","distributed","basePlot","all|brd|div","1600",
"74","SCBI_045","SCBI","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"202","SCBI_046","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"458","SCBI_047","SCBI","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"1029","SCBI_048","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1482","SCBI_049","SCBI","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"1610","SCBI_050","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1802","SCBI_051","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2757","SCBI_052","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4426","SCBI_053","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"7242","SCBI_054","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"7370","SCBI_055","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"7562","SCBI_056","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8778","SCBI_057","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"11082","SCBI_058","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"16101","SCBI_059","SCBI","","tower","phenology","phe","40000","phenocam"
"24650","SCBI_060","SCBI","","tower","phenology","phe","40000","primary"
"25930","SCBI_061","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"29130","SCBI_062","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"32202","SCBI_063","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"46154","SCBI_064","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"64202","SCBI_066","SCBI","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5","SCBI_067","SCBI","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"32","SERC_001","SERC","deciduousForest","distributed","tickPlot","tck","1600",
"32","SERC_001","SERC","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"38","SERC_002","SERC","deciduousForest","distributed","tickPlot","tck","1600",
"38","SERC_002","SERC","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"41","SERC_003","SERC","deciduousForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"44","SERC_004","SERC","deciduousForest","distributed","basePlot","all|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"57","SERC_005","SERC","deciduousForest","distributed","tickPlot","tck","1600",
"57","SERC_005","SERC","deciduousForest","distributed","basePlot","all|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"60","SERC_006","SERC","deciduousForest","distributed","tickPlot","tck","1600",
"60","SERC_006","SERC","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"76","SERC_007","SERC","cultivatedCrops","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"76","SERC_007","SERC","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"96","SERC_008","SERC","cultivatedCrops","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"96","SERC_008","SERC","cultivatedCrops","distributed","mammalGrid","mam","8100","diversity"
"102","SERC_009","SERC","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"109","SERC_010","SERC","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"121","SERC_011","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"121","SERC_011","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"127","SERC_012","SERC","deciduousForest","distributed","tickPlot","tck","1600",
"127","SERC_012","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"140","SERC_013","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"156","SERC_014","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"156","SERC_014","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"166","SERC_015","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"185","SERC_016","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"185","SERC_016","SERC","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"220","SERC_017","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"224","SERC_018","SERC","cultivatedCrops","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"236","SERC_019","SERC","deciduousForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"268","SERC_020","SERC","cultivatedCrops","distributed","basePlot","all|brd|div","1600",
"294","SERC_021","SERC","deciduousForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"300","SERC_022","SERC","deciduousForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"332","SERC_023","SERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"332","SERC_023","SERC","cultivatedCrops","distributed","tickPlot","tck","1600",
"344","SERC_024","SERC","deciduousForest","distributed","basePlot","all|brd|div","1600",
"345","SERC_025","SERC","deciduousForest","distributed","basePlot","all|brd|div","1600",
"377","SERC_026","SERC","deciduousForest","distributed","basePlot","all|brd|div","1600",
"396","SERC_027","SERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"560","SERC_028","SERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"864","SERC_029","SERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"877","SERC_030","SERC","cultivatedCrops","distributed","basePlot","all|div","1600",
"413","SERC_031","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"489","SERC_032","SERC","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"588","SERC_033","SERC","cultivatedCrops","distributed","mosquitoPoint","mos|mpt","0",
"2700","SERC_036","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"6598","SERC_040","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"9629","SERC_041","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"18521","SERC_042","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"6","SERC_043","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"473","SERC_044","SERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"511","SERC_045","SERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"2118","SERC_047","SERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"2454","SERC_048","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3142","SERC_049","SERC","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"3327","SERC_050","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5119","SERC_051","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5894","SERC_052","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"6534","SERC_053","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"8582","SERC_054","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"10422","SERC_055","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"12358","SERC_056","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"14534","SERC_057","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15206","SERC_058","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15257","SERC_059","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15622","SERC_060","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"19929","SERC_061","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"22015","SERC_062","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"4230","SERC_063","SERC","","tower","phenology","phe","40000","primary"
"47820","SERC_065","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"7136","SERC_066","SERC","cultivatedCrops","distributed","mosquitoPoint","mos|mpt","0",
"3846","SERC_067","SERC","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"383","SERC_068","SERC","deciduousForest","distributed","basePlot","all|brd|div","1600",
"1209","SERC_069","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"20297","SERC_070","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"32204","SERC_071","SERC","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"55174","SERC_072","SERC","","tower","phenology","phe","40000","phenocam"
"27","SOAP_001","SOAP","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"43","SOAP_002","SOAP","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"43","SOAP_002","SOAP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"63","SOAP_003","SOAP","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"63","SOAP_003","SOAP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"63","SOAP_003","SOAP","evergreenForest","distributed","tickPlot","tck","1600",
"91","SOAP_004","SOAP","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"91","SOAP_004","SOAP","evergreenForest","distributed","tickPlot","tck","1600",
"95","SOAP_005","SOAP","evergreenForest","distributed","tickPlot","tck","1600",
"139","SOAP_006","SOAP","evergreenForest","distributed","basePlot","all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"139","SOAP_006","SOAP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"139","SOAP_006","SOAP","evergreenForest","distributed","tickPlot","tck","1600",
"143","SOAP_007","SOAP","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"187","SOAP_008","SOAP","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"223","SOAP_009","SOAP","shrubScrub","distributed","tickPlot","tck","1600",
"223","SOAP_009","SOAP","shrubScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"283","SOAP_010","SOAP","shrubScrub","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"287","SOAP_011","SOAP","evergreenForest","distributed","basePlot","all|bet|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"299","SOAP_012","SOAP","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"299","SOAP_012","SOAP","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"331","SOAP_013","SOAP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"735","SOAP_014","SOAP","evergreenForest","distributed","basePlot","all|div","1600",
"383","SOAP_015","SOAP","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"399","SOAP_016","SOAP","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"422","SOAP_017","SOAP","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"438","SOAP_018","SOAP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"447","SOAP_019","SOAP","evergreenForest","distributed","basePlot","all|brd|cdw|cfc|dhp|div|hbp|vst","1600",
"479","SOAP_020","SOAP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"539","SOAP_021","SOAP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"639","SOAP_022","SOAP","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"767","SOAP_023","SOAP","evergreenForest","distributed","basePlot","all|brd|div","1600",
"715","SOAP_024","SOAP","evergreenForest","distributed","basePlot","all|div","1600",
"991","SOAP_025","SOAP","shrubScrub","distributed","basePlot","all|bet|bgc|div|sme","1600",
"1435","SOAP_026","SOAP","shrubScrub","distributed","basePlot","all|div","1600",
"1435","SOAP_026","SOAP","shrubScrub","distributed","tickPlot","tck","1600",
"1611","SOAP_027","SOAP","shrubScrub","distributed","basePlot","all|div","1600",
"1611","SOAP_027","SOAP","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"1915","SOAP_028","SOAP","shrubScrub","distributed","basePlot","all|div","1600",
"2907","SOAP_029","SOAP","shrubScrub","distributed","basePlot","all|div","1600",
"3627","SOAP_030","SOAP","shrubScrub","distributed","basePlot","all|div","1600",
"127","SOAP_031","SOAP","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"59","SOAP_033","SOAP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"191","SOAP_034","SOAP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"475","SOAP_035","SOAP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"934","SOAP_036","SOAP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"1259","SOAP_037","SOAP","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
