"startDate","endDate","siteID","plotID","subplotID","totalSampledArea","flightYear","qualifyingVegetationArea","qualifyingVegetationPercent"
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_060.basePlot.ltr","39_400",400,2013,63,15.75
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_060.basePlot.ltr","23_400",400,2013,29,7.25
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_061.basePlot.ltr","41_400",400,2013,82,20.5
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_061.basePlot.ltr","39_400",400,2013,18,4.5
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_062.basePlot.ltr","23_400",400,2013,0,0
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_062.basePlot.ltr","21_400",400,2013,56,14
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_063.basePlot.ltr","41_400",400,2013,128,32
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_063.basePlot.ltr","23_400",400,2013,115,28.75
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_064.basePlot.ltr","39_400",400,2013,110,27.5
"2013-06-11T17:00:00.000Z","2013-06-13T20:00:00.000Z","SJER","SJER_064.basePlot.ltr","21_400",400,2013,117,29.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_031.basePlot.ltr","39_400",400,2013,167,41.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_031.basePlot.ltr","21_400",400,2013,363,90.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_043.basePlot.ltr","23_400",400,2013,320,80
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_043.basePlot.ltr","39_400",400,2013,295,73.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_044.basePlot.ltr","21_400",400,2013,306,76.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_044.basePlot.ltr","41_400",400,2013,327,81.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_045.basePlot.ltr","23_400",400,2013,201,50.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_045.basePlot.ltr","21_400",400,2013,339,84.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_046.basePlot.ltr","41_400",400,2013,262,65.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_046.basePlot.ltr","23_400",400,2013,377,94.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_047.basePlot.ltr","41_400",400,2013,202,50.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_047.basePlot.ltr","23_400",400,2013,231,57.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_048.basePlot.ltr","39_400",400,2013,377,94.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_048.basePlot.ltr","21_400",400,2013,344,86
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_049.basePlot.ltr","39_400",400,2013,330,82.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_049.basePlot.ltr","23_400",400,2013,381,95.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_050.basePlot.ltr","41_400",400,2013,332,83
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_050.basePlot.ltr","23_400",400,2013,320,80
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_051.basePlot.ltr","39_400",400,2013,98,24.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_051.basePlot.ltr","21_400",400,2013,0,0
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_052.basePlot.ltr","39_400",400,2013,309,77.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_052.basePlot.ltr","23_400",400,2013,392,98
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_053.basePlot.ltr","39_400",400,2013,263,65.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_053.basePlot.ltr","23_400",400,2013,145,36.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_054.basePlot.ltr","23_400",400,2013,362,90.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_054.basePlot.ltr","39_400",400,2013,202,50.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_055.basePlot.ltr","23_400",400,2013,363,90.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_055.basePlot.ltr","41_400",400,2013,323,80.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_056.basePlot.ltr","41_400",400,2013,330,82.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_056.basePlot.ltr","39_400",400,2013,391,97.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_057.basePlot.ltr","39_400",400,2013,336,84
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_057.basePlot.ltr","23_400",400,2013,270,67.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_058.basePlot.ltr","39_400",400,2013,257,64.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_058.basePlot.ltr","41_400",400,2013,214,53.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_059.basePlot.ltr","39_400",400,2013,255,63.75
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_059.basePlot.ltr","41_400",400,2013,202,50.5
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_060.basePlot.ltr","23_400",400,2013,188,47
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_060.basePlot.ltr","39_400",400,2013,120,30
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_061.basePlot.ltr","39_400",400,2013,289,72.25
"2013-06-12T16:00:00.000Z","2013-06-12T16:00:00.000Z","SOAP","SOAP_061.basePlot.ltr","41_400",400,2013,230,57.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_043.basePlot.ltr","23_400",400,2013,14,3.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_043.basePlot.ltr","21_400",400,2013,111,27.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_044.basePlot.ltr","39_400",400,2013,230,57.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_044.basePlot.ltr","21_400",400,2013,339,84.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_045.basePlot.ltr","23_400",400,2013,201,50.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_045.basePlot.ltr","39_400",400,2013,239,59.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_046.basePlot.ltr","39_400",400,2013,247,61.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_046.basePlot.ltr","41_400",400,2013,222,55.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_047.basePlot.ltr","21_400",400,2013,260,65
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_047.basePlot.ltr","41_400",400,2013,80,20
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_048.basePlot.ltr","41_400",400,2013,144,36
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_048.basePlot.ltr","21_400",400,2013,281,70.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_049.basePlot.ltr","23_400",400,2013,125,31.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_049.basePlot.ltr","41_400",400,2013,197,49.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_050.basePlot.ltr","21_400",400,2013,358,89.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_050.basePlot.ltr","41_400",400,2013,287,71.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_051.basePlot.ltr","41_400",400,2013,213,53.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_051.basePlot.ltr","21_400",400,2013,213,53.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_052.basePlot.ltr","41_400",400,2013,251,62.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_052.basePlot.ltr","23_400",400,2013,272,68
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_053.basePlot.ltr","21_400",400,2013,117,29.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_053.basePlot.ltr","41_400",400,2013,174,43.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_054.basePlot.ltr","41_400",400,2013,343,85.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_054.basePlot.ltr","23_400",400,2013,143,35.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_055.basePlot.ltr","39_400",400,2013,98,24.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_055.basePlot.ltr","23_400",400,2013,324,81
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_056.basePlot.ltr","39_400",400,2013,90,22.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_056.basePlot.ltr","21_400",400,2013,195,48.75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_057.basePlot.ltr","23_400",400,2013,269,67.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_057.basePlot.ltr","21_400",400,2013,292,73
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_058.basePlot.ltr","41_400",400,2013,152,38
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_058.basePlot.ltr","21_400",400,2013,166,41.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_059.basePlot.ltr","41_400",400,2013,300,75
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_059.basePlot.ltr","21_400",400,2013,304,76
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_060.basePlot.ltr","21_400",400,2013,285,71.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_060.basePlot.ltr","23_400",400,2013,257,64.25
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_061.basePlot.ltr","41_400",400,2013,194,48.5
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_061.basePlot.ltr","21_400",400,2013,248,62
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_062.basePlot.ltr","41_400",400,2013,116,29
"2013-06-14T16:00:00.000Z","2013-06-15T17:00:00.000Z","TEAK","TEAK_062.basePlot.ltr","21_400",400,2013,397,99.25
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_032.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_032.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_033.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_033.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_034.basePlot.ltr","23_400",400,2014,396,99
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_034.basePlot.ltr","39_400",400,2014,395,98.75
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_034.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_034.basePlot.ltr","41_400",400,2014,399,99.75
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_036.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_036.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_037.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_037.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_039.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_039.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_040.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_040.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_041.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_041.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_042.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_042.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_044.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_044.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_046.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_046.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_047.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_047.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_050.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_050.basePlot.ltr","21_400",400,2014,386,96.5
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_051.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_051.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_070.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_070.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_071.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_071.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_071.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_071.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_072.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_072.basePlot.ltr","21_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_073.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_073.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_074.basePlot.ltr","41_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_074.basePlot.ltr","39_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_075.basePlot.ltr","23_400",400,2014,400,100
"2014-06-02T17:00:00.000Z","2014-06-02T17:00:00.000Z","BART","BART_075.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_033.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_033.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_034.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_034.basePlot.ltr","23_400",400,2014,397,99.25
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_035.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_035.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_036.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_036.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_037.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_037.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_038.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_038.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_039.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_039.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_040.basePlot.ltr","41_400",400,2014,301,75.25
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_040.basePlot.ltr","23_400",400,2014,264,66
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_041.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_041.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_042.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_042.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_043.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_043.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_044.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_044.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_045.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_045.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_046.basePlot.ltr","21_400",400,2014,389,97.25
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_046.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_047.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_047.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_048.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_048.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_049.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_049.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_050.basePlot.ltr","41_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_050.basePlot.ltr","21_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_051.basePlot.ltr","39_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_051.basePlot.ltr","23_400",400,2014,400,100
"2014-06-01T13:00:00.000Z","2014-06-02T13:00:00.000Z","HARV","HARV_052.basePlot.ltr","41_400",400,2014,400,100
