"siteID","namedLocation","subplotID","targetTaxaPresent","easting","northing","utmZone","E_add","N_add","easting_calc","northing_calc","plotArea","CHM_area","CHM_percent"
"DEJU","DEJU_060.basePlot.ltr","23","Y","561173.02005","7084139.00265","6N",10,-10,561183.02005,7084129.00265,400,NA,NA
"DEJU","DEJU_061.basePlot.ltr","21","Y","561652.37102","7084169.57256","6N",-10,-10,561642.37102,7084159.57256,400,NA,NA
"DEJU","DEJU_061.basePlot.ltr","41","Y","561652.37102","7084169.57256","6N",10,10,561662.37102,7084179.57256,400,NA,NA
"DEJU","DEJU_062.basePlot.ltr","23","Y","561231.99133","7084261.75413","6N",10,-10,561241.99133,7084251.75413,400,NA,NA
"DEJU","DEJU_062.basePlot.ltr","41","Y","561231.99133","7084261.75413","6N",10,10,561241.99133,7084271.75413,400,NA,NA
"DEJU","DEJU_063.basePlot.ltr","39","Y","561083.2205","7083931.27841","6N",-10,10,561073.2205,7083941.27841,400,NA,NA
"DEJU","DEJU_063.basePlot.ltr","23","Y","561083.2205","7083931.27841","6N",10,-10,561093.2205,7083921.27841,400,NA,NA
"DEJU","DEJU_064.basePlot.ltr","39","Y","560933.17136","7084261.3913","6N",-10,10,560923.17136,7084271.3913,400,NA,NA
"DEJU","DEJU_064.basePlot.ltr","21","Y","560933.17136","7084261.3913","6N",-10,-10,560923.17136,7084251.3913,400,NA,NA
"DELA","DELA_037.basePlot.ltr","21","Y","424695.80134","3600535.3134","16N",-10,-10,424685.80134,3600525.3134,400,NA,NA
"DELA","DELA_037.basePlot.ltr","23","Y","424695.80134","3600535.3134","16N",10,-10,424705.80134,3600525.3134,400,NA,NA
"DELA","DELA_038.basePlot.ltr","39","Y","424243.92803","3600833.95401","16N",-10,10,424233.92803,3600843.95401,400,NA,NA
"DELA","DELA_038.basePlot.ltr","21","Y","424243.92803","3600833.95401","16N",-10,-10,424233.92803,3600823.95401,400,NA,NA
"DELA","DELA_039.basePlot.ltr","39","Y","424334.50894","3600866.30542","16N",-10,10,424324.50894,3600876.30542,400,NA,NA
"DELA","DELA_039.basePlot.ltr","23","Y","424334.50894","3600866.30542","16N",10,-10,424344.50894,3600856.30542,400,NA,NA
"DELA","DELA_040.basePlot.ltr","21","Y","424455.28517","3600445.6653","16N",-10,-10,424445.28517,3600435.6653,400,NA,NA
"DELA","DELA_040.basePlot.ltr","23","Y","424455.28517","3600445.6653","16N",10,-10,424465.28517,3600435.6653,400,NA,NA
"DELA","DELA_041.basePlot.ltr","39","Y","424154.70337","3600658.57981","16N",-10,10,424144.70337,3600668.57981,400,NA,NA
"DELA","DELA_041.basePlot.ltr","21","Y","424154.70337","3600658.57981","16N",-10,-10,424144.70337,3600648.57981,400,NA,NA
"DELA","DELA_042.basePlot.ltr","23","Y","424393.27474","3600776.94886","16N",10,-10,424403.27474,3600766.94886,400,NA,NA
"DELA","DELA_042.basePlot.ltr","39","Y","424393.27474","3600776.94886","16N",-10,10,424383.27474,3600786.94886,400,NA,NA
"DELA","DELA_043.basePlot.ltr","39","Y","424243.54803","3600535.84631","16N",-10,10,424233.54803,3600545.84631,400,NA,NA
"DELA","DELA_043.basePlot.ltr","23","Y","424243.54803","3600535.84631","16N",10,-10,424253.54803,3600525.84631,400,NA,NA
"DELA","DELA_044.basePlot.ltr","23","Y","424300.51871","3600655.81212","16N",10,-10,424310.51871,3600645.81212,400,NA,NA
"DELA","DELA_044.basePlot.ltr","41","Y","424300.51871","3600655.81212","16N",10,10,424310.51871,3600665.81212,400,NA,NA
"DELA","DELA_045.basePlot.ltr","23","Y","424546.28917","3600595.97359","16N",10,-10,424556.28917,3600585.97359,400,NA,NA
"DELA","DELA_045.basePlot.ltr","41","Y","424546.28917","3600595.97359","16N",10,10,424556.28917,3600605.97359,400,NA,NA
"DELA","DELA_046.basePlot.ltr","21","Y","424365.07328","3600325.94997","16N",-10,-10,424355.07328,3600315.94997,400,NA,NA
"DELA","DELA_046.basePlot.ltr","39","Y","424365.07328","3600325.94997","16N",-10,10,424355.07328,3600335.94997,400,NA,NA
"DELA","DELA_047.basePlot.ltr","39","Y","424846.06513","3600536.95472","16N",-10,10,424836.06513,3600546.95472,400,NA,NA
"DELA","DELA_047.basePlot.ltr","21","Y","424846.06513","3600536.95472","16N",-10,-10,424836.06513,3600526.95472,400,NA,NA
"DELA","DELA_048.basePlot.ltr","39","Y","424963.43365","3600597.49145","16N",-10,10,424953.43365,3600607.49145,400,NA,NA
"DELA","DELA_048.basePlot.ltr","41","Y","424963.43365","3600597.49145","16N",10,10,424973.43365,3600607.49145,400,NA,NA
"DELA","DELA_049.basePlot.ltr","23","Y","424666.01113","3600806.70831","16N",10,-10,424676.01113,3600796.70831,400,NA,NA
"DELA","DELA_049.basePlot.ltr","39","Y","424666.01113","3600806.70831","16N",-10,10,424656.01113,3600816.70831,400,NA,NA
"DELA","DELA_050.basePlot.ltr","21","Y","424394.60342","3600567.62957","16N",-10,-10,424384.60342,3600557.62957,400,NA,NA
"DELA","DELA_050.basePlot.ltr","39","Y","424394.60342","3600567.62957","16N",-10,10,424384.60342,3600577.62957,400,NA,NA
"DELA","DELA_051.basePlot.ltr","39","Y","424303.31347","3600417.10304","16N",-10,10,424293.31347,3600427.10304,400,NA,NA
"DELA","DELA_051.basePlot.ltr","41","Y","424303.31347","3600417.10304","16N",10,10,424313.31347,3600427.10304,400,NA,NA
"DELA","DELA_052.basePlot.ltr","23","Y","424123.16658","3600536.86972","16N",10,-10,424133.16658,3600526.86972,400,NA,NA
"DELA","DELA_052.basePlot.ltr","39","Y","424123.16658","3600536.86972","16N",-10,10,424113.16658,3600546.86972,400,NA,NA
"DELA","DELA_053.basePlot.ltr","41","Y","424486.47041","3600297.42788","16N",10,10,424496.47041,3600307.42788,400,NA,NA
"DELA","DELA_053.basePlot.ltr","39","Y","424486.47041","3600297.42788","16N",-10,10,424476.47041,3600307.42788,400,NA,NA
"DELA","DELA_054.basePlot.ltr","39","Y","424576.59489","3600717.029","16N",-10,10,424566.59489,3600727.029,400,NA,NA
"DELA","DELA_054.basePlot.ltr","21","Y","424576.59489","3600717.029","16N",-10,-10,424566.59489,3600707.029,400,NA,NA
"DELA","DELA_055.basePlot.ltr","41","Y","424153.80623","3600775.5471","16N",10,10,424163.80623,3600785.5471,400,NA,NA
"DELA","DELA_055.basePlot.ltr","39","Y","424153.80623","3600775.5471","16N",-10,10,424143.80623,3600785.5471,400,NA,NA
"DELA","DELA_056.basePlot.ltr","39","Y","424695.81053","3600686.19766","16N",-10,10,424685.81053,3600696.19766,400,NA,NA
"DELA","DELA_056.basePlot.ltr","41","Y","424695.81053","3600686.19766","16N",10,10,424705.81053,3600696.19766,400,NA,NA
"DELA","DELA_059.basePlot.ltr","23","Y","424573.64837","3600899.08813","16N",10,-10,424583.64837,3600889.08813,400,NA,NA
"DELA","DELA_059.basePlot.ltr","39","Y","424573.64837","3600899.08813","16N",-10,10,424563.64837,3600909.08813,400,NA,NA
"GRSM","GRSM_047.basePlot.ltr","21","Y","273203.17935","3952196.428","17N",-10,-10,273193.17935,3952186.428,400,NA,NA
"GRSM","GRSM_047.basePlot.ltr","39","Y","273203.17935","3952196.428","17N",-10,10,273193.17935,3952206.428,400,NA,NA
"GRSM","GRSM_048.basePlot.ltr","23","Y","273862.55088","3951984.34084","17N",10,-10,273872.55088,3951974.34084,400,NA,NA
"GRSM","GRSM_048.basePlot.ltr","41","Y","273862.55088","3951984.34084","17N",10,10,273872.55088,3951994.34084,400,NA,NA
"GRSM","GRSM_049.basePlot.ltr","39","Y","274043.79805","3952166.56584","17N",-10,10,274033.79805,3952176.56584,400,NA,NA
"GRSM","GRSM_049.basePlot.ltr","21","Y","274043.79805","3952166.56584","17N",-10,-10,274033.79805,3952156.56584,400,NA,NA
"GRSM","GRSM_050.basePlot.ltr","21","Y","273413.89542","3951896.74887","17N",-10,-10,273403.89542,3951886.74887,400,NA,NA
"GRSM","GRSM_050.basePlot.ltr","39","Y","273413.89542","3951896.74887","17N",-10,10,273403.89542,3951906.74887,400,NA,NA
"GRSM","GRSM_051.basePlot.ltr","41","Y","273114.46743","3952286.83993","17N",10,10,273124.46743,3952296.83993,400,NA,NA
"GRSM","GRSM_051.basePlot.ltr","23","Y","273114.46743","3952286.83993","17N",10,-10,273124.46743,3952276.83993,400,NA,NA
"GRSM","GRSM_052.basePlot.ltr","21","Y","273716.16558","3952708.55548","17N",-10,-10,273706.16558,3952698.55548,400,NA,NA
"GRSM","GRSM_052.basePlot.ltr","39","Y","273716.16558","3952708.55548","17N",-10,10,273706.16558,3952718.55548,400,NA,NA
"GRSM","GRSM_053.basePlot.ltr","23","Y","273741.81924","3951895.38406","17N",10,-10,273751.81924,3951885.38406,400,NA,NA
"GRSM","GRSM_053.basePlot.ltr","41","Y","273741.81924","3951895.38406","17N",10,10,273751.81924,3951905.38406,400,NA,NA
"GRSM","GRSM_054.basePlot.ltr","21","Y","273626.2669","3952613.81952","17N",-10,-10,273616.2669,3952603.81952,400,NA,NA
"GRSM","GRSM_054.basePlot.ltr","39","Y","273626.2669","3952613.81952","17N",-10,10,273616.2669,3952623.81952,400,NA,NA
"GRSM","GRSM_055.basePlot.ltr","23","Y","273564.63251","3951954.62941","17N",10,-10,273574.63251,3951944.62941,400,NA,NA
"GRSM","GRSM_055.basePlot.ltr","41","Y","273564.63251","3951954.62941","17N",10,10,273574.63251,3951964.62941,400,NA,NA
"GRSM","GRSM_056.basePlot.ltr","39","Y","273323.25293","3952135.30182","17N",-10,10,273313.25293,3952145.30182,400,NA,NA
"GRSM","GRSM_056.basePlot.ltr","23","Y","273323.25293","3952135.30182","17N",10,-10,273333.25293,3952125.30182,400,NA,NA
"GRSM","GRSM_057.basePlot.ltr","41","Y","273563.29718","3952072.78338","17N",10,10,273573.29718,3952082.78338,400,NA,NA
"GRSM","GRSM_057.basePlot.ltr","23","Y","273563.29718","3952072.78338","17N",10,-10,273573.29718,3952062.78338,400,NA,NA
"GRSM","GRSM_058.basePlot.ltr","23","Y","273292.21137","3952675.51742","17N",10,-10,273302.21137,3952665.51742,400,NA,NA
"GRSM","GRSM_058.basePlot.ltr","41","Y","273292.21137","3952675.51742","17N",10,10,273302.21137,3952685.51742,400,NA,NA
"GRSM","GRSM_059.basePlot.ltr","39","Y","273171.25527","3952074.12719","17N",-10,10,273161.25527,3952084.12719,400,NA,NA
"GRSM","GRSM_059.basePlot.ltr","21","Y","273171.25527","3952074.12719","17N",-10,-10,273161.25527,3952064.12719,400,NA,NA
"GRSM","GRSM_060.basePlot.ltr","23","Y","273407.34343","3952012.70476","17N",10,-10,273417.34343,3952002.70476,400,NA,NA
"GRSM","GRSM_060.basePlot.ltr","41","Y","273407.34343","3952012.70476","17N",10,10,273417.34343,3952022.70476,400,NA,NA
"GRSM","GRSM_061.basePlot.ltr","41","Y","273294.50317","3951984.72181","17N",10,10,273304.50317,3951994.72181,400,NA,NA
"GRSM","GRSM_061.basePlot.ltr","23","Y","273294.50317","3951984.72181","17N",10,-10,273304.50317,3951974.72181,400,NA,NA
"GRSM","GRSM_062.basePlot.ltr","39","Y","273531.26387","3952823.28494","17N",-10,10,273521.26387,3952833.28494,400,NA,NA
"GRSM","GRSM_062.basePlot.ltr","21","Y","273531.26387","3952823.28494","17N",-10,-10,273521.26387,3952813.28494,400,NA,NA
"GRSM","GRSM_063.basePlot.ltr","39","Y","273863.62737","3951862.97439","17N",-10,10,273853.62737,3951872.97439,400,NA,NA
"GRSM","GRSM_063.basePlot.ltr","23","Y","273863.62737","3951862.97439","17N",10,-10,273873.62737,3951852.97439,400,NA,NA
"GRSM","GRSM_064.basePlot.ltr","23","Y","273504.23584","3952434.64416","17N",10,-10,273514.23584,3952424.64416,400,NA,NA
"GRSM","GRSM_064.basePlot.ltr","39","Y","273504.23584","3952434.64416","17N",-10,10,273494.23584,3952444.64416,400,NA,NA
"GRSM","GRSM_065.basePlot.ltr","21","Y","273473.17938","3952555.66565","17N",-10,-10,273463.17938,3952545.66565,400,NA,NA
"GRSM","GRSM_065.basePlot.ltr","23","Y","273473.17938","3952555.66565","17N",10,-10,273483.17938,3952545.66565,400,NA,NA
"GRSM","GRSM_066.basePlot.ltr","21","Y","273533.72921","3952316.21608","17N",-10,-10,273523.72921,3952306.21608,400,NA,NA
"GRSM","GRSM_066.basePlot.ltr","39","Y","273533.72921","3952316.21608","17N",-10,10,273523.72921,3952326.21608,400,NA,NA
"GUAN","GUAN_042.basePlot.ltr","39","Y","726205.8369","1988248.04493","19N",-10,10,726195.8369,1988258.04493,400,NA,NA
"GUAN","GUAN_042.basePlot.ltr","21","Y","726205.8369","1988248.04493","19N",-10,-10,726195.8369,1988238.04493,400,NA,NA
"GUAN","GUAN_043.basePlot.ltr","41","Y","725814.84188","1988038.0663","19N",10,10,725824.84188,1988048.0663,400,NA,NA
"GUAN","GUAN_043.basePlot.ltr","39","Y","725814.84188","1988038.0663","19N",-10,10,725804.84188,1988048.0663,400,NA,NA
"GUAN","GUAN_044.basePlot.ltr","23","Y","725516.25185","1987798.7102","19N",10,-10,725526.25185,1987788.7102,400,NA,NA
"GUAN","GUAN_044.basePlot.ltr","39","Y","725516.25185","1987798.7102","19N",-10,10,725506.25185,1987808.7102,400,NA,NA
"GUAN","GUAN_045.basePlot.ltr","21","Y","725155.24209","1988068.58593","19N",-10,-10,725145.24209,1988058.58593,400,NA,NA
"GUAN","GUAN_045.basePlot.ltr","41","Y","725155.24209","1988068.58593","19N",10,10,725165.24209,1988078.58593,400,NA,NA
"GUAN","GUAN_046.basePlot.ltr","41","Y","725305.16868","1988336.56724","19N",10,10,725315.16868,1988346.56724,400,NA,NA
"GUAN","GUAN_046.basePlot.ltr","21","Y","725305.16868","1988336.56724","19N",-10,-10,725295.16868,1988326.56724,400,NA,NA
"GUAN","GUAN_047.basePlot.ltr","41","Y","725904.16054","1988517.59377","19N",10,10,725914.16054,1988527.59377,400,NA,NA
"GUAN","GUAN_047.basePlot.ltr","21","Y","725904.16054","1988517.59377","19N",-10,-10,725894.16054,1988507.59377,400,NA,NA
"GUAN","GUAN_048.basePlot.ltr","41","Y","726175.37024","1988068.89269","19N",10,10,726185.37024,1988078.89269,400,NA,NA
"GUAN","GUAN_048.basePlot.ltr","21","Y","726175.37024","1988068.89269","19N",-10,-10,726165.37024,1988058.89269,400,NA,NA
"GUAN","GUAN_049.basePlot.ltr","23","Y","726174.46262","1987917.53745","19N",10,-10,726184.46262,1987907.53745,400,NA,NA
"GUAN","GUAN_049.basePlot.ltr","39","Y","726174.46262","1987917.53745","19N",-10,10,726164.46262,1987927.53745,400,NA,NA
"GUAN","GUAN_050.basePlot.ltr","41","Y","726023.91073","1988156.16397","19N",10,10,726033.91073,1988166.16397,400,NA,NA
"GUAN","GUAN_050.basePlot.ltr","21","Y","726023.91073","1988156.16397","19N",-10,-10,726013.91073,1988146.16397,400,NA,NA
"GUAN","GUAN_051.basePlot.ltr","41","Y","726295.10911","1988068.05639","19N",10,10,726305.10911,1988078.05639,400,NA,NA
"GUAN","GUAN_051.basePlot.ltr","21","Y","726295.10911","1988068.05639","19N",-10,-10,726285.10911,1988058.05639,400,NA,NA
"GUAN","GUAN_052.basePlot.ltr","23","Y","725874.37439","1987947.07995","19N",10,-10,725884.37439,1987937.07995,400,NA,NA
"GUAN","GUAN_052.basePlot.ltr","39","Y","725874.37439","1987947.07995","19N",-10,10,725864.37439,1987957.07995,400,NA,NA
"GUAN","GUAN_053.basePlot.ltr","39","Y","726294.64819","1988338.19127","19N",-10,10,726284.64819,1988348.19127,400,NA,NA
"GUAN","GUAN_053.basePlot.ltr","23","Y","726294.64819","1988338.19127","19N",10,-10,726304.64819,1988328.19127,400,NA,NA
"GUAN","GUAN_054.basePlot.ltr","41","Y","725933.60302","1988039.3201","19N",10,10,725943.60302,1988049.3201,400,NA,NA
"GUAN","GUAN_054.basePlot.ltr","39","Y","725933.60302","1988039.3201","19N",-10,10,725923.60302,1988049.3201,400,NA,NA
"GUAN","GUAN_055.basePlot.ltr","23","Y","725816.97614","1988128.98607","19N",10,-10,725826.97614,1988118.98607,400,NA,NA
"GUAN","GUAN_055.basePlot.ltr","41","Y","725816.97614","1988128.98607","19N",10,10,725826.97614,1988138.98607,400,NA,NA
"GUAN","GUAN_056.basePlot.ltr","39","Y","726055.25366","1988277.64443","19N",-10,10,726045.25366,1988287.64443,400,NA,NA
"GUAN","GUAN_056.basePlot.ltr","21","Y","726055.25366","1988277.64443","19N",-10,-10,726045.25366,1988267.64443,400,NA,NA
"GUAN","GUAN_057.basePlot.ltr","21","Y","726084.94843","1988008.06755","19N",-10,-10,726074.94843,1987998.06755,400,NA,NA
"GUAN","GUAN_057.basePlot.ltr","39","Y","726084.94843","1988008.06755","19N",-10,10,726074.94843,1988018.06755,400,NA,NA
"GUAN","GUAN_058.basePlot.ltr","39","Y","725905.38261","1988190.00822","19N",-10,10,725895.38261,1988200.00822,400,NA,NA
"GUAN","GUAN_058.basePlot.ltr","21","Y","725905.38261","1988190.00822","19N",-10,-10,725895.38261,1988180.00822,400,NA,NA
"GUAN","GUAN_059.basePlot.ltr","23","Y","726323.68343","1988190.61271","19N",10,-10,726333.68343,1988180.61271,400,NA,NA
"GUAN","GUAN_059.basePlot.ltr","39","Y","726323.68343","1988190.61271","19N",-10,10,726313.68343,1988200.61271,400,NA,NA
"GUAN","GUAN_060.basePlot.ltr","21","Y","726325.46166","1987916.50731","19N",-10,-10,726315.46166,1987906.50731,400,NA,NA
"GUAN","GUAN_060.basePlot.ltr","39","Y","726325.46166","1987916.50731","19N",-10,10,726315.46166,1987926.50731,400,NA,NA
"GUAN","GUAN_061.basePlot.ltr","21","Y","726236.09568","1987828.34753","19N",-10,-10,726226.09568,1987818.34753,400,NA,NA
"GUAN","GUAN_061.basePlot.ltr","39","Y","726236.09568","1987828.34753","19N",-10,10,726226.09568,1987838.34753,400,NA,NA
"HARV","HARV_033.basePlot.ltr","23","Y","731935.97388","4713412.65801","18N",10,-10,731945.97388,4713402.65801,400,NA,NA
"HARV","HARV_033.basePlot.ltr","21","Y","731935.97388","4713412.65801","18N",-10,-10,731925.97388,4713402.65801,400,NA,NA
"HARV","HARV_034.basePlot.ltr","39","Y","731751.75905","4713115.68384","18N",-10,10,731741.75905,4713125.68384,400,NA,NA
"HARV","HARV_034.basePlot.ltr","23","Y","731751.75905","4713115.68384","18N",10,-10,731761.75905,4713105.68384,400,NA,NA
"HARV","HARV_035.basePlot.ltr","23","Y","731727.3783","4713590.69773","18N",10,-10,731737.3783,4713580.69773,400,NA,NA
"HARV","HARV_035.basePlot.ltr","21","Y","731727.3783","4713590.69773","18N",-10,-10,731717.3783,4713580.69773,400,NA,NA
"HARV","HARV_036.basePlot.ltr","21","Y","732126.13381","4713843.80263","18N",-10,-10,732116.13381,4713833.80263,400,NA,NA
"HARV","HARV_036.basePlot.ltr","23","Y","732126.13381","4713843.80263","18N",10,-10,732136.13381,4713833.80263,400,NA,NA
"HARV","HARV_037.basePlot.ltr","41","Y","731635.379","4713292.13106","18N",10,10,731645.379,4713302.13106,400,NA,NA
"HARV","HARV_037.basePlot.ltr","23","Y","731635.379","4713292.13106","18N",10,-10,731645.379,4713282.13106,400,NA,NA
"HARV","HARV_038.basePlot.ltr","23","Y","731753.13352","4713298.94502","18N",10,-10,731763.13352,4713288.94502,400,NA,NA
"HARV","HARV_038.basePlot.ltr","39","Y","731753.13352","4713298.94502","18N",-10,10,731743.13352,4713308.94502,400,NA,NA
"HARV","HARV_039.basePlot.ltr","41","Y","731783.61755","4712845.59133","18N",10,10,731793.61755,4712855.59133,400,NA,NA
"HARV","HARV_039.basePlot.ltr","39","Y","731783.61755","4712845.59133","18N",-10,10,731773.61755,4712855.59133,400,NA,NA
"HARV","HARV_040.basePlot.ltr","41","Y","731903.3803","4713591.22912","18N",10,10,731913.3803,4713601.22912,400,NA,NA
"HARV","HARV_040.basePlot.ltr","23","Y","731903.3803","4713591.22912","18N",10,-10,731913.3803,4713581.22912,400,NA,NA
"HARV","HARV_041.basePlot.ltr","39","Y","731515.31861","4713231.10054","18N",-10,10,731505.31861,4713241.10054,400,NA,NA
"HARV","HARV_041.basePlot.ltr","23","Y","731515.31861","4713231.10054","18N",10,-10,731525.31861,4713221.10054,400,NA,NA
"HARV","HARV_042.basePlot.ltr","39","Y","731872.85536","4712950.84641","18N",-10,10,731862.85536,4712960.84641,400,NA,NA
"HARV","HARV_042.basePlot.ltr","41","Y","731872.85536","4712950.84641","18N",10,10,731882.85536,4712960.84641,400,NA,NA
"HARV","HARV_043.basePlot.ltr","21","Y","731845.72984","4713712.59921","18N",-10,-10,731835.72984,4713702.59921,400,NA,NA
"HARV","HARV_043.basePlot.ltr","39","Y","731845.72984","4713712.59921","18N",-10,10,731835.72984,4713722.59921,400,NA,NA
"HARV","HARV_044.basePlot.ltr","21","Y","731874.62073","4713085.31521","18N",-10,-10,731864.62073,4713075.31521,400,NA,NA
"HARV","HARV_044.basePlot.ltr","41","Y","731874.62073","4713085.31521","18N",10,10,731884.62073,4713095.31521,400,NA,NA
"HARV","HARV_045.basePlot.ltr","21","Y","732275.67644","4713843.79406","18N",-10,-10,732265.67644,4713833.79406,400,NA,NA
"HARV","HARV_045.basePlot.ltr","23","Y","732275.67644","4713843.79406","18N",10,-10,732285.67644,4713833.79406,400,NA,NA
"HARV","HARV_046.basePlot.ltr","21","Y","731514.29852","4713355.58159","18N",-10,-10,731504.29852,4713345.58159,400,NA,NA
"HARV","HARV_046.basePlot.ltr","41","Y","731514.29852","4713355.58159","18N",10,10,731524.29852,4713365.58159,400,NA,NA
"HARV","HARV_047.basePlot.ltr","21","Y","731933.8179","4713233.26146","18N",-10,-10,731923.8179,4713223.26146,400,NA,NA
"HARV","HARV_047.basePlot.ltr","41","Y","731933.8179","4713233.26146","18N",10,10,731943.8179,4713243.26146,400,NA,NA
"HARV","HARV_048.basePlot.ltr","39","Y","731726.94301","4713739.43462","18N",-10,10,731716.94301,4713749.43462,400,NA,NA
"HARV","HARV_048.basePlot.ltr","23","Y","731726.94301","4713739.43462","18N",10,-10,731736.94301,4713729.43462,400,NA,NA
"HARV","HARV_049.basePlot.ltr","23","Y","731604.92975","4713053.5376","18N",10,-10,731614.92975,4713043.5376,400,NA,NA
"HARV","HARV_049.basePlot.ltr","41","Y","731604.92975","4713053.5376","18N",10,10,731614.92975,4713063.5376,400,NA,NA
"HARV","HARV_050.basePlot.ltr","41","Y","731635.52293","4713176.73699","18N",10,10,731645.52293,4713186.73699,400,NA,NA
"HARV","HARV_050.basePlot.ltr","21","Y","731635.52293","4713176.73699","18N",-10,-10,731625.52293,4713166.73699,400,NA,NA
"HARV","HARV_051.basePlot.ltr","39","Y","731660.96044","4712933.89041","18N",-10,10,731650.96044,4712943.89041,400,NA,NA
"HARV","HARV_051.basePlot.ltr","23","Y","731660.96044","4712933.89041","18N",10,-10,731670.96044,4712923.89041,400,NA,NA
"HARV","HARV_052.basePlot.ltr","41","Y","731842.13813","4713835.10503","18N",10,10,731852.13813,4713845.10503,400,NA,NA
"HARV","HARV_052.basePlot.ltr","23","Y","731842.13813","4713835.10503","18N",10,-10,731852.13813,4713825.10503,400,NA,NA
"HEAL","HEAL_045.basePlot.ltr","31","N","390996.38623","7085034.74076","6N",0,0,390996.38623,7085034.74076,400,NA,NA
"HEAL","HEAL_046.basePlot.ltr","31","N","391115.03262","7084794.42807","6N",0,0,391115.03262,7084794.42807,400,NA,NA
"HEAL","HEAL_047.basePlot.ltr","31","Y","390905.96869","7084735.34866","6N",0,0,390905.96869,7084735.34866,400,NA,NA
"HEAL","HEAL_048.basePlot.ltr","21","N","391416.78323","7084975.87233","6N",-10,-10,391406.78323,7084965.87233,400,NA,NA
"HEAL","HEAL_049.basePlot.ltr","31","N","391416.98998","7084825.76759","6N",0,0,391416.98998,7084825.76759,400,NA,NA
"HEAL","HEAL_050.basePlot.ltr","31","N","391626.28732","7084886.4335","6N",0,0,391626.28732,7084886.4335,400,NA,NA
"HEAL","HEAL_051.basePlot.ltr","31","Y","391056.90098","7084885.99464","6N",0,0,391056.90098,7084885.99464,400,NA,NA
"HEAL","HEAL_052.basePlot.ltr","31","N","391295.66185","7084644.97269","6N",0,0,391295.66185,7084644.97269,400,NA,NA
"HEAL","HEAL_053.basePlot.ltr","31","N","390967.62122","7084795.87397","6N",0,0,390967.62122,7084795.87397,400,NA,NA
"HEAL","HEAL_054.basePlot.ltr","31","N","391624.72246","7085003.24225","6N",0,0,391624.72246,7085003.24225,400,NA,NA
"HEAL","HEAL_055.basePlot.ltr","31","N","390816.70409","7084854.7675","6N",0,0,390816.70409,7084854.7675,400,NA,NA
"HEAL","HEAL_056.basePlot.ltr","31","N","391177.29897","7084886.94052","6N",0,0,391177.29897,7084886.94052,400,NA,NA
"HEAL","HEAL_057.basePlot.ltr","31","N","390876.62102","7085005.23228","6N",0,0,390876.62102,7085005.23228,400,NA,NA
"HEAL","HEAL_058.basePlot.ltr","31","N","391265.93363","7084825.54162","6N",0,0,391265.93363,7084825.54162,400,NA,NA
"HEAL","HEAL_059.basePlot.ltr","31","Y","391055.95886","7084675.04229","6N",0,0,391055.95886,7084675.04229,400,NA,NA
"HEAL","HEAL_060.basePlot.ltr","31","N","391506.52475","7084885.33689","6N",0,0,391506.52475,7084885.33689,400,NA,NA
"HEAL","HEAL_061.basePlot.ltr","31","Y","391236.0002","7084555.26684","6N",0,0,391236.0002,7084555.26684,400,NA,NA
"HEAL","HEAL_062.basePlot.ltr","31","N","391476.69412","7084735.26888","6N",0,0,391476.69412,7084735.26888,400,NA,NA
"HEAL","HEAL_063.basePlot.ltr","31","N","391267.25958","7084945.93076","6N",0,0,391267.25958,7084945.93076,400,NA,NA
"HEAL","HEAL_064.basePlot.ltr","31","N","391715.97717","7084855.34282","6N",0,0,391715.97717,7084855.34282,400,NA,NA
"HEAL","HEAL_065.basePlot.ltr","31","N","390875.92849","7084945.8191","6N",0,0,390875.92849,7084945.8191,400,NA,NA
"HEAL","HEAL_066.basePlot.ltr","31","Y","391175.93584","7084645.2252","6N",0,0,391175.93584,7084645.2252,400,NA,NA
"HEAL","HEAL_067.basePlot.ltr","31","N","391415.75849","7084645.4925","6N",0,0,391415.75849,7084645.4925,400,NA,NA
"HEAL","HEAL_068.basePlot.ltr","31","Y","391684.87986","7084944.29019","6N",0,0,391684.87986,7084944.29019,400,NA,NA
"HEAL","HEAL_069.basePlot.ltr","31","N","391176.9275","7084796.9615","6N",0,0,391176.9275,7084796.9615,400,NA,NA
"HEAL","HEAL_070.basePlot.ltr","31","N","391417.31603","7084914.63279","6N",0,0,391417.31603,7084914.63279,400,NA,NA
"HEAL","HEAL_071.basePlot.ltr","31","N","391566.85025","7084916.47973","6N",0,0,391566.85025,7084916.47973,400,NA,NA
"HEAL","HEAL_072.basePlot.ltr","31","N","391056.35341","7084974.89062","6N",0,0,391056.35341,7084974.89062,400,NA,NA
"HEAL","HEAL_073.basePlot.ltr","31","Y","391235.74037","7084705.0392","6N",0,0,391235.74037,7084705.0392,400,NA,NA
"HEAL","HEAL_074.basePlot.ltr","31","N","391027.20464","7084825.24832","6N",0,0,391027.20464,7084825.24832,400,NA,NA
"JERC","JERC_047.basePlot.ltr","23","Y","741333.08504","3454357.88555","16N",10,-10,741343.08504,3454347.88555,400,NA,NA
"JERC","JERC_047.basePlot.ltr","21","Y","741333.08504","3454357.88555","16N",-10,-10,741323.08504,3454347.88555,400,NA,NA
"JERC","JERC_048.basePlot.ltr","21","Y","741839.92746","3454150.40951","16N",-10,-10,741829.92746,3454140.40951,400,NA,NA
"JERC","JERC_048.basePlot.ltr","39","Y","741839.92746","3454150.40951","16N",-10,10,741829.92746,3454160.40951,400,NA,NA
