"Name","Description","History","Start Date","Children","Plot type","Subtype Specification","Plot Size","Plot Dimensions","Reference Point Position","Decimal Latitude","Decimal Longitude","UTM Zone","UTM Easting","UTM Northing","Coordinate Uncertainty","Elevation","Elevation Uncertainty","Minimum Elevation","Maximum Elevation","Slope Gradient","Slope Aspect","NLCD Class","Soil Type Order"
"NIWO_045.basePlot.ltr","Plot ""NIWO_045"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.0468","-105.586451","13N","449974.7583","4433116.30966","0.1","3400.28","0.1","3394.95","","8.98","353.4","grasslandHerbaceous","Entisols"
"NIWO_046.basePlot.ltr","Plot ""NIWO_046"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.048158","-105.586127","13N","450003.38834","4433266.85502","0.1","3426.9","0.1","3422.04","","9.26","339.5","shrubScrub","Entisols"
"NIWO_047.basePlot.ltr","Plot ""NIWO_047"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.054657","-105.584398","13N","450155.60734","4433987.22403","0.1","3510.09","0.1","3503.5","","11.09","134.7","grasslandHerbaceous","Entisols"
"NIWO_048.basePlot.ltr","Plot ""NIWO_048"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.053574","-105.585101","13N","450094.85685","4433867.41322","0.1","3498.09","0.1","3495.41","","4.52","340.5","grasslandHerbaceous","Entisols"
"NIWO_049.basePlot.ltr","Plot ""NIWO_049"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.050874","-105.585072","13N","450095.36114","4433567.71795","0.1","3460.17","0.1","3457.08","","5.99","301.3","grasslandHerbaceous","Entisols"
"NIWO_050.basePlot.ltr","Plot ""NIWO_050"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.050338","-105.584011","13N","450185.47114","4433507.632","0.1","3437.33","0.1","3434.55","","6.39","302","grasslandHerbaceous","Entisols"
"NIWO_051.basePlot.ltr","Plot ""NIWO_051"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.048439","-105.585417","13N","450064.15673","4433297.64541","0.14","3427.42","0.13","3422.34","","6.9","355.2","grasslandHerbaceous","Entisols"
"NIWO_052.basePlot.ltr","Plot ""NIWO_052"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.055185","-105.585116","13N","450094.75256","4434046.23018","0.1","3531.24","0.1","3528.55","","10.04","143","grasslandHerbaceous","Entisols"
"NIWO_053.basePlot.ltr","Plot ""NIWO_053"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.053571","-105.584402","13N","450154.47498","4433866.68868","0.1","3491","0.1","3488.39","","3.89","25.3","grasslandHerbaceous","Entisols"
"NIWO_054.basePlot.ltr","Plot ""NIWO_054"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.053301","-105.586506","13N","449974.81956","4433837.90081","0.1","3510.34","0.1","3505.84","","6.05","351.3","grasslandHerbaceous","Entisols"
"NIWO_055.basePlot.ltr","Plot ""NIWO_055"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.054365","-105.585821","13N","450034.02304","4433955.61193","0.1","3524.54","0.1","3521.2","","9.2","153","grasslandHerbaceous","Entisols"
"NIWO_056.basePlot.ltr","Plot ""NIWO_056"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.051697","-105.583681","13N","450214.6082","4433658.28583","0.1","3457.84","0.1","3456.22","","5.77","354.9","grasslandHerbaceous","Entisols"
"NIWO_057.basePlot.ltr","Plot ""NIWO_057"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.04708","-105.585066","13N","450093.106","4433146.6103","0.3","3383.37","0.39","3376.65","","5.82","358","evergreenForest","Entisols"
"NIWO_058.basePlot.ltr","Plot ""NIWO_058"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.048719","-105.58718","13N","449913.97753","4433329.7134","0.1","3446.43","0.1","3443.33","","6.11","327.5","shrubScrub","Entisols"
"NIWO_059.basePlot.ltr","Plot ""NIWO_059"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.048717","-105.583295","13N","450245.36573","4433327.31335","0.1","3397.85","0.11","3394.72","","8.81","293.4","grasslandHerbaceous","Entisols"
"NIWO_060.basePlot.ltr","Plot ""NIWO_060"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.052491","-105.585443","13N","450064.896","4433747.40037","0.1","3491.6","0.1","3489.54","","5.43","289.4","grasslandHerbaceous","Entisols"
"NIWO_061.basePlot.ltr","Plot ""NIWO_061"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.047617","-105.586104","13N","450004.95501","4433206.79536","0.18","3413.59","0.22","3409.22","","6.28","4.1","evergreenForest","Entisols"
"NIWO_062.basePlot.ltr","Plot ""NIWO_062"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.05114","-105.585787","13N","450034.56795","4433597.64287","0.1","3476.99","0.1","3473.55","","8.19","317.2","shrubScrub","Entisols"
"NIWO_063.basePlot.ltr","Plot ""NIWO_063"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.04898","-105.585058","13N","450095.17401","4433357.4909","0.1","3432.72","0.1","3429.98","","6.16","308.2","shrubScrub","Entisols"
"NIWO_064.basePlot.ltr","Plot ""NIWO_064"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.04737","-105.583997","13N","450184.50474","4433178.19943","0.1","3373.23","0.1","3367.48","","9.93","322.9","evergreenForest","Entisols"
"NIWO_065.basePlot.ltr","Plot ""NIWO_065"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.051404","-105.587551","13N","449884.29782","4433627.9362","0.1","3487.54","0.1","3486.25","","3.78","51.7","grasslandHerbaceous","Entisols"
"NIWO_066.basePlot.ltr","Plot ""NIWO_066"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.05032","-105.586479","13N","449974.94311","4433507.01781","0.1","3469.51","0.1","3466.08","","6.11","329.8","grasslandHerbaceous","Entisols"
"NIWO_067.basePlot.ltr","Plot ""NIWO_067"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.04979","-105.585046","13N","450096.78832","4433447.38784","0.1","3443.49","0.1","3440.84","","6.39","313.1","grasslandHerbaceous","Entisols"
"NIWO_068.basePlot.ltr","Plot ""NIWO_068"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.050589","-105.587175","13N","449915.77274","4433537.26598","0.1","3476.01","0.13","3474.08","","5.14","2.4","grasslandHerbaceous","Entisols"
"NIWO_069.basePlot.ltr","Plot ""NIWO_069"" at site ""NIWO""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.050042","-105.58751","13N","449886.79749","4433476.74174","0.1","3468.01","0.1","3466.55","","3.66","359.5","grasslandHerbaceous","Entisols"
"NOGP_061.basePlot.ltr","Plot ""NOGP_061"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","46.76806","-100.912511","14N","353973.87035","5181165.97912","0.01","583.21","0.02","583.04","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_062.basePlot.ltr","Plot ""NOGP_062"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","46.772266","-100.919713","14N","353435.40154","5181646.74522","0.01","575.59","0.02","572.47","","3.72","245.5","grasslandHerbaceous","Entisols"
"NOGP_063.basePlot.ltr","Plot ""NOGP_063"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.7696462","-100.914914","14N","353794.69158","5181346.70117","0.1","588.63","0.1","0","","0.39","135.6","grasslandHerbaceous","Mollisols"
"NOGP_064.basePlot.ltr","Plot ""NOGP_064"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","46.770749","-100.913769","14N","353885.0947","5181467.11332","0.1","585.57","0.1","585.11","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_065.basePlot.ltr","Plot ""NOGP_065"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","46.770139","-100.91806","14N","353555.83338","5181407.31618","0.1","588.12","0.1","587.74","","0.86","103.3","grasslandHerbaceous","Mollisols"
"NOGP_066.basePlot.ltr","Plot ""NOGP_066"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.768307","-100.9137","14N","353883.75672","5181195.63461","0.1","584.15","0.1","584","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_067.basePlot.ltr","Plot ""NOGP_067"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.771472","-100.919288","14N","353465.6941","5181557.72507","0.1","581.33","0.1","580.5","","3.32","326","grasslandHerbaceous","Mollisols"
"NOGP_068.basePlot.ltr","Plot ""NOGP_068"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.771586","-100.911055","14N","354094.56315","5181555.07811","0.1","586.3","0.1","585.99","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_069.basePlot.ltr","Plot ""NOGP_069"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.772578","-100.917374","14N","353614.81912","5181677.05559","0.01","588.52","0.02","587.37","","3.21","265","grasslandHerbaceous","Mollisols"
"NOGP_070.basePlot.ltr","Plot ""NOGP_070"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.769941","-100.91295","14N","353945.43843","5181375.80786","0.1","584.71","0.1","584.46","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_071.basePlot.ltr","Plot ""NOGP_071"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.766958","-100.913647","14N","353884.15431","5181045.63779","0.1","583.44","0.1","583.1","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_072.basePlot.ltr","Plot ""NOGP_072"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770694","-100.917302","14N","353615.20969","5181467.57492","0.1","589","0.1","588.89","","0.11","71.5","grasslandHerbaceous","Mollisols"
"NOGP_073.basePlot.ltr","Plot ""NOGP_073"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.769905","-100.916479","14N","353675.90631","5181378.37045","0.1","588.63","0.1","588.63","","0.34","314","grasslandHerbaceous","Mollisols"
"NOGP_074.basePlot.ltr","Plot ""NOGP_074"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770512","-100.911026","14N","354093.87586","5181435.68338","0.1","584.8","0.1","584.42","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_075.basePlot.ltr","Plot ""NOGP_075"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.771067","-100.910263","14N","354153.628","5181495.93804","0.1","586.5","0.1","586.08","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_076.basePlot.ltr","Plot ""NOGP_076"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.772054","-100.916175","14N","353704.93735","5181616.59751","0.1","589.02","0.1","588.86","","1.2","29.1","grasslandHerbaceous","Entisols"
"NOGP_077.basePlot.ltr","Plot ""NOGP_077"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.769949","-100.914135","14N","353854.98686","5181378.89919","0.02","586.71","0.02","586.39","","0","0","shrubScrub","Mollisols"
"NOGP_078.basePlot.ltr","Plot ""NOGP_078"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.769732","-100.909817","14N","354184.07474","5181346.76791","0.1","585.77","0.1","585.27","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_079.basePlot.ltr","Plot ""NOGP_079"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.767758","-100.91446","14N","353824.24427","5181136.04367","0.1","585.09","0.1","584.86","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_080.basePlot.ltr","Plot ""NOGP_080"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770935","-100.918882","14N","353495.23415","5181497.29787","0.1","586.99","0.1","586.05","","3.26","175.4","grasslandHerbaceous","Mollisols"
"NOGP_081.basePlot.ltr","Plot ""NOGP_081"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.772029","-100.917361","14N","353614.32357","5181616.02751","0.1","588.85","0.1","587.43","","3.72","52","grasslandHerbaceous","Mollisols"
"NOGP_082.basePlot.ltr","Plot ""NOGP_082"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770229","-100.912177","14N","354005.23446","5181406.37396","0.1","584.29","0.1","583.91","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_083.basePlot.ltr","Plot ""NOGP_083"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770625","-100.920844","14N","353344.59902","5181466.50978","0.1","588.6","0.1","586.7","","3.49","179.1","grasslandHerbaceous","Mollisols"
"NOGP_084.basePlot.ltr","Plot ""NOGP_084"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.771481","-100.918114","14N","353555.34933","5181556.53732","0.02","585.46","0.02","584.07","","3.83","165.2","grasslandHerbaceous","Mollisols"
"NOGP_085.basePlot.ltr","Plot ""NOGP_085"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.769385","-100.913708","14N","353886.06204","5181315.4348","0.1","585.02","0.1","584.8","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_086.basePlot.ltr","Plot ""NOGP_086"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.77283","-100.918173","14N","353554.50282","5181706.54562","0.01","581.07","0.02","579.84","","3.78","87.4","grasslandHerbaceous","Mollisols"
"NOGP_087.basePlot.ltr","Plot ""NOGP_087"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770983","-100.915741","14N","353735.17099","5181496.78235","0.1","589.43","0.1","589.36","","1.09","2.5","grasslandHerbaceous","Mollisols"
"NOGP_088.basePlot.ltr","Plot ""NOGP_088"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.768891","-100.91252","14N","353975.42974","5181258.33499","0.1","583.8","0.1","583.35","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_089.basePlot.ltr","Plot ""NOGP_089"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770124","-100.918862","14N","353494.56127","5181407.1438","0.1","588.54","0.1","588.54","","0.8","173.7","grasslandHerbaceous","Mollisols"
"NOGP_090.basePlot.ltr","Plot ""NOGP_090"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.767769","-100.913289","14N","353913.68198","5181135.08922","0.1","583.53","0.1","583.35","","0","0","grasslandHerbaceous","Mollisols"
"NOGP_091.basePlot.ltr","Plot ""NOGP_091"" at site ""NOGP""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","46.770255","-100.909815","14N","354185.63936","5181404.87899","0.1","586.26","0.1","585.65","","0","0","grasslandHerbaceous","Mollisols"
"OAES_042.basePlot.ltr","Plot ""OAES_042"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.408887","-99.056266","14N","494891.30576","3918390.06453","0.1","519.81","0.1","519","","0.52","39.5","shrubScrub","Inceptisols"
"OAES_043.basePlot.ltr","Plot ""OAES_043"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.405108","-99.058568","14N","494682.0465","3917971.08086","0.1","514.2","0.1","512.84","","1.26","349","grasslandHerbaceous","Inceptisols"
"OAES_044.basePlot.ltr","Plot ""OAES_044"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.404309","-99.059225","14N","494622.33806","3917882.50438","0.1","510.49","0.1","509.17","","1.78","38","shrubScrub","Inceptisols"
"OAES_045.basePlot.ltr","Plot ""OAES_045"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","35.410788","-99.057569","14N","494773.12207","3918600.96063","0.1","517.87","0.1","517.53","","0.52","141.6","shrubScrub","Inceptisols"
"OAES_046.basePlot.ltr","Plot ""OAES_046"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.406475","-99.058583","14N","494680.77431","3918122.68698","0.1","515.91","0.1","515.66","","0.86","47","shrubScrub","Inceptisols"
"OAES_047.basePlot.ltr","Plot ""OAES_047"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.411599","-99.057583","14N","494771.90335","3918690.90433","0.1","515.7","0.1","515.1","","1.32","110","grasslandHerbaceous","Inceptisols"
"OAES_048.basePlot.ltr","Plot ""OAES_048"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.414044","-99.060228","14N","494531.92269","3918962.20717","0.12","513.11","0.12","513.11","","1.37","73.7","shrubScrub","Inceptisols"
"OAES_049.basePlot.ltr","Plot ""OAES_049"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.407831","-99.055604","14N","494951.34647","3918272.91622","0.1","518.17","0.1","517.77","","0.34","28.6","shrubScrub","Inceptisols"
"OAES_050.basePlot.ltr","Plot ""OAES_050"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.405103","-99.05792","14N","494740.88435","3917970.49169","0.1","512.45","0.1","512.01","","2.06","280","grasslandHerbaceous","Inceptisols"
"OAES_051.basePlot.ltr","Plot ""OAES_051"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.415129","-99.055254","14N","494983.57756","3919082.27409","0.1","522.89","0.1","522.57","","1.32","344","grasslandHerbaceous","Inceptisols"
"OAES_052.basePlot.ltr","Plot ""OAES_052"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.404578","-99.058238","14N","494711.97577","3917912.28423","0.1","511.04","0.1","510.1","","2.58","293","shrubScrub","Inceptisols"
"OAES_053.basePlot.ltr","Plot ""OAES_053"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.41593","-99.056931","14N","494831.37654","3919171.19445","0.1","519.03","0.1","517.75","","2.06","55","shrubScrub","Inceptisols"
"OAES_054.basePlot.ltr","Plot ""OAES_054"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.406464","-99.057586","14N","494771.29933","3918121.41387","0.1","513.92","0.1","513.38","","1.2","278","shrubScrub","Inceptisols"
"OAES_055.basePlot.ltr","Plot ""OAES_055"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.413767","-99.055611","14N","494951.08113","3918931.24126","0.1","517.7","0.1","517.33","","5.94","0","shrubScrub","Inceptisols"
"OAES_056.basePlot.ltr","Plot ""OAES_056"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.408345","-99.056269","14N","494890.99917","3918329.95487","0.1","517.61","0.1","517","","1.55","258.9","grasslandHerbaceous","Inceptisols"
"OAES_057.basePlot.ltr","Plot ""OAES_057"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.409167","-99.05759","14N","494771.11071","3918421.18678","0.1","520.12","0.1","519.8","","0","0","grasslandHerbaceous","Inceptisols"
"OAES_058.basePlot.ltr","Plot ""OAES_058"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.408894","-99.058916","14N","494650.69837","3918390.98099","0.1","520.1","0.1","519.69","","0.57","86.6","shrubScrub","Inceptisols"
"OAES_059.basePlot.ltr","Plot ""OAES_059"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.417018","-99.055273","14N","494981.9697","3919291.77243","0.1","526.42","0.1","525.72","","2.29","89","grasslandHerbaceous","Inceptisols"
"OAES_060.basePlot.ltr","Plot ""OAES_060"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.405101","-99.059241","14N","494620.93787","3917970.34093","0.1","512.62","0.1","511.86","","1.26","67","grasslandHerbaceous","Inceptisols"
"OAES_061.basePlot.ltr","Plot ""OAES_061"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.414852","-99.052982","14N","495189.83237","3919051.44083","0.19","517.93","0.26","517.93","","1.15","41","grasslandHerbaceous","Inceptisols"
"OAES_062.basePlot.ltr","Plot ""OAES_062"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.411328","-99.058577","14N","494681.63792","3918660.90241","0.1","514.53","0.13","513.7","","2.18","160","grasslandHerbaceous","Inceptisols"
"OAES_063.basePlot.ltr","Plot ""OAES_063"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.415391","-99.056264","14N","494891.89779","3919111.38261","0.1","522.72","0.1","521.77","","1.6","290","grasslandHerbaceous","Inceptisols"
"OAES_064.basePlot.ltr","Plot ""OAES_064"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.407805","-99.056599","14N","494861.0022","3918270.08397","0.1","515.26","0.1","515.08","","0.52","23.8","shrubScrub","Inceptisols"
"OAES_065.basePlot.ltr","Plot ""OAES_065"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.413223","-99.055612","14N","494950.95641","3918870.90964","0.1","518.67","0.1","518.63","","1.26","271","shrubScrub","Inceptisols"
"OAES_066.basePlot.ltr","Plot ""OAES_066"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.41593","-99.055611","14N","494951.21606","3919171.12624","0.1","524.52","0.1","523.97","","0.63","20.3","grasslandHerbaceous","Inceptisols"
"OAES_067.basePlot.ltr","Plot ""OAES_067"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.415123","-99.05427","14N","495072.91299","3919081.55919","0.1","522.99","0.1","522.43","","1.26","51","grasslandHerbaceous","Inceptisols"
"OAES_068.basePlot.ltr","Plot ""OAES_068"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.4062","-99.055926","14N","494922.00767","3918092.04879","0.1","516.65","0.1","516.09","","0.8","168","shrubScrub","Inceptisols"
"OAES_069.basePlot.ltr","Plot ""OAES_069"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.408078","-99.059898","14N","494561.48246","3918300.53712","0.1","517.89","0.1","517.43","","1.15","184.9","shrubScrub","Inceptisols"
"OAES_070.basePlot.ltr","Plot ""OAES_070"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.405646","-99.05857","14N","494681.90024","3918030.74714","0.1","515.75","0.1","515.59","","0","0","shrubScrub","Inceptisols"
"OAES_071.basePlot.ltr","Plot ""OAES_071"" at site ""OAES""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","35.404578","-99.056925","14N","494831.1965","3917912.21482","0.1","511.33","0.1","510.48","","2.29","74","shrubScrub","Inceptisols"
"ONAQ_041.basePlot.ltr","Plot ""ONAQ_041"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","40.174021","-112.45284","12N","376299.14682","4448084.00531","0.21","1650.67","0.1","1650.07","","0","0","shrubScrub","Aridisols"
"ONAQ_042.basePlot.ltr","Plot ""ONAQ_042"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","40.176674","-112.456785","12N","375968.0722","4448383.99086","0.18","1663.67","0.19","1662.91","","0.52","317.1","shrubScrub","Aridisols"
"ONAQ_043.basePlot.ltr","Plot ""ONAQ_043"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","40.17372","-112.456712","12N","375968.90844","4448055.99584","0.1","1657.99","0.11","1657.13","","0.52","311.6","shrubScrub","Aridisols"
"ONAQ_044.basePlot.ltr","Plot ""ONAQ_044"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","9","tower","","1600","40m x 40m","41","40.175366","-112.453933","12N","376208.52541","4448234.82311","0.18","1655.08","0.15","1654.55","","0","0","shrubScrub","Aridisols"
"ONAQ_045.basePlot.ltr","Plot ""ONAQ_045"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.1732","-112.454237","12N","376178.70362","4447994.82177","0.19","1652.93","0.15","1652.65","","0","0","grasslandHerbaceous","Aridisols"
"ONAQ_046.basePlot.ltr","Plot ""ONAQ_046"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.175373","-112.455001","12N","376117.60265","4448237.08966","0.12","1657.53","0.13","1657.23","","0","0","shrubScrub","Aridisols"
"ONAQ_047.basePlot.ltr","Plot ""ONAQ_047"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.175101","-112.452516","12N","376328.69553","4448203.43359","0.1","1651.76","0.1","1651.3","","0","0","shrubScrub","Aridisols"
"ONAQ_048.basePlot.ltr","Plot ""ONAQ_048"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.176113","-112.458513","12N","375819.92053","4448324.13538","0.11","1665.97","0.11","1664.7","","0.69","65.2","shrubScrub","Aridisols"
"ONAQ_049.basePlot.ltr","Plot ""ONAQ_049"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.172961","-112.451763","12N","376388.92678","4447964.84588","0.1","1647.59","0.11","1647.44","","0","0","shrubScrub","Aridisols"
"ONAQ_050.basePlot.ltr","Plot ""ONAQ_050"" at site ""ONAQ""","History","2010-01-01T00:00:00.000Z","5","tower","","400","20m x 20m","41","40.17589","-112.454652","12N","376148.25859","4448293.98961","0.15","1657.68","0.14","1657.37","","0","0","shrubScrub","Aridisols"
