,siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year
772,SOAP,SOAP_031.basePlot.ltr,21,Y,299684.19558,4101165.02143,11N,-10,-10,299674,4101155,400,385.0,96.25,2017
773,SOAP,SOAP_043.basePlot.ltr,23,Y,298214.53969,4101101.043,11N,10,-10,298224,4101091,400,315.0,78.75,2017
774,SOAP,SOAP_043.basePlot.ltr,39,Y,298214.53969,4101101.043,11N,-10,10,298204,4101111,400,313.0,78.25,2017
775,SOAP,SOAP_044.basePlot.ltr,21,Y,298154.02515,4100769.5346699995,11N,-10,-10,298144,4100759,400,358.0,89.5,2017
776,SOAP,SOAP_044.basePlot.ltr,41,Y,298154.02515,4100769.5346699995,11N,10,10,298164,4100779,400,337.0,84.25,2017
777,SOAP,SOAP_045.basePlot.ltr,23,Y,299204.77795,4100919.6016599997,11N,10,-10,299214,4100909,400,235.0,58.75,2017
778,SOAP,SOAP_045.basePlot.ltr,21,Y,299204.77795,4100919.6016599997,11N,-10,-10,299194,4100909,400,357.0,89.25,2017
779,SOAP,SOAP_046.basePlot.ltr,41,Y,298394.74624,4100860.82535,11N,10,10,298404,4100870,400,248.0,62.0,2017
780,SOAP,SOAP_046.basePlot.ltr,23,Y,298394.74624,4100860.82535,11N,10,-10,298404,4100850,400,377.0,94.25,2017
781,SOAP,SOAP_047.basePlot.ltr,41,Y,299204.04161,4101072.27204,11N,10,10,299214,4101082,400,66.0,16.5,2017
782,SOAP,SOAP_047.basePlot.ltr,23,Y,299204.04161,4101072.27204,11N,10,-10,299214,4101062,400,82.0,20.5,2017
783,SOAP,SOAP_048.basePlot.ltr,39,Y,298065.01874,4101190.87566,11N,-10,10,298055,4101200,400,372.0,93.0,2017
784,SOAP,SOAP_048.basePlot.ltr,21,Y,298065.01874,4101190.87566,11N,-10,-10,298055,4101180,400,364.0,91.0,2017
785,SOAP,SOAP_049.basePlot.ltr,39,Y,299564.94103000005,4101135.42936,11N,-10,10,299554,4101145,400,253.0,63.24999999999999,2017
786,SOAP,SOAP_049.basePlot.ltr,23,Y,299564.94103000005,4101135.42936,11N,10,-10,299574,4101125,400,348.0,87.0,2017
787,SOAP,SOAP_050.basePlot.ltr,41,Y,298306.53945,4100950.41309,11N,10,10,298316,4100960,400,361.0,90.25,2017
788,SOAP,SOAP_050.basePlot.ltr,23,Y,298306.53945,4100950.41309,11N,10,-10,298316,4100940,400,337.0,84.25,2017
789,SOAP,SOAP_051.basePlot.ltr,39,Y,297944.72446999996,4100954.16497,11N,-10,10,297934,4100964,400,133.0,33.25,2017
790,SOAP,SOAP_051.basePlot.ltr,21,Y,297944.72446999996,4100954.16497,11N,-10,-10,297934,4100944,400,4.0,1.0,2017
791,SOAP,SOAP_052.basePlot.ltr,39,Y,298094.31005,4100859.44394,11N,-10,10,298084,4100869,400,330.0,82.5,2017
792,SOAP,SOAP_052.basePlot.ltr,23,Y,298094.31005,4100859.44394,11N,10,-10,298104,4100849,400,379.0,94.75,2017
793,SOAP,SOAP_053.basePlot.ltr,39,Y,299355.53255,4100982.41368,11N,-10,10,299345,4100992,400,246.0,61.5,2017
794,SOAP,SOAP_053.basePlot.ltr,23,Y,299355.53255,4100982.41368,11N,10,-10,299365,4100972,400,105.0,26.25,2017
795,SOAP,SOAP_054.basePlot.ltr,23,Y,299024.72918,4100950.0793,11N,10,-10,299034,4100940,400,340.0,85.0,2017
796,SOAP,SOAP_054.basePlot.ltr,39,Y,299024.72918,4100950.0793,11N,-10,10,299014,4100960,400,159.0,39.75,2017
797,SOAP,SOAP_055.basePlot.ltr,23,Y,298514.2808,4100950.34606,11N,10,-10,298524,4100940,400,354.0,88.5,2017
798,SOAP,SOAP_055.basePlot.ltr,41,Y,298514.2808,4100950.34606,11N,10,10,298524,4100960,400,225.0,56.25,2017
799,SOAP,SOAP_056.basePlot.ltr,41,Y,299443.8918,4101075.23993,11N,10,10,299453,4101085,400,286.0,71.5,2017
800,SOAP,SOAP_056.basePlot.ltr,39,Y,299443.8918,4101075.23993,11N,-10,10,299433,4101085,400,332.0,83.0,2017
801,SOAP,SOAP_057.basePlot.ltr,39,Y,297855.09928,4101162.9177300003,11N,-10,10,297845,4101172,400,322.0,80.5,2017
802,SOAP,SOAP_057.basePlot.ltr,23,Y,297855.09928,4101162.9177300003,11N,10,-10,297865,4101152,400,198.0,49.5,2017
803,SOAP,SOAP_058.basePlot.ltr,39,Y,298635.43609000003,4101010.8532800004,11N,-10,10,298625,4101020,400,2.0,0.5,2017
804,SOAP,SOAP_058.basePlot.ltr,41,Y,298635.43609000003,4101010.8532800004,11N,10,10,298645,4101020,400,26.0,6.5,2017
805,SOAP,SOAP_059.basePlot.ltr,39,Y,297825.86736,4101012.4052800005,11N,-10,10,297815,4101022,400,200.0,50.0,2017
806,SOAP,SOAP_059.basePlot.ltr,41,Y,297825.86736,4101012.4052800005,11N,10,10,297835,4101022,400,224.0,56.00000000000001,2017
807,SOAP,SOAP_060.basePlot.ltr,23,Y,298065.19733,4100710.0383300004,11N,10,-10,298075,4100700,400,199.0,49.75,2017
808,SOAP,SOAP_060.basePlot.ltr,39,Y,298065.19733,4100710.0383300004,11N,-10,10,298055,4100720,400,134.0,33.5,2017
809,SOAP,SOAP_061.basePlot.ltr,39,Y,297974.88639,4101072.90336,11N,-10,10,297964,4101082,400,214.0,53.5,2017
810,SOAP,SOAP_061.basePlot.ltr,41,Y,297974.88639,4101072.90336,11N,10,10,297984,4101082,400,166.0,41.5,2017
922,TEAK,TEAK_043.basePlot.ltr,23,Y,321054.90595,4096729.2505099997,11N,10,-10,321064,4096719,400,33.0,8.25,2017
923,TEAK,TEAK_043.basePlot.ltr,21,Y,321054.90595,4096729.2505099997,11N,-10,-10,321044,4096719,400,147.0,36.75,2017
924,TEAK,TEAK_044.basePlot.ltr,39,Y,321151.44204,4097118.2702900004,11N,-10,10,321141,4097128,400,305.0,76.25,2017
925,TEAK,TEAK_044.basePlot.ltr,21,Y,321151.44204,4097118.2702900004,11N,-10,-10,321141,4097108,400,353.0,88.25,2017
926,TEAK,TEAK_045.basePlot.ltr,23,Y,321692.99770999997,4096518.09722,11N,10,-10,321702,4096508,400,217.0,54.25,2017
927,TEAK,TEAK_045.basePlot.ltr,39,Y,321692.99770999997,4096518.09722,11N,-10,10,321682,4096528,400,292.0,73.0,2017
928,TEAK,TEAK_046.basePlot.ltr,39,Y,321363.49215,4097510.06976,11N,-10,10,321353,4097520,400,290.0,72.5,2017
929,TEAK,TEAK_046.basePlot.ltr,41,Y,321363.49215,4097510.06976,11N,10,10,321373,4097520,400,258.0,64.5,2017
930,TEAK,TEAK_047.basePlot.ltr,21,Y,321242.81035,4097330.35217,11N,-10,-10,321232,4097320,400,321.0,80.25,2017
931,TEAK,TEAK_047.basePlot.ltr,41,Y,321242.81035,4097330.35217,11N,10,10,321252,4097340,400,161.0,40.25,2017
932,TEAK,TEAK_048.basePlot.ltr,41,Y,321812.36954,4096787.8706400003,11N,10,10,321822,4096797,400,199.0,49.75,2017
933,TEAK,TEAK_048.basePlot.ltr,21,Y,321812.36954,4096787.8706400003,11N,-10,-10,321802,4096777,400,321.0,80.25,2017
934,TEAK,TEAK_049.basePlot.ltr,23,Y,321451.36751,4096759.06636,11N,10,-10,321461,4096749,400,121.0,30.25,2017
935,TEAK,TEAK_049.basePlot.ltr,41,Y,321451.36751,4096759.06636,11N,10,10,321461,4096769,400,208.0,52.0,2017
936,TEAK,TEAK_050.basePlot.ltr,21,Y,320612.15328,4097237.79511,11N,-10,-10,320602,4097227,400,367.0,91.75,2017
937,TEAK,TEAK_050.basePlot.ltr,41,Y,320612.15328,4097237.79511,11N,10,10,320622,4097247,400,317.0,79.25,2017
938,TEAK,TEAK_051.basePlot.ltr,41,Y,321392.22384,4097086.9912699996,11N,10,10,321402,4097096,400,314.0,78.5,2017
939,TEAK,TEAK_051.basePlot.ltr,21,Y,321392.22384,4097086.9912699996,11N,-10,-10,321382,4097076,400,257.0,64.25,2017
940,TEAK,TEAK_052.basePlot.ltr,41,Y,321212.71334,4097751.57362,11N,10,10,321222,4097761,400,304.0,76.0,2017
941,TEAK,TEAK_052.basePlot.ltr,23,Y,321212.71334,4097751.57362,11N,10,-10,321222,4097741,400,307.0,76.75,2017
942,TEAK,TEAK_053.basePlot.ltr,21,Y,321092.88335,4097300.44047,11N,-10,-10,321082,4097290,400,131.0,32.75,2017
943,TEAK,TEAK_053.basePlot.ltr,41,Y,321092.88335,4097300.44047,11N,10,10,321102,4097310,400,245.0,61.25000000000001,2017
944,TEAK,TEAK_054.basePlot.ltr,41,Y,321901.46749,4096668.33501,11N,10,10,321911,4096678,400,357.0,89.25,2017
945,TEAK,TEAK_054.basePlot.ltr,23,Y,321901.46749,4096668.33501,11N,10,-10,321911,4096658,400,157.0,39.25,2017
946,TEAK,TEAK_055.basePlot.ltr,39,Y,321542.53028,4096665.90149,11N,-10,10,321532,4096675,400,134.0,33.5,2017
947,TEAK,TEAK_055.basePlot.ltr,23,Y,321542.53028,4096665.90149,11N,10,-10,321552,4096655,400,337.0,84.25,2017
948,TEAK,TEAK_056.basePlot.ltr,39,Y,321092.7542,4096995.18811,11N,-10,10,321082,4097005,400,127.0,31.75,2017
949,TEAK,TEAK_056.basePlot.ltr,21,Y,321092.7542,4096995.18811,11N,-10,-10,321082,4096985,400,243.0,60.75000000000001,2017
950,TEAK,TEAK_057.basePlot.ltr,23,Y,321331.27141,4097210.82309,11N,10,-10,321341,4097200,400,305.0,76.25,2017
951,TEAK,TEAK_057.basePlot.ltr,21,Y,321331.27141,4097210.82309,11N,-10,-10,321321,4097200,400,336.0,84.0,2017
952,TEAK,TEAK_058.basePlot.ltr,41,Y,321356.57565,4096545.0565699995,11N,10,10,321366,4096555,400,184.0,46.0,2017
953,TEAK,TEAK_058.basePlot.ltr,21,Y,321356.57565,4096545.0565699995,11N,-10,-10,321346,4096535,400,187.0,46.75,2017
954,TEAK,TEAK_059.basePlot.ltr,41,Y,321662.19445999997,4096911.35756,11N,10,10,321672,4096921,400,334.0,83.5,2017
955,TEAK,TEAK_059.basePlot.ltr,21,Y,321662.19445999997,4096911.35756,11N,-10,-10,321652,4096901,400,375.0,93.75,2017
956,TEAK,TEAK_060.basePlot.ltr,21,Y,321541.79842,4096846.6272400003,11N,-10,-10,321531,4096836,400,325.0,81.25,2017
957,TEAK,TEAK_060.basePlot.ltr,23,Y,321541.79842,4096846.6272400003,11N,10,-10,321551,4096836,400,295.0,73.75,2017
958,TEAK,TEAK_061.basePlot.ltr,41,Y,321901.27391,4096908.87861,11N,10,10,321911,4096918,400,221.0,55.25,2017
959,TEAK,TEAK_061.basePlot.ltr,21,Y,321901.27391,4096908.87861,11N,-10,-10,321891,4096898,400,234.0,58.5,2017
960,TEAK,TEAK_062.basePlot.ltr,41,Y,321240.69961999997,4096787.5983300004,11N,10,10,321250,4096797,400,141.0,35.25,2017
961,TEAK,TEAK_062.basePlot.ltr,21,Y,321240.69961999997,4096787.5983300004,11N,-10,-10,321230,4096777,400,400.0,100.0,2017
101,BONA,BONA_070.basePlot.ltr,23,Y,476102.02408999996,7225673.201719999,6N,10,-10,476112,7225663,400,81.0,20.25,2017
102,BONA,BONA_070.basePlot.ltr,39,Y,476102.02408999996,7225673.201719999,6N,-10,10,476092,7225683,400,36.0,9.0,2017
103,BONA,BONA_071.basePlot.ltr,39,Y,476221.19132,7225822.3715699995,6N,-10,10,476211,7225832,400,353.0,88.25,2017
104,BONA,BONA_071.basePlot.ltr,21,Y,476221.19132,7225822.3715699995,6N,-10,-10,476211,7225812,400,312.0,78.0,2017
105,BONA,BONA_072.basePlot.ltr,23,Y,476460.56808,7226061.75759,6N,10,-10,476470,7226051,400,400.0,100.0,2017
106,BONA,BONA_072.basePlot.ltr,39,Y,476460.56808,7226061.75759,6N,-10,10,476450,7226071,400,400.0,100.0,2017
107,BONA,BONA_073.basePlot.ltr,23,Y,476701.02124,7226002.12155,6N,10,-10,476711,7225992,400,0.0,0.0,2017
108,BONA,BONA_073.basePlot.ltr,39,Y,476701.02124,7226002.12155,6N,-10,10,476691,7226012,400,2.0,0.5,2017
109,BONA,BONA_074.basePlot.ltr,21,Y,476792.11751,7225733.5807,6N,-10,-10,476782,7225723,400,3.0,0.75,2017
110,BONA,BONA_074.basePlot.ltr,39,Y,476792.11751,7225733.5807,6N,-10,10,476782,7225743,400,0.0,0.0,2017
111,BONA,BONA_075.basePlot.ltr,41,Y,476193.00405,7226182.596960001,6N,10,10,476203,7226192,400,383.0,95.75,2017
112,BONA,BONA_075.basePlot.ltr,21,Y,476193.00405,7226182.596960001,6N,-10,-10,476183,7226172,400,400.0,100.0,2017
113,BONA,BONA_076.basePlot.ltr,23,Y,476461.59086000005,7225913.29187,6N,10,-10,476471,7225903,400,250.0,62.5,2017
114,BONA,BONA_076.basePlot.ltr,41,Y,476461.59086000005,7225913.29187,6N,10,10,476471,7225923,400,250.0,62.5,2017
115,BONA,BONA_077.basePlot.ltr,39,Y,476731.71992,7225851.862260001,6N,-10,10,476721,7225861,400,3.0,0.75,2017
116,BONA,BONA_077.basePlot.ltr,23,Y,476731.71992,7225851.862260001,6N,10,-10,476741,7225841,400,6.0,1.5,2017
117,BONA,BONA_078.basePlot.ltr,21,Y,476191.46071,7226002.38703,6N,-10,-10,476181,7225992,400,395.0,98.75,2017
118,BONA,BONA_078.basePlot.ltr,39,Y,476191.46071,7226002.38703,6N,-10,10,476181,7226012,400,400.0,100.0,2017
119,BONA,BONA_079.basePlot.ltr,41,Y,476340.85033000004,7226210.50108,6N,10,10,476350,7226220,400,377.0,94.25,2017
120,BONA,BONA_079.basePlot.ltr,21,Y,476340.85033000004,7226210.50108,6N,-10,-10,476330,7226200,400,400.0,100.0,2017
121,BONA,BONA_080.basePlot.ltr,23,Y,475981.57592,7225702.82042,6N,10,-10,475991,7225692,400,100.0,25.0,2017
122,BONA,BONA_080.basePlot.ltr,39,Y,475981.57592,7225702.82042,6N,-10,10,475971,7225712,400,133.0,33.25,2017
123,BONA,BONA_081.basePlot.ltr,21,Y,476612.60311,7225913.320839999,6N,-10,-10,476602,7225903,400,46.0,11.5,2017
124,BONA,BONA_081.basePlot.ltr,39,Y,476612.60311,7225913.320839999,6N,-10,10,476602,7225923,400,105.0,26.25,2017
125,BONA,BONA_082.basePlot.ltr,41,Y,475983.4404,7226001.9499699995,6N,10,10,475993,7226011,400,389.0,97.25,2017
126,BONA,BONA_082.basePlot.ltr,21,Y,475983.4404,7226001.9499699995,6N,-10,-10,475973,7225991,400,400.0,100.0,2017
127,BONA,BONA_083.basePlot.ltr,21,Y,476671.33602,7225733.30409,6N,-10,-10,476661,7225723,400,2.0,0.5,2017
128,BONA,BONA_083.basePlot.ltr,41,Y,476671.33602,7225733.30409,6N,10,10,476681,7225743,400,2.0,0.5,2017
129,BONA,BONA_084.basePlot.ltr,41,Y,475951.34635,7225854.4214699995,6N,10,10,475961,7225864,400,378.0,94.5,2017
130,BONA,BONA_084.basePlot.ltr,39,Y,475951.34635,7225854.4214699995,6N,-10,10,475941,7225864,400,373.0,93.25,2017
131,BONA,BONA_086.basePlot.ltr,41,Y,476011.69461000006,7225583.43106,6N,10,10,476021,7225593,400,30.0,7.5,2017
132,BONA,BONA_086.basePlot.ltr,23,Y,476011.69461000006,7225583.43106,6N,10,-10,476021,7225573,400,4.0,1.0,2017
133,BONA,BONA_087.basePlot.ltr,21,Y,476461.95126999996,7226212.09893,6N,-10,-10,476451,7226202,400,365.0,91.25,2017
134,BONA,BONA_087.basePlot.ltr,23,Y,476461.95126999996,7226212.09893,6N,10,-10,476471,7226202,400,371.0,92.75,2017
135,BONA,BONA_088.basePlot.ltr,41,Y,476281.63686,7226092.83301,6N,10,10,476291,7226102,400,400.0,100.0,2017
136,BONA,BONA_088.basePlot.ltr,23,Y,476281.63686,7226092.83301,6N,10,-10,476291,7226082,400,349.0,87.25,2017
137,BONA,BONA_089.basePlot.ltr,41,Y,476039.49396999995,7225912.8891199995,6N,10,10,476049,7225922,400,385.0,96.25,2017
138,BONA,BONA_089.basePlot.ltr,39,Y,476039.49396999995,7225912.8891199995,6N,-10,10,476029,7225922,400,318.0,79.5,2017
139,BONA,BONA_093.basePlot.ltr,23,Y,476341.13135,7225911.35442,6N,10,-10,476351,7225901,400,301.0,75.25,2017
140,BONA,BONA_093.basePlot.ltr,39,Y,476341.13135,7225911.35442,6N,-10,10,476331,7225921,400,329.0,82.25,2017
172,DEJU,DEJU_045.basePlot.ltr,23,Y,561742.27943,7084349.56342,6N,10,-10,561752,7084339,400,5.0,1.25,2017
173,DEJU,DEJU_045.basePlot.ltr,39,Y,561742.27943,7084349.56342,6N,-10,10,561732,7084359,400,16.0,4.0,2017
174,DEJU,DEJU_046.basePlot.ltr,21,Y,561232.4292100001,7083990.36425,6N,-10,-10,561222,7083980,400,86.0,21.5,2017
175,DEJU,DEJU_046.basePlot.ltr,23,Y,561232.4292100001,7083990.36425,6N,10,-10,561242,7083980,400,18.0,4.5,2017
176,DEJU,DEJU_047.basePlot.ltr,21,Y,561922.4474899999,7084503.6978899995,6N,-10,-10,561912,7084493,400,353.0,88.25,2017
177,DEJU,DEJU_047.basePlot.ltr,23,Y,561922.4474899999,7084503.6978899995,6N,10,-10,561932,7084493,400,289.0,72.25,2017
178,DEJU,DEJU_048.basePlot.ltr,39,Y,561232.00954,7084379.00755,6N,-10,10,561222,7084389,400,193.0,48.25,2017
179,DEJU,DEJU_048.basePlot.ltr,21,Y,561232.00954,7084379.00755,6N,-10,-10,561222,7084369,400,222.0,55.50000000000001,2017
180,DEJU,DEJU_049.basePlot.ltr,23,Y,561923.1282800001,7084349.89943,6N,10,-10,561933,7084339,400,25.0,6.25,2017
181,DEJU,DEJU_049.basePlot.ltr,21,Y,561923.1282800001,7084349.89943,6N,-10,-10,561913,7084339,400,181.0,45.25,2017
182,DEJU,DEJU_050.basePlot.ltr,21,Y,561023.71149,7084322.55963,6N,-10,-10,561013,7084312,400,73.0,18.25,2017
183,DEJU,DEJU_050.basePlot.ltr,23,Y,561023.71149,7084322.55963,6N,10,-10,561033,7084312,400,37.0,9.25,2017
184,DEJU,DEJU_051.basePlot.ltr,21,Y,561082.58457,7084049.63347,6N,-10,-10,561072,7084039,400,167.0,41.75,2017
185,DEJU,DEJU_051.basePlot.ltr,39,Y,561082.58457,7084049.63347,6N,-10,10,561072,7084059,400,148.0,37.0,2017
186,DEJU,DEJU_052.basePlot.ltr,21,Y,561773.49417,7084470.88733,6N,-10,-10,561763,7084460,400,4.0,1.0,2017
187,DEJU,DEJU_052.basePlot.ltr,23,Y,561773.49417,7084470.88733,6N,10,-10,561783,7084460,400,12.0,3.0,2017
188,DEJU,DEJU_053.basePlot.ltr,41,Y,560722.3530100001,7084410.44115,6N,10,10,560732,7084420,400,119.0,29.75,2017
189,DEJU,DEJU_053.basePlot.ltr,21,Y,560722.3530100001,7084410.44115,6N,-10,-10,560712,7084400,400,370.0,92.5,2017
190,DEJU,DEJU_054.basePlot.ltr,41,Y,560842.42406,7084020.887460001,6N,10,10,560852,7084030,400,284.0,71.0,2017
191,DEJU,DEJU_054.basePlot.ltr,23,Y,560842.42406,7084020.887460001,6N,10,-10,560852,7084010,400,83.0,20.75,2017
192,DEJU,DEJU_055.basePlot.ltr,41,Y,561112.8821899999,7083808.696489999,6N,10,10,561122,7083818,400,190.0,47.5,2017
193,DEJU,DEJU_055.basePlot.ltr,23,Y,561112.8821899999,7083808.696489999,6N,10,-10,561122,7083798,400,141.0,35.25,2017
194,DEJU,DEJU_056.basePlot.ltr,39,Y,561564.39225,7084381.061430001,6N,-10,10,561554,7084391,400,129.0,32.25,2017
195,DEJU,DEJU_056.basePlot.ltr,21,Y,561564.39225,7084381.061430001,6N,-10,-10,561554,7084371,400,127.0,31.75,2017
196,DEJU,DEJU_057.basePlot.ltr,21,Y,561832.90155,7084081.956669999,6N,-10,-10,561822,7084071,400,4.0,1.0,2017
197,DEJU,DEJU_057.basePlot.ltr,23,Y,561832.90155,7084081.956669999,6N,10,-10,561842,7084071,400,88.0,22.0,2017
198,DEJU,DEJU_058.basePlot.ltr,41,Y,560963.1332899999,7083900.6303199995,6N,10,10,560973,7083910,400,269.0,67.25,2017
199,DEJU,DEJU_058.basePlot.ltr,21,Y,560963.1332899999,7083900.6303199995,6N,-10,-10,560953,7083890,400,307.0,76.75,2017
200,DEJU,DEJU_059.basePlot.ltr,41,Y,560872.59738,7084379.918939999,6N,10,10,560882,7084389,400,31.0,7.75,2017
201,DEJU,DEJU_059.basePlot.ltr,23,Y,560872.59738,7084379.918939999,6N,10,-10,560882,7084369,400,100.0,25.0,2017
202,DEJU,DEJU_059.basePlot.ltr,21,Y,560872.59738,7084379.918939999,6N,-10,-10,560862,7084369,400,102.0,25.5,2017
203,DEJU,DEJU_060.basePlot.ltr,21,Y,561173.02005,7084139.00265,6N,-10,-10,561163,7084129,400,227.0,56.75,2017
204,DEJU,DEJU_060.basePlot.ltr,23,Y,561173.02005,7084139.00265,6N,10,-10,561183,7084129,400,241.0,60.25,2017
205,DEJU,DEJU_061.basePlot.ltr,21,Y,561652.37102,7084169.57256,6N,-10,-10,561642,7084159,400,133.0,33.25,2017
206,DEJU,DEJU_061.basePlot.ltr,41,Y,561652.37102,7084169.57256,6N,10,10,561662,7084179,400,78.0,19.5,2017
207,DEJU,DEJU_062.basePlot.ltr,23,Y,561231.99133,7084261.75413,6N,10,-10,561241,7084251,400,265.0,66.25,2017
208,DEJU,DEJU_062.basePlot.ltr,41,Y,561231.99133,7084261.75413,6N,10,10,561241,7084271,400,184.0,46.0,2017
209,DEJU,DEJU_063.basePlot.ltr,39,Y,561083.2205,7083931.278410001,6N,-10,10,561073,7083941,400,285.0,71.25,2017
210,DEJU,DEJU_063.basePlot.ltr,23,Y,561083.2205,7083931.278410001,6N,10,-10,561093,7083921,400,129.0,32.25,2017
211,DEJU,DEJU_064.basePlot.ltr,39,Y,560933.17136,7084261.3913,6N,-10,10,560923,7084271,400,91.0,22.75,2017
212,DEJU,DEJU_064.basePlot.ltr,21,Y,560933.17136,7084261.3913,6N,-10,-10,560923,7084251,400,73.0,18.25,2017
375,HEAL,HEAL_045.basePlot.ltr,31,N,390996.38623,7085034.74076,6N,0,0,390996,7085034,400,0.0,0.0,2017
376,HEAL,HEAL_046.basePlot.ltr,31,N,391115.03261999995,7084794.428069999,6N,0,0,391115,7084794,400,0.0,0.0,2017
377,HEAL,HEAL_047.basePlot.ltr,31,Y,390905.96869,7084735.348660001,6N,0,0,390905,7084735,400,1.0,0.25,2017
378,HEAL,HEAL_048.basePlot.ltr,21,N,391416.78323,7084975.872330001,6N,-10,-10,391406,7084965,400,0.0,0.0,2017
379,HEAL,HEAL_049.basePlot.ltr,31,N,391416.98998,7084825.767589999,6N,0,0,391416,7084825,400,0.0,0.0,2017
380,HEAL,HEAL_050.basePlot.ltr,31,N,391626.28732,7084886.4335,6N,0,0,391626,7084886,400,0.0,0.0,2017
381,HEAL,HEAL_051.basePlot.ltr,31,Y,391056.90098000003,7084885.994639999,6N,0,0,391056,7084885,400,0.0,0.0,2017
382,HEAL,HEAL_052.basePlot.ltr,31,N,391295.66185,7084644.972689999,6N,0,0,391295,7084644,400,0.0,0.0,2017
383,HEAL,HEAL_053.basePlot.ltr,31,N,390967.62122,7084795.87397,6N,0,0,390967,7084795,400,0.0,0.0,2017
384,HEAL,HEAL_054.basePlot.ltr,31,N,391624.72246,7085003.24225,6N,0,0,391624,7085003,400,0.0,0.0,2017
385,HEAL,HEAL_055.basePlot.ltr,31,N,390816.70409,7084854.7675,6N,0,0,390816,7084854,400,0.0,0.0,2017
386,HEAL,HEAL_056.basePlot.ltr,31,N,391177.29897,7084886.94052,6N,0,0,391177,7084886,400,0.0,0.0,2017
387,HEAL,HEAL_057.basePlot.ltr,31,N,390876.62101999996,7085005.23228,6N,0,0,390876,7085005,400,0.0,0.0,2017
388,HEAL,HEAL_058.basePlot.ltr,31,N,391265.93363000004,7084825.541619999,6N,0,0,391265,7084825,400,0.0,0.0,2017
389,HEAL,HEAL_059.basePlot.ltr,31,Y,391055.95886,7084675.042289999,6N,0,0,391055,7084675,400,3.0,0.75,2017
390,HEAL,HEAL_060.basePlot.ltr,31,N,391506.52475,7084885.336889999,6N,0,0,391506,7084885,400,0.0,0.0,2017
391,HEAL,HEAL_061.basePlot.ltr,31,Y,391236.0002,7084555.26684,6N,0,0,391236,7084555,400,0.0,0.0,2017
392,HEAL,HEAL_062.basePlot.ltr,31,N,391476.69412,7084735.26888,6N,0,0,391476,7084735,400,0.0,0.0,2017
393,HEAL,HEAL_063.basePlot.ltr,31,N,391267.25958,7084945.930760001,6N,0,0,391267,7084945,400,0.0,0.0,2017
394,HEAL,HEAL_064.basePlot.ltr,31,N,391715.97716999997,7084855.34282,6N,0,0,391715,7084855,400,0.0,0.0,2017
395,HEAL,HEAL_065.basePlot.ltr,31,N,390875.92849,7084945.8191,6N,0,0,390875,7084945,400,0.0,0.0,2017
396,HEAL,HEAL_066.basePlot.ltr,31,Y,391175.93584,7084645.2252,6N,0,0,391175,7084645,400,2.0,0.5,2017
397,HEAL,HEAL_067.basePlot.ltr,31,N,391415.75849000004,7084645.4925,6N,0,0,391415,7084645,400,0.0,0.0,2017
398,HEAL,HEAL_068.basePlot.ltr,31,Y,391684.87986,7084944.290189999,6N,0,0,391684,7084944,400,2.0,0.5,2017
399,HEAL,HEAL_069.basePlot.ltr,31,N,391176.9275,7084796.9615,6N,0,0,391176,7084796,400,0.0,0.0,2017
400,HEAL,HEAL_070.basePlot.ltr,31,N,391417.31603000005,7084914.632789999,6N,0,0,391417,7084914,400,0.0,0.0,2017
401,HEAL,HEAL_071.basePlot.ltr,31,N,391566.85025,7084916.479730001,6N,0,0,391566,7084916,400,0.0,0.0,2017
402,HEAL,HEAL_072.basePlot.ltr,31,N,391056.35341,7084974.89062,6N,0,0,391056,7084974,400,0.0,0.0,2017
403,HEAL,HEAL_073.basePlot.ltr,31,Y,391235.74036999996,7084705.0392,6N,0,0,391235,7084705,400,0.0,0.0,2017
404,HEAL,HEAL_074.basePlot.ltr,31,N,391027.20464,7084825.248319999,6N,0,0,391027,7084825,400,0.0,0.0,2017
26,BART,BART_032.basePlot.ltr,23,Y,316801.60415,4881910.56829,19N,10,-10,316811,4881900,400,400.0,100.0,2018
27,BART,BART_032.basePlot.ltr,39,Y,316801.60415,4881910.56829,19N,-10,10,316791,4881920,400,400.0,100.0,2018
28,BART,BART_033.basePlot.ltr,23,Y,317102.14764,4881427.69356,19N,10,-10,317112,4881417,400,400.0,100.0,2018
29,BART,BART_033.basePlot.ltr,41,Y,317102.14764,4881427.69356,19N,10,10,317112,4881437,400,400.0,100.0,2018
30,BART,BART_034.basePlot.ltr,23,Y,316949.71863,4881552.6399300005,19N,10,-10,316959,4881542,400,400.0,100.0,2018
31,BART,BART_034.basePlot.ltr,39,Y,316949.71863,4881552.6399300005,19N,-10,10,316939,4881562,400,400.0,100.0,2018
32,BART,BART_034.basePlot.ltr,21,Y,316949.71863,4881552.6399300005,19N,-10,-10,316939,4881542,400,400.0,100.0,2018
33,BART,BART_034.basePlot.ltr,41,Y,316949.71863,4881552.6399300005,19N,10,10,316959,4881562,400,400.0,100.0,2018
34,BART,BART_036.basePlot.ltr,21,Y,316921.30471,4881308.65957,19N,-10,-10,316911,4881298,400,400.0,100.0,2018
35,BART,BART_036.basePlot.ltr,41,Y,316921.30471,4881308.65957,19N,10,10,316931,4881318,400,400.0,100.0,2018
36,BART,BART_037.basePlot.ltr,41,Y,317130.7781,4881249.04772,19N,10,10,317140,4881259,400,400.0,100.0,2018
