siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year,startDate,endDate
HEAL,HEAL_046.basePlot.ltr,31,N,391115.0326,7084794.428,6N,0,0,391115,7084794,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_047.basePlot.ltr,31,Y,390905.9687,7084735.349,6N,0,0,390905,7084735,400,1,0.25,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_048.basePlot.ltr,21,N,391416.7832,7084975.872,6N,-10,-10,391406,7084965,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_049.basePlot.ltr,31,N,391416.99,7084825.768,6N,0,0,391416,7084825,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_050.basePlot.ltr,31,N,391626.2873,7084886.434,6N,0,0,391626,7084886,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_051.basePlot.ltr,31,Y,391056.901,7084885.995,6N,0,0,391056,7084885,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_052.basePlot.ltr,31,N,391295.6619,7084644.973,6N,0,0,391295,7084644,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_053.basePlot.ltr,31,N,390967.6212,7084795.874,6N,0,0,390967,7084795,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_054.basePlot.ltr,31,N,391624.7225,7085003.242,6N,0,0,391624,7085003,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_055.basePlot.ltr,31,N,390816.7041,7084854.768,6N,0,0,390816,7084854,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_056.basePlot.ltr,31,N,391177.299,7084886.941,6N,0,0,391177,7084886,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_057.basePlot.ltr,31,N,390876.621,7085005.232,6N,0,0,390876,7085005,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_058.basePlot.ltr,31,N,391265.9336,7084825.542,6N,0,0,391265,7084825,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_059.basePlot.ltr,31,Y,391055.9589,7084675.042,6N,0,0,391055,7084675,400,3,0.75,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_060.basePlot.ltr,31,N,391506.5248,7084885.337,6N,0,0,391506,7084885,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_061.basePlot.ltr,31,Y,391236.0002,7084555.267,6N,0,0,391236,7084555,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_062.basePlot.ltr,31,N,391476.6941,7084735.269,6N,0,0,391476,7084735,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_063.basePlot.ltr,31,N,391267.2596,7084945.931,6N,0,0,391267,7084945,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_064.basePlot.ltr,31,N,391715.9772,7084855.343,6N,0,0,391715,7084855,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_065.basePlot.ltr,31,N,390875.9285,7084945.819,6N,0,0,390875,7084945,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_066.basePlot.ltr,31,Y,391175.9358,7084645.225,6N,0,0,391175,7084645,400,2,0.5,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_067.basePlot.ltr,31,N,391415.7585,7084645.493,6N,0,0,391415,7084645,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_068.basePlot.ltr,31,Y,391684.8799,7084944.29,6N,0,0,391684,7084944,400,2,0.5,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_069.basePlot.ltr,31,N,391176.9275,7084796.962,6N,0,0,391176,7084796,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_070.basePlot.ltr,31,N,391417.316,7084914.633,6N,0,0,391417,7084914,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_071.basePlot.ltr,31,N,391566.8503,7084916.48,6N,0,0,391566,7084916,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_072.basePlot.ltr,31,N,391056.3534,7084974.891,6N,0,0,391056,7084974,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_073.basePlot.ltr,31,Y,391235.7404,7084705.039,6N,0,0,391235,7084705,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
HEAL,HEAL_074.basePlot.ltr,31,N,391027.2046,7084825.248,6N,0,0,391027,7084825,400,0,0,2017,2017-07-31T18:00:00.000Z,2017-08-07T19:00:00.000Z
BART,BART_032.basePlot.ltr,23,Y,316801.6042,4881910.568,19N,10,-10,316811,4881900,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_032.basePlot.ltr,39,Y,316801.6042,4881910.568,19N,-10,10,316791,4881920,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_033.basePlot.ltr,23,Y,317102.1476,4881427.694,19N,10,-10,317112,4881417,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_033.basePlot.ltr,41,Y,317102.1476,4881427.694,19N,10,10,317112,4881437,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_034.basePlot.ltr,23,Y,316949.7186,4881552.64,19N,10,-10,316959,4881542,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_034.basePlot.ltr,39,Y,316949.7186,4881552.64,19N,-10,10,316939,4881562,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_034.basePlot.ltr,21,Y,316949.7186,4881552.64,19N,-10,-10,316939,4881542,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_034.basePlot.ltr,41,Y,316949.7186,4881552.64,19N,10,10,316959,4881562,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_036.basePlot.ltr,21,Y,316921.3047,4881308.66,19N,-10,-10,316911,4881298,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_036.basePlot.ltr,41,Y,316921.3047,4881308.66,19N,10,10,316931,4881318,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_037.basePlot.ltr,41,Y,317130.7781,4881249.048,19N,10,10,317140,4881259,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_037.basePlot.ltr,21,Y,317130.7781,4881249.048,19N,-10,-10,317120,4881239,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_039.basePlot.ltr,39,Y,316680.1201,4881493.212,19N,-10,10,316670,4881503,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_039.basePlot.ltr,41,Y,316680.1201,4881493.212,19N,10,10,316690,4881503,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_040.basePlot.ltr,41,Y,316443.1498,4881730.79,19N,10,10,316453,4881740,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_040.basePlot.ltr,21,Y,316443.1498,4881730.79,19N,-10,-10,316433,4881720,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_041.basePlot.ltr,23,Y,316952.8204,4881670.159,19N,10,-10,316962,4881660,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_041.basePlot.ltr,39,Y,316952.8204,4881670.159,19N,-10,10,316942,4881680,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_042.basePlot.ltr,39,Y,316741.3565,4881103.792,19N,-10,10,316731,4881113,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_042.basePlot.ltr,41,Y,316741.3565,4881103.792,19N,10,10,316751,4881113,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_044.basePlot.ltr,39,Y,317042.3054,4881189.031,19N,-10,10,317032,4881199,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_044.basePlot.ltr,23,Y,317042.3054,4881189.031,19N,10,-10,317052,4881179,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_046.basePlot.ltr,39,Y,316952.3637,4881070.365,19N,-10,10,316942,4881080,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_046.basePlot.ltr,41,Y,316952.3637,4881070.365,19N,10,10,316962,4881080,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_047.basePlot.ltr,41,Y,316531.6018,4881640.291,19N,10,10,316541,4881650,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_047.basePlot.ltr,21,Y,316531.6018,4881640.291,19N,-10,-10,316521,4881630,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_050.basePlot.ltr,41,Y,316774.4118,4881249.157,19N,10,10,316784,4881259,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_050.basePlot.ltr,21,Y,316774.4118,4881249.157,19N,-10,-10,316764,4881239,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_051.basePlot.ltr,39,Y,316754.3676,4881384.548,19N,-10,10,316744,4881394,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_051.basePlot.ltr,41,Y,316754.3676,4881384.548,19N,10,10,316764,4881394,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_070.basePlot.ltr,39,Y,317283.6985,4881549.38,19N,-10,10,317273,4881559,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_070.basePlot.ltr,41,Y,317283.6985,4881549.38,19N,10,10,317293,4881559,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_071.basePlot.ltr,23,Y,316559.2982,4881970.327,19N,10,-10,316569,4881960,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_071.basePlot.ltr,41,Y,316559.2982,4881970.327,19N,10,10,316569,4881980,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_071.basePlot.ltr,21,Y,316559.2982,4881970.327,19N,-10,-10,316549,4881960,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_071.basePlot.ltr,39,Y,316559.2982,4881970.327,19N,-10,10,316549,4881980,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_072.basePlot.ltr,39,Y,316892.4023,4881159.733,19N,-10,10,316882,4881169,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_072.basePlot.ltr,21,Y,316892.4023,4881159.733,19N,-10,-10,316882,4881149,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_073.basePlot.ltr,39,Y,316710.3216,4881613.757,19N,-10,10,316700,4881623,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_073.basePlot.ltr,23,Y,316710.3216,4881613.757,19N,10,-10,316720,4881603,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_074.basePlot.ltr,41,Y,317130.1539,4881099.336,19N,10,10,317140,4881109,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_074.basePlot.ltr,39,Y,317130.1539,4881099.336,19N,-10,10,317120,4881109,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_075.basePlot.ltr,23,Y,316863.0575,4880983.362,19N,10,-10,316873,4880973,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
BART,BART_075.basePlot.ltr,41,Y,316863.0575,4880983.362,19N,10,10,316873,4880993,400,400,100,2018,2018-09-08T12:00:00.000Z,2018-09-08T12:00:00.000Z
HARV,HARV_033.basePlot.ltr,23,Y,731935.9739,4713412.658,18N,10,-10,731945,4713402,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_033.basePlot.ltr,21,Y,731935.9739,4713412.658,18N,-10,-10,731925,4713402,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_034.basePlot.ltr,39,Y,731751.7591,4713115.684,18N,-10,10,731741,4713125,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_034.basePlot.ltr,23,Y,731751.7591,4713115.684,18N,10,-10,731761,4713105,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_035.basePlot.ltr,23,Y,731727.3783,4713590.698,18N,10,-10,731737,4713580,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_035.basePlot.ltr,21,Y,731727.3783,4713590.698,18N,-10,-10,731717,4713580,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_036.basePlot.ltr,21,Y,732126.1338,4713843.803,18N,-10,-10,732116,4713833,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_036.basePlot.ltr,23,Y,732126.1338,4713843.803,18N,10,-10,732136,4713833,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_037.basePlot.ltr,41,Y,731635.379,4713292.131,18N,10,10,731645,4713302,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_037.basePlot.ltr,23,Y,731635.379,4713292.131,18N,10,-10,731645,4713282,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_038.basePlot.ltr,23,Y,731753.1335,4713298.945,18N,10,-10,731763,4713288,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_038.basePlot.ltr,39,Y,731753.1335,4713298.945,18N,-10,10,731743,4713308,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_039.basePlot.ltr,41,Y,731783.6176,4712845.591,18N,10,10,731793,4712855,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_039.basePlot.ltr,39,Y,731783.6176,4712845.591,18N,-10,10,731773,4712855,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_040.basePlot.ltr,41,Y,731903.3803,4713591.229,18N,10,10,731913,4713601,400,365,91.25,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_040.basePlot.ltr,23,Y,731903.3803,4713591.229,18N,10,-10,731913,4713581,400,304,76,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_041.basePlot.ltr,39,Y,731515.3186,4713231.101,18N,-10,10,731505,4713241,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_041.basePlot.ltr,23,Y,731515.3186,4713231.101,18N,10,-10,731525,4713221,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_042.basePlot.ltr,39,Y,731872.8554,4712950.846,18N,-10,10,731862,4712960,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_042.basePlot.ltr,41,Y,731872.8554,4712950.846,18N,10,10,731882,4712960,400,385,96.25,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_043.basePlot.ltr,21,Y,731845.7298,4713712.599,18N,-10,-10,731835,4713702,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_043.basePlot.ltr,39,Y,731845.7298,4713712.599,18N,-10,10,731835,4713722,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_044.basePlot.ltr,21,Y,731874.6207,4713085.315,18N,-10,-10,731864,4713075,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_044.basePlot.ltr,41,Y,731874.6207,4713085.315,18N,10,10,731884,4713095,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_045.basePlot.ltr,21,Y,732275.6764,4713843.794,18N,-10,-10,732265,4713833,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_045.basePlot.ltr,23,Y,732275.6764,4713843.794,18N,10,-10,732285,4713833,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_046.basePlot.ltr,21,Y,731514.2985,4713355.582,18N,-10,-10,731504,4713345,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_046.basePlot.ltr,41,Y,731514.2985,4713355.582,18N,10,10,731524,4713365,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_047.basePlot.ltr,21,Y,731933.8179,4713233.261,18N,-10,-10,731923,4713223,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_047.basePlot.ltr,41,Y,731933.8179,4713233.261,18N,10,10,731943,4713243,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_048.basePlot.ltr,39,Y,731726.943,4713739.435,18N,-10,10,731716,4713749,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_048.basePlot.ltr,23,Y,731726.943,4713739.435,18N,10,-10,731736,4713729,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_049.basePlot.ltr,23,Y,731604.9298,4713053.538,18N,10,-10,731614,4713043,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_049.basePlot.ltr,41,Y,731604.9298,4713053.538,18N,10,10,731614,4713063,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_050.basePlot.ltr,41,Y,731635.5229,4713176.737,18N,10,10,731645,4713186,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_050.basePlot.ltr,21,Y,731635.5229,4713176.737,18N,-10,-10,731625,4713166,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_051.basePlot.ltr,39,Y,731660.9604,4712933.89,18N,-10,10,731650,4712943,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_051.basePlot.ltr,23,Y,731660.9604,4712933.89,18N,10,-10,731670,4712923,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_052.basePlot.ltr,41,Y,731842.1381,4713835.105,18N,10,10,731852,4713845,400,400,100,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
HARV,HARV_052.basePlot.ltr,23,Y,731842.1381,4713835.105,18N,10,-10,731852,4713825,400,393,98.25,2018,2018-08-28T13:00:00.000Z,2018-09-05T16:00:00.000Z
JERC,JERC_047.basePlot.ltr,23,Y,741333.085,3454357.886,16N,10,-10,741343,3454347,400,400,100,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_047.basePlot.ltr,21,Y,741333.085,3454357.886,16N,-10,-10,741323,3454347,400,207,51.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_048.basePlot.ltr,21,Y,741839.9275,3454150.41,16N,-10,-10,741829,3454140,400,254,63.5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_048.basePlot.ltr,39,Y,741839.9275,3454150.41,16N,-10,10,741829,3454160,400,121,30.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_049.basePlot.ltr,39,Y,741630.6383,3454148.934,16N,-10,10,741620,3454158,400,358,89.5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_049.basePlot.ltr,21,Y,741630.6383,3454148.934,16N,-10,-10,741620,3454138,400,185,46.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_050.basePlot.ltr,23,Y,741239.6145,3454179.576,16N,10,-10,741249,3454169,400,397,99.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_050.basePlot.ltr,21,Y,741239.6145,3454179.576,16N,-10,-10,741229,3454169,400,357,89.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_051.basePlot.ltr,39,Y,741600.8874,3454481.397,16N,-10,10,741590,3454491,400,237,59.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_051.basePlot.ltr,21,Y,741600.8874,3454481.397,16N,-10,-10,741590,3454471,400,220,55,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_052.basePlot.ltr,39,Y,741630.4306,3454029.117,16N,-10,10,741620,3454039,400,228,57,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_052.basePlot.ltr,21,Y,741630.4306,3454029.117,16N,-10,-10,741620,3454019,400,140,35,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_053.basePlot.ltr,21,Y,741689.7549,3453879.159,16N,-10,-10,741679,3453869,400,350,87.5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_053.basePlot.ltr,41,Y,741689.7549,3453879.159,16N,10,10,741699,3453889,400,216,54,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_054.basePlot.ltr,21,Y,741179.2857,3454298.783,16N,-10,-10,741169,3454288,400,400,100,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_054.basePlot.ltr,39,Y,741179.2857,3454298.783,16N,-10,10,741169,3454308,400,387,96.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_055.basePlot.ltr,39,Y,741539.0797,3453879.031,16N,-10,10,741529,3453889,400,32,8,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_055.basePlot.ltr,41,Y,741539.0797,3453879.031,16N,10,10,741549,3453889,400,20,5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_056.basePlot.ltr,41,Y,741420.5061,3453938.771,16N,10,10,741430,3453948,400,384,96,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_056.basePlot.ltr,39,Y,741420.5061,3453938.771,16N,-10,10,741410,3453948,400,39,9.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_056.basePlot.ltr,41,N,741420.5061,3453938.771,16N,10,10,741430,3453948,400,384,96,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_057.basePlot.ltr,23,Y,741090.3548,3454630.224,16N,10,-10,741100,3454620,400,400,100,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_057.basePlot.ltr,41,Y,741090.3548,3454630.224,16N,10,10,741100,3454640,400,190,47.5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_058.basePlot.ltr,23,Y,741809.6083,3453938.266,16N,10,-10,741819,3453928,400,156,39,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_058.basePlot.ltr,21,Y,741809.6083,3453938.266,16N,-10,-10,741799,3453928,400,154,38.5,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_059.basePlot.ltr,39,Y,741781.0294,3454327.445,16N,-10,10,741771,3454337,400,256,64,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_059.basePlot.ltr,41,Y,741781.0294,3454327.445,16N,10,10,741791,3454337,400,315,78.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_060.basePlot.ltr,41,Y,741510.7972,3454388.806,16N,10,10,741520,3454398,400,257,64.25,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_060.basePlot.ltr,23,Y,741510.7972,3454388.806,16N,10,-10,741520,3454378,400,200,50,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_061.basePlot.ltr,23,Y,741510.3357,3454030.468,16N,10,-10,741520,3454020,400,260,65,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_061.basePlot.ltr,21,Y,741510.3357,3454030.468,16N,-10,-10,741500,3454020,400,308,77,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_062.basePlot.ltr,41,Y,741360.9566,3454177.807,16N,10,10,741370,3454187,400,243,60.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_062.basePlot.ltr,39,Y,741360.9566,3454177.807,16N,-10,10,741350,3454187,400,367,91.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_063.basePlot.ltr,21,Y,741749.705,3454059.366,16N,-10,-10,741739,3454049,400,247,61.75,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
JERC,JERC_063.basePlot.ltr,23,Y,741749.705,3454059.366,16N,10,-10,741759,3454049,400,60,15,2018,2018-09-16T13:00:00.000Z,2018-09-20T12:00:00.000Z
