siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year,startDate,endDate
TEAK,TEAK_044.basePlot.ltr,39,Y,321151.442,4097118.27,11N,-10,10,321141,4097128,400,341,85.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_044.basePlot.ltr,21,Y,321151.442,4097118.27,11N,-10,-10,321141,4097108,400,363,90.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_045.basePlot.ltr,23,Y,321692.9977,4096518.097,11N,10,-10,321702,4096508,400,223,55.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_045.basePlot.ltr,39,Y,321692.9977,4096518.097,11N,-10,10,321682,4096528,400,237,59.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_046.basePlot.ltr,39,Y,321363.4922,4097510.07,11N,-10,10,321353,4097520,400,293,73.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_046.basePlot.ltr,41,Y,321363.4922,4097510.07,11N,10,10,321373,4097520,400,239,59.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_047.basePlot.ltr,21,Y,321242.8104,4097330.352,11N,-10,-10,321232,4097320,400,280,70,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_047.basePlot.ltr,41,Y,321242.8104,4097330.352,11N,10,10,321252,4097340,400,192,48,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_048.basePlot.ltr,41,Y,321812.3695,4096787.871,11N,10,10,321822,4096797,400,163,40.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_048.basePlot.ltr,21,Y,321812.3695,4096787.871,11N,-10,-10,321802,4096777,400,242,60.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_049.basePlot.ltr,23,Y,321451.3675,4096759.066,11N,10,-10,321461,4096749,400,139,34.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_049.basePlot.ltr,41,Y,321451.3675,4096759.066,11N,10,10,321461,4096769,400,178,44.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_050.basePlot.ltr,21,Y,320612.1533,4097237.795,11N,-10,-10,320602,4097227,400,364,91,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_050.basePlot.ltr,41,Y,320612.1533,4097237.795,11N,10,10,320622,4097247,400,310,77.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_051.basePlot.ltr,41,Y,321392.2238,4097086.991,11N,10,10,321402,4097096,400,314,78.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_051.basePlot.ltr,21,Y,321392.2238,4097086.991,11N,-10,-10,321382,4097076,400,281,70.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_052.basePlot.ltr,41,Y,321212.7133,4097751.574,11N,10,10,321222,4097761,400,319,79.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_052.basePlot.ltr,23,Y,321212.7133,4097751.574,11N,10,-10,321222,4097741,400,327,81.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_053.basePlot.ltr,21,Y,321092.8834,4097300.44,11N,-10,-10,321082,4097290,400,114,28.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_053.basePlot.ltr,41,Y,321092.8834,4097300.44,11N,10,10,321102,4097310,400,267,66.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_054.basePlot.ltr,41,Y,321901.4675,4096668.335,11N,10,10,321911,4096678,400,315,78.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_054.basePlot.ltr,23,Y,321901.4675,4096668.335,11N,10,-10,321911,4096658,400,179,44.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_055.basePlot.ltr,39,Y,321542.5303,4096665.901,11N,-10,10,321532,4096675,400,155,38.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_055.basePlot.ltr,23,Y,321542.5303,4096665.901,11N,10,-10,321552,4096655,400,333,83.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_056.basePlot.ltr,39,Y,321092.7542,4096995.188,11N,-10,10,321082,4097005,400,144,36,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_056.basePlot.ltr,21,Y,321092.7542,4096995.188,11N,-10,-10,321082,4096985,400,253,63.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_057.basePlot.ltr,23,Y,321331.2714,4097210.823,11N,10,-10,321341,4097200,400,306,76.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_057.basePlot.ltr,21,Y,321331.2714,4097210.823,11N,-10,-10,321321,4097200,400,262,65.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_058.basePlot.ltr,41,Y,321356.5757,4096545.057,11N,10,10,321366,4096555,400,173,43.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_058.basePlot.ltr,21,Y,321356.5757,4096545.057,11N,-10,-10,321346,4096535,400,203,50.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_059.basePlot.ltr,41,Y,321662.1945,4096911.358,11N,10,10,321672,4096921,400,207,51.75,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_059.basePlot.ltr,21,Y,321662.1945,4096911.358,11N,-10,-10,321652,4096901,400,362,90.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_060.basePlot.ltr,21,Y,321541.7984,4096846.627,11N,-10,-10,321531,4096836,400,312,78,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_060.basePlot.ltr,23,Y,321541.7984,4096846.627,11N,10,-10,321551,4096836,400,310,77.5,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_061.basePlot.ltr,41,Y,321901.2739,4096908.879,11N,10,10,321911,4096918,400,228,57,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_061.basePlot.ltr,21,Y,321901.2739,4096908.879,11N,-10,-10,321891,4096898,400,232,58,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_062.basePlot.ltr,41,Y,321240.6996,4096787.598,11N,10,10,321250,4096797,400,145,36.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
TEAK,TEAK_062.basePlot.ltr,21,Y,321240.6996,4096787.598,11N,-10,-10,321230,4096777,400,357,89.25,2023,2023-07-08T16:00:00.000Z,2023-07-09T15:00:00.000Z
BONA,BONA_070.basePlot.ltr,23,Y,476102.0241,7225673.202,6N,10,-10,476112,7225663,400,160,40,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_070.basePlot.ltr,39,Y,476102.0241,7225673.202,6N,-10,10,476092,7225683,400,159,39.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_071.basePlot.ltr,39,Y,476221.1913,7225822.372,6N,-10,10,476211,7225832,400,364,91,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_071.basePlot.ltr,21,Y,476221.1913,7225822.372,6N,-10,-10,476211,7225812,400,294,73.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_072.basePlot.ltr,23,Y,476460.5681,7226061.758,6N,10,-10,476470,7226051,400,389,97.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_072.basePlot.ltr,39,Y,476460.5681,7226061.758,6N,-10,10,476450,7226071,400,398,99.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_073.basePlot.ltr,23,Y,476701.0212,7226002.122,6N,10,-10,476711,7225992,400,52,13,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_073.basePlot.ltr,39,Y,476701.0212,7226002.122,6N,-10,10,476691,7226012,400,90,22.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_074.basePlot.ltr,21,Y,476792.1175,7225733.581,6N,-10,-10,476782,7225723,400,93,23.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_074.basePlot.ltr,39,Y,476792.1175,7225733.581,6N,-10,10,476782,7225743,400,93,23.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_075.basePlot.ltr,41,Y,476193.0041,7226182.597,6N,10,10,476203,7226192,400,397,99.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_075.basePlot.ltr,21,Y,476193.0041,7226182.597,6N,-10,-10,476183,7226172,400,400,100,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_076.basePlot.ltr,23,Y,476461.5909,7225913.292,6N,10,-10,476471,7225903,400,294,73.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_076.basePlot.ltr,41,Y,476461.5909,7225913.292,6N,10,10,476471,7225923,400,252,63,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_077.basePlot.ltr,39,Y,476731.7199,7225851.862,6N,-10,10,476721,7225861,400,159,39.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_077.basePlot.ltr,23,Y,476731.7199,7225851.862,6N,10,-10,476741,7225841,400,116,29,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_078.basePlot.ltr,21,Y,476191.4607,7226002.387,6N,-10,-10,476181,7225992,400,362,90.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_078.basePlot.ltr,39,Y,476191.4607,7226002.387,6N,-10,10,476181,7226012,400,393,98.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_079.basePlot.ltr,41,Y,476340.8503,7226210.501,6N,10,10,476350,7226220,400,399,99.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_079.basePlot.ltr,21,Y,476340.8503,7226210.501,6N,-10,-10,476330,7226200,400,397,99.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_080.basePlot.ltr,23,Y,475981.5759,7225702.82,6N,10,-10,475991,7225692,400,258,64.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_080.basePlot.ltr,39,Y,475981.5759,7225702.82,6N,-10,10,475971,7225712,400,210,52.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_081.basePlot.ltr,21,Y,476612.6031,7225913.321,6N,-10,-10,476602,7225903,400,199,49.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_081.basePlot.ltr,39,Y,476612.6031,7225913.321,6N,-10,10,476602,7225923,400,206,51.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_082.basePlot.ltr,41,Y,475983.4404,7226001.95,6N,10,10,475993,7226011,400,370,92.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_082.basePlot.ltr,21,Y,475983.4404,7226001.95,6N,-10,-10,475973,7225991,400,394,98.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_083.basePlot.ltr,21,Y,476671.336,7225733.304,6N,-10,-10,476661,7225723,400,116,29,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_083.basePlot.ltr,41,Y,476671.336,7225733.304,6N,10,10,476681,7225743,400,112,28,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_084.basePlot.ltr,41,Y,475951.3464,7225854.421,6N,10,10,475961,7225864,400,343,85.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_084.basePlot.ltr,39,Y,475951.3464,7225854.421,6N,-10,10,475941,7225864,400,355,88.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_086.basePlot.ltr,41,Y,476011.6946,7225583.431,6N,10,10,476021,7225593,400,220,55,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_086.basePlot.ltr,23,Y,476011.6946,7225583.431,6N,10,-10,476021,7225573,400,94,23.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_087.basePlot.ltr,21,Y,476461.9513,7226212.099,6N,-10,-10,476451,7226202,400,390,97.5,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_087.basePlot.ltr,23,Y,476461.9513,7226212.099,6N,10,-10,476471,7226202,400,337,84.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_088.basePlot.ltr,41,Y,476281.6369,7226092.833,6N,10,10,476291,7226102,400,384,96,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_088.basePlot.ltr,23,Y,476281.6369,7226092.833,6N,10,-10,476291,7226082,400,325,81.25,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_089.basePlot.ltr,41,Y,476039.494,7225912.889,6N,10,10,476049,7225922,400,375,93.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_089.basePlot.ltr,39,Y,476039.494,7225912.889,6N,-10,10,476029,7225922,400,336,84,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_093.basePlot.ltr,23,Y,476341.1314,7225911.354,6N,10,-10,476351,7225901,400,359,89.75,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
BONA,BONA_093.basePlot.ltr,39,Y,476341.1314,7225911.354,6N,-10,10,476331,7225921,400,364,91,2023,2023-08-11T18:00:00.000Z,2023-08-11T18:00:00.000Z
DEJU,DEJU_045.basePlot.ltr,23,Y,561742.2794,7084349.563,6N,10,-10,561752,7084339,400,48,12,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_045.basePlot.ltr,39,Y,561742.2794,7084349.563,6N,-10,10,561732,7084359,400,57,14.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_046.basePlot.ltr,21,Y,561232.4292,7083990.364,6N,-10,-10,561222,7083980,400,161,40.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_046.basePlot.ltr,23,Y,561232.4292,7083990.364,6N,10,-10,561242,7083980,400,109,27.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_047.basePlot.ltr,21,Y,561922.4475,7084503.698,6N,-10,-10,561912,7084493,400,340,85,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_047.basePlot.ltr,23,Y,561922.4475,7084503.698,6N,10,-10,561932,7084493,400,317,79.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_048.basePlot.ltr,39,Y,561232.0095,7084379.008,6N,-10,10,561222,7084389,400,246,61.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_048.basePlot.ltr,21,Y,561232.0095,7084379.008,6N,-10,-10,561222,7084369,400,265,66.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_049.basePlot.ltr,23,Y,561923.1283,7084349.899,6N,10,-10,561933,7084339,400,84,21,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_049.basePlot.ltr,21,Y,561923.1283,7084349.899,6N,-10,-10,561913,7084339,400,201,50.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_050.basePlot.ltr,21,Y,561023.7115,7084322.56,6N,-10,-10,561013,7084312,400,136,34,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_050.basePlot.ltr,23,Y,561023.7115,7084322.56,6N,10,-10,561033,7084312,400,88,22,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_051.basePlot.ltr,21,Y,561082.5846,7084049.633,6N,-10,-10,561072,7084039,400,278,69.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_051.basePlot.ltr,39,Y,561082.5846,7084049.633,6N,-10,10,561072,7084059,400,239,59.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_052.basePlot.ltr,21,Y,561773.4942,7084470.887,6N,-10,-10,561763,7084460,400,45,11.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_052.basePlot.ltr,23,Y,561773.4942,7084470.887,6N,10,-10,561783,7084460,400,59,14.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_053.basePlot.ltr,41,Y,560722.353,7084410.441,6N,10,10,560732,7084420,400,269,67.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_053.basePlot.ltr,21,Y,560722.353,7084410.441,6N,-10,-10,560712,7084400,400,351,87.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_054.basePlot.ltr,41,Y,560842.4241,7084020.887,6N,10,10,560852,7084030,400,331,82.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_054.basePlot.ltr,23,Y,560842.4241,7084020.887,6N,10,-10,560852,7084010,400,147,36.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_055.basePlot.ltr,41,Y,561112.8822,7083808.696,6N,10,10,561122,7083818,400,238,59.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_055.basePlot.ltr,23,Y,561112.8822,7083808.696,6N,10,-10,561122,7083798,400,206,51.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_056.basePlot.ltr,39,Y,561564.3923,7084381.061,6N,-10,10,561554,7084391,400,190,47.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_056.basePlot.ltr,21,Y,561564.3923,7084381.061,6N,-10,-10,561554,7084371,400,186,46.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_057.basePlot.ltr,21,Y,561832.9016,7084081.957,6N,-10,-10,561822,7084071,400,36,9,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_057.basePlot.ltr,23,Y,561832.9016,7084081.957,6N,10,-10,561842,7084071,400,182,45.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_058.basePlot.ltr,41,Y,560963.1333,7083900.63,6N,10,10,560973,7083910,400,311,77.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_058.basePlot.ltr,21,Y,560963.1333,7083900.63,6N,-10,-10,560953,7083890,400,325,81.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_059.basePlot.ltr,41,Y,560872.5974,7084379.919,6N,10,10,560882,7084389,400,106,26.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_059.basePlot.ltr,23,Y,560872.5974,7084379.919,6N,10,-10,560882,7084369,400,155,38.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_059.basePlot.ltr,21,Y,560872.5974,7084379.919,6N,-10,-10,560862,7084369,400,157,39.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_060.basePlot.ltr,21,Y,561173.0201,7084139.003,6N,-10,-10,561163,7084129,400,293,73.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_060.basePlot.ltr,23,Y,561173.0201,7084139.003,6N,10,-10,561183,7084129,400,281,70.25,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_061.basePlot.ltr,21,Y,561652.371,7084169.573,6N,-10,-10,561642,7084159,400,207,51.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_061.basePlot.ltr,41,Y,561652.371,7084169.573,6N,10,10,561662,7084179,400,131,32.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_062.basePlot.ltr,23,Y,561231.9913,7084261.754,6N,10,-10,561241,7084251,400,334,83.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_062.basePlot.ltr,41,Y,561231.9913,7084261.754,6N,10,10,561241,7084271,400,288,72,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_063.basePlot.ltr,39,Y,561083.2205,7083931.278,6N,-10,10,561073,7083941,400,318,79.5,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_063.basePlot.ltr,23,Y,561083.2205,7083931.278,6N,10,-10,561093,7083921,400,228,57,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_064.basePlot.ltr,39,Y,560933.1714,7084261.391,6N,-10,10,560923,7084271,400,143,35.75,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
DEJU,DEJU_064.basePlot.ltr,21,Y,560933.1714,7084261.391,6N,-10,-10,560923,7084251,400,132,33,2023,2023-07-21T16:00:00.000Z,2023-07-21T16:00:00.000Z
HEAL,HEAL_045.basePlot.ltr,31,N,390996.3862,7085034.741,6N,0,0,390996,7085034,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_046.basePlot.ltr,31,N,391115.0326,7084794.428,6N,0,0,391115,7084794,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_047.basePlot.ltr,31,Y,390905.9687,7084735.349,6N,0,0,390905,7084735,400,22,5.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_048.basePlot.ltr,21,N,391416.7832,7084975.872,6N,-10,-10,391406,7084965,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_049.basePlot.ltr,31,N,391416.99,7084825.768,6N,0,0,391416,7084825,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_050.basePlot.ltr,31,N,391626.2873,7084886.434,6N,0,0,391626,7084886,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_051.basePlot.ltr,31,Y,391056.901,7084885.995,6N,0,0,391056,7084885,400,18,4.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_052.basePlot.ltr,31,N,391295.6619,7084644.973,6N,0,0,391295,7084644,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_053.basePlot.ltr,31,N,390967.6212,7084795.874,6N,0,0,390967,7084795,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_054.basePlot.ltr,31,N,391624.7225,7085003.242,6N,0,0,391624,7085003,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_055.basePlot.ltr,31,N,390816.7041,7084854.768,6N,0,0,390816,7084854,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_056.basePlot.ltr,31,N,391177.299,7084886.941,6N,0,0,391177,7084886,400,2,0.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_057.basePlot.ltr,31,N,390876.621,7085005.232,6N,0,0,390876,7085005,400,18,4.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_058.basePlot.ltr,31,N,391265.9336,7084825.542,6N,0,0,391265,7084825,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_059.basePlot.ltr,31,Y,391055.9589,7084675.042,6N,0,0,391055,7084675,400,22,5.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_060.basePlot.ltr,31,N,391506.5248,7084885.337,6N,0,0,391506,7084885,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_061.basePlot.ltr,31,Y,391236.0002,7084555.267,6N,0,0,391236,7084555,400,12,3,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_062.basePlot.ltr,31,N,391476.6941,7084735.269,6N,0,0,391476,7084735,400,4,1,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_063.basePlot.ltr,31,N,391267.2596,7084945.931,6N,0,0,391267,7084945,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_064.basePlot.ltr,31,N,391715.9772,7084855.343,6N,0,0,391715,7084855,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_065.basePlot.ltr,31,N,390875.9285,7084945.819,6N,0,0,390875,7084945,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_066.basePlot.ltr,31,Y,391175.9358,7084645.225,6N,0,0,391175,7084645,400,22,5.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_067.basePlot.ltr,31,N,391415.7585,7084645.493,6N,0,0,391415,7084645,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_068.basePlot.ltr,31,Y,391684.8799,7084944.29,6N,0,0,391684,7084944,400,6,1.5,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
HEAL,HEAL_069.basePlot.ltr,31,N,391176.9275,7084796.962,6N,0,0,391176,7084796,400,0,0,2023,2023-08-13T19:00:00.000Z,2023-08-13T19:00:00.000Z
