"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"1","D06","KONZ","KONZ_043","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","D06","KONZ","KONZ_043","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",80,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","D06","KONZ","KONZ_043","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",200,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","D06","KONZ","KONZ_045","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","D06","KONZ","KONZ_045","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","D06","KONZ","KONZ_045","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","D06","KONZ","KONZ_046","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",210,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","D06","KONZ","KONZ_046","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",330,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","D06","KONZ","KONZ_046","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",90,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","D06","KONZ","KONZ_047","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",350,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","D06","KONZ","KONZ_047","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",110,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","D06","KONZ","KONZ_047","2017-11-13T00:00:00.000Z",2017,"CDW.2017.KONZ","5","NEON.DOC.001711vC",230,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
