"","domainid","siteid","plotid_parent","tallydate","yearboutbegan","eventid","volumefactor","samplingprotocolversion","lidsazimuth","targettaxapresent","logdistance","logmaxdiameter","minorlogdiameter","logid","loglength","taxonid","scientificname","decayclass","diameterClass","decayClassNum"
"13","D06","UKFS","UKFS_059","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",20,"Y",21,38.49,NA,"20",10,"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","3 - Heartwood sound",">=10cm","3"
"14","D06","UKFS","UKFS_043","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",70.1,44,NA,"21",15,"CAOV2","Carya ovata (Mill.) K. Koch","2 - Sound round",">=10cm","2"
"15","D06","UKFS","UKFS_043","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",2.2,21.1,NA,"22",2.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"16","D06","UKFS","UKFS_043","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",41.8,35.5,NA,"23",3.3,"2PLANT-H","Unknown Hardwood","5 - No structural integrity",">=10cm","5"
"17","D06","UKFS","UKFS_031","2018-11-09T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",6.5,27.1,33.5,"26",6,"CAOV2","Carya ovata (Mill.) K. Koch","4 - Rotten throughout",">=10cm","4"
"18","D06","UKFS","UKFS_031","2018-11-09T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",56.6,31,31.2,"27",6.2,"QUMU","Quercus muehlenbergii Engelm.","4 - Rotten throughout",">=10cm","4"
"19","D06","UKFS","UKFS_031","2018-11-09T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",7.7,11.7,12,"28",3.4,"QUMU","Quercus muehlenbergii Engelm.","2 - Sound round",">=10cm","2"
"20","D06","UKFS","UKFS_031","2018-11-09T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",0,21.6,22.4,"29",7.9,"CAOV2","Carya ovata (Mill.) K. Koch","4 - Rotten throughout",">=10cm","4"
"21","D06","UKFS","UKFS_014","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",270,"Y",133.3,44.5,42.5,"30",12,"ULMUS","Ulmus sp.","3 - Heartwood sound",">=10cm","3"
"22","D06","UKFS","UKFS_014","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",150,"Y",1.5,11.8,NA,"31",9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"23","D06","UKFS","UKFS_013","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",300,"Y",3.7,56,50.5,"32",9,"QUERC","Quercus sp.","2 - Sound round",">=10cm","2"
"24","D06","UKFS","UKFS_013","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",300,"Y",8.3,23.62,NA,"33",6.6,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"25","D06","UKFS","UKFS_002","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",0,"Y",2.8,17.5,16,"34",11.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"26","D06","UKFS","UKFS_002","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",240,"Y",2.4,10.5,8,"35",6.2,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"27","D06","UKFS","UKFS_060","2018-11-29T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",130,"Y",22,29.1,NA,"36",9,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"28","D06","UKFS","UKFS_060","2018-11-29T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",250,"Y",17,17,NA,"37",2.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"29","D06","UKFS","UKFS_060","2018-11-29T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",10,"Y",20.8,24.5,NA,"38",11,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"30","D06","UKFS","UKFS_045","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",30,"Y",5.4,13.4,12.9,"39",5,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm","4"
"31","D06","UKFS","UKFS_058","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",290,"Y",13.1,53,50.8,"40",2.4,"CAOV2","Carya ovalis (Wangenh.) Sarg. var. obcordata (Muhl. & Willd.) Sarg.","3 - Heartwood sound",">=10cm","3"
"32","D06","UKFS","UKFS_058","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",170,"Y",1.1,11.8,10.7,"41",4,"CEOC","Celtis occidentalis L. var. occidentalis","2 - Sound round",">=10cm","2"
"33","D06","UKFS","UKFS_058","2018-11-01T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",170,"Y",11,12.9,12,"42",4,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"34","D06","UKFS","UKFS_012","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",340,"Y",5.5,10.8,NA,"44",3.6,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"35","D06","UKFS","UKFS_012","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",220,"Y",2.5,15.9,NA,"45",1.8,"ULAM","Ulmus americana L.","3 - Heartwood sound",">=10cm","3"
"36","D06","UKFS","UKFS_048","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",10,"Y",82.2,42.6,40,"46",10.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"37","D06","UKFS","UKFS_048","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",10,"Y",27.5,35,29.3,"47",11.4,"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","3 - Heartwood sound",">=10cm","3"
"38","D06","UKFS","UKFS_048","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",10,"Y",14,22.3,22,"48",9.4,"ULMUS","Ulmus sp.","3 - Heartwood sound",">=10cm","3"
"39","D06","UKFS","UKFS_048","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",10,"Y",1.5,41.33,NA,"49",16,"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","3 - Heartwood sound",">=10cm","3"
"40","D06","UKFS","UKFS_048","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",250,"Y",3.7,13.36,NA,"50",4,"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","3 - Heartwood sound",">=10cm","3"
"41","D06","UKFS","UKFS_014","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",30,"Y",0.2,24.7,NA,"51",10,"2PLANT-H","Unknown Hardwood","2 - Sound round",">=10cm","2"
"42","D06","UKFS","UKFS_014","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",30,"Y",65.6,36.3,NA,"52",5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"43","D06","UKFS","UKFS_010","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",150,"Y",7.5,13.9,12.9,"55",5.1,"MAPO","Maclura pomifera (Raf.) C.K. Schneid.","3 - Heartwood sound",">=10cm","3"
"44","D06","UKFS","UKFS_015","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",210,"Y",3.8,22.1,18.7,"56",9.6,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"45","D06","UKFS","UKFS_015","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",330,"Y",85.7,43.5,29.5,"57",6.8,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"46","D06","UKFS","UKFS_005","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",240,"Y",9.8,18.9,14.9,"58",5.5,"CAOV2","Carya ovata (Mill.) K. Koch","2 - Sound round",">=10cm","2"
"47","D06","UKFS","UKFS_005","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",240,"Y",14.7,14.9,13,"59",3.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"48","D06","UKFS","UKFS_005","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",240,"Y",27.7,23.4,25,"60",4.1,"QUMU","Quercus muehlenbergii Engelm.","2 - Sound round",">=10cm","2"
"49","D06","UKFS","UKFS_005","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",120,"Y",2.9,26.6,22.9,"61",8.7,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"50","D06","UKFS","UKFS_005","2018-10-23T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",120,"Y",36.6,24.8,18.8,"62",7.4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"51","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",2.2,16.1,18,"63",2.5,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"52","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",3.4,17.6,15.1,"64",6.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"53","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",9,14.4,14.1,"65",2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"54","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",63.1,39.5,40.4,"66",9.1,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"55","D06","UKFS","UKFS_046","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",58.8,37.7,36.3,"67",9,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"56","D06","UKFS","UKFS_046","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",20.1,20.5,20.5,"68",6.8,"CEOC","Celtis occidentalis L.","3 - Heartwood sound",">=10cm","3"
"57","D06","UKFS","UKFS_046","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",46.1,26.5,25.7,"69",8.3,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"58","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",82.2,33.3,31.5,"70",9.1,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"59","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",1.7,13.2,12.9,"71",1.7,"JUNI","Juglans nigra L.","2 - Sound round",">=10cm","2"
"60","D06","UKFS","UKFS_052","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",102.9,39.4,39,"72",5.3,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"61","D06","UKFS","UKFS_046","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",0.2,18.1,16.4,"73",1.4,"QUERC","Quercus spp.","3 - Heartwood sound",">=10cm","3"
"62","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",1.5,16.2,NA,"74",5.8,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"63","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",70,"Y",68.8,37.78,NA,"75",12.2,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"64","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",1.8,24.8,NA,"76",4.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"65","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",190,"Y",5.6,16.7,NA,"77",2.9,"2PLANT-H","Unknown plant","4 - Rotten throughout",">=10cm","4"
"66","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",26,20.7,NA,"78",7,"2PLANT-H","Unknown plant","2 - Sound round",">=10cm","2"
"67","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",24.6,27.4,NA,"79",5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"68","D06","UKFS","UKFS_049","2018-10-25T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",310,"Y",27.9,27,NA,"79",5,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"69","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",110,"Y",1.4,50.1,47.7,"80",10,"JUNI","Juglans nigra L.","4 - Rotten throughout",">=10cm","4"
"70","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",110,"Y",16.5,35.2,NA,"86",13.2,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"71","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",110,"Y",18.4,26.9,22,"87",11,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"72","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",110,"Y",128.8,48.5,37.5,"88",7.7,"2PLANT-H","Unknown Hardwood","5 - No structural integrity",">=10cm","5"
"73","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",230,"Y",9.7,15.9,13.3,"89",5.3,"ULRU","Ulmus rubra Muhl.","2 - Sound round",">=10cm","2"
"74","D06","UKFS","UKFS_016","2018-10-31T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",350,"Y",3,34.3,31.9,"90",9.1,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"75","D06","UKFS","UKFS_054","2018-10-24T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",30,"Y",4.6,12.8,10.2,"91",2.9,"2PLANT-H","Unknown plant","3 - Heartwood sound",">=10cm","3"
"76","D06","UKFS","UKFS_001","2018-10-17T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",350,"Y",15.7,31.2,28.7,"101",9.2,"GLTR","Gleditsia triacanthos L.","3 - Heartwood sound",">=10cm","3"
"77","D06","UKFS","UKFS_032","2018-11-12T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",50,"Y",142.7,58.5,55,"114",8.6,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"78","D06","UKFS","UKFS_044","2018-11-05T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",180,"Y",47.5,41.5,43.6,"114",6,"JUNI","Juglans nigra L.","2 - Sound round",">=10cm","2"
"79","D06","UKFS","UKFS_032","2018-11-12T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",50,"Y",20.4,30,18,"115",1.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"80","D06","UKFS","UKFS_032","2018-11-12T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",50,"Y",14,27.5,25.5,"116",3.6,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"81","D06","UKFS","UKFS_032","2018-11-12T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",170,"Y",4.7,10,8.7,"117",3.6,"FRAM2","Fraxinus americana L.","3 - Heartwood sound",">=10cm","3"
"82","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",2.2,11,11.2,"118",6.5,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"83","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",91.5,38.5,37.8,"119",13.5,"CEOC","Celtis occidentalis L.","3 - Heartwood sound",">=10cm","3"
"84","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",54,35,36.5,"120",19,"QURU","Quercus rubra L.","2 - Sound round",">=10cm","2"
"85","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",19.3,30.3,30.5,"122",15,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"86","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",14.4,32.6,31.3,"123",12.8,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"87","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",42.3,31.5,31,"124",4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"88","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",20.4,21.2,21.2,"125",13.8,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"89","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",25.9,33.1,32.2,"126",18.8,"QUVE","Quercus velutina Lam.","2 - Sound round",">=10cm","2"
"90","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",28.9,28.5,NA,"127",17,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"91","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",29.9,19.2,19.2,"128",11.9,"QUMU","Quercus muehlenbergii Engelm.","3 - Heartwood sound",">=10cm","3"
"92","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",2.8,16.8,16.8,"129",6.9,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"93","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",29.9,35.6,34,"130",19,"QUVE","Quercus velutina Lam.","3 - Heartwood sound",">=10cm","3"
"94","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",5.7,19,NA,"131",8.7,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"95","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",25.9,26.55,NA,"132",11.4,"CEOC","Celtis occidentalis L.","2 - Sound round",">=10cm","2"
"96","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",14.2,22.5,22.3,"133",17,"2PLANT-H","Unknown Hardwood","3 - Heartwood sound",">=10cm","3"
"97","D06","UKFS","UKFS_008","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",138.3,51,NA,"134",11.4,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"98","D06","UKFS","UKFS_011","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",280,"Y",4,30.8,30.3,"135",12,"QUMU","Quercus muehlenbergii Engelm.","3 - Heartwood sound",">=10cm","3"
"99","D06","UKFS","UKFS_008","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",1.5,14.7,14,"136",6.55,"ULAM","Ulmus americana L.","3 - Heartwood sound",">=10cm","3"
"100","D06","UKFS","UKFS_008","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",160,"Y",32.5,22,21.8,"137",17,"2PLANT-H","Unknown Hardwood","4 - Rotten throughout",">=10cm","4"
"101","D06","UKFS","UKFS_008","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",43.5,29,27.5,"138",9.6,"ULAM","Ulmus americana L.","2 - Sound round",">=10cm","2"
"102","D06","UKFS","UKFS_008","2018-11-07T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",40,"Y",35.5,45.3,42.1,"139",10.3,"ULRU","Ulmus rubra Muhl.","3 - Heartwood sound",">=10cm","3"
"103","D06","UKFS","UKFS_056","2018-11-05T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",270,"Y",29.6,27.7,25,"140",8,"QUERC","Quercus sp.","3 - Heartwood sound",">=10cm","3"
"104","D06","UKFS","UKFS_056","2018-11-05T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",270,"Y",5.3,42.8,36.4,"141",15,"QUMU","Quercus muehlenbergii Engelm.","2 - Sound round",">=10cm","2"
"105","D06","UKFS","UKFS_056","2018-11-05T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",150,"Y",12.08,15.3,15.2,"142",3.2,"CAOV2","Carya ovata (Mill.) K. Koch","4 - Rotten throughout",">=10cm","4"
"106","D06","UKFS","UKFS_044","2018-11-05T00:00:00.000Z",2018,"CDW.2018.UKFS",5,"NEON.DOC.001711vD",180,"Y",101,66.8,58.2,"143",16.8,"QUVE","Quercus velutina Lam.","1 - Fresh fallen",">=10cm","1"
